|6.6.6
Archiving\03_Data\eqfrac/QFM_m0.75/WD94/WD94_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        San(TH)        Sp(TH)         ilm            q             
  1309.28        2500.00        99.3746                 NaN  0.117120                 NaN  0.210644       0.834995E-001            NaN  0.214094                 NaN            NaN            NaN            NaN            NaN
  1307.79        2500.00        99.3800                 NaN  0.114763                 NaN  0.208076       0.853303E-001            NaN  0.211846                 NaN            NaN            NaN            NaN            NaN
  1306.29        2500.00        99.3855                 NaN  0.112773                 NaN  0.206079       0.860476E-001            NaN  0.209571                 NaN            NaN            NaN            NaN            NaN
  1304.80        2500.00        99.3905                 NaN  0.110957                 NaN  0.871095E-001  0.203796                 NaN  0.207612                 NaN            NaN            NaN            NaN            NaN
  1303.30        2500.00        98.5577                 NaN  0.178373                 NaN  0.106457       0.293774                 NaN  0.311714       0.552011                 NaN            NaN            NaN            NaN
  1301.81        2500.00        87.0618                 NaN   1.10981                 NaN   1.55855       0.394579                 NaN   1.76995        8.10530                 NaN            NaN            NaN            NaN
  1300.32        2500.00        87.9701                 NaN   1.03862                 NaN   1.48408       0.345506                 NaN   1.65569        7.50597                 NaN            NaN            NaN            NaN
  1298.82        2500.00        88.7526                 NaN  0.975607                 NaN   1.42050       0.305508                 NaN   1.55698        6.98878                 NaN            NaN            NaN            NaN
  1297.33        2500.00        89.4575                 NaN  0.919750                 NaN   1.36268       0.267020                 NaN   1.46744        6.52564                 NaN            NaN            NaN            NaN
  1295.83        2500.00        90.0579                 NaN  0.869524                 NaN   1.31399       0.238937                 NaN   1.39128        6.12838                 NaN            NaN            NaN            NaN
  1294.34        2500.00        90.6018                 NaN  0.823333                 NaN  0.215050        1.26931                 NaN   1.32203        5.76844                 NaN            NaN            NaN            NaN
  1292.85        2500.00        91.0881                 NaN  0.782337                 NaN  0.191453        1.22993                 NaN   1.25978        5.44839                 NaN            NaN            NaN            NaN
  1291.35        2500.00        77.0735                 NaN  0.380481                 NaN   3.38945        1.23673                 NaN   2.99827        13.8128                 NaN   1.10880                 NaN            NaN
  1289.86        2500.00        79.7675                 NaN  0.249357                 NaN   2.91236        1.30188                 NaN   2.64850        12.1410                 NaN  0.979324                 NaN            NaN
  1288.36        2500.00        82.1420                 NaN  0.160827                 NaN   2.48703        1.33600                 NaN   2.34200        10.6793                 NaN  0.852823                 NaN            NaN
  1286.87        2500.00        83.9495                 NaN  0.106222                 NaN   1.34253        2.16590                 NaN   2.10990        9.57115                 NaN  0.754749                 NaN            NaN
  1285.38        2500.00        83.3136                 NaN  0.761362                 NaN  0.233996        2.59844                 NaN   2.28554        10.0934                 NaN  0.713615                 NaN            NaN
  1283.88        2500.00        89.3204                 NaN            NaN            NaN   1.38303        1.06447                 NaN   1.40069        6.33377                 NaN  0.497631                 NaN            NaN
  1282.39        2500.00        85.2924                 NaN            NaN            NaN   1.49746        1.84960                 NaN   1.97584        8.69996                 NaN  0.684772                 NaN            NaN
  1280.89        2500.00        90.6268                 NaN            NaN            NaN   1.04935        1.09259                 NaN   1.20893        5.63522                 NaN  0.387145                 NaN            NaN
  1279.40        2500.00        88.8302                 NaN            NaN            NaN   1.24787        1.33043                 NaN   1.48446        6.62813                 NaN  0.478897                 NaN            NaN
  1277.90        2500.00        89.1655                 NaN            NaN            NaN   1.16021        1.34255                 NaN   1.44149        6.43850                 NaN  0.451790                 NaN            NaN
  1276.41        2500.00        89.0109                 NaN            NaN            NaN   1.43028        1.12697                 NaN   1.47033        6.51801                 NaN  0.443473                 NaN            NaN
  1274.92        2500.00        90.0980                 NaN            NaN            NaN  0.939709        1.36255                 NaN   1.31445        5.90065                 NaN  0.384605                 NaN            NaN
  1273.42        2500.00        89.2863                 NaN            NaN            NaN   1.50195       0.957091                 NaN   1.42136        6.42275                 NaN  0.410589                 NaN            NaN
  1271.93        2500.00        90.9418                 NaN            NaN            NaN   1.36637       0.739877                 NaN   1.20031        5.41797                 NaN  0.333646                 NaN            NaN
  1270.43        2500.00        88.7170                 NaN            NaN            NaN   1.73643       0.889950                 NaN   1.54109        6.68282                 NaN  0.432704                 NaN            NaN
  1268.94        2500.00        92.6682                 NaN            NaN            NaN   1.09166       0.549144                 NaN  0.922790        4.52320                 NaN  0.245054                 NaN            NaN
  1267.45        2500.00        90.9582                 NaN            NaN            NaN   1.53532       0.545566                 NaN   1.19682        5.45117                 NaN  0.312912                 NaN            NaN
  1265.95        2500.00        91.5052                 NaN            NaN            NaN   1.51499       0.452493                 NaN   1.12659        5.11441                 NaN  0.286335                 NaN            NaN
  1264.46        2500.00        92.1171                 NaN            NaN            NaN   1.40307       0.410892                 NaN   1.04668        4.75451                 NaN  0.267787                 NaN            NaN
  1262.96        2500.00        92.1815                 NaN            NaN            NaN  0.261871        1.55116                 NaN   1.03998        4.71502                 NaN  0.250511                 NaN            NaN
  1261.47        2500.00        93.0952                 NaN            NaN            NaN  0.210236        1.39223                 NaN  0.929862        4.13658                 NaN  0.235911                 NaN            NaN
  1259.98        2500.00        89.1912                 NaN            NaN            NaN   2.49887       0.317423       0.656755E-005   1.43933        6.37920                 NaN  0.173980                 NaN            NaN
  1258.48        2500.00        98.2865                 NaN            NaN            NaN  0.472702       0.490462E-005            NaN  0.235689       0.921154                 NaN  0.839075E-001            NaN            NaN
  1256.99        2500.00        93.5819                 NaN            NaN            NaN  0.676319       0.694272                 NaN  0.824285        3.96500                 NaN  0.258255                 NaN            NaN
  1255.49        2500.00        94.7922                 NaN            NaN            NaN   1.09675       0.105203                 NaN  0.703384        3.12804                 NaN  0.174397                 NaN            NaN
  1254.00        2500.00        94.9110                 NaN            NaN            NaN  0.812866       0.298953                 NaN  0.706199        3.24723                 NaN  0.237611E-001            NaN            NaN
  1252.50        2500.00        96.8479                 NaN            NaN            NaN  0.506511       0.234596                 NaN  0.420990        1.67261                 NaN  0.302085       0.153146E-001            NaN
  1251.01        2500.00        94.4888                 NaN            NaN            NaN   1.30682       0.552134E-001            NaN  0.713531        3.34642                 NaN            NaN  0.891897E-001            NaN
  1249.52        2500.00        88.6076                 NaN            NaN            NaN  0.135310        2.54536       0.209053        1.50592        6.78115                 NaN            NaN  0.215642                 NaN
  1248.02        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1246.53        2500.00       100.0000                 NaN  0.213501E-005            NaN            NaN            NaN            NaN  0.181711E-005  0.521822E-005  0.131977E-005            NaN            NaN            NaN
  1245.03        2500.00       100.0000                 NaN            NaN            NaN  0.297852E-005  0.197323E-005            NaN  0.259741E-005  0.110877E-004            NaN            NaN            NaN            NaN
  1243.54        2500.00        91.5183                 NaN            NaN            NaN   2.16895                 NaN            NaN   1.14259        5.02681                 NaN            NaN  0.143376                 NaN
  1242.05        2500.00        96.2772                 NaN            NaN            NaN  0.983367                 NaN            NaN  0.564064        2.09051                 NaN            NaN  0.848712E-001            NaN
  1240.55        2500.00        97.7555                 NaN            NaN            NaN  0.600044                 NaN            NaN  0.309367        1.30413                 NaN            NaN  0.309292E-001            NaN
  1239.06        2500.00        98.5830                 NaN            NaN            NaN  0.279126E-001            NaN            NaN  0.917474E-001   1.28320                 NaN            NaN  0.141549E-001            NaN
  1237.56        2500.00        94.0970                 NaN            NaN            NaN   1.66408       0.100696                 NaN  0.816054        3.23585                 NaN            NaN  0.863023E-001            NaN
  1236.07        2500.00        94.1997                 NaN            NaN            NaN   1.52635                 NaN            NaN  0.801101        3.38258                 NaN  0.191125E-001  0.711668E-001            NaN
  1234.58        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1233.08        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1231.59        2500.00       100.0000                 NaN            NaN            NaN  0.233178E-005            NaN            NaN            NaN  0.338502E-005            NaN            NaN            NaN            NaN
  1230.09        2500.00        92.1322                 NaN            NaN            NaN   1.99853                 NaN            NaN   1.03911        4.70080                 NaN            NaN  0.129356                 NaN
  1228.60        2500.00        97.5030                 NaN            NaN            NaN  0.388803       0.263666                 NaN  0.324629        1.47640                 NaN            NaN  0.435477E-001            NaN
  1227.10        2500.00        99.9589                 NaN            NaN            NaN  0.203134E-001            NaN            NaN  0.572180E-002  0.139633E-001            NaN            NaN            NaN  0.109465E-002
  1225.61        2500.00        99.4506                 NaN            NaN            NaN  0.115960                 NaN            NaN  0.516593E-001  0.265357                 NaN            NaN  0.350387E-002  0.112886     
  1224.12        2500.00                 NaN            NaN            NaN            NaN   13.2148                 NaN            NaN   8.94829        47.1821                 NaN            NaN  0.704063        29.9508     
  1222.62        2500.00                 NaN            NaN            NaN            NaN   13.2138                 NaN            NaN   8.94779        47.1862                 NaN            NaN  0.702445        29.9498     
  1221.13        2500.00                 NaN            NaN            NaN            NaN   13.2141                 NaN            NaN   8.94904        47.1803                 NaN            NaN  0.703980        29.9526     
  1219.63        2500.00                 NaN            NaN            NaN            NaN   13.2138                 NaN            NaN   8.94941        47.1794                 NaN            NaN  0.703939        29.9534     
  1218.14        2500.00                 NaN            NaN            NaN            NaN   13.2135                 NaN            NaN   8.94978        47.1786                 NaN            NaN  0.703898        29.9543     
  1216.65        2500.00                 NaN            NaN            NaN            NaN   13.2131                 NaN            NaN   8.95014        47.1777                 NaN            NaN  0.703858        29.9552     
  1215.15        2500.00                 NaN            NaN            NaN            NaN   13.2128                 NaN            NaN   8.95049        47.1769                 NaN            NaN  0.703818        29.9560     
  1213.66        2500.00                 NaN            NaN            NaN            NaN   13.2125                 NaN            NaN   8.95083        47.1760                 NaN            NaN  0.703778        29.9569     
  1212.16        2500.00                 NaN            NaN            NaN            NaN   13.2121                 NaN            NaN   8.95117        47.1752                 NaN            NaN  0.703738        29.9578     
  1210.67        2500.00                 NaN            NaN            NaN            NaN   13.2118                 NaN            NaN   8.95150        47.1743                 NaN            NaN  0.703699        29.9587     
  1209.18        2500.00                 NaN            NaN            NaN            NaN   13.2115                 NaN            NaN   8.95182        47.1735                 NaN            NaN  0.703660        29.9595     
  1207.68        2500.00                 NaN            NaN            NaN            NaN   13.2112                 NaN            NaN   8.95221        47.1726                 NaN            NaN  0.703608        29.9604     
  1206.19        2500.00                 NaN            NaN            NaN            NaN   13.2108                 NaN            NaN   8.95245        47.1719                 NaN            NaN  0.703584        29.9613     
  1204.69        2500.00                 NaN            NaN            NaN            NaN   13.2289                 NaN            NaN   8.98519        47.1256                 NaN            NaN  0.697849        29.9624     
  1203.20        2500.00                 NaN            NaN            NaN            NaN   13.0582       0.169331                 NaN   8.98845        47.1226                 NaN            NaN  0.697962        29.9634     
  1201.70        2500.00                 NaN            NaN            NaN            NaN   13.2308                 NaN            NaN   8.99747        47.1118                 NaN            NaN  0.696681        29.9633     
  1200.21        2500.00                 NaN            NaN            NaN            NaN   13.2312                 NaN            NaN   9.00363        47.1055                 NaN            NaN  0.696123        29.9636     
  1198.72        2500.00                 NaN            NaN            NaN            NaN   13.2092                 NaN            NaN   8.95394        47.1678                 NaN            NaN  0.703397        29.9657     
  1197.22        2500.00                 NaN            NaN            NaN            NaN   13.2337                 NaN            NaN   9.01580        47.0910                 NaN            NaN  0.694898        29.9647     
  1195.73        2500.00                 NaN            NaN            NaN            NaN   13.2181                 NaN            NaN   9.00098        47.1180                 NaN            NaN  0.698956        29.9640     
  1194.23        2500.00                 NaN            NaN            NaN            NaN   13.2177                 NaN            NaN   9.00097        47.1175                 NaN            NaN  0.698942        29.9649     
  1192.74        2500.00                 NaN            NaN            NaN            NaN   13.2366                 NaN            NaN   9.03505        47.0695                 NaN            NaN  0.692995        29.9659     
  1191.25        2500.00                 NaN            NaN            NaN            NaN   3.35548        9.56297       0.315198        9.07720        47.0338                 NaN            NaN  0.691896        29.9634     
  1189.75        2500.00                 NaN            NaN            NaN            NaN   13.0896       0.147057                 NaN   9.04469        47.0587                 NaN            NaN  0.692443        29.9675     
  1188.26        2500.00                 NaN            NaN            NaN            NaN   13.0780       0.164328                 NaN   9.06641        47.0375                 NaN            NaN  0.689836        29.9640     
  1186.76        2500.00                 NaN            NaN            NaN            NaN   12.2528       0.985576                 NaN   9.09013        47.0122                 NaN            NaN  0.690308        29.9690     
  1185.27        2500.00                 NaN            NaN            NaN            NaN   12.6397       0.575436                 NaN   9.05631        47.0661                 NaN            NaN  0.696620        29.9659     
  1183.78        2500.00                 NaN            NaN            NaN            NaN   12.5497       0.688123                 NaN   9.07707        47.0235                 NaN            NaN  0.690625        29.9710     
  1182.28        2500.00                 NaN            NaN            NaN            NaN   12.3988       0.838878                 NaN   9.08486        47.0151                 NaN            NaN  0.690384        29.9720     
  1180.79        2500.00                 NaN            NaN            NaN            NaN   12.2189        1.01432                 NaN   9.09662        47.0063                 NaN            NaN  0.690904        29.9730     
  1179.29        2500.00                 NaN            NaN            NaN            NaN   12.2872       0.950208                 NaN   9.09223        47.0064                 NaN            NaN  0.690020        29.9739     
  1177.80        2500.00                 NaN            NaN            NaN            NaN   12.3291       0.908916                 NaN   9.09398        47.0028                 NaN            NaN  0.689857        29.9754     
  1176.31        2500.00                 NaN            NaN            NaN            NaN   12.1900        1.04185                 NaN   9.09829        47.0034                 NaN            NaN  0.690859        29.9756     
  1174.81        2500.00                 NaN            NaN            NaN            NaN   12.4497       0.788028                 NaN   9.08863        47.0071                 NaN            NaN  0.689745        29.9768     
  1173.32        2500.00                 NaN            NaN            NaN            NaN   12.1712        1.05898                 NaN   9.09960        47.0020                 NaN            NaN  0.690942        29.9773     
  1171.82        2500.00                 NaN            NaN            NaN            NaN   12.3437       0.894239                 NaN   9.09725        46.9968                 NaN            NaN  0.689239        29.9788     
  1170.33        2500.00                 NaN            NaN            NaN            NaN   12.2302        1.00699                 NaN   9.10239        46.9914                 NaN            NaN  0.689205        29.9798     
  1168.83        2500.00                 NaN            NaN            NaN            NaN   12.2011        1.03481                 NaN   9.10542        46.9880                 NaN            NaN  0.689170        29.9815     
  1167.34        2500.00                 NaN            NaN            NaN            NaN   12.1754        1.06161                 NaN   9.10829        46.9840                 NaN            NaN  0.688835        29.9818     
  1165.85        2500.00                 NaN            NaN            NaN            NaN   12.1672        1.06818                 NaN   9.10911        46.9833                 NaN            NaN  0.688871        29.9834     
  1164.35        2500.00                 NaN            NaN            NaN            NaN   12.1036        1.13460                 NaN   9.11865        46.9713                 NaN            NaN  0.687983        29.9839     
  1162.86        2500.00                 NaN            NaN            NaN            NaN   12.1073        1.12777                 NaN   9.11563        46.9756                 NaN            NaN  0.688370        29.9853     
  1161.36        2500.00                 NaN            NaN            NaN            NaN   1.23292        12.0051                 NaN   9.12632        46.9618                 NaN            NaN  0.687326        29.9866     
  1159.87        2500.00                 NaN            NaN            NaN            NaN   11.9812        1.25700                 NaN   9.13149        46.9561                 NaN            NaN  0.687181        29.9871     
  1158.38        2500.00                 NaN            NaN            NaN            NaN   11.9448        1.29405                 NaN   9.13603        46.9502                 NaN            NaN  0.686879        29.9880     
  1156.88        2500.00                 NaN            NaN            NaN            NaN   11.9106        1.32902                 NaN   9.14015        46.9447                 NaN            NaN  0.686596        29.9890     
  1155.39        2500.00                 NaN            NaN            NaN            NaN   1.36490        11.8750                 NaN   9.14442        46.9394                 NaN            NaN  0.686316        29.9900     
  1153.89        2500.00                 NaN            NaN            NaN            NaN   11.8394        1.40088                 NaN   9.14870        46.9340                 NaN            NaN  0.686041        29.9911     
  1152.40        2500.00                 NaN            NaN            NaN            NaN   1.43739        11.8033                 NaN   9.15278        46.9283                 NaN            NaN  0.685836        29.9923     
  1150.91        2500.00                 NaN            NaN            NaN            NaN   11.7948        1.42280                 NaN   9.13361        46.9722                 NaN            NaN  0.691096        29.9855     
  1149.41        2500.00                 NaN            NaN            NaN            NaN   11.8004        1.41688                 NaN   9.13376        46.9715                 NaN            NaN  0.691104        29.9864     
  1147.92        2500.00                 NaN            NaN            NaN            NaN   11.7854        1.43110                 NaN   9.13058        46.9750                 NaN            NaN  0.691075        29.9869     
  1146.42        2500.00                 NaN            NaN            NaN            NaN   11.8129        1.40365                 NaN   9.13406        46.9699                 NaN            NaN  0.691091        29.9884     
  1144.93        2500.00                 NaN            NaN            NaN            NaN   1.40008        11.8162                 NaN   9.13400        46.9693                 NaN            NaN  0.691094        29.9893     
  1143.43        2500.00                 NaN            NaN            NaN            NaN   1.39508        11.8210                 NaN   9.13420        46.9683                 NaN            NaN  0.691059        29.9903     
  1141.94        2500.00                 NaN            NaN            NaN            NaN   11.8342        1.38123                 NaN   9.13821        46.9642                 NaN            NaN  0.691019        29.9912     
  1140.45        2500.00                 NaN            NaN            NaN            NaN   11.8328        1.38227                 NaN   9.13825        46.9637                 NaN            NaN  0.691016        29.9920     
  1138.95        2500.00                 NaN            NaN            NaN            NaN   11.8314        1.38317                 NaN   9.13829        46.9632                 NaN            NaN  0.691012        29.9929     
  1137.46        2500.00                 NaN            NaN            NaN            NaN   11.8304        1.38384                 NaN   9.13830        46.9627                 NaN            NaN  0.691009        29.9938     
  1135.96        2500.00                 NaN            NaN            NaN            NaN   1.79421        11.4458                 NaN   9.19823        46.8753                 NaN            NaN  0.683537        30.0030     
  1134.47        2500.00                 NaN            NaN            NaN            NaN   11.4502        1.79445                 NaN   9.20335        46.8641                 NaN            NaN  0.682362        30.0055     
  1132.98        2500.00                 NaN            NaN            NaN            NaN   11.4254        1.81988                 NaN   9.20751        46.8586                 NaN            NaN  0.682046        30.0066     
  1131.48        2500.00                 NaN            NaN            NaN            NaN   11.4017        1.84403                 NaN   9.21173        46.8531                 NaN            NaN  0.681735        30.0077     
  1129.99        2500.00                 NaN            NaN            NaN            NaN   1.82187        11.4247                 NaN   9.21869        46.8448                 NaN            NaN  0.680892        30.0090     
  1128.49        2500.00                 NaN            NaN            NaN            NaN   11.3425        1.90560                 NaN   9.21795        46.8425                 NaN            NaN  0.680967        30.0105     
  1127.00        2500.00                 NaN            NaN            NaN            NaN   10.4902        2.67653                 NaN   9.19336        46.9387                 NaN            NaN  0.698844        30.0023     
  1125.51        2500.00                 NaN            NaN            NaN            NaN   11.3289        1.91964                 NaN   9.22951        46.8291                 NaN            NaN  0.680276        30.0125     
  1124.01        2500.00                 NaN            NaN            NaN            NaN   1.95455        11.2943                 NaN   9.23250        46.8249                 NaN            NaN  0.680104        30.0137     
  1122.52        2500.00                 NaN            NaN            NaN            NaN   11.2631        1.98557                 NaN   9.23647        46.8198                 NaN            NaN  0.680082        30.0150     
  1121.02        2500.00                 NaN            NaN            NaN            NaN   2.03702        11.2062                 NaN   9.24205        46.8178                 NaN            NaN  0.680864        30.0160     
  1119.53        2500.00                 NaN            NaN            NaN            NaN   2.04824        11.1955                 NaN   9.24663        46.8129                 NaN            NaN  0.680268        30.0165     
  1118.03        2500.00                 NaN            NaN            NaN            NaN   2.05848        11.1851                 NaN   9.24845        46.8115                 NaN            NaN  0.680046        30.0165     
  1116.54        2500.00                 NaN            NaN            NaN            NaN   2.09336        11.1526                 NaN   9.25144        46.8035                 NaN            NaN  0.680031        30.0191     
  1115.05        2500.00                 NaN            NaN            NaN            NaN   11.1810        2.07156                 NaN   9.25843        46.7896                 NaN            NaN  0.678208        30.0212     
  1113.55        2500.00                 NaN            NaN            NaN            NaN   2.07978        11.1739                 NaN   9.26331        46.7831                 NaN            NaN  0.677611        30.0222     
  1112.06        2500.00                 NaN            NaN            NaN            NaN   11.1452        2.10748                 NaN   9.26668        46.7796                 NaN            NaN  0.677711        30.0233     
  1110.56        2500.00                 NaN            NaN            NaN            NaN   11.1651        2.09455                 NaN   9.28617        46.7532                 NaN            NaN  0.676400        30.0246     
  1109.07        2500.00                 NaN            NaN            NaN            NaN   11.1121        2.14040                 NaN   9.27670        46.7688                 NaN            NaN  0.677392        30.0246     
  1107.58        2500.00                 NaN            NaN            NaN            NaN   11.0774        2.18033                 NaN   9.26617        46.7704                 NaN            NaN  0.677572        30.0281     
  1106.08        2500.00                 NaN            NaN            NaN            NaN   11.0413        2.21808                 NaN   9.29901        46.7280                 NaN            NaN  0.681520        30.0321     
  1104.59        2500.00                 NaN            NaN            NaN            NaN   2.24046        11.0198                 NaN   9.30119        46.7238                 NaN            NaN  0.681112        30.0336     
  1103.09        2500.00                 NaN            NaN            NaN            NaN   2.30016        10.9727                 NaN   9.28937        46.7172                 NaN            NaN  0.679898        30.0407     
  1101.60        2500.00                 NaN            NaN            NaN            NaN   11.0150        2.23904                 NaN   9.29444        46.7436                 NaN            NaN  0.676272        30.0316     
  1100.11        2500.00                 NaN            NaN            NaN            NaN   2.23821        11.0215                 NaN   9.30141        46.7304                 NaN            NaN  0.674553        30.0339     
  1098.61        2500.00                 NaN            NaN            NaN            NaN   11.0142        2.24673                 NaN   9.30530        46.7247                 NaN            NaN  0.674137        30.0349     
  1097.12        2500.00                 NaN            NaN            NaN            NaN   11.0077        2.25542                 NaN   9.31034        46.7166                 NaN            NaN  0.673553        30.0363     
  1095.62        2500.00                 NaN            NaN            NaN            NaN   10.9949        2.26927                 NaN   9.31465        46.7104                 NaN            NaN  0.673155        30.0377     
  1094.13        2500.00                 NaN            NaN            NaN            NaN   10.9779        2.28612                 NaN   9.31830        46.7060                 NaN            NaN  0.672934        30.0387     
  1092.63        2500.00                 NaN            NaN            NaN            NaN   10.9699        2.29636                 NaN   9.32328        46.6978                 NaN            NaN  0.672357        30.0403     
  1091.14        2500.00                 NaN            NaN            NaN            NaN   10.9551        2.31103                 NaN   9.32701        46.6934                 NaN            NaN  0.672109        30.0413     
  1089.65        2500.00                 NaN            NaN            NaN            NaN   10.9458        2.32256                 NaN   9.33190        46.6852                 NaN            NaN  0.671549        30.0430     
  1088.15        2500.00                 NaN            NaN            NaN            NaN   10.9342        2.33529                 NaN   9.33622        46.6789                 NaN            NaN  0.671142        30.0443     
  1086.66        2500.00                 NaN            NaN            NaN            NaN   10.9228        2.34776                 NaN   9.34053        46.6725                 NaN            NaN  0.670731        30.0457     
  1085.16        2500.00                 NaN            NaN            NaN            NaN   10.9117        2.35998                 NaN   9.34485        46.6661                 NaN            NaN  0.670316        30.0470     
  1083.67        2500.00                 NaN            NaN            NaN            NaN   10.9009        2.37194                 NaN   9.34918        46.6597                 NaN            NaN  0.669898        30.0484     
  1082.18        2500.00                 NaN            NaN            NaN            NaN   10.8884        2.38543                 NaN   9.35336        46.6535                 NaN            NaN  0.669515        30.0498     
  1080.68        2500.00                 NaN            NaN            NaN            NaN   10.8731        2.40109                 NaN   9.35711        46.6484                 NaN            NaN  0.669252        30.0510     
  1079.19        2500.00                 NaN            NaN            NaN            NaN   10.8669        2.40977                 NaN   9.36179        46.6404                 NaN            NaN  0.668634        30.0525     
  1077.69        2500.00                 NaN            NaN            NaN            NaN   10.8567        2.42120                 NaN   9.36612        46.6338                 NaN            NaN  0.668200        30.0539     
  1076.20        2500.00                 NaN            NaN            NaN            NaN   10.8469        2.43227                 NaN   9.37046        46.6272                 NaN            NaN  0.667759        30.0553     
  1074.71        2500.00                 NaN            NaN            NaN            NaN   10.8359        2.44415                 NaN   9.37419        46.6213                 NaN            NaN  0.667411        30.0571     
  1073.21        2500.00                 NaN            NaN            NaN            NaN   10.7776        2.49426                 NaN   9.37887        46.6222                 NaN            NaN  0.669449        30.0577     
  1071.72        2500.00                 NaN            NaN            NaN            NaN   2.46935        10.8182                 NaN   9.39252        46.5940                 NaN            NaN  0.665118        30.0608     
  1070.22        2500.00                 NaN            NaN            NaN            NaN   2.52585        10.7674                 NaN   9.38530        46.5927                 NaN            NaN  0.663216        30.0655     
  1068.73        2500.00                 NaN            NaN            NaN            NaN   10.7998        2.48601                 NaN   9.39246        46.5936                 NaN            NaN  0.665523        30.0627     
  1067.23        2500.00                 NaN            NaN            NaN            NaN   10.7910        2.49599                 NaN   9.39677        46.5871                 NaN            NaN  0.665085        30.0641     
  1065.74        2500.00                 NaN            NaN            NaN            NaN   10.7828        2.50540                 NaN   9.40112        46.5805                 NaN            NaN  0.664634        30.0655     
  1064.25        2500.00                 NaN            NaN            NaN            NaN   10.7753        2.51425                 NaN   9.40551        46.5739                 NaN            NaN  0.664168        30.0669     
  1062.75        2500.00                 NaN            NaN            NaN            NaN   10.7684        2.52182                 NaN   9.40939        46.5688                 NaN            NaN  0.663779        30.0679     
  1061.26        2500.00                 NaN            NaN            NaN            NaN   10.7620        2.52961                 NaN   9.41381        46.5620                 NaN            NaN  0.663276        30.0693     
  1059.76        2500.00                 NaN            NaN            NaN            NaN   10.7555        2.53762                 NaN   9.41820        46.5551                 NaN            NaN  0.662782        30.0707     
  1058.27        2500.00                 NaN            NaN            NaN            NaN   2.54877        10.7457                 NaN   9.42249        46.5482                 NaN            NaN  0.662471        30.0723     
  1056.78        2500.00                 NaN            NaN            NaN            NaN   10.7398        2.55647                 NaN   9.42719        46.5409                 NaN            NaN  0.661851        30.0738     
  1055.28        2500.00                 NaN            NaN            NaN            NaN   10.7332        2.56483                 NaN   9.43190        46.5334                 NaN            NaN  0.661313        30.0753     
  1053.79        2500.00                 NaN            NaN            NaN            NaN   10.7241        2.57752                 NaN   9.43676        46.5235                 NaN            NaN  0.660609        30.0775     
  1052.29        2500.00                 NaN            NaN            NaN            NaN   10.7199        2.58304                 NaN   9.44904        46.5099                 NaN            NaN  0.660034        30.0780     
  1050.80        2500.00                 NaN            NaN            NaN            NaN   10.7093        2.59590                 NaN   9.44471        46.5098                 NaN            NaN  0.659594        30.0807     
  1049.31        2500.00                 NaN            NaN            NaN            NaN   10.6849        2.61921                 NaN   9.44765        46.5067                 NaN            NaN  0.659275        30.0823     
  1047.81        2500.00                 NaN            NaN            NaN            NaN   2.61360        10.6946                 NaN   9.45426        46.4952                 NaN            NaN  0.658637        30.0838     
  1046.32        2500.00                 NaN            NaN            NaN            NaN   10.6885        2.62107                 NaN   9.45843        46.4887                 NaN            NaN  0.658178        30.0851     
  1044.82        2500.00                 NaN            NaN            NaN            NaN   2.63037        10.6813                 NaN   9.46309        46.4808                 NaN            NaN  0.657607        30.0869     
  1043.33        2500.00                 NaN            NaN            NaN            NaN   10.6750        2.63821                 NaN   9.46790        46.4734                 NaN            NaN  0.657053        30.0884     
  1041.84        2500.00                 NaN            NaN            NaN            NaN   10.6431        2.66864                 NaN   9.46920        46.4719                 NaN            NaN  0.657508        30.0897     
  1040.34        2500.00                 NaN            NaN            NaN            NaN   10.6727        2.63943                 NaN   9.47571        46.4652                 NaN            NaN  0.656379        30.0906     
  1038.85        2500.00                 NaN            NaN            NaN            NaN   10.6529        2.66444                 NaN   9.48046        46.4533                 NaN            NaN  0.655676        30.0933     
  1037.35        2500.00                 NaN            NaN            NaN            NaN   2.66975        10.6510                 NaN   9.48531        46.4442                 NaN            NaN  0.654961        30.0949     
  1035.86        2500.00                 NaN            NaN            NaN            NaN   10.6382        2.68217                 NaN   9.48890        46.4396                 NaN            NaN  0.654733        30.0964     
  1034.36        2500.00                 NaN            NaN            NaN            NaN   10.6396        2.68500                 NaN   9.49431        46.4291                 NaN            NaN  0.653865        30.0981     
  1032.87        2500.00                 NaN            NaN            NaN            NaN   10.6342        2.69252                 NaN   9.49903        46.4211                 NaN            NaN  0.653263        30.0998     
  1031.38        2500.00                 NaN            NaN            NaN            NaN   10.6212        2.70526                 NaN   9.50264        46.4162                 NaN            NaN  0.653005        30.1017     
  1029.88        2500.00                 NaN            NaN            NaN            NaN   10.6215        2.70848                 NaN   9.50751        46.4071                 NaN            NaN  0.652284        30.1031     
