|6.6.6
Archiving\03_Data\eqfracLP/QFM_m2.25/Y98/Y98_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        an             O(HP)          Sp(TH)         ilm            San(TH)        q             
  1185.98        500.000                 NaN   4.10864        7.78348       0.246837E-005   7.40531                 NaN            NaN  0.603231        40.8803        39.2190     
  1184.88        500.000                 NaN   4.06654        7.82535       0.180162E-005   7.40366                 NaN            NaN  0.603373        40.8824        39.2187     
  1183.78        500.000                 NaN   4.14240        7.75616       0.221389E-005   7.39872                 NaN            NaN  0.599808        40.8843        39.2186     
  1182.68        500.000                 NaN   3.86797        8.03323                 NaN   7.41119                 NaN            NaN  0.595844        40.8745        39.2172     
  1181.58        500.000                 NaN   3.87896        8.02219                 NaN   7.41194                 NaN            NaN  0.599846        40.8667        39.2204     
  1180.48        500.000                 NaN   3.79622        8.11240                 NaN   7.41729                 NaN            NaN  0.597314        40.8547        39.2221     
  1179.38        500.000                 NaN   3.74103        8.16548                 NaN   7.41679                 NaN            NaN  0.597850        40.8576        39.2212     
  1178.28        500.000                 NaN   3.64666        8.26320       0.149791E-004   7.41596                 NaN            NaN  0.597405        40.8555        39.2213     
  1177.18        500.000                 NaN   3.77003        8.14018                 NaN   7.41264                 NaN            NaN  0.596432        40.8598        39.2209     
  1176.08        500.000                 NaN   3.71480        8.19926       0.138572E-005   7.41638                 NaN            NaN  0.594983        40.8529        39.2216     
  1174.98        500.000                 NaN   3.65933        8.25777       0.121896E-005   7.41939                 NaN            NaN  0.593693        40.8476        39.2222     
  1173.88        500.000                 NaN   3.53711        8.37237                 NaN   7.42432                 NaN            NaN  0.593845        40.8528        39.2196     
  1172.78        500.000                 NaN   3.58602        8.33356       0.593362E-004   7.41761                 NaN            NaN  0.591147        40.8501        39.2215     
  1171.68        500.000                 NaN   1.23247        10.7983                 NaN   7.39814                 NaN            NaN  0.576827        40.7485        39.2458     
  1170.58        500.000                 NaN   1.18424        10.8476       0.490139E-005   7.39799                 NaN            NaN  0.576750        40.7471        39.2462     
  1169.48        500.000                 NaN   1.62962        10.3953       0.431082E-005   7.41083                 NaN            NaN  0.572399        40.7489        39.2429     
  1168.38        500.000                 NaN   1.61966        10.4052       0.184209E-005   7.41118                 NaN            NaN  0.572084        40.7491        39.2427     
  1167.28        500.000                 NaN   1.75242        10.2425       0.201346E-005   7.42459                 NaN            NaN  0.574981        40.7706        39.2349     
  1166.18        500.000                 NaN   1.64999        10.3735       0.394861E-005   7.41064                 NaN            NaN  0.572303        40.7513        39.2422     
  1165.08        500.000                 NaN   2.08842        9.90523                 NaN   7.41694                 NaN            NaN  0.577063        40.7765        39.2359     
  1163.97        500.000                 NaN   8.52278        3.41748                 NaN   7.44100                 NaN            NaN  0.583585        40.8119        39.2232     
  1162.87        500.000                 NaN   3.22061        8.72062                 NaN   7.43023                 NaN            NaN  0.582618        40.8209        39.2250     
  1161.77        500.000                 NaN   2.83725        9.11127                 NaN   7.43755                 NaN            NaN  0.578521        40.8110        39.2244     
  1160.67        500.000                 NaN   2.81789        9.12948       0.232641E-005   7.44041                 NaN            NaN  0.578237        40.8100        39.2240     
  1159.57        500.000                 NaN   2.79150        9.15491       0.401781E-005   7.44083                 NaN            NaN  0.578543        40.8101        39.2241     
  1158.47        500.000                 NaN   2.53415        9.41729                 NaN   7.44685                 NaN            NaN  0.577263        40.7993        39.2252     
  1157.37        500.000                 NaN   2.70753        9.24260                 NaN   7.45410                 NaN            NaN  0.577817        40.7931        39.2249     
  1156.27        500.000                 NaN   2.62348        9.34269                 NaN   7.45233                 NaN            NaN  0.571567        40.7827        39.2273     
  1155.17        500.000                 NaN   2.61434        9.33813       0.902125E-004   7.45461                 NaN            NaN  0.575840        40.7916        39.2254     
  1154.07        500.000                 NaN   2.53747        9.41928       0.131515E-005   7.46138                 NaN            NaN  0.575169        40.7810        39.2257     
  1152.97        500.000                 NaN   2.42219        9.53736       0.646623E-005   7.46470                 NaN            NaN  0.573340        40.7767        39.2257     
  1151.87        500.000                 NaN   2.36838        9.59407                 NaN   7.46786                 NaN            NaN  0.572763        40.7709        39.2260     
  1150.77        500.000                 NaN   2.34884        9.61614       0.158860E-004   7.46938                 NaN            NaN  0.571386        40.7678        39.2265     
  1149.67        500.000                 NaN   2.28127        9.68634       0.546021E-005   7.47205                 NaN            NaN  0.570286        40.7633        39.2267     
  1148.57        500.000                 NaN   2.20852        9.76179                 NaN   7.47477                 NaN            NaN  0.569117        40.7588        39.2270     
  1147.47        500.000                 NaN   2.13802        9.83486       0.156007E-005   7.47753                 NaN            NaN  0.568013        40.7543        39.2272     
  1146.37        500.000                 NaN   2.06833        9.90731       0.527161E-005   7.48027                 NaN            NaN  0.566841        40.7497        39.2275     
  1145.27        500.000                 NaN   8.27286        3.66015       0.132536E-004   7.41719                 NaN            NaN  0.595153        40.8240        39.2307     
  1144.17        500.000                 NaN   2.17054        9.82664                 NaN   7.47086                 NaN            NaN  0.562504        40.7334        39.2361     
  1143.07        500.000                 NaN   1.88897        10.0815       0.473047E-004   7.47003                 NaN            NaN  0.569082        40.7650        39.2254     
  1141.96        500.000                 NaN  0.421284E-005   7.86264                 NaN   7.19765        2.73974                 NaN  0.781932        41.4560        39.9620     
  1140.86        500.000                 NaN  0.421284E-005   7.84685                 NaN   7.19730        2.75089                 NaN  0.782500        41.4571        39.9653     
  1139.76        500.000                 NaN  0.421278E-005   7.83122                 NaN   7.19695        2.76193                 NaN  0.783062        41.4583        39.9686     
  1138.66        500.000                 NaN  0.421276E-005   7.81574                 NaN   7.19660        2.77287                 NaN  0.783617        41.4594        39.9718     
  1137.56        500.000                 NaN  0.421275E-005   7.80041                 NaN   7.19627        2.78371                 NaN  0.784167        41.4604        39.9750     
  1136.46        500.000                 NaN   7.78523                 NaN            NaN   7.19594        2.79444                 NaN  0.784710        41.4615        39.9782     
  1135.36        500.000                 NaN   7.77020                 NaN            NaN   7.19562        2.80507                 NaN  0.785249        41.4625        39.9813     
  1134.26        500.000                 NaN   7.75531                 NaN            NaN   7.19530        2.81560                 NaN  0.785780        41.4635        39.9845     
  1133.16        500.000                 NaN   7.74057                 NaN            NaN   7.19499        2.82604                 NaN  0.786306        41.4645        39.9876     
  1132.06        500.000                 NaN   7.72586       0.186108E-003            NaN   7.19469        2.83633                 NaN  0.786822        41.4655        39.9906     
  1130.96        500.000                 NaN   7.71149       0.333524E-004            NaN   7.19439        2.84661                 NaN  0.787339        41.4664        39.9937     
  1129.86        500.000                 NaN   7.69719       0.578324E-005            NaN   7.19410        2.85677                 NaN  0.787849        41.4674        39.9967     
  1128.76        500.000                 NaN   7.68301                 NaN            NaN   7.19381        2.86683                 NaN  0.788352        41.4683        39.9997     
  1127.66        500.000                 NaN   7.66896                 NaN            NaN   7.19353        2.87679                 NaN  0.788850        41.4692        40.0027     
  1126.56        500.000                 NaN   7.65504                 NaN            NaN   7.19326        2.88667                 NaN  0.789342        41.4700        40.0057     
  1125.46        500.000                 NaN   7.64127                 NaN            NaN   7.19300        2.89645                 NaN  0.789828        41.4709        40.0086     
  1124.36        500.000                 NaN   7.62761                 NaN            NaN   7.19274        2.90615                 NaN  0.790310        41.4717        40.0115     
  1123.26        500.000                 NaN   7.61408                 NaN            NaN   7.19248        2.91576                 NaN  0.790786        41.4725        40.0144     
  1122.16        500.000                 NaN   7.60069                 NaN            NaN   7.19224        2.92528                 NaN  0.791256        41.4733        40.0172     
  1121.06        500.000                 NaN   7.58742                 NaN            NaN   7.19200        2.93472                 NaN  0.791722        41.4741        40.0201     
  1119.95        500.000                 NaN   7.57427                 NaN            NaN   7.19176        2.94408                 NaN  0.792182        41.4748        40.0229     
  1118.85        500.000                 NaN   7.56124                 NaN            NaN   7.19154        2.95335                 NaN  0.792638        41.4755        40.0257     
  1117.75        500.000                 NaN   7.54834                 NaN            NaN   7.19131        2.96254                 NaN  0.793088        41.4762        40.0285     
  1116.65        500.000                 NaN   7.53555                 NaN            NaN   7.19110        2.97166                 NaN  0.793533        41.4769        40.0312     
  1115.55        500.000                 NaN   7.52288                 NaN            NaN   7.19089        2.98069                 NaN  0.793974        41.4776        40.0340     
  1114.45        500.000                 NaN   7.51033                 NaN            NaN   7.19069        2.98964                 NaN  0.794409        41.4782        40.0367     
  1113.35        500.000                 NaN   7.49789                 NaN            NaN   7.19049        2.99852                 NaN  0.794840        41.4789        40.0394     
  1112.25        500.000                 NaN   7.48556                 NaN            NaN   7.19030        3.00732                 NaN  0.795266        41.4795        40.0421     
  1111.15        500.000                 NaN   7.47335                 NaN            NaN   7.19011        3.01605                 NaN  0.795687        41.4801        40.0447     
  1110.05        500.000                 NaN   7.46125                 NaN            NaN   7.18994        3.02470                 NaN  0.796103        41.4807        40.0474     
  1108.95        500.000                 NaN   7.44925                 NaN            NaN   7.18976        3.03328                 NaN  0.796515        41.4812        40.0500     
  1107.85        500.000                 NaN   7.43736                 NaN            NaN   7.18960        3.04178                 NaN  0.796923        41.4818        40.0526     
  1106.75        500.000                 NaN   7.42558                 NaN            NaN   7.18944        3.05021                 NaN  0.797325        41.4823        40.0552     
  1105.65        500.000                 NaN   7.41391                 NaN            NaN   7.18928        3.05858                 NaN  0.797723        41.4828        40.0577     
  1104.55        500.000                 NaN   7.40234                 NaN            NaN   7.18913        3.06687                 NaN  0.798117        41.4833        40.0603     
  1103.45        500.000                 NaN   7.39087                 NaN            NaN   7.18899        3.07510                 NaN  0.798507        41.4837        40.0628     
  1102.35        500.000                 NaN   7.37950                 NaN            NaN   7.18885        3.08325                 NaN  0.798892        41.4842        40.0653     
  1101.25        500.000                 NaN   7.36823                 NaN            NaN   7.18872        3.09134                 NaN  0.799272        41.4846        40.0678     
  1100.15        500.000                 NaN   7.35706                 NaN            NaN   7.18860        3.09936                 NaN  0.799649        41.4850        40.0703     
  1099.05        500.000                 NaN   7.34599                 NaN            NaN   7.18848        3.10732                 NaN  0.800021        41.4854        40.0728     
  1097.94        500.000                 NaN   7.33501                 NaN            NaN   7.18836        3.11522                 NaN  0.800389        41.4858        40.0752     
  1096.84        500.000                 NaN   7.32413                 NaN            NaN   7.18826        3.12305                 NaN  0.800753        41.4862        40.0776     
  1095.74        500.000                 NaN   7.31335                 NaN            NaN   7.18815        3.13081                 NaN  0.801113        41.4865        40.0800     
  1094.64        500.000                 NaN   7.30265                 NaN            NaN   7.18806        3.13852                 NaN  0.801469        41.4869        40.0824     
  1093.54        500.000                 NaN   7.29205                 NaN            NaN   7.18797        3.14616                 NaN  0.801820        41.4872        40.0848     
  1092.44        500.000                 NaN   7.28155                 NaN            NaN   7.18788        3.15374                 NaN  0.802168        41.4875        40.0872     
  1091.34        500.000                 NaN   7.27112                 NaN            NaN   7.18780        3.16127                 NaN  0.802512        41.4878        40.0895     
  1090.24        500.000                 NaN   7.26079                 NaN            NaN   7.18773        3.16873                 NaN  0.802851        41.4880        40.0919     
  1089.14        500.000                 NaN   8.12862                 NaN            NaN   7.20422        2.59576                 NaN  0.778431        41.3558        39.9372     
  1088.04        500.000                 NaN   7.20184                 NaN            NaN   7.18534        3.20394                 NaN  0.808041        41.4992        40.1016     
  1086.94        500.000                 NaN   7.15416                 NaN            NaN   7.18758        3.24967                 NaN  0.803828        41.4886        40.1162     
  1085.84        500.000                 NaN   7.14433                 NaN            NaN   7.18754        3.25679                 NaN  0.804146        41.4888        40.1184     
  1084.74        500.000                 NaN   7.55493                 NaN            NaN   7.22704        3.00538                 NaN  0.774711        41.3843        40.0536     
  1083.64        500.000                 NaN   7.53593                 NaN            NaN   7.22621        3.01842                 NaN  0.775607        41.3864        40.0574     
  1082.54        500.000                 NaN   7.51664                 NaN            NaN   7.22540        3.03140                 NaN  0.776438        41.3891        40.0610     
  1081.44        500.000                 NaN   7.10560                 NaN            NaN   7.18739        3.28487                 NaN  0.805409        41.4894        40.1273     
  1080.34        500.000                 NaN   7.09613                 NaN            NaN   7.18738        3.29175                 NaN  0.805712        41.4895        40.1295     
  1079.24        500.000                 NaN   7.08670                 NaN            NaN   7.18735        3.29860                 NaN  0.806017        41.4897        40.1317     
  1078.14        500.000                 NaN   7.07738                 NaN            NaN   7.18734        3.30538                 NaN  0.806316        41.4898        40.1338     
  1077.04        500.000                 NaN   7.06814                 NaN            NaN   7.18733        3.31211                 NaN  0.806612        41.4898        40.1360     
  1075.93        500.000                 NaN   7.05896                 NaN            NaN   7.18733        3.31879                 NaN  0.806904        41.4899        40.1381     
  1074.83        500.000                 NaN   7.04984                 NaN            NaN   7.18733        3.32544                 NaN  0.807194        41.4900        40.1402     
  1073.73        500.000                 NaN   7.04081                 NaN            NaN   7.18734        3.33202                 NaN  0.807480        41.4900        40.1424     
  1072.63        500.000                 NaN   7.03186                 NaN            NaN   7.18735        3.33856                 NaN  0.807762        41.4900        40.1445     
  1071.53        500.000                 NaN   7.02298                 NaN            NaN   7.18737        3.34505                 NaN  0.808040        41.4900        40.1465     
  1070.43        500.000                 NaN   7.01433                 NaN            NaN   7.18744        3.35142                 NaN  0.808306        41.4899        40.1486     
  1069.33        500.000                 NaN   7.00556                 NaN            NaN   7.18739        3.35784                 NaN  0.808575        41.4899        40.1507     
  1068.23        500.000                 NaN   6.99677                 NaN            NaN   7.18746        3.36423                 NaN  0.808859        41.4899        40.1527     
  1067.13        500.000                 NaN   6.98817                 NaN            NaN   7.18750        3.37054                 NaN  0.809121        41.4899        40.1548     
  1066.03        500.000                 NaN   6.97963                 NaN            NaN   7.18755        3.37680                 NaN  0.809384        41.4898        40.1568     
  1064.93        500.000                 NaN   6.97136                 NaN            NaN   7.18772        3.38284                 NaN  0.809651        41.4897        40.1588     
  1063.83        500.000                 NaN   6.96278                 NaN            NaN   7.18765        3.38918                 NaN  0.809899        41.4896        40.1608     
  1062.73        500.000                 NaN   6.95445                 NaN            NaN   7.18771        3.39530                 NaN  0.810152        41.4895        40.1628     
  1061.63        500.000                 NaN   6.94619                 NaN            NaN   7.18778        3.40138                 NaN  0.810401        41.4894        40.1648     
  1060.53        500.000                 NaN   6.93799                 NaN            NaN   7.18785        3.40742                 NaN  0.810648        41.4893        40.1668     
  1059.43        500.000                 NaN   6.92986                 NaN            NaN   7.18793        3.41342                 NaN  0.810891        41.4891        40.1688     
  1058.33        500.000                 NaN   6.92214                 NaN            NaN   7.18800        3.41918                 NaN  0.811097        41.4889        40.1707     
  1057.23        500.000                 NaN   6.91379                 NaN            NaN   7.18810        3.42528                 NaN  0.811369        41.4888        40.1727     
  1056.13        500.000                 NaN   6.90584                 NaN            NaN   7.18819        3.43116                 NaN  0.811604        41.4886        40.1746     
  1055.03        500.000                 NaN   6.89797                 NaN            NaN   7.18829        3.43698                 NaN  0.811834        41.4884        40.1766     
  1053.92        500.000                 NaN   6.89015                 NaN            NaN   7.18839        3.44278                 NaN  0.812063        41.4881        40.1785     
  1052.82        500.000                 NaN   6.88239                 NaN            NaN   7.18850        3.44853                 NaN  0.812288        41.4879        40.1804     
  1051.72        500.000                 NaN   6.87470                 NaN            NaN   7.18861        3.45424                 NaN  0.812511        41.4877        40.1823     
  1050.62        500.000                 NaN   6.86706                 NaN            NaN   7.18873        3.45991                 NaN  0.812731        41.4874        40.1842     
  1049.52        500.000                 NaN   6.85948                 NaN            NaN   7.18885        3.46555                 NaN  0.812945        41.4871        40.1861     
  1048.42        500.000                 NaN   6.85196                 NaN            NaN   7.18898        3.47115                 NaN  0.813161        41.4868        40.1879     
  1047.32        500.000                 NaN   6.84450                 NaN            NaN   7.18911        3.47670                 NaN  0.813372        41.4865        40.1898     
  1046.22        500.000                 NaN   6.83710                 NaN            NaN   7.18925        3.48222                 NaN  0.813581        41.4862        40.1916     
  1045.12        500.000                 NaN   6.82975                 NaN            NaN   7.18939        3.48771                 NaN  0.813785        41.4859        40.1935     
  1044.02        500.000                 NaN   6.82246                 NaN            NaN   7.18953        3.49315                 NaN  0.813989        41.4855        40.1953     
  1042.92        500.000                 NaN   6.81522                 NaN            NaN   7.18969        3.49857                 NaN  0.814189        41.4852        40.1972     
  1041.82        500.000                 NaN   6.80804                 NaN            NaN   7.18985        3.50395                 NaN  0.814385        41.4848        40.1990     
  1040.72        500.000                 NaN   6.80092                 NaN            NaN   7.19001        3.50929                 NaN  0.814578        41.4844        40.2008     
  1039.62        500.000                 NaN   6.79384                 NaN            NaN   7.19018        3.51460                 NaN  0.814770        41.4840        40.2026     
  1038.52        500.000                 NaN   6.78682                 NaN            NaN   7.19036        3.51987                 NaN  0.814959        41.4836        40.2044     
  1037.42        500.000                 NaN   6.77993                 NaN            NaN   7.19055        3.52509                 NaN  0.815135        41.4831        40.2062     
  1036.32        500.000                 NaN   6.77296                 NaN            NaN   7.19071        3.53030                 NaN  0.815330        41.4827        40.2080     
  1035.22        500.000                 NaN   6.76610                 NaN            NaN   7.19090        3.53547                 NaN  0.815511        41.4823        40.2097     
  1034.12        500.000                 NaN   6.75930                 NaN            NaN   7.19110        3.54060                 NaN  0.815686        41.4818        40.2115     
  1033.02        500.000                 NaN   6.75261                 NaN            NaN   7.19132        3.54569                 NaN  0.815852        41.4813        40.2133     
  1031.91        500.000                 NaN   6.74591                 NaN            NaN   7.19152        3.55076                 NaN  0.816026        41.4808        40.2150     
  1030.81        500.000                 NaN   6.73919                 NaN            NaN   7.19171        3.55581                 NaN  0.816206        41.4803        40.2167     
  1029.71        500.000                 NaN   6.73259                 NaN            NaN   7.19192        3.56082                 NaN  0.816374        41.4798        40.2185     
  1028.61        500.000                 NaN   6.72603                 NaN            NaN   7.19214        3.56579                 NaN  0.816539        41.4793        40.2202     
  1027.51        500.000                 NaN   6.71959                 NaN            NaN   7.19236        3.57068                 NaN  0.816702        41.4787        40.2219     
  1026.41        500.000                 NaN   6.71310                 NaN            NaN   7.19259        3.57562                 NaN  0.816862        41.4782        40.2236     
  1025.31        500.000                 NaN   6.70670                 NaN            NaN   7.19282        3.58050                 NaN  0.817019        41.4776        40.2253     
  1024.21        500.000                 NaN   6.70040                 NaN            NaN   7.19309        3.58534                 NaN  0.817165        41.4770        40.2271     
  1023.11        500.000                 NaN   6.69402                 NaN            NaN   7.19331        3.59017                 NaN  0.817327        41.4764        40.2287     
  1022.01        500.000                 NaN   6.68776                 NaN            NaN   7.19355        3.59496                 NaN  0.817477        41.4758        40.2304     
  1020.91        500.000                 NaN   6.68159                 NaN            NaN   7.19383        3.59971                 NaN  0.817615        41.4751        40.2321     
  1019.81        500.000                 NaN   6.67537                 NaN            NaN   7.19406        3.60445                 NaN  0.817769        41.4746        40.2338     
  1018.71        500.000                 NaN   6.66930                 NaN            NaN   7.19435        3.60914                 NaN  0.817903        41.4739        40.2355     
  1017.61        500.000                 NaN   6.66317                 NaN            NaN   7.19460        3.61382                 NaN  0.818052        41.4733        40.2371     
  1016.51        500.000                 NaN   6.65713                 NaN            NaN   7.19487        3.61847                 NaN  0.818190        41.4726        40.2388     
  1015.41        500.000                 NaN   6.65114                 NaN            NaN   7.19515        3.62308                 NaN  0.818325        41.4719        40.2404     
  1014.31        500.000                 NaN   6.64517                 NaN            NaN   7.19543        3.62769                 NaN  0.818457        41.4712        40.2421     
  1013.21        500.000                 NaN   6.63933                 NaN            NaN   7.19572        3.63222                 NaN  0.818582        41.4705        40.2437     
  1012.11        500.000                 NaN   6.63355                 NaN            NaN   7.19603        3.63671                 NaN  0.818703        41.4697        40.2453     
  1011.01        500.000                 NaN   6.62782                 NaN            NaN   7.19633        3.64117                 NaN  0.818821        41.4689        40.2469     
  1009.90        500.000                 NaN   6.62332                 NaN            NaN   7.19678        3.64493                 NaN  0.818837        41.4678        40.2484     
  1008.80        500.000                 NaN   6.61689                 NaN            NaN   7.19701        3.64978                 NaN  0.819016        41.4672        40.2501     
  1007.70        500.000                 NaN   6.63137                 NaN            NaN   7.19972        3.64286                 NaN  0.817431        41.4596        40.2490     
  1006.60        500.000                 NaN   6.60655                 NaN            NaN   7.19775        3.65805                 NaN  0.819167        41.4653        40.2532     
  1005.50        500.000                 NaN   6.60006                 NaN            NaN   7.19797        3.66292                 NaN  0.819357        41.4648        40.2549     
  1004.40        500.000                 NaN   6.59637                 NaN            NaN   7.19852        3.66622                 NaN  0.819309        41.4634        40.2562     
  1003.30        500.000                 NaN   6.59032                 NaN            NaN   7.19879        3.67085                 NaN  0.819461        41.4627        40.2579     
  1002.20        500.000                 NaN   6.58501                 NaN            NaN   7.19914        3.67505                 NaN  0.819554        41.4618        40.2594     
  1001.10        500.000                 NaN   6.57841                 NaN            NaN   7.19935        3.67997                 NaN  0.819759        41.4614        40.2612     
  1000.00        500.000                 NaN   6.57317                 NaN            NaN   7.19972        3.68413                 NaN  0.819848        41.4604        40.2627     
