|6.6.6
Archiving\03_Data\eqfracLP/QFM_m2.25/Y98/Y98_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        an             O(HP)          Sp(TH)         ilm            San(TH)        q             
  1189.29        500.000        65.9203        1.32516        1.94440                 NaN   2.56906                 NaN            NaN  0.103360        14.3778        13.7598     
  1188.19        500.000                 NaN   3.20435        5.52916       0.761881E-005   7.15473                 NaN            NaN  0.338676        43.0541        40.7190     
  1187.09        500.000                 NaN   3.26563        5.46329       0.749145E-005   7.15386                 NaN            NaN  0.339712        43.0587        40.7188     
  1185.98        500.000                 NaN   3.05714        5.66971       0.181874E-005   7.17266                 NaN            NaN  0.340502        43.0400        40.7200     
  1184.88        500.000                 NaN   3.02627        5.70025       0.132671E-005   7.17101                 NaN            NaN  0.340574        43.0416        40.7203     
  1183.78        500.000                 NaN   3.08318        5.64854       0.163144E-005   7.16616                 NaN            NaN  0.338554        43.0428        40.7208     
  1182.68        500.000                 NaN   2.87933        5.85532                 NaN   7.17811                 NaN            NaN  0.336306        43.0314        40.7196     
  1181.58        500.000                 NaN   2.88802        5.84619                 NaN   7.17897                 NaN            NaN  0.338567        43.0236        40.7246     
  1180.48        500.000                 NaN   2.82688        5.91332                 NaN   7.18420                 NaN            NaN  0.337134        43.0110        40.7275     
  1179.38        500.000                 NaN   2.78619        5.95230                 NaN   7.18364                 NaN            NaN  0.337429        43.0133        40.7271     
  1178.28        500.000                 NaN   2.71634        6.02444       0.110491E-004   7.18287                 NaN            NaN  0.337174        43.0109        40.7283     
  1177.18        500.000                 NaN   2.80865        5.93216                 NaN   7.17958                 NaN            NaN  0.336617        43.0146        40.7284     
  1176.08        500.000                 NaN   2.76792        5.97633       0.102204E-005   7.18318                 NaN            NaN  0.335793        43.0069        40.7299     
  1174.98        500.000                 NaN   2.72700        6.01979       0.899210E-006   7.18607                 NaN            NaN  0.335059        43.0008        40.7313     
  1173.88        500.000                 NaN   2.63625        6.10477                 NaN   7.19066                 NaN            NaN  0.335131        43.0047        40.7284     
  1172.78        500.000                 NaN   2.67312        6.07606       0.438010E-004   7.18417                 NaN            NaN  0.333604        43.0016        40.7314     
  1171.68        500.000                 NaN  0.919003        7.92346                 NaN   7.16647                 NaN            NaN  0.325571        42.9013        40.7642     
  1170.58        500.000                 NaN  0.883175        7.96023       0.362423E-005   7.16630                 NaN            NaN  0.325521        42.8994        40.7654     
  1169.48        500.000                 NaN   1.21547        7.62206       0.318922E-005   7.17850                 NaN            NaN  0.323050        42.8994        40.7615     
  1168.38        500.000                 NaN   1.20822        7.62895       0.136293E-005   7.17880                 NaN            NaN  0.322867        42.8991        40.7621     
  1167.28        500.000                 NaN   1.30738        7.50511       0.148744E-005   7.19141                 NaN            NaN  0.324479        42.9190        40.7527     
  1166.18        500.000                 NaN   1.23120        7.60400       0.292150E-005   7.17823                 NaN            NaN  0.322979        42.9005        40.7631     
  1165.08        500.000                 NaN   1.55852        7.25160                 NaN   7.18401                 NaN            NaN  0.325646        42.9246        40.7556     
  1163.97        500.000                 NaN   6.22362        2.54344                 NaN   7.20663                 NaN            NaN  0.329291        42.9575        40.7396     
  1162.87        500.000                 NaN   2.40390        6.36297                 NaN   7.19615                 NaN            NaN  0.328737        42.9663        40.7420     
  1161.77        500.000                 NaN   2.11806        6.65466                 NaN   7.20323                 NaN            NaN  0.326421        42.9554        40.7422     
  1160.67        500.000                 NaN   2.10390        6.66784       0.172345E-005   7.20594                 NaN            NaN  0.326253        42.9536        40.7424     
  1159.57        500.000                 NaN   2.08448        6.68653       0.297711E-005   7.20630                 NaN            NaN  0.326419        42.9531        40.7431     
  1158.47        500.000                 NaN   1.89258        6.88328                 NaN   7.21211                 NaN            NaN  0.325691        42.9413        40.7451     
  1157.37        500.000                 NaN   2.02235        6.75303                 NaN   7.21908                 NaN            NaN  0.325997        42.9341        40.7454     
  1156.27        500.000                 NaN   1.95986        6.82830                 NaN   7.21741                 NaN            NaN  0.322468        42.9230        40.7490     
  1155.17        500.000                 NaN   1.95329        6.82343       0.668682E-004   7.21951                 NaN            NaN  0.324869        42.9315        40.7474     
  1154.07        500.000                 NaN   1.89612        6.88477       0.975159E-006   7.22606                 NaN            NaN  0.324486        42.9199        40.7486     
  1152.97        500.000                 NaN   1.81023        6.97290       0.479919E-005   7.22925                 NaN            NaN  0.323448        42.9148        40.7494     
  1151.87        500.000                 NaN   1.77026        7.01549                 NaN   7.23230                 NaN            NaN  0.323117        42.9083        40.7505     
  1150.77        500.000                 NaN   1.75590        7.03199       0.117909E-004   7.23372                 NaN            NaN  0.322334        42.9044        40.7517     
  1149.67        500.000                 NaN   1.70561        7.08450       0.405592E-005   7.23628                 NaN            NaN  0.321707        42.8992        40.7527     
  1148.57        500.000                 NaN   1.65145        7.14095                 NaN   7.23888                 NaN            NaN  0.321042        42.8940        40.7537     
  1147.47        500.000                 NaN   1.59895        7.19566       0.115637E-005   7.24153                 NaN            NaN  0.320413        42.8887        40.7547     
  1146.37        500.000                 NaN   1.54704        7.24991       0.391882E-005   7.24416                 NaN            NaN  0.319746        42.8834        40.7558     
  1145.27        500.000                 NaN   6.01754        2.73816       0.978709E-005   7.18338                 NaN            NaN  0.335726        42.9634        40.7618     
  1144.17        500.000                 NaN   1.62396        7.19085                 NaN   7.23512                 NaN            NaN  0.317294        42.8658        40.7669     
  1143.07        500.000                 NaN   1.41342        7.37964       0.351675E-004   7.23401                 NaN            NaN  0.320986        42.8968        40.7551     
  1141.96        500.000                 NaN  0.305801E-005   5.87654                 NaN   6.96135        1.68449                 NaN  0.440474        43.5687        41.4684     
  1140.86        500.000                 NaN  0.305792E-005   5.86548                 NaN   6.96094        1.69130                 NaN  0.440784        43.5692        41.4723     
  1139.76        500.000                 NaN  0.305778E-005   5.85453                 NaN   6.96053        1.69804                 NaN  0.441090        43.5696        41.4762     
  1138.66        500.000                 NaN  0.305767E-005   5.84369                 NaN   6.96014        1.70472                 NaN  0.441392        43.5699        41.4801     
  1137.56        500.000                 NaN  0.305758E-005   5.83295                 NaN   6.95974        1.71133                 NaN  0.441691        43.5703        41.4840     
  1136.46        500.000                 NaN   5.82233                 NaN            NaN   6.95936        1.71789                 NaN  0.441986        43.5706        41.4878     
  1135.36        500.000                 NaN   5.81181                 NaN            NaN   6.95898        1.72438                 NaN  0.442279        43.5710        41.4916     
  1134.26        500.000                 NaN   5.80139                 NaN            NaN   6.95860        1.73080                 NaN  0.442568        43.5713        41.4954     
  1133.16        500.000                 NaN   5.79108                 NaN            NaN   6.95824        1.73717                 NaN  0.442853        43.5715        41.4991     
  1132.06        500.000                 NaN   5.78078       0.136295E-003            NaN   6.95788        1.74345                 NaN  0.443133        43.5718        41.5028     
  1130.96        500.000                 NaN   5.77074       0.244328E-004            NaN   6.95753        1.74972                 NaN  0.443415        43.5720        41.5066     
  1129.86        500.000                 NaN   5.76074       0.423782E-005            NaN   6.95718        1.75592                 NaN  0.443691        43.5722        41.5102     
  1128.76        500.000                 NaN   5.75082                 NaN            NaN   6.95684        1.76205                 NaN  0.443964        43.5724        41.5139     
  1127.66        500.000                 NaN   5.74101                 NaN            NaN   6.95651        1.76813                 NaN  0.444234        43.5726        41.5175     
  1126.56        500.000                 NaN   5.73128                 NaN            NaN   6.95618        1.77415                 NaN  0.444500        43.5728        41.5211     
  1125.46        500.000                 NaN   5.72165                 NaN            NaN   6.95586        1.78011                 NaN  0.444764        43.5729        41.5247     
  1124.36        500.000                 NaN   5.71211                 NaN            NaN   6.95554        1.78603                 NaN  0.445025        43.5730        41.5283     
  1123.26        500.000                 NaN   5.70266                 NaN            NaN   6.95524        1.79189                 NaN  0.445282        43.5731        41.5318     
  1122.16        500.000                 NaN   5.69331                 NaN            NaN   6.95493        1.79769                 NaN  0.445537        43.5732        41.5353     
  1121.06        500.000                 NaN   5.68404                 NaN            NaN   6.95464        1.80344                 NaN  0.445789        43.5732        41.5388     
  1119.95        500.000                 NaN   5.67486                 NaN            NaN   6.95435        1.80915                 NaN  0.446038        43.5733        41.5423     
  1118.85        500.000                 NaN   5.66577                 NaN            NaN   6.95407        1.81480                 NaN  0.446284        43.5733        41.5458     
  1117.75        500.000                 NaN   5.65677                 NaN            NaN   6.95379        1.82040                 NaN  0.446527        43.5733        41.5492     
  1116.65        500.000                 NaN   5.64785                 NaN            NaN   6.95352        1.82595                 NaN  0.446767        43.5733        41.5526     
  1115.55        500.000                 NaN   5.63901                 NaN            NaN   6.95326        1.83145                 NaN  0.447005        43.5732        41.5560     
  1114.45        500.000                 NaN   5.63026                 NaN            NaN   6.95300        1.83690                 NaN  0.447240        43.5732        41.5594     
  1113.35        500.000                 NaN   5.62158                 NaN            NaN   6.95275        1.84231                 NaN  0.447472        43.5731        41.5628     
  1112.25        500.000                 NaN   5.61299                 NaN            NaN   6.95251        1.84767                 NaN  0.447701        43.5730        41.5661     
  1111.15        500.000                 NaN   5.60448                 NaN            NaN   6.95227        1.85298                 NaN  0.447928        43.5729        41.5694     
  1110.05        500.000                 NaN   5.59605                 NaN            NaN   6.95204        1.85824                 NaN  0.448152        43.5728        41.5727     
  1108.95        500.000                 NaN   5.58769                 NaN            NaN   6.95181        1.86347                 NaN  0.448374        43.5726        41.5760     
  1107.85        500.000                 NaN   5.57941                 NaN            NaN   6.95159        1.86864                 NaN  0.448593        43.5725        41.5793     
  1106.75        500.000                 NaN   5.57121                 NaN            NaN   6.95137        1.87377                 NaN  0.448810        43.5723        41.5825     
  1105.65        500.000                 NaN   5.56309                 NaN            NaN   6.95116        1.87886                 NaN  0.449024        43.5721        41.5858     
  1104.55        500.000                 NaN   5.55503                 NaN            NaN   6.95096        1.88391                 NaN  0.449235        43.5719        41.5890     
  1103.45        500.000                 NaN   5.54705                 NaN            NaN   6.95077        1.88891                 NaN  0.449444        43.5717        41.5922     
  1102.35        500.000                 NaN   5.53915                 NaN            NaN   6.95057        1.89387                 NaN  0.449651        43.5714        41.5954     
  1101.25        500.000                 NaN   5.53131                 NaN            NaN   6.95039        1.89879                 NaN  0.449855        43.5711        41.5985     
  1100.15        500.000                 NaN   5.52355                 NaN            NaN   6.95021        1.90367                 NaN  0.450057        43.5709        41.6017     
  1099.05        500.000                 NaN   5.51585                 NaN            NaN   6.95004        1.90851                 NaN  0.450256        43.5706        41.6048     
  1097.94        500.000                 NaN   5.50822                 NaN            NaN   6.94987        1.91331                 NaN  0.450453        43.5702        41.6079     
  1096.84        500.000                 NaN   5.50066                 NaN            NaN   6.94971        1.91807                 NaN  0.450648        43.5699        41.6110     
  1095.74        500.000                 NaN   5.49318                 NaN            NaN   6.94955        1.92279                 NaN  0.450840        43.5696        41.6141     
  1094.64        500.000                 NaN   5.48575                 NaN            NaN   6.94940        1.92747                 NaN  0.451030        43.5692        41.6171     
  1093.54        500.000                 NaN   5.47839                 NaN            NaN   6.94926        1.93211                 NaN  0.451218        43.5688        41.6202     
  1092.44        500.000                 NaN   5.47110                 NaN            NaN   6.94912        1.93672                 NaN  0.451403        43.5684        41.6232     
  1091.34        500.000                 NaN   5.46387                 NaN            NaN   6.94899        1.94129                 NaN  0.451587        43.5680        41.6263     
  1090.24        500.000                 NaN   5.45671                 NaN            NaN   6.94886        1.94582                 NaN  0.451768        43.5676        41.6293     
  1089.14        500.000                 NaN   6.07199                 NaN            NaN   6.96728        1.59452                 NaN  0.438176        43.4437        41.4843     
  1088.04        500.000                 NaN   5.41500                 NaN            NaN   6.94630        1.96730                 NaN  0.454659        43.5770        41.6397     
  1086.94        500.000                 NaN   5.38364                 NaN            NaN   6.94840        1.99533                 NaN  0.452277        43.5650        41.6553     
  1085.84        500.000                 NaN   5.37683                 NaN            NaN   6.94830        1.99965                 NaN  0.452446        43.5645        41.6582     
  1084.74        500.000                 NaN   5.67253                 NaN            NaN   6.98749        1.84552                 NaN  0.435942        43.4607        41.5978     
  1083.64        500.000                 NaN   5.65919                 NaN            NaN   6.98662        1.85347                 NaN  0.436435        43.4620        41.6023     
  1082.54        500.000                 NaN   5.64555                 NaN            NaN   6.98575        1.86139                 NaN  0.436891        43.4640        41.6065     
  1081.44        500.000                 NaN   5.35002                 NaN            NaN   6.94794        2.01668                 NaN  0.453117        43.5624        41.6698     
  1080.34        500.000                 NaN   5.34348                 NaN            NaN   6.94787        2.02086                 NaN  0.453278        43.5618        41.6727     
  1079.24        500.000                 NaN   5.33696                 NaN            NaN   6.94779        2.02501                 NaN  0.453439        43.5613        41.6755     
  1078.14        500.000                 NaN   5.33052                 NaN            NaN   6.94772        2.02912                 NaN  0.453598        43.5607        41.6784     
  1077.04        500.000                 NaN   5.32414                 NaN            NaN   6.94766        2.03320                 NaN  0.453754        43.5601        41.6812     
  1075.93        500.000                 NaN   5.31780                 NaN            NaN   6.94761        2.03725                 NaN  0.453909        43.5594        41.6840     
  1074.83        500.000                 NaN   5.31150                 NaN            NaN   6.94756        2.04128                 NaN  0.454062        43.5588        41.6868     
  1073.73        500.000                 NaN   5.30527                 NaN            NaN   6.94751        2.04527                 NaN  0.454213        43.5582        41.6896     
  1072.63        500.000                 NaN   5.29910                 NaN            NaN   6.94747        2.04923                 NaN  0.454361        43.5575        41.6924     
  1071.53        500.000                 NaN   5.29298                 NaN            NaN   6.94744        2.05316                 NaN  0.454508        43.5568        41.6951     
  1070.43        500.000                 NaN   5.28702                 NaN            NaN   6.94745        2.05702                 NaN  0.454648        43.5560        41.6979     
  1069.33        500.000                 NaN   5.28097                 NaN            NaN   6.94736        2.06091                 NaN  0.454789        43.5554        41.7006     
  1068.23        500.000                 NaN   5.27491                 NaN            NaN   6.94737        2.06478                 NaN  0.454939        43.5547        41.7034     
  1067.13        500.000                 NaN   5.26899                 NaN            NaN   6.94735        2.06860                 NaN  0.455077        43.5539        41.7061     
  1066.03        500.000                 NaN   5.26312                 NaN            NaN   6.94735        2.07239                 NaN  0.455215        43.5532        41.7088     
  1064.93        500.000                 NaN   5.25743                 NaN            NaN   6.94746        2.07604                 NaN  0.455355        43.5523        41.7114     
  1063.83        500.000                 NaN   5.25153                 NaN            NaN   6.94735        2.07988                 NaN  0.455485        43.5516        41.7142     
  1062.73        500.000                 NaN   5.24580                 NaN            NaN   6.94735        2.08359                 NaN  0.455617        43.5508        41.7168     
  1061.63        500.000                 NaN   5.24013                 NaN            NaN   6.94737        2.08727                 NaN  0.455748        43.5500        41.7195     
  1060.53        500.000                 NaN   5.23450                 NaN            NaN   6.94738        2.09092                 NaN  0.455877        43.5492        41.7222     
  1059.43        500.000                 NaN   5.22892                 NaN            NaN   6.94741        2.09455                 NaN  0.456004        43.5483        41.7248     
  1058.33        500.000                 NaN   5.22363                 NaN            NaN   6.94743        2.09803                 NaN  0.456110        43.5474        41.7274     
  1057.23        500.000                 NaN   5.21789                 NaN            NaN   6.94747        2.10172                 NaN  0.456253        43.5466        41.7301     
  1056.13        500.000                 NaN   5.21244                 NaN            NaN   6.94751        2.10527                 NaN  0.456375        43.5457        41.7327     
  1055.03        500.000                 NaN   5.20705                 NaN            NaN   6.94755        2.10880                 NaN  0.456495        43.5448        41.7353     
  1053.92        500.000                 NaN   5.20169                 NaN            NaN   6.94760        2.11230                 NaN  0.456614        43.5439        41.7379     
  1052.82        500.000                 NaN   5.19638                 NaN            NaN   6.94765        2.11577                 NaN  0.456731        43.5430        41.7405     
  1051.72        500.000                 NaN   5.19111                 NaN            NaN   6.94771        2.11923                 NaN  0.456847        43.5420        41.7431     
  1050.62        500.000                 NaN   5.18589                 NaN            NaN   6.94778        2.12265                 NaN  0.456961        43.5411        41.7456     
  1049.52        500.000                 NaN   5.18071                 NaN            NaN   6.94785        2.12606                 NaN  0.457071        43.5401        41.7482     
  1048.42        500.000                 NaN   5.17557                 NaN            NaN   6.94792        2.12944                 NaN  0.457183        43.5391        41.7508     
  1047.32        500.000                 NaN   5.17047                 NaN            NaN   6.94800        2.13280                 NaN  0.457292        43.5381        41.7533     
  1046.22        500.000                 NaN   5.16542                 NaN            NaN   6.94808        2.13613                 NaN  0.457400        43.5371        41.7558     
  1045.12        500.000                 NaN   5.16041                 NaN            NaN   6.94817        2.13944                 NaN  0.457505        43.5361        41.7584     
  1044.02        500.000                 NaN   5.15543                 NaN            NaN   6.94826        2.14273                 NaN  0.457610        43.5351        41.7609     
  1042.92        500.000                 NaN   5.15050                 NaN            NaN   6.94836        2.14600                 NaN  0.457713        43.5340        41.7634     
  1041.82        500.000                 NaN   5.14561                 NaN            NaN   6.94847        2.14924                 NaN  0.457813        43.5330        41.7659     
  1040.72        500.000                 NaN   5.14076                 NaN            NaN   6.94858        2.15247                 NaN  0.457912        43.5319        41.7684     
  1039.62        500.000                 NaN   5.13594                 NaN            NaN   6.94869        2.15567                 NaN  0.458011        43.5308        41.7709     
  1038.52        500.000                 NaN   5.13117                 NaN            NaN   6.94881        2.15885                 NaN  0.458107        43.5297        41.7734     
  1037.42        500.000                 NaN   5.12653                 NaN            NaN   6.94895        2.16200                 NaN  0.458196        43.5285        41.7758     
  1036.32        500.000                 NaN   5.12175                 NaN            NaN   6.94906        2.16514                 NaN  0.458296        43.5275        41.7783     
  1035.22        500.000                 NaN   5.11709                 NaN            NaN   6.94919        2.16826                 NaN  0.458388        43.5263        41.7807     
  1034.12        500.000                 NaN   5.11248                 NaN            NaN   6.94934        2.17135                 NaN  0.458477        43.5252        41.7832     
  1033.02        500.000                 NaN   5.10799                 NaN            NaN   6.94950        2.17442                 NaN  0.458561        43.5239        41.7856     
  1031.91        500.000                 NaN   5.10344                 NaN            NaN   6.94965        2.17748                 NaN  0.458649        43.5227        41.7881     
  1030.81        500.000                 NaN   5.09884                 NaN            NaN   6.94979        2.18052                 NaN  0.458741        43.5216        41.7905     
  1029.71        500.000                 NaN   5.09438                 NaN            NaN   6.94994        2.18354                 NaN  0.458826        43.5204        41.7929     
  1028.61        500.000                 NaN   5.08994                 NaN            NaN   6.95011        2.18653                 NaN  0.458909        43.5192        41.7953     
  1027.51        500.000                 NaN   5.08559                 NaN            NaN   6.95027        2.18948                 NaN  0.458991        43.5180        41.7977     
  1026.41        500.000                 NaN   5.08120                 NaN            NaN   6.95045        2.19245                 NaN  0.459072        43.5167        41.8001     
  1025.31        500.000                 NaN   5.07688                 NaN            NaN   6.95063        2.19539                 NaN  0.459151        43.5154        41.8025     
  1024.21        500.000                 NaN   5.07267                 NaN            NaN   6.95083        2.19831                 NaN  0.459223        43.5141        41.8049     
  1023.11        500.000                 NaN   5.06833                 NaN            NaN   6.95100        2.20122                 NaN  0.459304        43.5129        41.8073     
  1022.01        500.000                 NaN   5.06410                 NaN            NaN   6.95119        2.20410                 NaN  0.459379        43.5116        41.8096     
  1020.91        500.000                 NaN   5.05999                 NaN            NaN   6.95141        2.20696                 NaN  0.459447        43.5102        41.8120     
  1019.81        500.000                 NaN   5.05576                 NaN            NaN   6.95159        2.20981                 NaN  0.459524        43.5090        41.8144     
  1018.71        500.000                 NaN   5.05172                 NaN            NaN   6.95182        2.21263                 NaN  0.459590        43.5075        41.8167     
  1017.61        500.000                 NaN   5.04756                 NaN            NaN   6.95201        2.21545                 NaN  0.459664        43.5063        41.8191     
  1016.51        500.000                 NaN   5.04351                 NaN            NaN   6.95223        2.21824                 NaN  0.459732        43.5049        41.8214     
  1015.41        500.000                 NaN   5.03949                 NaN            NaN   6.95245        2.22102                 NaN  0.459799        43.5035        41.8237     
  1014.31        500.000                 NaN   5.03549                 NaN            NaN   6.95268        2.22379                 NaN  0.459863        43.5021        41.8261     
  1013.21        500.000                 NaN   5.03157                 NaN            NaN   6.95292        2.22651                 NaN  0.459925        43.5007        41.8284     
  1012.11        500.000                 NaN   5.02772                 NaN            NaN   6.95316        2.22921                 NaN  0.459983        43.4993        41.8307     
  1011.01        500.000                 NaN   5.02389                 NaN            NaN   6.95342        2.23189                 NaN  0.460040        43.4978        41.8330     
  1009.90        500.000                 NaN   5.02095                 NaN            NaN   6.95380        2.23414                 NaN  0.460040        43.4959        41.8351     
  1008.80        500.000                 NaN   5.01662                 NaN            NaN   6.95398        2.23706                 NaN  0.460131        43.4947        41.8375     
  1007.70        500.000                 NaN   5.02760                 NaN            NaN   6.95661        2.23278                 NaN  0.459235        43.4864        41.8373     
  1006.60        500.000                 NaN   5.00978                 NaN            NaN   6.95461        2.24202                 NaN  0.460197        43.4914        41.8420     
  1005.50        500.000                 NaN   5.00540                 NaN            NaN   6.95477        2.24495                 NaN  0.460294        43.4902        41.8444     
  1004.40        500.000                 NaN   5.00307                 NaN            NaN   6.95527        2.24692                 NaN  0.460258        43.4881        41.8464     
  1003.30        500.000                 NaN   4.99901                 NaN            NaN   6.95548        2.24970                 NaN  0.460334        43.4867        41.8487     
  1002.20        500.000                 NaN   4.99549                 NaN            NaN   6.95578        2.25222                 NaN  0.460377        43.4851        41.8510     
  1001.10        500.000                 NaN   4.99103                 NaN            NaN   6.95593        2.25518                 NaN  0.460483        43.4840        41.8534     
  1000.00        500.000                 NaN   4.98757                 NaN            NaN   6.95624        2.25768                 NaN  0.460523        43.4824        41.8556     
