|6.6.6
Archiving\03_Data\frac/QFM_m4.75/EETA/EETA_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       pxmn           Ni             iron           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1541.35        2500.00        99.0929                 NaN            NaN            NaN            NaN  0.678723E-001  0.802668       0.365164E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        98.8848                 NaN            NaN            NaN            NaN  0.182658E-001            NaN   1.09695                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        98.4890                 NaN            NaN            NaN            NaN            NaN            NaN   1.51097                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.3068                 NaN            NaN            NaN            NaN            NaN            NaN  0.693202                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        98.8970                 NaN            NaN            NaN            NaN            NaN            NaN   1.10298                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        98.8972                 NaN            NaN            NaN            NaN            NaN  0.207435E-002   1.10073                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        98.8966                 NaN            NaN            NaN            NaN            NaN            NaN   1.10335                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        98.8964                 NaN            NaN            NaN            NaN            NaN            NaN   1.10361                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        98.8945                 NaN            NaN            NaN            NaN            NaN            NaN   1.10555                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        98.8900                 NaN            NaN            NaN            NaN            NaN            NaN   1.11005                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        98.8852                 NaN            NaN            NaN            NaN            NaN            NaN   1.11482                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        98.8706                 NaN            NaN            NaN            NaN            NaN            NaN   1.12936                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        98.8606                 NaN            NaN            NaN            NaN            NaN            NaN   1.13943                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        98.8392                 NaN            NaN            NaN            NaN            NaN            NaN   1.16079                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        98.8140                 NaN            NaN            NaN            NaN            NaN            NaN   1.18602                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        98.7673                 NaN            NaN            NaN  0.682382E-002            NaN            NaN   1.22589                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        98.5315                 NaN            NaN            NaN  0.611566E-002            NaN            NaN  0.498111       0.964282                 NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        98.1568                 NaN            NaN  0.219837E-001  0.315187E-002            NaN            NaN  0.417527        1.40055                 NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        98.1387                 NaN            NaN  0.344987E-001  0.236883E-002            NaN            NaN   1.45236       0.372019                 NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        98.1760                 NaN            NaN  0.334150E-001  0.218351E-002            NaN            NaN   1.41362       0.374744                 NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.2116                 NaN            NaN  0.323385E-001  0.200461E-002            NaN            NaN   1.37813       0.375927                 NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.2447                 NaN            NaN  0.312596E-001  0.183200E-002            NaN            NaN  0.377235        1.34493                 NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.2744                 NaN            NaN  0.305416E-001  0.168724E-002            NaN            NaN   1.31035       0.383021                 NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.3128                 NaN            NaN  0.292164E-001  0.150168E-002            NaN            NaN  0.377044        1.27946                 NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.3402                 NaN            NaN  0.283658E-001  0.134994E-002            NaN            NaN  0.377313        1.25278                 NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.3689                 NaN            NaN  0.273979E-001  0.119909E-002            NaN            NaN   1.22539       0.377095                 NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.3955                 NaN            NaN  0.266819E-001  0.106482E-002            NaN            NaN  0.377900        1.19890                 NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.4272                 NaN            NaN  0.256311E-001  0.918423E-003            NaN            NaN   1.17176       0.374457                 NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.4513                 NaN            NaN  0.248432E-001  0.782270E-003            NaN            NaN  0.372424        1.15067                 NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.4764                 NaN            NaN  0.240496E-001  0.656341E-003            NaN            NaN  0.370936        1.12799                 NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.5008                 NaN            NaN  0.232909E-001  0.535370E-003            NaN            NaN  0.369191        1.10622                 NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.5244                 NaN            NaN  0.224638E-001  0.413995E-003            NaN            NaN   1.08560       0.367085                 NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.5472                 NaN            NaN  0.217364E-001  0.302707E-003            NaN            NaN  0.365106        1.06561                 NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.5693                 NaN            NaN  0.210195E-001  0.194716E-003            NaN            NaN  0.362357        1.04715                 NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.5904                 NaN            NaN  0.202525E-001  0.865639E-004            NaN            NaN   1.02952       0.359711                 NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.6116                 NaN            NaN  0.194859E-001  0.320589E-003            NaN            NaN   1.00988       0.358688                 NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.6312                 NaN            NaN  0.187117E-001  0.657700E-003            NaN            NaN  0.992133       0.357314                 NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.6519                 NaN            NaN  0.178604E-001  0.108246E-002            NaN            NaN  0.355731       0.973392                 NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.6684                 NaN            NaN  0.174469E-001            NaN            NaN            NaN  0.349460       0.964720                 NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.6853                 NaN            NaN  0.168427E-001            NaN            NaN            NaN  0.347094       0.950774                 NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.7035                 NaN            NaN  0.161931E-001            NaN            NaN            NaN  0.344272       0.936056                 NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.7210                 NaN            NaN  0.152217E-001  0.114223E-002            NaN            NaN  0.345761       0.916825                 NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        97.2277                 NaN            NaN  0.584189E-001            NaN            NaN            NaN  0.795915        1.19010                 NaN  0.727855                 NaN            NaN            NaN
  1433.58        2500.00        95.6532                 NaN            NaN  0.103767                 NaN            NaN            NaN   1.44990        1.27502                 NaN   1.51806                 NaN            NaN            NaN
  1431.08        2500.00        95.8855                 NaN            NaN  0.971225E-001            NaN            NaN            NaN   1.20366        1.37648                 NaN   1.43720                 NaN            NaN            NaN
  1428.57        2500.00        96.0983                 NaN            NaN  0.909812E-001            NaN            NaN            NaN   1.30773        1.13994                 NaN   1.36302                 NaN            NaN            NaN
  1426.07        2500.00        96.2912                 NaN            NaN  0.854485E-001            NaN            NaN            NaN   1.08179        1.24598                 NaN   1.29556                 NaN            NaN            NaN
  1423.56        2500.00        96.4671                 NaN            NaN  0.802866E-001            NaN            NaN            NaN   1.18882        1.02979                 NaN   1.23398                 NaN            NaN            NaN
  1421.05        2500.00        96.6308                 NaN            NaN  0.757389E-001            NaN            NaN            NaN  0.981474        1.13518                 NaN   1.17681                 NaN            NaN            NaN
  1418.55        2500.00        96.7803                 NaN            NaN  0.712052E-001            NaN            NaN            NaN   1.08520       0.939340                 NaN   1.12393                 NaN            NaN            NaN
  1416.04        2500.00        96.9183                 NaN            NaN  0.671912E-001            NaN            NaN            NaN  0.899404        1.03960                 NaN   1.07554                 NaN            NaN            NaN
  1413.53        2500.00        97.0453                 NaN            NaN  0.633785E-001            NaN            NaN            NaN  0.863171       0.997362                 NaN   1.03076                 NaN            NaN            NaN
  1411.03        2500.00        97.1639                 NaN            NaN  0.600111E-001            NaN            NaN            NaN  0.958313       0.829026                 NaN  0.988716                 NaN            NaN            NaN
  1408.52        2500.00        97.2743                 NaN            NaN  0.566580E-001            NaN            NaN            NaN  0.798693       0.920712                 NaN  0.949678                 NaN            NaN            NaN
  1406.02        2500.00        97.3778                 NaN            NaN  0.534999E-001            NaN            NaN            NaN  0.884078       0.771621                 NaN  0.913002                 NaN            NaN            NaN
  1403.51        2500.00        97.4737                 NaN            NaN  0.506329E-001            NaN            NaN            NaN  0.852355       0.744421                 NaN  0.878904                 NaN            NaN            NaN
  1401.00        2500.00        97.5626                 NaN            NaN  0.479181E-001            NaN            NaN            NaN  0.720483       0.821956                 NaN  0.847026                 NaN            NaN            NaN
  1398.50        2500.00        97.6484                 NaN            NaN  0.453100E-001            NaN            NaN            NaN  0.791129       0.698542                 NaN  0.816576                 NaN            NaN            NaN
  1395.99        2500.00        97.7241                 NaN            NaN  0.429011E-001            NaN            NaN            NaN  0.762848       0.680689                 NaN  0.789486                 NaN            NaN            NaN
  1393.48        2500.00        97.8058                 NaN            NaN  0.403816E-001            NaN            NaN            NaN  0.658427       0.735340                 NaN  0.760058                 NaN            NaN            NaN
  1390.98        2500.00        97.8720                 NaN            NaN  0.382853E-001            NaN            NaN            NaN  0.711835       0.641489                 NaN  0.736437                 NaN            NaN            NaN
  1388.47        2500.00        97.9278                 NaN            NaN  0.362154E-001            NaN            NaN            NaN  0.690624       0.628107                 NaN  0.717269                 NaN            NaN            NaN
  1385.96        2500.00        98.0102                 NaN            NaN  0.338439E-001            NaN            NaN            NaN  0.608317       0.661648                 NaN  0.686029                 NaN            NaN            NaN
  1383.46        2500.00        98.0590                 NaN            NaN  0.321559E-001            NaN            NaN            NaN  0.596705       0.643428                 NaN  0.668712                 NaN            NaN            NaN
  1380.95        2500.00        98.1150                 NaN            NaN  0.302901E-001            NaN            NaN            NaN  0.583752       0.622538                 NaN  0.648378                 NaN            NaN            NaN
  1378.45        2500.00        98.1680                 NaN            NaN  0.286036E-001            NaN            NaN            NaN  0.571592       0.602531                 NaN  0.629318                 NaN            NaN            NaN
  1375.94        2500.00        98.2182                 NaN            NaN  0.266889E-001            NaN            NaN            NaN  0.582841       0.561495                 NaN  0.610769                 NaN            NaN            NaN
  1373.43        2500.00        98.2650                 NaN            NaN  0.251580E-001            NaN            NaN            NaN  0.551031       0.565140                 NaN  0.593687                 NaN            NaN            NaN
  1370.93        2500.00        98.3090                 NaN            NaN  0.234352E-001            NaN            NaN            NaN  0.546478       0.543509                 NaN  0.577535                 NaN            NaN            NaN
  1368.42        2500.00        98.3543                 NaN            NaN  0.218907E-001            NaN            NaN            NaN  0.534156       0.528936                 NaN  0.560716                 NaN            NaN            NaN
  1365.91        2500.00        98.3936                 NaN            NaN  0.203297E-001            NaN            NaN            NaN  0.528330       0.511396                 NaN  0.546374                 NaN            NaN            NaN
  1363.41        2500.00        98.4319                 NaN            NaN  0.189316E-001            NaN            NaN            NaN  0.522195       0.494816                 NaN  0.532145                 NaN            NaN            NaN
  1360.90        2500.00        98.4692                 NaN            NaN  0.174951E-001            NaN            NaN            NaN  0.479302       0.515704                 NaN  0.518318                 NaN            NaN            NaN
  1358.40        2500.00        98.5026                 NaN            NaN  0.160716E-001            NaN            NaN            NaN  0.512806       0.462472                 NaN  0.506024                 NaN            NaN            NaN
  1355.89        2500.00        98.5373                 NaN            NaN  0.146920E-001            NaN            NaN            NaN  0.448481       0.506858                 NaN  0.492705                 NaN            NaN            NaN
  1353.38        2500.00        98.5670                 NaN            NaN  0.132419E-001            NaN            NaN            NaN  0.506621       0.431648                 NaN  0.481476                 NaN            NaN            NaN
  1350.88        2500.00        98.5970                 NaN            NaN  0.119777E-001            NaN            NaN            NaN  0.503539       0.417173                 NaN  0.470333                 NaN            NaN            NaN
  1348.37        2500.00        98.6254                 NaN            NaN  0.107339E-001            NaN            NaN            NaN  0.502553       0.401695                 NaN  0.459616                 NaN            NaN            NaN
  1345.86        2500.00        98.6523                 NaN            NaN  0.945420E-002            NaN            NaN            NaN  0.502984       0.385797                 NaN  0.449478                 NaN            NaN            NaN
  1343.36        2500.00        98.6767                 NaN            NaN  0.805343E-002            NaN            NaN            NaN  0.368389       0.507022                 NaN  0.439875                 NaN            NaN            NaN
  1340.85        2500.00        98.7009                 NaN            NaN  0.684066E-002            NaN            NaN            NaN  0.352582       0.508957                 NaN  0.430742                 NaN            NaN            NaN
  1338.35        2500.00        98.7242                 NaN            NaN  0.573952E-002            NaN            NaN            NaN  0.511639       0.336524                 NaN  0.421907                 NaN            NaN            NaN
  1335.84        2500.00        98.7448                 NaN            NaN  0.440425E-002            NaN            NaN            NaN  0.523147       0.314052                 NaN  0.413636                 NaN            NaN            NaN
  1333.33        2500.00        98.7661                 NaN            NaN  0.329266E-002            NaN            NaN            NaN  0.528126       0.296960                 NaN  0.405550                 NaN            NaN            NaN
  1330.83        2500.00        98.7824                 NaN            NaN  0.184770E-002            NaN            NaN            NaN  0.552894       0.264050                 NaN  0.398847                 NaN            NaN            NaN
  1328.32        2500.00        98.8017                 NaN            NaN  0.911575E-003            NaN            NaN            NaN  0.566088       0.239531                 NaN  0.391787                 NaN            NaN            NaN
  1325.81        2500.00        98.8188                 NaN            NaN            NaN            NaN            NaN            NaN  0.578232       0.217676                 NaN  0.385265                 NaN            NaN            NaN
  1323.31        2500.00        98.8322                 NaN            NaN  0.238099E-002            NaN            NaN            NaN  0.495460       0.286706                 NaN  0.383265                 NaN            NaN            NaN
  1320.80        2500.00        98.8497                 NaN            NaN            NaN            NaN            NaN            NaN  0.518533       0.256296                 NaN  0.375510                 NaN            NaN            NaN
  1318.30        2500.00        98.8614                 NaN            NaN            NaN            NaN            NaN            NaN  0.766613                 NaN            NaN  0.371980                 NaN            NaN            NaN
  1315.79        2500.00        98.8786                 NaN            NaN            NaN            NaN            NaN            NaN  0.755774                 NaN            NaN  0.365609                 NaN            NaN            NaN
  1313.28        2500.00        98.8941                 NaN            NaN            NaN            NaN            NaN            NaN  0.745234                 NaN            NaN  0.360656                 NaN            NaN            NaN
  1310.78        2500.00        98.9079                 NaN            NaN            NaN            NaN            NaN            NaN  0.735950                 NaN            NaN  0.356126                 NaN            NaN            NaN
  1308.27        2500.00        98.9210                 NaN            NaN            NaN            NaN            NaN            NaN  0.726473                 NaN            NaN  0.352511                 NaN            NaN            NaN
  1305.76        2500.00        91.7222                 NaN            NaN            NaN            NaN            NaN            NaN   2.34341                 NaN            NaN   1.21288        4.72150                 NaN            NaN
  1303.26        2500.00        73.8158                 NaN            NaN  0.520797E-001            NaN            NaN            NaN   5.95528                 NaN            NaN   3.52809        16.1090       0.539685                 NaN
  1300.75        2500.00        77.8183                 NaN            NaN  0.244095E-001            NaN            NaN            NaN   5.06918                 NaN            NaN   2.98628        13.5835       0.518340                 NaN
  1298.25        2500.00        82.3379                 NaN            NaN  0.149551E-002            NaN            NaN            NaN   4.12058                 NaN            NaN   2.39039        10.7398       0.409833                 NaN
  1295.74        2500.00        85.2989                 NaN            NaN            NaN            NaN            NaN            NaN   3.46290                 NaN            NaN   2.00704        8.89325       0.337916                 NaN
  1293.23        2500.00        87.4360                 NaN            NaN            NaN            NaN            NaN            NaN   2.98356                 NaN            NaN   1.73180        7.56330       0.285340                 NaN
  1290.73        2500.00        89.0693                 NaN            NaN            NaN            NaN            NaN            NaN   2.61020                 NaN            NaN   1.51839        6.55593       0.246221                 NaN
  1288.22        2500.00        90.3206                 NaN            NaN            NaN            NaN            NaN            NaN   2.32539                 NaN            NaN   1.35425        5.78394       0.215857                 NaN
  1285.71        2500.00        91.3290                 NaN            NaN            NaN            NaN            NaN            NaN   2.09246                 NaN            NaN   1.21742        5.16849       0.192672                 NaN
  1283.21        2500.00        92.1622                 NaN            NaN            NaN            NaN            NaN            NaN   1.89906                 NaN            NaN   1.10812        4.65883       0.171771                 NaN
  1280.70        2500.00        92.8595                 NaN            NaN            NaN            NaN            NaN            NaN   1.73439                 NaN            NaN   1.01120        4.23901       0.155917                 NaN
  1278.20        2500.00        93.4481                 NaN            NaN            NaN            NaN            NaN            NaN   1.59669                 NaN            NaN  0.930271        3.88322       0.141751                 NaN
  1275.69        2500.00        93.9445                 NaN            NaN            NaN            NaN            NaN            NaN   1.47659                 NaN            NaN  0.866136        3.58442       0.128335                 NaN
  1273.18        2500.00        94.3880                 NaN            NaN            NaN            NaN            NaN            NaN   1.37503                 NaN            NaN  0.796157        3.32110       0.119667                 NaN
  1270.68        2500.00        94.7780                 NaN            NaN            NaN            NaN            NaN            NaN   1.28097                 NaN            NaN  0.741181        3.08983       0.110000                 NaN
  1268.17        2500.00        93.5436                 NaN            NaN            NaN            NaN            NaN            NaN   1.35024                 NaN            NaN  0.855039        4.08031       0.170834                 NaN
  1265.66        2500.00        97.1156                 NaN            NaN            NaN            NaN            NaN            NaN  0.552608                 NaN            NaN  0.342129        1.90447       0.852391E-001            NaN
  1263.16        2500.00        95.5274                 NaN            NaN            NaN            NaN            NaN            NaN  0.713786       0.704168                 NaN  0.743310        2.27518       0.361231E-001            NaN
  1260.65        2500.00        93.1526                 NaN            NaN            NaN            NaN            NaN            NaN  0.778686       0.285265                 NaN  0.860214        4.72971       0.193572                 NaN
  1258.15        2500.00        98.7010                 NaN            NaN            NaN            NaN            NaN            NaN  0.988541                 NaN            NaN  0.256848       0.536348E-001            NaN            NaN
  1255.64        2500.00        96.5997                 NaN            NaN            NaN            NaN            NaN            NaN  0.956806                 NaN            NaN  0.407182        2.01972       0.165602E-001            NaN
  1253.13        2500.00        96.7251                 NaN            NaN            NaN            NaN            NaN            NaN  0.625156                 NaN            NaN  0.544654        2.02069       0.844407E-001            NaN
  1250.63        2500.00        96.6500                 NaN            NaN            NaN            NaN            NaN            NaN  0.287027                 NaN            NaN  0.524354        2.47335       0.653131E-001            NaN
  1248.12        2500.00        97.4624                 NaN            NaN            NaN            NaN            NaN            NaN  0.919129       0.342118                 NaN  0.278943       0.964806       0.325735E-001            NaN
  1245.61        2500.00        95.6053                 NaN            NaN            NaN            NaN            NaN            NaN  0.509794                 NaN            NaN  0.467280        2.50792       0.788773E-001  0.830826     
  1243.11        2500.00        82.8686                 NaN            NaN            NaN            NaN            NaN            NaN   1.07227        1.68377       0.937990E-002   1.68698        7.29264       0.114187        5.27217     
  1240.60        2500.00        82.3118                 NaN            NaN            NaN            NaN            NaN            NaN   1.72297       0.384191       0.131154        1.58782        7.82355       0.153009        5.88549     
  1238.10        2500.00        83.0735                 NaN            NaN            NaN            NaN            NaN            NaN   2.45777                 NaN            NaN   1.62799        7.32870       0.106050        5.40603     
  1235.59        2500.00        78.7171                 NaN            NaN            NaN            NaN            NaN            NaN   1.40351       0.345660       0.837276E-006   1.61406        10.0537       0.224093        7.64193     
  1233.08        2500.00        80.0866                 NaN            NaN            NaN            NaN            NaN            NaN   2.25633        1.58518                 NaN   2.13927        8.16703       0.383912E-001   5.72719     
  1230.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.51515        5.68251       0.240087E-005   8.20637        46.5951       0.612349        33.3885     
  1228.07        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.615338E-001   11.1976                 NaN   8.33954        46.3960       0.601776        33.4035     
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.898400        10.3557                 NaN   8.33881        46.4011       0.602354        33.4036     
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.67566        5.53216       0.220248E-005   8.22205        46.5663       0.608981        33.3948     
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.69536        5.51490       0.217601E-005   8.22769        46.5570       0.608174        33.3969     
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.71502        5.49765       0.214992E-005   8.23339        46.5476       0.607356        33.3990     
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.73541        5.47971       0.212280E-005   8.23916        46.5382       0.606537        33.4010     
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.75512        5.46249       0.209822E-005   8.24487        46.5287       0.605703        33.4031     
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.77532        5.44486       0.207224E-005   8.25057        46.5192       0.604855        33.4052     
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.79531        5.42744       0.204820E-005   8.25629        46.5097       0.604008        33.4073     
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.81488        5.41050       0.202463E-005   8.26204        46.5000       0.603145        33.4094     
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.83456        5.39340       0.200061E-005   8.26776        46.4905       0.602303        33.4115     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.85461        5.37613       0.197786E-005   8.27347        46.4807       0.601409        33.4136     
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.87466        5.35882       0.195518E-005   8.27914        46.4711       0.600522        33.4158     
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.12958        7.15878                 NaN   8.32990        46.3671       0.585706        33.4289     
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.13606        7.15564                 NaN   8.33573        46.3568       0.584665        33.4311     
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.13701        7.15811                 NaN   8.34163        46.3462       0.583610        33.4334     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.13772        7.16088                 NaN   8.34752        46.3356       0.582542        33.4357     
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.458063        10.8886                 NaN   8.35602        46.2785       0.569994        33.4488     
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.462206        10.8882                 NaN   8.36214        46.2674       0.568843        33.4512     
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.480282        10.8738                 NaN   8.36825        46.2564       0.567736        33.4535     
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.14402        7.16904                 NaN   8.37113        46.2926       0.578149        33.4450     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.14621        7.17062                 NaN   8.37702        46.2817       0.577021        33.4474     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.14832        7.17231                 NaN   8.38292        46.2708       0.575880        33.4498     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.15044        7.17406                 NaN   8.38883        46.2598       0.574724        33.4522     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.15380        7.17462                 NaN   8.39472        46.2487       0.573561        33.4546     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.428247        10.9505                 NaN   8.40448        46.1883       0.560326        33.4681     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.15849        7.17796                 NaN   8.40657        46.2264       0.571186        33.4594     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.471968        10.9149                 NaN   8.41709        46.1653       0.557896        33.4729     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.496751        10.8941                 NaN   8.42313        46.1540       0.556702        33.4753     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.16605        7.18293                 NaN   8.42430        46.1924       0.567515        33.4668     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.532126        10.8672                 NaN   8.43529        46.1309       0.554224        33.4803     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.549303        10.8544                 NaN   8.44149        46.1192       0.552930        33.4827     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.17501        7.18703                 NaN   8.44206        46.1579       0.563726        33.4743     
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.305443        11.1108                 NaN   8.45334        46.0924       0.549408        33.4886     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.23523        5.86973        3.18263        8.42469        46.2276       0.593123        33.4670     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.369155        11.0559                 NaN   8.46590        46.0687       0.546808        33.4936     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.18502        7.19535                 NaN   8.46576        46.1109       0.558466        33.4845     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.18737        7.19776                 NaN   8.47169        46.0990       0.557115        33.4871     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.18990        7.20002                 NaN   8.47762        46.0870       0.555752        33.4897     
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.19177        7.20287                 NaN   8.48355        46.0751       0.554373        33.4923     
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.19319        7.20621                 NaN   8.48965        46.0630       0.553032        33.4949     
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.19535        7.20858                 NaN   8.49601        46.0508       0.551769        33.4974     
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.19553        7.21302                 NaN   8.50239        46.0386       0.550485        33.5000     
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.19653        7.21666                 NaN   8.50876        46.0263       0.549197        33.5025     
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.19601        7.22192                 NaN   8.51517        46.0139       0.547887        33.5051     
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.19502        7.22770                 NaN   8.52157        46.0014       0.546566        33.5077     
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.19043        7.23698                 NaN   8.52837        45.9887       0.545265        33.5102     
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.19184        7.24062                 NaN   8.53442        45.9763       0.543890        33.5129     
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.18857        7.24887                 NaN   8.54085        45.9636       0.542529        33.5155     
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.19167        7.25103                 NaN   8.54664        45.9513       0.541111        33.5183     
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.18017        7.26739                 NaN   8.55376        45.9381       0.539771        33.5208     
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.36050        4.01452       0.980420E-006   8.49181        46.0701       0.556867        33.5063     
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.37537        4.00414       0.959004E-006   8.49721        46.0589       0.555619        33.5088     
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.77837        3.61354                 NaN   8.52099        46.0238       0.551404        33.5119     
