|6.6.6
Archiving\03_Data\fracLP/QFM_m0.25/LAR/LAR_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1456.14        500.000        99.1641                 NaN            NaN            NaN  0.944864E-003  0.834995                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        99.1055                 NaN            NaN            NaN            NaN  0.562110       0.332364                 NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        98.9142                 NaN            NaN            NaN            NaN            NaN   1.08577                 NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        98.8999                 NaN            NaN            NaN            NaN            NaN   1.10012                 NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        98.8909                 NaN            NaN            NaN            NaN            NaN   1.10907                 NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        98.8656                 NaN            NaN            NaN            NaN            NaN   1.13439                 NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        98.4007                 NaN            NaN            NaN            NaN  0.559164E-002  0.665599       0.928065                 NaN            NaN            NaN            NaN
  1438.60        500.000        98.3642                 NaN            NaN            NaN            NaN            NaN   1.04163       0.594192                 NaN            NaN            NaN            NaN
  1436.09        500.000        98.3819                 NaN            NaN            NaN            NaN            NaN  0.589602        1.02847                 NaN            NaN            NaN            NaN
  1433.58        500.000        98.4029                 NaN            NaN            NaN            NaN            NaN  0.582783        1.01429                 NaN            NaN            NaN            NaN
  1431.08        500.000        98.4213                 NaN            NaN            NaN            NaN            NaN  0.577021        1.00168                 NaN            NaN            NaN            NaN
  1428.57        500.000        98.4405                 NaN            NaN            NaN            NaN            NaN  0.989277       0.570199                 NaN            NaN            NaN            NaN
  1426.07        500.000        98.4600                 NaN            NaN            NaN            NaN            NaN  0.974890       0.565095                 NaN            NaN            NaN            NaN
  1423.56        500.000        98.4770                 NaN            NaN            NaN            NaN            NaN  0.560285       0.962691                 NaN            NaN            NaN            NaN
  1421.05        500.000        98.4956                 NaN            NaN            NaN            NaN            NaN  0.555421       0.948956                 NaN            NaN            NaN            NaN
  1418.55        500.000        98.5125                 NaN            NaN            NaN            NaN            NaN  0.549150       0.938320                 NaN            NaN            NaN            NaN
  1416.04        500.000        98.5258                 NaN            NaN            NaN            NaN            NaN  0.928912       0.545275                 NaN            NaN            NaN            NaN
  1413.53        500.000        98.5439                 NaN            NaN            NaN            NaN            NaN  0.916426       0.539646                 NaN            NaN            NaN            NaN
  1411.03        500.000        98.5589                 NaN            NaN            NaN            NaN            NaN  0.906374       0.534706                 NaN            NaN            NaN            NaN
  1408.52        500.000        98.5749                 NaN            NaN            NaN            NaN            NaN  0.895783       0.529367                 NaN            NaN            NaN            NaN
  1406.02        500.000        98.5898                 NaN            NaN            NaN            NaN            NaN  0.884520       0.525712                 NaN            NaN            NaN            NaN
  1403.51        500.000        98.6034                 NaN            NaN            NaN            NaN            NaN  0.875119       0.521498                 NaN            NaN            NaN            NaN
  1401.00        500.000        98.6134                 NaN            NaN            NaN            NaN            NaN  0.519488       0.867085                 NaN            NaN            NaN            NaN
  1398.50        500.000        98.6320                 NaN            NaN            NaN            NaN            NaN  0.512748       0.855275                 NaN            NaN            NaN            NaN
  1395.99        500.000        98.6433                 NaN            NaN            NaN            NaN            NaN  0.509425       0.847303                 NaN            NaN            NaN            NaN
  1393.48        500.000        98.6542                 NaN            NaN            NaN            NaN            NaN  0.838876       0.506920                 NaN            NaN            NaN            NaN
  1390.98        500.000        98.6686                 NaN            NaN            NaN  0.180142E-005            NaN  0.502173       0.829253                 NaN            NaN            NaN            NaN
  1388.47        500.000        98.6792                 NaN            NaN            NaN            NaN            NaN  0.821583       0.499246                 NaN            NaN            NaN            NaN
  1385.96        500.000        98.6911                 NaN            NaN            NaN            NaN            NaN  0.494888       0.814058                 NaN            NaN            NaN            NaN
  1383.46        500.000        98.6998                 NaN            NaN            NaN            NaN            NaN  0.806384       0.493815                 NaN            NaN            NaN            NaN
  1380.95        500.000        98.7129                 NaN            NaN            NaN            NaN            NaN  0.799551       0.487541                 NaN            NaN            NaN            NaN
  1378.45        500.000        98.5370                 NaN            NaN            NaN            NaN            NaN  0.575775       0.797647       0.895421E-001            NaN            NaN            NaN
  1375.94        500.000        97.3031                 NaN            NaN            NaN            NaN            NaN   1.17703       0.824664       0.695197                 NaN            NaN            NaN
  1373.43        500.000        97.3580                 NaN            NaN            NaN            NaN            NaN  0.807298        1.15541       0.679295                 NaN            NaN            NaN
  1370.93        500.000        97.4070                 NaN            NaN            NaN            NaN            NaN   1.13630       0.792103       0.664598                 NaN            NaN            NaN
  1368.42        500.000        97.4600                 NaN            NaN            NaN            NaN            NaN   1.11578       0.774677       0.649578                 NaN            NaN            NaN
  1365.91        500.000        97.4971                 NaN            NaN            NaN  0.140838                 NaN  0.901920       0.802488       0.657640                 NaN            NaN            NaN
  1363.41        500.000        97.5202                 NaN            NaN            NaN  0.498789                 NaN  0.387658       0.895469       0.697853                 NaN            NaN            NaN
  1360.90        500.000        97.5668                 NaN            NaN            NaN  0.505529                 NaN  0.885189       0.357303       0.685201                 NaN            NaN            NaN
  1358.40        500.000        97.6147                 NaN            NaN            NaN  0.512724                 NaN  0.325254       0.874828       0.672532                 NaN            NaN            NaN
  1355.89        500.000        97.6603                 NaN            NaN            NaN  0.517480                 NaN  0.299684       0.862908       0.659625                 NaN            NaN            NaN
  1353.38        500.000        97.7017                 NaN            NaN            NaN  0.522759                 NaN  0.854120       0.273483       0.647980                 NaN            NaN            NaN
  1350.88        500.000        97.7427                 NaN            NaN            NaN  0.527737                 NaN  0.247942       0.845020       0.636597                 NaN            NaN            NaN
  1348.37        500.000        97.7736                 NaN            NaN            NaN  0.532787                 NaN  0.839260       0.226363       0.627977                 NaN            NaN            NaN
  1345.86        500.000        97.8271                 NaN            NaN            NaN  0.540730                 NaN  0.826647       0.191507       0.614042                 NaN            NaN            NaN
  1343.36        500.000        97.8650                 NaN            NaN            NaN  0.534827                 NaN  0.183878       0.815073       0.601208                 NaN            NaN            NaN
  1340.85        500.000        97.8933                 NaN            NaN            NaN  0.541567                 NaN  0.810265       0.161236       0.593649                 NaN            NaN            NaN
  1338.35        500.000        97.9296                 NaN            NaN            NaN  0.547046                 NaN  0.800628       0.138244       0.584531                 NaN            NaN            NaN
  1335.84        500.000        97.9668                 NaN            NaN            NaN  0.543093                 NaN  0.126378       0.792166       0.571578                 NaN            NaN            NaN
  1333.33        500.000        97.9974                 NaN            NaN            NaN  0.545797                 NaN  0.784337       0.109254       0.563176                 NaN            NaN            NaN
  1330.83        500.000        98.0263                 NaN            NaN            NaN  0.545193                 NaN  0.776969       0.975029E-001  0.554026                 NaN            NaN            NaN
  1328.32        500.000        98.0589                 NaN            NaN            NaN  0.544720                 NaN  0.827541E-001  0.769281       0.544373                 NaN            NaN            NaN
  1325.81        500.000        98.0892                 NaN            NaN            NaN  0.543369                 NaN  0.760681       0.716685E-001  0.535087                 NaN            NaN            NaN
  1323.31        500.000        98.0013                 NaN  0.891522E-001            NaN  0.421665                 NaN  0.188542       0.760002       0.539382                 NaN            NaN            NaN
  1320.80        500.000        97.9782                 NaN  0.136683                 NaN  0.356232                 NaN  0.764531       0.230117       0.534216                 NaN            NaN            NaN
  1318.30        500.000        97.8471                 NaN  0.234813                 NaN  0.147898                 NaN  0.452720       0.780920       0.536505                 NaN            NaN            NaN
  1315.79        500.000        97.8778                 NaN  0.268953                 NaN  0.248712                 NaN  0.844282       0.224780       0.535478                 NaN            NaN            NaN
  1313.28        500.000        97.8057                 NaN  0.328826                 NaN  0.822568E-001            NaN  0.838278       0.413055       0.531875                 NaN            NaN            NaN
  1310.78        500.000        97.8119                 NaN  0.353242                 NaN  0.382475E-001            NaN  0.838975       0.433431       0.524243                 NaN            NaN            NaN
  1308.27        500.000        97.8412                 NaN  0.362960                 NaN  0.123678E-001            NaN  0.828714       0.440403       0.514330                 NaN            NaN            NaN
  1305.76        500.000        97.8806                 NaN  0.364610                 NaN  0.612925E-005            NaN  0.435940       0.814870       0.503937                 NaN            NaN            NaN
  1303.26        500.000        97.9272                 NaN  0.361229                 NaN  0.445555E-005            NaN  0.800454       0.417604       0.493549                 NaN            NaN            NaN
  1300.75        500.000        97.9775                 NaN  0.355051                 NaN  0.389376E-002            NaN  0.783942       0.396717       0.482849                 NaN            NaN            NaN
  1298.25        500.000        98.0264                 NaN  0.349166                 NaN            NaN            NaN  0.764382       0.388349       0.471734                 NaN            NaN            NaN
  1295.74        500.000        98.0750                 NaN  0.341930                 NaN            NaN            NaN  0.745680       0.376378       0.461050                 NaN            NaN            NaN
  1293.23        500.000        98.1246                 NaN  0.334278                 NaN            NaN            NaN  0.726154       0.364872       0.450102                 NaN            NaN            NaN
  1290.73        500.000        98.1725                 NaN  0.325819                 NaN            NaN            NaN  0.705968       0.355991       0.439696                 NaN            NaN            NaN
  1288.22        500.000        98.2206                 NaN  0.318599                 NaN            NaN            NaN  0.344171       0.687628       0.429033                 NaN            NaN            NaN
  1285.71        500.000        98.2659                 NaN  0.310486                 NaN            NaN            NaN  0.668425       0.336111       0.419121                 NaN            NaN            NaN
  1283.21        500.000        98.3105                 NaN  0.302797                 NaN            NaN            NaN  0.650512       0.326975       0.409176                 NaN            NaN            NaN
  1280.70        500.000        98.3557                 NaN  0.294570                 NaN            NaN            NaN  0.631104       0.319380       0.399285                 NaN            NaN            NaN
  1278.20        500.000        98.3973                 NaN  0.285870                 NaN            NaN            NaN  0.612466       0.314252       0.390153                 NaN            NaN            NaN
  1275.69        500.000        98.4395                 NaN  0.279321                 NaN            NaN            NaN  0.596871       0.303799       0.380477                 NaN            NaN            NaN
  1273.18        500.000        98.4791                 NaN  0.271006                 NaN            NaN            NaN  0.578904       0.299240       0.371780                 NaN            NaN            NaN
  1270.68        500.000        98.5193                 NaN  0.263441                 NaN            NaN            NaN  0.562230       0.292283       0.362723                 NaN            NaN            NaN
  1268.17        500.000        98.5575                 NaN  0.255798                 NaN            NaN            NaN  0.545685       0.286767       0.354223                 NaN            NaN            NaN
  1265.66        500.000        98.5952                 NaN  0.248264                 NaN            NaN            NaN  0.281350       0.529428       0.345711                 NaN            NaN            NaN
  1263.16        500.000        98.6306                 NaN  0.240594                 NaN            NaN            NaN  0.276965       0.514153       0.337677                 NaN            NaN            NaN
  1260.65        500.000        89.1259                 NaN  0.736949                 NaN            NaN            NaN   1.68267        1.51624        1.36478        5.57345                 NaN            NaN
  1258.15        500.000        89.5265                 NaN  0.705978                 NaN            NaN            NaN   1.44550        1.59076        1.30737        5.42385                 NaN            NaN
  1255.64        500.000        90.6647                 NaN  0.642878                 NaN            NaN            NaN   1.30795        1.38328        1.17127        4.82996                 NaN            NaN
  1253.13        500.000        91.5675                 NaN  0.591540                 NaN            NaN            NaN   1.21889        1.19805        1.06243        4.36156                 NaN            NaN
  1250.63        500.000        92.3267                 NaN  0.551628                 NaN            NaN            NaN   1.10895        1.07169       0.969644        3.97136                 NaN            NaN
  1248.12        500.000        92.9590                 NaN  0.517086                 NaN            NaN            NaN   1.03281       0.950386       0.891715        3.64901                 NaN            NaN
  1245.61        500.000        93.4989                 NaN  0.487014                 NaN            NaN            NaN  0.968068       0.847331       0.824198        3.37445                 NaN            NaN
  1243.11        500.000        93.9700                 NaN  0.459811                 NaN            NaN            NaN  0.910203       0.757896       0.764792        3.13729                 NaN            NaN
  1240.60        500.000        94.3798                 NaN  0.435458                 NaN            NaN            NaN  0.858911       0.680965       0.712398        2.93245                 NaN            NaN
  1238.10        500.000        94.7489                 NaN  0.413174                 NaN            NaN            NaN  0.812220       0.611630       0.664725        2.74932                 NaN            NaN
  1235.59        500.000        95.0788                 NaN  0.391748                 NaN            NaN            NaN  0.552820       0.769065       0.621671        2.58586                 NaN            NaN
  1233.08        500.000        95.3783                 NaN  0.372402                 NaN            NaN            NaN  0.499013       0.728706       0.582111        2.43947                 NaN            NaN
  1230.58        500.000        95.6484                 NaN  0.353210                 NaN            NaN            NaN  0.690705       0.453771       0.546313        2.30764                 NaN            NaN
  1228.07        500.000        95.8981                 NaN  0.335104                 NaN            NaN            NaN  0.413196       0.655483       0.512696        2.18546                 NaN            NaN
  1225.56        500.000        96.1286                 NaN  0.317701                 NaN            NaN            NaN  0.620951       0.377673       0.481682        2.07339                 NaN            NaN
  1223.06        500.000        96.3404                 NaN  0.300508                 NaN            NaN            NaN  0.347590       0.588265       0.452944        1.97032                 NaN            NaN
  1220.55        500.000        96.5327                 NaN  0.284731                 NaN            NaN            NaN  0.320229       0.557465       0.426497        1.87834                 NaN            NaN
  1218.05        500.000        96.7215                 NaN  0.269300                 NaN            NaN            NaN  0.528456       0.293932       0.400913        1.78593                 NaN            NaN
  1215.54        500.000        96.8873                 NaN  0.254775                 NaN            NaN            NaN  0.273809       0.501027       0.378138        1.70492                 NaN            NaN
  1213.03        500.000        97.0433                 NaN  0.239491                 NaN            NaN            NaN  0.473137       0.257611       0.356630        1.62979                 NaN            NaN
  1210.53        500.000        97.1942                 NaN  0.226919                 NaN            NaN            NaN  0.448065       0.239902       0.336089        1.55479                 NaN            NaN
  1208.02        500.000        97.0443                 NaN  0.250816                 NaN            NaN            NaN  0.451903       0.184595       0.357813        1.71057                 NaN            NaN
  1205.51        500.000        97.7554                 NaN  0.172177                 NaN            NaN            NaN  0.237505       0.375127       0.256666        1.20315                 NaN            NaN
  1203.01        500.000        91.0105                 NaN  0.496856       0.616112E-002            NaN            NaN  0.989321                 NaN  0.780656        3.78198        2.93453                 NaN
  1200.50        500.000        81.7491                 NaN  0.875439                 NaN            NaN            NaN   1.55430       0.157833        1.51119        7.04954        7.10261                 NaN
  1197.99        500.000        82.7826                 NaN  0.843216                 NaN            NaN            NaN   1.53125                 NaN   1.40705        6.66614        6.76973                 NaN
  1195.49        500.000        83.5877                 NaN  0.812206                 NaN            NaN            NaN   1.40716                 NaN   1.33002        6.37618        6.48668                 NaN
  1192.98        500.000        83.3654                 NaN  0.851206                 NaN            NaN            NaN   1.34470                 NaN   1.34068        6.47172        6.62635                 NaN
  1190.48        500.000        81.4953                 NaN  0.932162                 NaN            NaN            NaN   1.42440                 NaN   1.47425        7.23684        7.43708                 NaN
  1187.97        500.000        82.0404                 NaN  0.839603                 NaN            NaN            NaN   1.41735                 NaN   1.38760        7.22550        7.08959                 NaN
  1185.46        500.000        15.2338                 NaN   3.69303                 NaN            NaN            NaN   5.40295                 NaN   6.15739        35.1937        34.3191                 NaN
  1182.96        500.000                 NaN            NaN   4.27123                 NaN            NaN            NaN   6.09220                 NaN   7.13302        41.7482        40.7553                 NaN
  1180.45        500.000                 NaN            NaN   4.29307                 NaN            NaN            NaN   6.05225                 NaN   7.13366        41.7501        40.7709                 NaN
  1177.94        500.000                 NaN            NaN   4.31052                 NaN            NaN            NaN   6.02033                 NaN   7.13650        41.7484        40.7842                 NaN
  1175.44        500.000                 NaN            NaN   4.31399                 NaN            NaN            NaN   6.01419                 NaN   7.13747        41.7470        40.7873                 NaN
  1172.93        500.000                 NaN            NaN   4.28889                 NaN            NaN            NaN   6.06057                 NaN   7.14333        41.7355        40.7717                 NaN
  1170.43        500.000                 NaN            NaN   4.31878                 NaN            NaN            NaN   6.00456                 NaN   7.14198        41.7431        40.7916                 NaN
  1167.92        500.000                 NaN            NaN   4.29664                 NaN            NaN            NaN   6.04624                 NaN   7.14864        41.7296        40.7789                 NaN
  1165.41        500.000                 NaN            NaN   4.33838                 NaN            NaN            NaN   5.96892                 NaN   7.14440        41.7431        40.8052                 NaN
  1162.91        500.000                 NaN            NaN   4.31038                 NaN            NaN            NaN   6.02192                 NaN   7.15489        41.7213        40.7915                 NaN
  1160.40        500.000                 NaN            NaN   4.34723                 NaN            NaN            NaN   5.95317                 NaN   7.15355        41.7297        40.8163                 NaN
  1157.89        500.000                 NaN            NaN   4.31315                 NaN            NaN            NaN   6.01656                 NaN   7.15909        41.7167        40.7945                 NaN
  1155.39        500.000                 NaN            NaN   4.35815                 NaN            NaN            NaN   5.93500                 NaN   7.15745        41.7236        40.8258                 NaN
  1152.88        500.000                 NaN            NaN   4.32116                 NaN            NaN            NaN   6.00150                 NaN   7.16499        41.7102        40.8022                 NaN
  1150.38        500.000                 NaN            NaN   4.32389                 NaN            NaN            NaN   5.99636                 NaN   7.16696        41.7078        40.8050                 NaN
  1147.87        500.000                 NaN            NaN   4.36424                 NaN            NaN            NaN   5.92502                 NaN   7.16118        41.7180        40.8316                 NaN
  1145.36        500.000                 NaN            NaN   4.36871                 NaN            NaN            NaN   5.91636                 NaN   7.16347        41.7158        40.8357                 NaN
  1142.86        500.000                 NaN            NaN   4.34219                 NaN            NaN            NaN   5.96496                 NaN   7.17773        41.6919        40.8232                 NaN
  1140.35        500.000                 NaN            NaN   4.34542                 NaN            NaN            NaN   5.95921                 NaN   7.18077        41.6879        40.8267                 NaN
  1137.84        500.000                 NaN            NaN   4.34852                 NaN            NaN            NaN   5.95187                 NaN   7.18437        41.6856        40.8296                 NaN
  1135.34        500.000                 NaN            NaN   4.35085                 NaN            NaN            NaN   5.94811                 NaN   7.18643        41.6825        40.8321                 NaN
  1132.83        500.000                 NaN            NaN   4.35404                 NaN            NaN            NaN   5.94002                 NaN   7.19093        41.6797        40.8353                 NaN
  1130.33        500.000                 NaN            NaN   4.35108                 NaN            NaN            NaN   5.94497                 NaN   7.18975        41.6821        40.8321                 NaN
  1127.82        500.000                 NaN            NaN   4.35693                 NaN            NaN            NaN   5.93354                 NaN   7.19523        41.6762        40.8381                 NaN
  1125.31        500.000                 NaN            NaN   4.36006                 NaN            NaN            NaN   5.92842                 NaN   7.19759        41.6725        40.8414                 NaN
  1122.81        500.000                 NaN            NaN   4.36513                 NaN            NaN            NaN   5.91944                 NaN   7.20056        41.6685        40.8463                 NaN
  1120.30        500.000                 NaN            NaN   4.36724                 NaN            NaN            NaN   5.91606                 NaN   7.20332        41.6643        40.8490                 NaN
  1117.79        500.000                 NaN            NaN   4.37003                 NaN            NaN            NaN   5.91242                 NaN   7.20512        41.6603        40.8521                 NaN
  1115.29        500.000                 NaN            NaN   4.37322                 NaN            NaN            NaN   5.90680                 NaN   7.20790        41.6565        40.8556                 NaN
  1112.78        500.000                 NaN            NaN   4.37676                 NaN            NaN            NaN   5.89904                 NaN   7.21168        41.6532        40.8593                 NaN
  1110.28        500.000                 NaN            NaN   4.37941                 NaN            NaN            NaN   5.89582                 NaN   7.21349        41.6489        40.8624                 NaN
  1107.77        500.000                 NaN            NaN   4.38249                 NaN            NaN            NaN   5.89039                 NaN   7.21630        41.6450        40.8658                 NaN
  1105.26        500.000                 NaN            NaN   4.38547                 NaN            NaN            NaN   5.88515                 NaN   7.21914        41.6411        40.8691                 NaN
  1102.76        500.000                 NaN            NaN   4.38852                 NaN            NaN            NaN   5.87983                 NaN   7.22192        41.6372        40.8725                 NaN
  1100.25        500.000                 NaN            NaN   4.39151                 NaN            NaN            NaN   5.87454                 NaN   7.22482        41.6332        40.8759                 NaN
  1097.74        500.000                 NaN            NaN   4.39437                 NaN            NaN            NaN   5.86968                 NaN   7.22754        41.6292        40.8792                 NaN
  1095.24        500.000                 NaN            NaN   4.39969                 NaN            NaN            NaN   5.86091                 NaN   7.23211        41.6217        40.8856                 NaN
  1092.73        500.000                 NaN            NaN   4.40247                 NaN            NaN            NaN   5.85600                 NaN   7.23513        41.6175        40.8889                 NaN
  1090.23        500.000                 NaN            NaN   4.40545                 NaN            NaN            NaN   5.85084                 NaN   7.23822        41.6131        40.8924                 NaN
  1087.72        500.000                 NaN            NaN   4.41218                 NaN            NaN            NaN   5.83972                 NaN   7.24475        41.6027        40.9006                 NaN
  1085.21        500.000                 NaN            NaN   4.40959                 NaN            NaN            NaN   5.84300                 NaN   7.24369        41.6065        40.8972                 NaN
  1082.71        500.000                 NaN            NaN   4.41272                 NaN            NaN            NaN   5.83751                 NaN   7.24729        41.6014        40.9011                 NaN
  1080.20        500.000                 NaN            NaN   4.41559                 NaN            NaN            NaN   5.83245                 NaN   7.25071        41.5966        40.9046                 NaN
  1077.69        500.000                 NaN            NaN   4.41843                 NaN            NaN            NaN   5.82746                 NaN   7.25418        41.5917        40.9082                 NaN
  1075.19        500.000                 NaN            NaN   4.42110                 NaN            NaN            NaN   5.82231                 NaN   7.25785        41.5872        40.9115                 NaN
  1072.68        500.000                 NaN            NaN   4.42364                 NaN            NaN            NaN   5.81888                 NaN   7.25993        41.5828        40.9147                 NaN
  1070.18        500.000                 NaN            NaN   4.42647                 NaN            NaN            NaN   5.81441                 NaN   7.26349        41.5772        40.9185                 NaN
  1067.67        500.000                 NaN            NaN   4.42903                 NaN            NaN            NaN   5.80975                 NaN   7.26722        41.5722        40.9219                 NaN
  1065.16        500.000                 NaN            NaN   4.43156                 NaN            NaN            NaN   5.80524                 NaN   7.27091        41.5670        40.9253                 NaN
  1062.66        500.000                 NaN            NaN   4.43386                 NaN            NaN            NaN   5.80127                 NaN   7.27394        41.5626        40.9283                 NaN
  1060.15        500.000                 NaN            NaN   4.43340                 NaN            NaN            NaN   5.79776                 NaN   7.27722        41.5573        40.9314       0.284709E-002
  1057.64        500.000                 NaN            NaN   4.42656                 NaN            NaN            NaN   5.79368                 NaN   7.28014        41.5536        40.9339       0.120671E-001
  1055.14        500.000                 NaN            NaN   4.41524                 NaN            NaN            NaN   5.79099                 NaN   7.28354        41.5474        40.9369       0.259443E-001
  1052.63        500.000                 NaN            NaN   4.40445                 NaN            NaN            NaN   5.78759                 NaN   7.28648        41.5425        40.9397       0.393464E-001
  1050.13        500.000                 NaN            NaN   4.27182                 NaN  0.139924                 NaN   5.77083                 NaN   7.29478        41.5446        40.9055       0.725736E-001
  1047.62        500.000                 NaN            NaN   4.24630                 NaN  0.158603                 NaN   5.76383                 NaN   7.29863        41.5405        40.9041       0.879738E-001
  1045.11        500.000                 NaN            NaN   3.66853                 NaN  0.811697                 NaN   5.70970                 NaN   7.33026        41.5555        40.7351       0.189178     
  1042.61        500.000                 NaN            NaN   3.29726                 NaN   1.22965                 NaN   5.67672                 NaN   7.35097        41.5637        40.6267       0.254942     
  1040.10        500.000                 NaN            NaN   2.68791                 NaN   1.92137                 NaN   5.63064                 NaN   7.38221        41.5819        40.4424       0.353534     
  1037.59        500.000                 NaN            NaN   3.96889                 NaN  0.540057                 NaN   5.67538                 NaN   7.32117        41.5383        40.8355       0.120738     
  1035.09        500.000                 NaN            NaN   1.82440                 NaN   2.91233                 NaN   5.55461                 NaN   7.42926        41.6031        40.1850       0.491214     
  1032.58        500.000                 NaN            NaN   1.53384                 NaN   3.24554                 NaN   5.53097                 NaN   7.44618        41.6075        40.0988       0.537124     
  1030.08        500.000                 NaN            NaN  0.597105                 NaN   4.32730                 NaN   5.47142                 NaN   7.49089        41.6396        39.8051       0.668548     
  1027.57        500.000                 NaN            NaN   1.13821                 NaN   3.70466                 NaN   5.49572                 NaN   7.47053        41.6104        39.9827       0.597751     
  1025.06        500.000                 NaN            NaN   1.02936                 NaN   3.83188                 NaN   5.48571                 NaN   7.47850        41.6081        39.9520       0.614473     
  1022.56        500.000                 NaN            NaN            NaN            NaN   5.03139                 NaN   5.42042                 NaN   7.52671        41.6450        39.6261       0.750435     
  1020.05        500.000                 NaN            NaN            NaN            NaN   5.03775                 NaN   5.41327                 NaN   7.52764        41.6430        39.6281       0.750313     
  1017.54        500.000                 NaN            NaN  0.523120                 NaN   4.42962                 NaN   5.43856                 NaN   7.51036        41.6104        39.8024       0.685526     
  1015.04        500.000                 NaN            NaN            NaN            NaN   5.08036                 NaN   5.29886                 NaN   7.51156        41.7154        39.6307       0.763042     
  1012.53        500.000                 NaN            NaN            NaN            NaN   5.08036                 NaN   5.29886                 NaN   7.51156        41.7154        39.6307       0.763042     
  1010.03        500.000                 NaN            NaN            NaN            NaN   5.08036                 NaN   5.29886                 NaN   7.51156        41.7154        39.6307       0.763042     
  1007.52        500.000                 NaN            NaN            NaN            NaN   5.08036                 NaN   5.29886                 NaN   7.51156        41.7154        39.6307       0.763042     
  1005.01        500.000                 NaN            NaN            NaN            NaN   5.06555                 NaN   5.38292                 NaN   7.54143        41.6144        39.6451       0.750540     
  1002.51        500.000                 NaN            NaN            NaN            NaN   5.07022                 NaN   5.37791                 NaN   7.54343        41.6102        39.6477       0.750519     
  1000.00        500.000                 NaN            NaN            NaN            NaN   5.07484                 NaN   5.37301                 NaN   7.54584        41.6053        39.6505       0.750526     
