|6.6.6
Archiving\03_Data\eqfracLP/QFM/GRV/GRV_1.tab                              
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1243.17        500.000       0.253080                 NaN   97.0670                 NaN            NaN  0.295373       0.457798       0.367533        1.55920                 NaN            NaN
  1241.79        500.000       0.248838                 NaN   97.1292                 NaN            NaN  0.280322       0.456057       0.360690        1.52486                 NaN            NaN
  1240.41        500.000       0.238835                 NaN   97.2858                 NaN            NaN  0.431846       0.256117       0.339421        1.44794                 NaN            NaN
  1239.03        500.000       0.488498                 NaN   94.7301                 NaN            NaN  0.294307       0.858669       0.677191        2.95128                 NaN            NaN
  1237.64        500.000       0.860208E-002            NaN   99.7778                 NaN            NaN  0.173846       0.288459E-001  0.109246E-001            NaN            NaN            NaN
  1236.26        500.000       0.430858                 NaN   95.1090                 NaN            NaN  0.365470       0.770656       0.641684        2.68232                 NaN            NaN
  1234.88        500.000       0.755716E-001            NaN   99.0632                 NaN            NaN  0.120784       0.283941       0.114465       0.342061                 NaN            NaN
  1233.50        500.000       0.898563E-001            NaN   99.1720                 NaN            NaN  0.154179                 NaN  0.674043E-001  0.516581                 NaN            NaN
  1232.12        500.000       0.624492                 NaN   93.4620                 NaN            NaN   1.11310       0.420367       0.800820        3.57925                 NaN            NaN
  1230.74        500.000       0.632353E-003            NaN   99.9988                 NaN            NaN            NaN            NaN            NaN  0.610179E-003            NaN            NaN
  1229.35        500.000       0.151605                 NaN   98.3442                 NaN            NaN  0.157301       0.249234       0.214865       0.882752                 NaN            NaN
  1227.97        500.000       0.212676E-001            NaN   99.8119                 NaN            NaN  0.412084E-001            NaN  0.112475E-001  0.114389                 NaN            NaN
  1226.59        500.000       0.183427E-002            NaN   99.9305                 NaN            NaN  0.176193E-001            NaN  0.838208E-002  0.416681E-001            NaN            NaN
  1225.21        500.000       0.200289                 NaN   98.0550                 NaN            NaN  0.702198E-001  0.342364       0.233420        1.09873                 NaN            NaN
  1223.83        500.000       0.384359                 NaN   95.9249                 NaN            NaN  0.266679       0.678513       0.493681        2.25188                 NaN            NaN
  1222.45        500.000       0.125597                 NaN   98.6072                 NaN            NaN  0.107130       0.225083       0.166618       0.768420                 NaN            NaN
  1221.06        500.000       0.728053E-001            NaN   99.4414                 NaN            NaN  0.854299E-001            NaN  0.699282E-001  0.330470                 NaN            NaN
  1219.68        500.000       0.439830                 NaN   95.3395                 NaN            NaN  0.232374       0.815933       0.548291        2.62407                 NaN            NaN
  1218.30        500.000       0.841348E-001            NaN   99.0028                 NaN            NaN  0.786121E-001  0.158091       0.118527       0.557808                 NaN            NaN
  1216.92        500.000       0.224533E-001  0.192264E-003   98.7819                 NaN            NaN  0.123507                 NaN  0.101530       0.510662       0.424747       0.350031E-001
  1215.54        500.000       0.337723                 NaN   93.7270                 NaN            NaN  0.555272                 NaN  0.523252        2.46698        2.38973                 NaN
  1214.16        500.000        2.32132                 NaN   58.1164                 NaN            NaN   3.57956                 NaN   3.49324        16.4562        16.0333                 NaN
  1212.77        500.000        1.30123                 NaN   75.4362                 NaN            NaN   2.08767                 NaN   2.02645        9.55341        9.59505                 NaN
  1211.39        500.000       0.967283                 NaN   82.2235                 NaN            NaN   1.47815                 NaN   1.46736        6.88155        6.98216                 NaN
  1210.01        500.000       0.176573E-001            NaN   99.4786                 NaN            NaN  0.444521E-001            NaN  0.413631E-001  0.204967       0.212958                 NaN
  1208.63        500.000        1.86306                 NaN   65.1702                 NaN            NaN   2.90518                 NaN   2.86366        13.5198        13.6781                 NaN
  1207.25        500.000        1.34678                 NaN   73.5778                 NaN            NaN   2.17098                 NaN   2.16756        10.2849        10.4256       0.263508E-001
  1205.87        500.000       0.529093E-005            NaN   99.9999                 NaN  0.114061E-005  0.678146E-005            NaN  0.457594E-005  0.187867E-004  0.152654E-004            NaN
  1204.48        500.000       0.104645E-004            NaN   99.9998                 NaN            NaN  0.155214E-004            NaN  0.184351E-004  0.897208E-004  0.938842E-004            NaN
  1203.10        500.000        1.15310                 NaN   78.2098                 NaN            NaN   1.82245                 NaN   1.77916        8.48240        8.55311                 NaN
  1201.72        500.000       0.571947                 NaN   88.8395                 NaN            NaN  0.896584                 NaN  0.909031        4.33886        4.44409                 NaN
  1200.34        500.000       0.607996                 NaN   87.6973                 NaN            NaN   1.00387                 NaN  0.998436        4.74222        4.95013                 NaN
  1198.96        500.000                 NaN            NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1197.58        500.000       0.885080                 NaN   83.2214                 NaN            NaN   1.32356                 NaN   1.35814        6.59792        6.61390                 NaN
  1196.19        500.000       0.430204                 NaN   91.2362                 NaN            NaN  0.763833                 NaN  0.704322        3.42198        3.44347                 NaN
  1194.81        500.000       0.427895                 NaN   91.3749                 NaN            NaN  0.689897                 NaN  0.689119        3.40000        3.41820                 NaN
  1193.43        500.000       0.434111                 NaN   91.0241                 NaN            NaN  0.693297                 NaN  0.711854        3.55626        3.58036                 NaN
  1192.05        500.000        1.22156                 NaN   74.8988                 NaN            NaN   1.84078                 NaN   1.98388        9.95687        10.0981                 NaN
  1190.67        500.000                 NaN            NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1189.29        500.000                 NaN            NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1187.90        500.000                 NaN            NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1186.52        500.000        2.72830                 NaN   30.0915                 NaN            NaN   4.38207                 NaN   5.05537        29.4495        28.1641       0.129249     
  1185.14        500.000        3.71671                 NaN            NaN            NaN            NaN   5.92725                 NaN   7.06533        42.5009        40.5696       0.220171     
  1183.76        500.000        3.68714                 NaN            NaN            NaN            NaN   5.97048                 NaN   7.07805        42.4712        40.5641       0.229084     
  1182.38        500.000        3.68692                 NaN            NaN            NaN            NaN   5.92644                 NaN   7.06765        42.4964        40.5708       0.251762     
  1181.00        500.000        3.68035                 NaN            NaN            NaN            NaN   5.92608                 NaN   7.06877        42.4942        40.5716       0.258997     
  1179.62        500.000        3.67574                 NaN            NaN            NaN            NaN   5.92591                 NaN   7.06982        42.4921        40.5723       0.264130     
  1178.23        500.000        3.67130                 NaN            NaN            NaN            NaN   5.92557                 NaN   7.07088        42.4899        40.5731       0.269179     
  1176.85        500.000        3.66775                 NaN            NaN            NaN            NaN   5.92540                 NaN   7.07196        42.4878        40.5739       0.273203     
  1175.47        500.000        3.66488                 NaN            NaN            NaN            NaN   5.92519                 NaN   7.07304        42.4857        40.5746       0.276558     
  1174.09        500.000        3.63283                 NaN            NaN            NaN            NaN   5.97845                 NaN   7.08058        42.4664        40.5608       0.280953     
  1172.71        500.000        3.66048                 NaN            NaN            NaN            NaN   5.92470                 NaN   7.07514        42.4813        40.5764       0.281984     
  1171.33        500.000        3.65886                 NaN            NaN            NaN            NaN   5.92445                 NaN   7.07618        42.4793        40.5772       0.284075     
  1169.94        500.000        3.65831                 NaN            NaN            NaN            NaN   5.92424                 NaN   7.07718        42.4771        40.5781       0.285105     
  1168.56        500.000        3.62858                 NaN            NaN            NaN            NaN   5.94751                 NaN   7.07871        42.4682        40.5730       0.304040     
  1167.18        500.000        3.66118                 NaN            NaN            NaN            NaN   5.92795                 NaN   7.10544        42.4319        40.5909       0.282639     
  1165.80        500.000        3.59676                 NaN            NaN            NaN            NaN   5.97231                 NaN   7.08524        42.4575        40.5645       0.323678     
  1164.42        500.000        3.59009                 NaN            NaN            NaN            NaN   5.97198                 NaN   7.08639        42.4554        40.5651       0.330950     
  1163.04        500.000        3.58342                 NaN            NaN            NaN            NaN   5.97166                 NaN   7.08755        42.4534        40.5658       0.338218     
  1161.65        500.000        3.57676                 NaN            NaN            NaN            NaN   5.97135                 NaN   7.08871        42.4513        40.5664       0.345480     
  1160.27        500.000        3.57009                 NaN            NaN            NaN            NaN   5.97104                 NaN   7.08987        42.4492        40.5671       0.352735     
  1158.89        500.000        3.56344                 NaN            NaN            NaN            NaN   5.97073                 NaN   7.09104        42.4471        40.5677       0.359982     
  1157.51        500.000        3.55743                 NaN            NaN            NaN            NaN   5.97045                 NaN   7.09216        42.4448        40.5685       0.366629     
  1156.13        500.000        3.55169                 NaN            NaN            NaN            NaN   5.97016                 NaN   7.09327        42.4425        40.5694       0.373020     
  1154.75        500.000        3.54603                 NaN            NaN            NaN            NaN   5.96988                 NaN   7.09439        42.4401        40.5703       0.379317     
  1153.36        500.000        3.53881                 NaN            NaN            NaN            NaN   5.97028                 NaN   7.09585        42.4377        40.5706       0.386805     
  1151.98        500.000        3.53013                 NaN            NaN            NaN            NaN   5.97285                 NaN   7.09821        42.4318        40.5715       0.395497     
  1150.60        500.000        3.52391                 NaN            NaN            NaN            NaN   5.97240                 NaN   7.09942        42.4296        40.5723       0.402390     
  1149.22        500.000        3.51773                 NaN            NaN            NaN            NaN   5.97194                 NaN   7.10064        42.4274        40.5731       0.409255     
  1147.84        500.000        3.51177                 NaN            NaN            NaN            NaN   5.97135                 NaN   7.10184        42.4252        40.5739       0.415962     
  1146.46        500.000        3.50591                 NaN            NaN            NaN            NaN   5.97071                 NaN   7.10306        42.4230        40.5747       0.422586     
  1145.07        500.000        3.50007                 NaN            NaN            NaN            NaN   5.97006                 NaN   7.10427        42.4208        40.5756       0.429205     
  1143.69        500.000        3.49424                 NaN            NaN            NaN            NaN   5.96941                 NaN   7.10549        42.4187        40.5764       0.435803     
  1142.31        500.000        3.48842                 NaN            NaN            NaN            NaN   5.96876                 NaN   7.10676        42.4164        40.5773       0.442405     
  1140.93        500.000        3.48264                 NaN            NaN            NaN            NaN   5.96805                 NaN   7.10791        42.4143        40.5781       0.448963     
  1139.55        500.000        3.47687                 NaN            NaN            NaN            NaN   5.96732                 NaN   7.10910        42.4123        40.5789       0.455519     
  1138.17        500.000        3.47111                 NaN            NaN            NaN            NaN   5.96659                 NaN   7.11030        42.4102        40.5798       0.462060     
  1136.78        500.000        3.46702                 NaN            NaN            NaN            NaN   5.96344                 NaN   7.11030        42.4109        40.5807       0.467685     
  1135.40        500.000        3.46103                 NaN            NaN            NaN            NaN   5.96515                 NaN   7.11087        42.4084        40.5811       0.473483     
  1134.02        500.000        3.45366                 NaN            NaN            NaN            NaN   5.96440                 NaN   7.11388        42.4040        40.5823       0.481806     
  1132.64        500.000        3.44922                 NaN            NaN            NaN            NaN   5.96198                 NaN   7.11508        42.4018        40.5839       0.488050     
  1131.26        500.000        3.44375                 NaN            NaN            NaN            NaN   5.96102                 NaN   7.11630        42.3997        40.5848       0.494430     
  1129.88        500.000        3.43355                 NaN            NaN            NaN            NaN   5.96566                 NaN   7.11587        42.3985        40.5838       0.502647     
  1128.49        500.000        3.43058                 NaN            NaN            NaN            NaN   5.96145                 NaN   7.11759        42.3979        40.5850       0.507484     
  1127.11        500.000        3.42501                 NaN            NaN            NaN            NaN   5.96023                 NaN   7.11859        42.3967        40.5857       0.513821     
  1125.73        500.000        3.41931                 NaN            NaN            NaN            NaN   5.95958                 NaN   7.11977        42.3946        40.5865       0.520253     
  1124.35        500.000        3.41583                 NaN            NaN            NaN            NaN   5.95770                 NaN   7.12155        42.3914        40.5882       0.525309     
  1122.97        500.000        3.40660                 NaN            NaN            NaN            NaN   5.96422                 NaN   7.12261        42.3853        40.5887       0.532572     
  1121.59        500.000        3.40342                 NaN            NaN            NaN            NaN   5.95692                 NaN   7.12405        42.3869        40.5898       0.538847     
  1120.20        500.000        3.39800                 NaN            NaN            NaN            NaN   5.95691                 NaN   7.12545        42.3841        40.5906       0.544940     
  1118.82        500.000        3.39431                 NaN            NaN            NaN            NaN   5.95456                 NaN   7.12661        42.3826        40.5919       0.550049     
  1117.44        500.000        3.38672                 NaN            NaN            NaN            NaN   5.95642                 NaN   7.12917        42.3769        40.5929       0.557859     
  1116.06        500.000        3.38160                 NaN            NaN            NaN            NaN   5.95505                 NaN   7.13013        42.3755        40.5938       0.563897     
  1114.68        500.000        3.37634                 NaN            NaN            NaN            NaN   5.95490                 NaN   7.13172        42.3724        40.5948       0.569837     
  1113.30        500.000        3.37126                 NaN            NaN            NaN            NaN   5.95408                 NaN   7.13303        42.3701        40.5958       0.575746     
  1111.91        500.000        3.36647                 NaN            NaN            NaN            NaN   5.95310                 NaN   7.13433        42.3678        40.5969       0.581445     
  1110.53        500.000        3.36171                 NaN            NaN            NaN            NaN   5.95213                 NaN   7.13564        42.3655        40.5979       0.587117     
  1109.15        500.000        3.35697                 NaN            NaN            NaN            NaN   5.95113                 NaN   7.13695        42.3632        40.5990       0.592758     
  1107.77        500.000        3.35238                 NaN            NaN            NaN            NaN   5.94821                 NaN   7.13716        42.3642        40.5995       0.598511     
  1106.39        500.000        3.34899                 NaN            NaN            NaN            NaN   5.94694                 NaN   7.13949        42.3588        40.6019       0.603816     
  1105.01        500.000        3.34134                 NaN            NaN            NaN            NaN   5.94906                 NaN   7.13970        42.3592        40.6008       0.609830     
  1103.62        500.000        3.33889                 NaN            NaN            NaN            NaN   5.94548                 NaN   7.14110        42.3572        40.6027       0.614610     
  1102.24        500.000        3.33651                 NaN            NaN            NaN            NaN   5.94300                 NaN   7.14206        42.3549        40.6048       0.618739     
  1100.86        500.000        3.33191                 NaN            NaN            NaN            NaN   5.94202                 NaN   7.14340        42.3526        40.6059       0.624246     
  1099.48        500.000        3.32737                 NaN            NaN            NaN            NaN   5.94105                 NaN   7.14474        42.3502        40.6070       0.629702     
  1098.10        500.000        3.32287                 NaN            NaN            NaN            NaN   5.94006                 NaN   7.14608        42.3478        40.6081       0.635116     
  1096.72        500.000        3.31841                 NaN            NaN            NaN            NaN   5.93908                 NaN   7.14744        42.3454        40.6092       0.640483     
  1095.33        500.000        3.31400                 NaN            NaN            NaN            NaN   5.93809                 NaN   7.14879        42.3430        40.6103       0.645800     
  1093.95        500.000        3.30957                 NaN            NaN            NaN            NaN   5.93723                 NaN   7.15017        42.3405        40.6114       0.651078     
  1092.57        500.000        3.30546                 NaN            NaN            NaN            NaN   5.91981                 NaN   7.14578        42.3591        40.6094       0.660455     
  1091.19        500.000        3.30105                 NaN            NaN            NaN            NaN   5.93518                 NaN   7.15290        42.3357        40.6137       0.661468     
  1089.81        500.000        3.29686                 NaN            NaN            NaN            NaN   5.93416                 NaN   7.15428        42.3332        40.6149       0.666593     
  1088.43        500.000        3.29265                 NaN            NaN            NaN            NaN   5.93326                 NaN   7.15567        42.3307        40.6161       0.671662     
  1087.04        500.000        3.28859                 NaN            NaN            NaN            NaN   5.93220                 NaN   7.15705        42.3282        40.6173       0.676677     
  1085.66        500.000        3.28199                 NaN            NaN            NaN            NaN   5.93155                 NaN   7.15851        42.3265        40.6176       0.683870     
  1084.28        500.000        3.27748                 NaN            NaN            NaN            NaN   5.93047                 NaN   7.16018        42.3245        40.6183       0.689094     
  1082.90        500.000        3.27284                 NaN            NaN            NaN            NaN   5.92978                 NaN   7.16311        42.3197        40.6202       0.694400     
  1081.52        500.000        3.26931                 NaN            NaN            NaN            NaN   5.92842                 NaN   7.16299        42.3197        40.6205       0.699059     
  1080.14        500.000        3.28208                 NaN            NaN            NaN            NaN   5.89511                 NaN   7.16363        42.3230        40.6331       0.703109     
  1078.75        500.000        3.26108                 NaN            NaN            NaN            NaN   5.92763                 NaN   7.16606        42.3138        40.6228       0.708620     
  1077.37        500.000        3.27105                 NaN            NaN            NaN            NaN   5.90164                 NaN   7.16486        42.3180        40.6319       0.712552     
  1075.99        500.000        3.25313                 NaN            NaN            NaN            NaN   5.92605                 NaN   7.16900        42.3085        40.6251       0.718197     
  1074.61        500.000        3.24995                 NaN            NaN            NaN            NaN   5.92340                 NaN   7.17015        42.3068        40.6266       0.723096     
  1073.23        500.000        3.25822                 NaN            NaN            NaN            NaN   5.87706                 NaN   7.17757        42.3140        40.6391       0.734061     
  1071.85        500.000        3.25525                 NaN            NaN            NaN            NaN   5.89843                 NaN   7.17044        42.3086        40.6360       0.731337     
  1070.46        500.000        3.25171                 NaN            NaN            NaN            NaN   5.89709                 NaN   7.17188        42.3061        40.6372       0.735946     
  1069.08        500.000        3.24351                 NaN            NaN            NaN            NaN   5.89250                 NaN   7.17858        42.3002        40.6395       0.745719     
  1067.70        500.000        3.24032                 NaN            NaN            NaN            NaN   5.89168                 NaN   7.17993        42.2972        40.6410       0.749960     
  1066.32        500.000        3.22385                 NaN            NaN            NaN            NaN   5.87506                 NaN   7.18663        42.2994        40.6438       0.771343     
  1064.94        500.000        3.22513                 NaN            NaN            NaN            NaN   5.87402                 NaN   7.18755        42.2973        40.6450       0.770960     
  1063.56        500.000        3.22774                 NaN            NaN            NaN            NaN   5.87122                 NaN   7.18788        42.2962        40.6468       0.770259     
  1062.17        500.000        3.21791                 NaN            NaN            NaN            NaN   5.91423                 NaN   7.18346        42.2833        40.6377       0.763309     
  1060.79        500.000        3.23008                 NaN            NaN            NaN            NaN   5.86925                 NaN   7.19076        42.2899        40.6502       0.769826     
  1059.41        500.000        3.21127                 NaN            NaN            NaN            NaN   5.91217                 NaN   7.18649        42.2779        40.6403       0.771811     
  1058.03        500.000        3.23205                 NaN            NaN            NaN            NaN   5.86799                 NaN   7.19308        42.2853        40.6523       0.769184     
  1056.65        500.000        3.23175                 NaN            NaN            NaN            NaN   5.86886                 NaN   7.19448        42.2823        40.6532       0.769442     
  1055.27        500.000        3.20163                 NaN            NaN            NaN            NaN   5.90898                 NaN   7.19106        42.2698        40.6443       0.784282     
  1053.88        500.000        3.21706                 NaN            NaN            NaN            NaN   5.89527                 NaN   7.20290        42.2632        40.6501       0.771404     
  1052.50        500.000        3.22557                 NaN            NaN            NaN            NaN   5.88564                 NaN   7.20104        42.2636        40.6547       0.769489     
  1051.12        500.000        3.16897                 NaN            NaN            NaN            NaN   5.85763                 NaN   7.14904        42.4023        40.6049       0.817139     
  1049.74        500.000        3.18410                 NaN            NaN            NaN            NaN   5.87710                 NaN   7.19854        42.2657        40.6567       0.817864     
  1048.36        500.000        3.18446                 NaN            NaN            NaN            NaN   5.90598                 NaN   7.19903        42.2554        40.6501       0.805104     
  1046.98        500.000        3.18151                 NaN            NaN            NaN            NaN   5.90489                 NaN   7.20059        42.2526        40.6514       0.809006     
  1045.59        500.000        3.17860                 NaN            NaN            NaN            NaN   5.90381                 NaN   7.20215        42.2498        40.6528       0.812875     
  1044.21        500.000        3.17580                 NaN            NaN            NaN            NaN   5.90266                 NaN   7.20371        42.2469        40.6542       0.816671     
  1042.83        500.000        3.17285                 NaN            NaN            NaN            NaN   5.90188                 NaN   7.20519        42.2441        40.6555       0.820484     
  1041.45        500.000        3.17015                 NaN            NaN            NaN            NaN   5.90050                 NaN   7.20686        42.2413        40.6570       0.824237     
  1040.07        500.000        3.16741                 NaN            NaN            NaN            NaN   5.89936                 NaN   7.20844        42.2385        40.6584       0.827955     
  1038.69        500.000        3.16401                 NaN            NaN            NaN            NaN   5.89672                 NaN   7.20992        42.2371        40.6594       0.832780     
  1037.30        500.000        3.16090                 NaN            NaN            NaN            NaN   5.89707                 NaN   7.21180        42.2334        40.6606       0.836213     
  1035.92        500.000        3.15938                 NaN            NaN            NaN            NaN   5.89608                 NaN   7.21324        42.2298        40.6626       0.838897     
  1034.54        500.000        3.15996                 NaN            NaN            NaN            NaN   5.88669                 NaN   7.21414        42.2300        40.6659       0.843255     
  1033.16        500.000        3.15678                 NaN            NaN            NaN            NaN   5.88611                 NaN   7.21581        42.2272        40.6670       0.847082     
  1031.78        500.000        3.14823                 NaN            NaN            NaN            NaN   5.89190                 NaN   7.22510        42.2131        40.6695       0.852180     
  1030.40        500.000        3.14850                 NaN            NaN            NaN            NaN   5.89141                 NaN   7.21980        42.2187        40.6680       0.853630     
  1029.01        500.000        3.14543                 NaN            NaN            NaN            NaN   5.89137                 NaN   7.22161        42.2152        40.6692       0.857231     
  1027.63        500.000        3.14300                 NaN            NaN            NaN            NaN   5.89015                 NaN   7.22324        42.2123        40.6707       0.860674     
  1026.25        500.000        3.14059                 NaN            NaN            NaN            NaN   5.88897                 NaN   7.22489        42.2093        40.6721       0.864087     
  1024.87        500.000        3.13833                 NaN            NaN            NaN            NaN   5.88759                 NaN   7.22647        42.2066        40.6736       0.867437     
  1023.49        500.000        3.13597                 NaN            NaN            NaN            NaN   5.88655                 NaN   7.22819        42.2033        40.6752       0.870825     
  1022.11        500.000        3.09212                 NaN            NaN            NaN            NaN   5.84007                 NaN   7.14844        42.4213        40.5994       0.898601     
  1020.72        500.000        3.13063                 NaN            NaN            NaN            NaN   5.88354                 NaN   7.23281        42.1981        40.6773       0.877570     
  1019.34        500.000        3.13199                 NaN            NaN            NaN            NaN   5.87712                 NaN   7.23275        42.1960        40.6814       0.880741     
  1017.96        500.000        3.13455                 NaN            NaN            NaN            NaN   5.86659                 NaN   7.23351        42.1954        40.6861       0.883871     
  1016.58        500.000        3.12225                 NaN            NaN            NaN            NaN   5.88548                 NaN   7.23835        42.1855        40.6817       0.886667     
  1015.20        500.000        3.11902                 NaN            NaN            NaN            NaN   5.88145                 NaN   7.23891        42.1866        40.6820       0.891971     
  1013.82        500.000        3.11680                 NaN            NaN            NaN            NaN   5.88057                 NaN   7.24062        42.1835        40.6835       0.895064     
  1012.43        500.000        3.11707                 NaN            NaN            NaN            NaN   5.88015                 NaN   7.24215        42.1775        40.6867       0.896427     
  1011.05        500.000        3.11537                 NaN            NaN            NaN            NaN   5.87742                 NaN   7.24362        42.1754        40.6884       0.899804     
  1009.67        500.000        3.13083                 NaN            NaN            NaN            NaN   5.83414                 NaN   7.24140        42.1887        40.6998       0.905140     
  1008.29        500.000        3.11044                 NaN            NaN            NaN            NaN   5.87724                 NaN   7.24757        42.1681        40.6910       0.905712     
  1006.91        500.000        3.10613                 NaN            NaN            NaN            NaN   5.87608                 NaN   7.24913        42.1676        40.6909       0.910177     
  1005.53        500.000        3.10913                 NaN            NaN            NaN            NaN   5.86925                 NaN   7.25030        42.1645        40.6953       0.911500     
  1004.14        500.000        3.10436                 NaN            NaN            NaN            NaN   5.87406                 NaN   7.25277        42.1584        40.6956       0.914755     
  1002.76        500.000        3.10556                 NaN            NaN            NaN            NaN   5.86623                 NaN   7.25396        42.1582        40.6987       0.917338     
  1001.38        500.000        3.09907                 NaN            NaN            NaN            NaN   5.87142                 NaN   7.25753        42.1515        40.6990       0.921461     
  1000.00        500.000        3.12242                 NaN            NaN            NaN            NaN   5.82351                 NaN   7.25845        42.1563        40.7162       0.923149     
