|6.6.6
Archiving\03_Data\eqfracLP/QFM/GRV/GRV_3.tab                              
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1244.55        500.000       0.135718                 NaN   97.3387                 NaN            NaN  0.341107       0.224790       0.353507        1.60619                 NaN            NaN
  1243.17        500.000       0.133662                 NaN   97.4247                 NaN            NaN  0.208378       0.332853       0.341533        1.55883                 NaN            NaN
  1241.79        500.000       0.130709                 NaN   97.4853                 NaN            NaN  0.197105       0.330481       0.334585        1.52179                 NaN            NaN
  1240.41        500.000       0.125544                 NaN   97.6256                 NaN            NaN  0.312504       0.179732       0.314271        1.44234                 NaN            NaN
  1239.03        500.000       0.255859                 NaN   95.3526                 NaN            NaN  0.205844       0.619512       0.626958        2.93925                 NaN            NaN
  1237.64        500.000       0.451375E-002            NaN   99.8434                 NaN            NaN  0.121242       0.207446E-001  0.100505E-001            NaN            NaN            NaN
  1236.26        500.000       0.224659                 NaN   95.7145                 NaN            NaN  0.254364       0.553400       0.591844        2.66123                 NaN            NaN
  1234.88        500.000       0.392111E-001            NaN   99.2351                 NaN            NaN  0.864094E-001  0.196760       0.104982       0.337506                 NaN            NaN
  1233.50        500.000       0.468044E-001            NaN   99.2722                 NaN            NaN  0.110213                 NaN  0.617405E-001  0.509027                 NaN            NaN
  1232.12        500.000       0.326632                 NaN   94.3096                 NaN            NaN  0.797749       0.291894       0.735836        3.53828                 NaN            NaN
  1230.74        500.000       0.327542E-003            NaN   99.9991                 NaN            NaN            NaN            NaN            NaN  0.597747E-003            NaN            NaN
  1229.35        500.000       0.781275E-001            NaN   98.5760                 NaN            NaN  0.107906       0.176554       0.195868       0.865532                 NaN            NaN
  1227.97        500.000       0.110219E-001            NaN   99.8376                 NaN            NaN  0.292345E-001            NaN  0.102301E-001  0.111921                 NaN            NaN
  1226.59        500.000       0.948755E-003            NaN   99.9382                 NaN            NaN  0.124999E-001            NaN  0.762242E-002  0.407610E-001            NaN            NaN
  1225.21        500.000       0.104011                 NaN   98.3161                 NaN            NaN  0.483020E-001  0.243079       0.212505        1.07596                 NaN            NaN
  1223.83        500.000       0.199472                 NaN   96.4816                 NaN            NaN  0.183128       0.481369       0.449393        2.20502                 NaN            NaN
  1222.45        500.000       0.649331E-001            NaN   98.8034                 NaN            NaN  0.731937E-001  0.158829       0.150928       0.748732                 NaN            NaN
  1221.06        500.000       0.377118E-001            NaN   99.5174                 NaN            NaN  0.601963E-001            NaN  0.632378E-001  0.321451                 NaN            NaN
  1219.68        500.000       0.227328                 NaN   95.9842                 NaN            NaN  0.158685       0.575142       0.496883        2.55778                 NaN            NaN
  1218.30        500.000       0.433252E-001            NaN   99.1455                 NaN            NaN  0.532870E-001  0.110763       0.106760       0.540388                 NaN            NaN
  1216.92        500.000       0.114537E-001  0.989504E-004   98.8882                 NaN            NaN  0.862886E-001            NaN  0.914153E-001  0.494513       0.409684       0.183741E-001
  1215.54        500.000       0.173764                 NaN   94.2481                 NaN            NaN  0.390234                 NaN  0.473164        2.39970        2.31502                 NaN
  1214.16        500.000        1.23075                 NaN   60.3785                 NaN            NaN   2.60024                 NaN   3.25806        16.5120        16.0204                 NaN
  1212.77        500.000       0.678613                 NaN   77.1166                 NaN            NaN   1.49137                 NaN   1.85848        9.42732        9.42761                 NaN
  1211.39        500.000       0.499006                 NaN   83.5529                 NaN            NaN   1.04935                 NaN   1.33683        6.74681        6.81514                 NaN
  1210.01        500.000       0.894747E-002            NaN   99.5204                 NaN            NaN  0.310190E-001            NaN  0.371017E-001  0.197891       0.204660                 NaN
  1208.63        500.000       0.976691                 NaN   67.2848                 NaN            NaN   2.09664                 NaN   2.64657        13.4510        13.5443                 NaN
  1207.25        500.000       0.700419                 NaN   75.3696                 NaN            NaN   1.55700                 NaN   1.98525        10.1424        10.2313       0.140688E-001
  1205.87        500.000       0.268434E-005            NaN  100.0000                 NaN  0.662438E-006  0.474537E-005            NaN  0.409146E-005  0.180906E-004  0.146252E-004            NaN
  1204.48        500.000       0.531046E-005            NaN   99.9998                 NaN            NaN  0.108650E-004            NaN  0.164834E-004  0.864245E-004  0.899504E-004            NaN
  1203.10        500.000       0.594302                 NaN   79.8088                 NaN            NaN   1.30003                 NaN   1.62089        8.32607        8.34994                 NaN
  1201.72        500.000       0.290783                 NaN   89.7495                 NaN            NaN  0.632918                 NaN  0.819381        4.21480        4.29262                 NaN
  1200.34        500.000       0.310221                 NaN   88.6838                 NaN            NaN  0.712795                 NaN  0.900332        4.60934        4.78348                 NaN
  1198.96        500.000                 NaN            NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1197.58        500.000       0.452357                 NaN   84.5290                 NaN            NaN  0.941492                 NaN   1.22846        6.43737        6.41128                 NaN
  1196.19        500.000       0.218427                 NaN   91.9876                 NaN            NaN  0.538317                 NaN  0.631913        3.31270        3.31104                 NaN
  1194.81        500.000       0.217051                 NaN   92.1047                 NaN            NaN  0.486754                 NaN  0.617720        3.28990        3.28389                 NaN
  1193.43        500.000       0.220121                 NaN   91.7725                 NaN            NaN  0.489440                 NaN  0.637868        3.44151        3.43854                 NaN
  1192.05        500.000       0.621302                 NaN   76.6573                 NaN            NaN   1.32440                 NaN   1.80107        9.76995        9.82599                 NaN
  1190.67        500.000                 NaN            NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1189.29        500.000                 NaN            NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1187.90        500.000                 NaN            NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1186.52        500.000        1.45626                 NaN   31.9539                 NaN            NaN   3.27042                 NaN   4.75621        30.0888        28.4036       0.708658E-001
  1185.14        500.000        2.03125                 NaN            NaN            NaN            NaN   4.54048                 NaN   6.81328        44.5534        41.9378       0.123730     
  1183.76        500.000        2.01537                 NaN            NaN            NaN            NaN   4.57279                 NaN   6.82572        44.5230        41.9344       0.128741     
  1182.38        500.000        2.01330                 NaN            NaN            NaN            NaN   4.54029                 NaN   6.81552        44.5479        41.9415       0.141479     
  1181.00        500.000        2.00930                 NaN            NaN            NaN            NaN   4.54020                 NaN   6.81657        44.5450        41.9434       0.145541     
  1179.62        500.000        2.00647                 NaN            NaN            NaN            NaN   4.54027                 NaN   6.81756        44.5421        41.9452       0.148423     
  1178.23        500.000        2.00373                 NaN            NaN            NaN            NaN   4.54021                 NaN   6.81855        44.5392        41.9470       0.151257     
  1176.85        500.000        2.00152                 NaN            NaN            NaN            NaN   4.54027                 NaN   6.81956        44.5363        41.9488       0.153514     
  1175.47        500.000        1.99970                 NaN            NaN            NaN            NaN   4.54031                 NaN   6.82057        44.5335        41.9506       0.155396     
  1174.09        500.000        1.98241                 NaN            NaN            NaN            NaN   4.57829                 NaN   6.82808        44.5144        41.9389       0.157868     
  1172.71        500.000        1.99690                 NaN            NaN            NaN            NaN   4.54034                 NaN   6.82252        44.5275        41.9543       0.158437     
  1171.33        500.000        1.99583                 NaN            NaN            NaN            NaN   4.54035                 NaN   6.82348        44.5247        41.9561       0.159608     
  1169.94        500.000        1.99541                 NaN            NaN            NaN            NaN   4.54038                 NaN   6.82440        44.5217        41.9579       0.160183     
  1168.56        500.000        1.97817                 NaN            NaN            NaN            NaN   4.55868                 NaN   6.82594        44.5122        41.9542       0.170820     
  1167.18        500.000        1.99721                 NaN            NaN            NaN            NaN   4.55142                 NaN   6.85124        44.4703        41.9710       0.158782     
  1165.80        500.000        1.95977                 NaN            NaN            NaN            NaN   4.57567                 NaN   6.83242        44.5014        41.9489       0.181851     
  1164.42        500.000        1.95566                 NaN            NaN            NaN            NaN   4.57564                 NaN   6.83350        44.4986        41.9506       0.185933     
  1163.04        500.000        1.95156                 NaN            NaN            NaN            NaN   4.57562                 NaN   6.83459        44.4959        41.9523       0.190012     
  1161.65        500.000        1.94745                 NaN            NaN            NaN            NaN   4.57561                 NaN   6.83569        44.4931        41.9541       0.194088     
  1160.27        500.000        1.94335                 NaN            NaN            NaN            NaN   4.57560                 NaN   6.83679        44.4903        41.9558       0.198159     
  1158.89        500.000        1.93926                 NaN            NaN            NaN            NaN   4.57560                 NaN   6.83789        44.4875        41.9575       0.202226     
  1157.51        500.000        1.93559                 NaN            NaN            NaN            NaN   4.57560                 NaN   6.83895        44.4845        41.9594       0.205956     
  1156.13        500.000        1.93209                 NaN            NaN            NaN            NaN   4.57561                 NaN   6.84000        44.4815        41.9613       0.209542     
  1154.75        500.000        1.92864                 NaN            NaN            NaN            NaN   4.57561                 NaN   6.84105        44.4784        41.9632       0.213074     
  1153.36        500.000        1.92410                 NaN            NaN            NaN            NaN   4.57653                 NaN   6.84242        44.4752        41.9645       0.217276     
  1151.98        500.000        1.91880                 NaN            NaN            NaN            NaN   4.58150                 NaN   6.84454        44.4673        41.9657       0.222149     
  1150.60        500.000        1.91496                 NaN            NaN            NaN            NaN   4.58146                 NaN   6.84568        44.4643        41.9675       0.226016     
  1149.22        500.000        1.91114                 NaN            NaN            NaN            NaN   4.58140                 NaN   6.84682        44.4614        41.9694       0.229867     
  1147.84        500.000        1.90745                 NaN            NaN            NaN            NaN   4.58125                 NaN   6.84796        44.4585        41.9712       0.233628     
  1146.46        500.000        1.90382                 NaN            NaN            NaN            NaN   4.58108                 NaN   6.84910        44.4556        41.9731       0.237344     
  1145.07        500.000        1.90019                 NaN            NaN            NaN            NaN   4.58088                 NaN   6.85024        44.4527        41.9750       0.241056     
  1143.69        500.000        1.89658                 NaN            NaN            NaN            NaN   4.58070                 NaN   6.85139        44.4497        41.9768       0.244756     
  1142.31        500.000        1.89297                 NaN            NaN            NaN            NaN   4.58054                 NaN   6.85259        44.4467        41.9787       0.248458     
  1140.93        500.000        1.88938                 NaN            NaN            NaN            NaN   4.58021                 NaN   6.85367        44.4440        41.9806       0.252136     
  1139.55        500.000        1.88581                 NaN            NaN            NaN            NaN   4.57987                 NaN   6.85479        44.4412        41.9825       0.255813     
  1138.17        500.000        1.88223                 NaN            NaN            NaN            NaN   4.57953                 NaN   6.85593        44.4384        41.9844       0.259480     
  1136.78        500.000        1.87970                 NaN            NaN            NaN            NaN   4.57526                 NaN   6.85600        44.4394        41.9870       0.262637     
  1135.40        500.000        1.87608                 NaN            NaN            NaN            NaN   4.57676                 NaN   6.85654        44.4362        41.9885       0.265888     
  1134.02        500.000        1.87143                 NaN            NaN            NaN            NaN   4.57832                 NaN   6.85932        44.4302        41.9902       0.270552     
  1132.64        500.000        1.86856                 NaN            NaN            NaN            NaN   4.57730                 NaN   6.86041        44.4271        41.9926       0.274051     
  1131.26        500.000        1.86516                 NaN            NaN            NaN            NaN   4.57686                 NaN   6.86156        44.4242        41.9946       0.277627     
  1129.88        500.000        1.85932                 NaN            NaN            NaN            NaN   4.57818                 NaN   6.86127        44.4235        41.9955       0.282241     
  1128.49        500.000        1.85717                 NaN            NaN            NaN            NaN   4.57524                 NaN   6.86289        44.4221        41.9976       0.284950     
  1127.11        500.000        1.85373                 NaN            NaN            NaN            NaN   4.57380                 NaN   6.86385        44.4205        41.9996       0.288503     
  1125.73        500.000        1.85020                 NaN            NaN            NaN            NaN   4.57358                 NaN   6.86497        44.4177        42.0014       0.292109     
  1124.35        500.000        1.84799                 NaN            NaN            NaN            NaN   4.57261                 NaN   6.86665        44.4137        42.0041       0.294941     
  1122.97        500.000        1.84264                 NaN            NaN            NaN            NaN   4.57868                 NaN   6.86763        44.4064        42.0056       0.299011     
  1121.59        500.000        1.84029                 NaN            NaN            NaN            NaN   4.57258                 NaN   6.86901        44.4077        42.0079       0.302529     
  1120.20        500.000        1.83691                 NaN            NaN            NaN            NaN   4.57344                 NaN   6.87030        44.4039        42.0095       0.305942     
  1118.82        500.000        1.83460                 NaN            NaN            NaN            NaN   4.57126                 NaN   6.87141        44.4020        42.0120       0.308804     
  1117.44        500.000        1.82988                 NaN            NaN            NaN            NaN   4.57567                 NaN   6.87372        44.3943        42.0133       0.313176     
  1116.06        500.000        1.82669                 NaN            NaN            NaN            NaN   4.57426                 NaN   6.87466        44.3925        42.0153       0.316560     
  1114.68        500.000        1.82341                 NaN            NaN            NaN            NaN   4.57510                 NaN   6.87613        44.3883        42.0172       0.319886     
  1113.30        500.000        1.82024                 NaN            NaN            NaN            NaN   4.57478                 NaN   6.87736        44.3852        42.0192       0.323196     
  1111.91        500.000        1.81724                 NaN            NaN            NaN            NaN   4.57436                 NaN   6.87858        44.3821        42.0213       0.326388     
  1110.53        500.000        1.81426                 NaN            NaN            NaN            NaN   4.57395                 NaN   6.87981        44.3791        42.0233       0.329564     
  1109.15        500.000        1.81128                 NaN            NaN            NaN            NaN   4.57350                 NaN   6.88104        44.3761        42.0254       0.332723     
  1107.77        500.000        1.80843                 NaN            NaN            NaN            NaN   4.56903                 NaN   6.88135        44.3775        42.0277       0.335951     
  1106.39        500.000        1.80615                 NaN            NaN            NaN            NaN   4.57140                 NaN   6.88339        44.3699        42.0303       0.338914     
  1105.01        500.000        1.80165                 NaN            NaN            NaN            NaN   4.57017                 NaN   6.88374        44.3710        42.0311       0.342290     
  1103.62        500.000        1.79998                 NaN            NaN            NaN            NaN   4.56789                 NaN   6.88504        44.3682        42.0340       0.344965     
  1102.24        500.000        1.79856                 NaN            NaN            NaN            NaN   4.56609                 NaN   6.88593        44.3651        42.0370       0.347274     
  1100.86        500.000        1.79568                 NaN            NaN            NaN            NaN   4.56568                 NaN   6.88719        44.3619        42.0392       0.350357     
  1099.48        500.000        1.79283                 NaN            NaN            NaN            NaN   4.56526                 NaN   6.88845        44.3588        42.0413       0.353411     
  1098.10        500.000        1.79000                 NaN            NaN            NaN            NaN   4.56484                 NaN   6.88971        44.3556        42.0434       0.356442     
  1096.72        500.000        1.78721                 NaN            NaN            NaN            NaN   4.56442                 NaN   6.89098        44.3524        42.0455       0.359446     
  1095.33        500.000        1.78444                 NaN            NaN            NaN            NaN   4.56401                 NaN   6.89226        44.3492        42.0476       0.362422     
  1093.95        500.000        1.78166                 NaN            NaN            NaN            NaN   4.56368                 NaN   6.89355        44.3460        42.0497       0.365375     
  1092.57        500.000        1.77860                 NaN            NaN            NaN            NaN   4.54848                 NaN   6.88925        44.3647        42.0484       0.370627     
  1091.19        500.000        1.77630                 NaN            NaN            NaN            NaN   4.56280                 NaN   6.89612        44.3395        42.0540       0.371189     
  1089.81        500.000        1.77367                 NaN            NaN            NaN            NaN   4.56236                 NaN   6.89741        44.3363        42.0562       0.374056     
  1088.43        500.000        1.77103                 NaN            NaN            NaN            NaN   4.56202                 NaN   6.89872        44.3330        42.0584       0.376892     
  1087.04        500.000        1.76847                 NaN            NaN            NaN            NaN   4.56155                 NaN   6.90002        44.3297        42.0606       0.379698     
  1085.66        500.000        1.76422                 NaN            NaN            NaN            NaN   4.56150                 NaN   6.90140        44.3273        42.0619       0.383726     
  1084.28        500.000        1.76126                 NaN            NaN            NaN            NaN   4.56116                 NaN   6.90297        44.3245        42.0635       0.386648     
  1082.90        500.000        1.75842                 NaN            NaN            NaN            NaN   4.56115                 NaN   6.90575        44.3187        42.0664       0.389616     
  1081.52        500.000        1.75609                 NaN            NaN            NaN            NaN   4.56020                 NaN   6.90560        44.3181        42.0678       0.392221     
  1080.14        500.000        1.76253                 NaN            NaN            NaN            NaN   4.53577                 NaN   6.90607        44.3202        42.0810       0.394478     
  1078.75        500.000        1.75093                 NaN            NaN            NaN            NaN   4.56046                 NaN   6.90849        44.3106        42.0720       0.397567     
  1077.37        500.000        1.75595                 NaN            NaN            NaN            NaN   4.54191                 NaN   6.90719        44.3135        42.0816       0.399758     
  1075.99        500.000        1.74591                 NaN            NaN            NaN            NaN   4.55999                 NaN   6.91126        44.3037        42.0762       0.402922     
  1074.61        500.000        1.74380                 NaN            NaN            NaN            NaN   4.55840                 NaN   6.91232        44.3011        42.0787       0.405661     
  1073.23        500.000        1.74698                 NaN            NaN            NaN            NaN   4.52449                 NaN   6.91920        44.3065        42.0911       0.411788     
  1071.85        500.000        1.74597                 NaN            NaN            NaN            NaN   4.54077                 NaN   6.91243        44.3009        42.0896       0.410259     
  1070.46        500.000        1.74370                 NaN            NaN            NaN            NaN   4.54013                 NaN   6.91377        44.2977        42.0919       0.412835     
  1069.08        500.000        1.73821                 NaN            NaN            NaN            NaN   4.53770                 NaN   6.92017        44.2906        42.0950       0.418306     
  1067.70        500.000        1.73616                 NaN            NaN            NaN            NaN   4.53752                 NaN   6.92144        44.2868        42.0975       0.420676     
  1066.32        500.000        1.72581                 NaN            NaN            NaN            NaN   4.52504                 NaN   6.92779        44.2879        42.1008       0.432655     
  1064.94        500.000        1.72642                 NaN            NaN            NaN            NaN   4.52461                 NaN   6.92863        44.2850        42.1029       0.432430     
  1063.56        500.000        1.72773                 NaN            NaN            NaN            NaN   4.52274                 NaN   6.92889        44.2830        42.1056       0.432026     
  1062.17        500.000        1.72341                 NaN            NaN            NaN            NaN   4.55471                 NaN   6.92483        44.2703        42.0986       0.428132     
  1060.79        500.000        1.72883                 NaN            NaN            NaN            NaN   4.52200                 NaN   6.93158        44.2749        42.1109       0.431762     
  1059.41        500.000        1.71915                 NaN            NaN            NaN            NaN   4.55393                 NaN   6.92767        44.2632        42.1031       0.432881     
  1058.03        500.000        1.72973                 NaN            NaN            NaN            NaN   4.52188                 NaN   6.93371        44.2685        42.1148       0.431380     
  1056.65        500.000        1.72949                 NaN            NaN            NaN            NaN   4.52290                 NaN   6.93500        44.2646        42.1165       0.431514     
  1055.27        500.000        1.71297                 NaN            NaN            NaN            NaN   4.55271                 NaN   6.93196        44.2526        42.1099       0.439845     
  1053.88        500.000        1.72148                 NaN            NaN            NaN            NaN   4.54375                 NaN   6.94311        44.2435        42.1156       0.432598     
  1052.50        500.000        1.72596                 NaN            NaN            NaN            NaN   4.53696                 NaN   6.94127        44.2432        42.1211       0.431514     
  1051.12        500.000        1.69279                 NaN            NaN            NaN            NaN   4.49451                 NaN   6.89144        44.3905        42.0725       0.458246     
  1049.74        500.000        1.70103                 NaN            NaN            NaN            NaN   4.53033                 NaN   6.93894        44.2450        42.1261       0.458630     
  1048.36        500.000        1.70194                 NaN            NaN            NaN            NaN   4.55256                 NaN   6.93946        44.2340        42.1206       0.451470     
  1046.98        500.000        1.70004                 NaN            NaN            NaN            NaN   4.55216                 NaN   6.94092        44.2303        42.1229       0.453648     
  1045.59        500.000        1.69815                 NaN            NaN            NaN            NaN   4.55175                 NaN   6.94239        44.2267        42.1252       0.455806     
  1044.21        500.000        1.69633                 NaN            NaN            NaN            NaN   4.55130                 NaN   6.94385        44.2230        42.1276       0.457924     
  1042.83        500.000        1.69443                 NaN            NaN            NaN            NaN   4.55113                 NaN   6.94523        44.2193        42.1298       0.460052     
  1041.45        500.000        1.69267                 NaN            NaN            NaN            NaN   4.55051                 NaN   6.94681        44.2156        42.1322       0.462145     
  1040.07        500.000        1.69088                 NaN            NaN            NaN            NaN   4.55007                 NaN   6.94828        44.2120        42.1346       0.464219     
  1038.69        500.000        1.68854                 NaN            NaN            NaN            NaN   4.54849                 NaN   6.94966        44.2098        42.1365       0.466913     
  1037.30        500.000        1.68656                 NaN            NaN            NaN            NaN   4.54925                 NaN   6.95144        44.2053        42.1387       0.468827     
  1035.92        500.000        1.68564                 NaN            NaN            NaN            NaN   4.54890                 NaN   6.95279        44.2007        42.1417       0.470320     
  1034.54        500.000        1.68545                 NaN            NaN            NaN            NaN   4.54247                 NaN   6.95358        44.2000        42.1457       0.472750     
  1033.16        500.000        1.68339                 NaN            NaN            NaN            NaN   4.54245                 NaN   6.95514        44.1964        42.1478       0.474884     
  1031.78        500.000        1.67889                 NaN            NaN            NaN            NaN   4.54784                 NaN   6.96401        44.1806        42.1510       0.477729     
  1030.40        500.000        1.67846                 NaN            NaN            NaN            NaN   4.54716                 NaN   6.95894        44.1861        42.1508       0.478535     
  1029.01        500.000        1.67648                 NaN            NaN            NaN            NaN   4.54765                 NaN   6.96064        44.1817        42.1529       0.480543     
  1027.63        500.000        1.67487                 NaN            NaN            NaN            NaN   4.54716                 NaN   6.96217        44.1780        42.1553       0.482461     
  1026.25        500.000        1.67328                 NaN            NaN            NaN            NaN   4.54673                 NaN   6.96372        44.1742        42.1577       0.484363     
  1024.87        500.000        1.67176                 NaN            NaN            NaN            NaN   4.54615                 NaN   6.96520        44.1705        42.1601       0.486229     
  1023.49        500.000        1.67020                 NaN            NaN            NaN            NaN   4.54585                 NaN   6.96682        44.1663        42.1627       0.488117     
  1022.11        500.000        1.64503                 NaN            NaN            NaN            NaN   4.47649                 NaN   6.89028        44.3973        42.0872       0.503701     
  1020.72        500.000        1.66650                 NaN            NaN            NaN            NaN   4.54450                 NaN   6.97117        44.1594        42.1665       0.491874     
  1019.34        500.000        1.66716                 NaN            NaN            NaN            NaN   4.54028                 NaN   6.97105        44.1563        42.1715       0.493638     
  1017.96        500.000        1.66825                 NaN            NaN            NaN            NaN   4.53302                 NaN   6.97170        44.1547        42.1770       0.495377     
  1016.58        500.000        1.66142                 NaN            NaN            NaN            NaN   4.54693                 NaN   6.97642        44.1443        42.1740       0.496940     
  1015.20        500.000        1.65893                 NaN            NaN            NaN            NaN   4.54481                 NaN   6.97689        44.1445        42.1750       0.499899     
  1013.82        500.000        1.65745                 NaN            NaN            NaN            NaN   4.54462                 NaN   6.97849        44.1404        42.1774       0.501620     
  1012.43        500.000        1.65775                 NaN            NaN            NaN            NaN   4.54482                 NaN   6.97993        44.1335        42.1816       0.502373     
  1011.05        500.000        1.65648                 NaN            NaN            NaN            NaN   4.54325                 NaN   6.98130        44.1305        42.1842       0.504253     
  1009.67        500.000        1.66399                 NaN            NaN            NaN            NaN   4.51183                 NaN   6.97891        44.1424        42.1957       0.507216     
  1008.29        500.000        1.65329                 NaN            NaN            NaN            NaN   4.54408                 NaN   6.98503        44.1214        42.1887       0.507540     
  1006.91        500.000        1.65035                 NaN            NaN            NaN            NaN   4.54374                 NaN   6.98647        44.1200        42.1894       0.510029     
  1005.53        500.000        1.65210                 NaN            NaN            NaN            NaN   4.53908                 NaN   6.98753        44.1159        42.1947       0.510756     
  1004.14        500.000        1.64919                 NaN            NaN            NaN            NaN   4.54323                 NaN   6.98991        44.1090        42.1961       0.512571     
  1002.76        500.000        1.64965                 NaN            NaN            NaN            NaN   4.53800                 NaN   6.99095        44.1077        42.1997       0.514002     
  1001.38        500.000        1.64590                 NaN            NaN            NaN            NaN   4.54268                 NaN   6.99434        44.0999        42.2009       0.516299     
  1000.00        500.000        1.65767                 NaN            NaN            NaN            NaN   4.51069                 NaN   6.99486        44.1019        42.2176       0.517209     
