|6.6.6
Archiving\03_Data\DfracLP/QFM_m5/K22/K22_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       iron           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1468.67        500.000        98.2341                 NaN            NaN            NaN            NaN            NaN   1.00754       0.758326                 NaN            NaN            NaN            NaN
  1466.17        500.000        98.2651                 NaN            NaN            NaN            NaN            NaN  0.993209       0.741689                 NaN            NaN            NaN            NaN
  1463.66        500.000        98.3012                 NaN            NaN            NaN            NaN            NaN  0.725313       0.973500                 NaN            NaN            NaN            NaN
  1461.15        500.000        98.3306                 NaN            NaN            NaN            NaN            NaN  0.709057       0.960313                 NaN            NaN            NaN            NaN
  1458.65        500.000        98.3635                 NaN            NaN            NaN            NaN            NaN  0.942881       0.693659                 NaN            NaN            NaN            NaN
  1456.14        500.000        98.3933                 NaN            NaN            NaN            NaN            NaN  0.927597       0.679116                 NaN            NaN            NaN            NaN
  1453.63        500.000        98.4215                 NaN            NaN            NaN            NaN            NaN  0.912952       0.665512                 NaN            NaN            NaN            NaN
  1451.13        500.000        98.4456                 NaN            NaN            NaN            NaN            NaN  0.899153       0.655242                 NaN            NaN            NaN            NaN
  1448.62        500.000        95.9812                 NaN            NaN            NaN            NaN            NaN   1.27988        1.72956        1.00936                 NaN            NaN            NaN
  1446.12        500.000        95.0637                 NaN            NaN            NaN            NaN            NaN   2.12964        1.39712        1.40959                 NaN            NaN            NaN
  1443.61        500.000        95.2974                 NaN            NaN            NaN            NaN            NaN   1.33000        2.02739        1.34521                 NaN            NaN            NaN
  1441.10        500.000        95.5138                 NaN            NaN            NaN            NaN            NaN   1.93093        1.27002        1.28526                 NaN            NaN            NaN
  1438.60        500.000        95.7112                 NaN            NaN            NaN            NaN            NaN   1.84326        1.21498        1.23060                 NaN            NaN            NaN
  1436.09        500.000        95.8924                 NaN            NaN            NaN            NaN            NaN   1.16315        1.76433        1.18011                 NaN            NaN            NaN
  1433.58        500.000        96.0637                 NaN            NaN            NaN            NaN            NaN   1.11469        1.68902        1.13260                 NaN            NaN            NaN
  1431.08        500.000        96.2189                 NaN            NaN            NaN            NaN            NaN   1.07128        1.62078        1.08904                 NaN            NaN            NaN
  1428.57        500.000        96.3723                 NaN            NaN            NaN            NaN            NaN   1.55367        1.02789        1.04610                 NaN            NaN            NaN
  1426.07        500.000        96.5103                 NaN            NaN            NaN            NaN            NaN   1.49425       0.987811        1.00760                 NaN            NaN            NaN
  1423.56        500.000        96.6411                 NaN            NaN            NaN            NaN            NaN   1.43750       0.950581       0.970796                 NaN            NaN            NaN
  1421.05        500.000        96.7634                 NaN            NaN            NaN            NaN            NaN   1.38468       0.915556       0.936377                 NaN            NaN            NaN
  1418.55        500.000        96.8782                 NaN            NaN            NaN            NaN            NaN  0.882292        1.33542       0.904068                 NaN            NaN            NaN
  1416.04        500.000        96.9883                 NaN            NaN            NaN            NaN            NaN   1.28806       0.850812       0.872826                 NaN            NaN            NaN
  1413.53        500.000        97.0891                 NaN            NaN            NaN            NaN            NaN  0.822263        1.24440       0.844259                 NaN            NaN            NaN
  1411.03        500.000        97.1875                 NaN            NaN            NaN            NaN            NaN  0.793653        1.20242       0.816458                 NaN            NaN            NaN
  1408.52        500.000        97.2790                 NaN            NaN            NaN            NaN            NaN   1.16368       0.767131       0.790235                 NaN            NaN            NaN
  1406.02        500.000        97.3647                 NaN            NaN            NaN            NaN            NaN   1.12718       0.742219       0.765945                 NaN            NaN            NaN
  1403.51        500.000        97.4453                 NaN            NaN            NaN            NaN            NaN  0.719004        1.09293       0.742815                 NaN            NaN            NaN
  1401.00        500.000        97.5270                 NaN            NaN            NaN            NaN            NaN  0.695539        1.05816       0.719249                 NaN            NaN            NaN
  1398.50        500.000        97.5998                 NaN            NaN            NaN            NaN            NaN   1.02767       0.674028       0.698458                 NaN            NaN            NaN
  1395.99        500.000        97.6713                 NaN            NaN            NaN            NaN            NaN  0.996631       0.653699       0.678400                 NaN            NaN            NaN
  1393.48        500.000        97.7413                 NaN            NaN            NaN            NaN            NaN  0.968260       0.633047       0.657431                 NaN            NaN            NaN
  1390.98        500.000        97.8041                 NaN            NaN            NaN            NaN            NaN  0.941894       0.614616       0.639431                 NaN            NaN            NaN
  1388.47        500.000        97.8659                 NaN            NaN            NaN            NaN            NaN  0.916143       0.596467       0.621537                 NaN            NaN            NaN
  1385.96        500.000        97.9247                 NaN            NaN            NaN            NaN            NaN  0.891792       0.578799       0.604698                 NaN            NaN            NaN
  1383.46        500.000        97.9823                 NaN            NaN            NaN            NaN            NaN  0.868221       0.561504       0.587986                 NaN            NaN            NaN
  1380.95        500.000        98.0374                 NaN            NaN            NaN            NaN            NaN  0.545599       0.845198       0.571822                 NaN            NaN            NaN
  1378.45        500.000        98.0877                 NaN            NaN            NaN            NaN            NaN  0.530885       0.824342       0.557105                 NaN            NaN            NaN
  1375.94        500.000        98.1379                 NaN            NaN            NaN            NaN            NaN  0.516094       0.803479       0.542490                 NaN            NaN            NaN
  1373.43        500.000        98.1859                 NaN            NaN            NaN            NaN            NaN  0.783870       0.502052       0.528180                 NaN            NaN            NaN
  1370.93        500.000        98.2325                 NaN            NaN            NaN            NaN            NaN  0.487384       0.765387       0.514751                 NaN            NaN            NaN
  1368.42        500.000        98.2769                 NaN            NaN            NaN            NaN            NaN  0.474596       0.746827       0.501718                 NaN            NaN            NaN
  1365.91        500.000        98.3191                 NaN            NaN            NaN            NaN            NaN  0.729611       0.462058       0.489256                 NaN            NaN            NaN
  1363.41        500.000        98.3554       0.321507E-002            NaN            NaN            NaN            NaN  0.708014       0.453771       0.479606                 NaN            NaN            NaN
  1360.90        500.000        98.3627       0.290694E-001            NaN            NaN            NaN            NaN  0.478261       0.645133       0.484873                 NaN            NaN            NaN
  1358.40        500.000        98.4026       0.300403E-001            NaN            NaN            NaN            NaN  0.467506       0.626433       0.473458                 NaN            NaN            NaN
  1355.89        500.000        98.4454       0.279848E-001            NaN            NaN            NaN            NaN  0.452610       0.613783       0.460266                 NaN            NaN            NaN
  1353.38        500.000        98.4863       0.260251E-001            NaN            NaN            NaN            NaN  0.438825       0.601263       0.447576                 NaN            NaN            NaN
  1350.88        500.000        98.5264       0.241279E-001            NaN            NaN            NaN            NaN  0.589601       0.424730       0.435154                 NaN            NaN            NaN
  1348.37        500.000        98.5641       0.223032E-001            NaN            NaN            NaN            NaN  0.411877       0.578218       0.423481                 NaN            NaN            NaN
  1345.86        500.000        98.6005       0.204974E-001            NaN            NaN            NaN            NaN  0.399130       0.567717       0.412135                 NaN            NaN            NaN
  1343.36        500.000        98.6347       0.188832E-001            NaN            NaN            NaN            NaN  0.387245       0.557634       0.401538                 NaN            NaN            NaN
  1340.85        500.000        98.6697       0.169448E-001            NaN            NaN            NaN            NaN  0.374780       0.548069       0.390496                 NaN            NaN            NaN
  1338.35        500.000        98.7005       0.153765E-001            NaN            NaN            NaN            NaN  0.539718       0.363396       0.381042                 NaN            NaN            NaN
  1335.84        500.000        98.7335       0.138030E-001            NaN            NaN            NaN            NaN  0.529632       0.352409       0.370654                 NaN            NaN            NaN
  1333.33        500.000        98.7595       0.125212E-001            NaN            NaN            NaN            NaN  0.521924       0.343433       0.362645                 NaN            NaN            NaN
  1330.83        500.000        98.7937       0.105834E-001            NaN            NaN            NaN            NaN  0.330995       0.513064       0.351675                 NaN            NaN            NaN
  1328.32        500.000        98.8191       0.916946E-002            NaN            NaN            NaN            NaN  0.321006       0.506807       0.343933                 NaN            NaN            NaN
  1325.81        500.000        98.8457       0.764466E-002            NaN            NaN            NaN            NaN  0.311589       0.499535       0.335512                 NaN            NaN            NaN
  1323.31        500.000        98.8715       0.627764E-002            NaN            NaN            NaN            NaN  0.302086       0.492674       0.327441                 NaN            NaN            NaN
  1320.80        500.000        98.8958       0.478240E-002            NaN            NaN            NaN            NaN  0.292968       0.486692       0.319749                 NaN            NaN            NaN
  1318.30        500.000        98.9202       0.350580E-002            NaN            NaN            NaN            NaN  0.283665       0.480489       0.312166                 NaN            NaN            NaN
  1315.79        500.000        98.9430       0.192980E-002            NaN            NaN            NaN            NaN  0.474965       0.275279       0.304852                 NaN            NaN            NaN
  1313.28        500.000        98.9658       0.675781E-003            NaN            NaN            NaN            NaN  0.266462       0.469269       0.297748                 NaN            NaN            NaN
  1310.78        500.000        98.9868                 NaN            NaN            NaN            NaN            NaN  0.462780       0.259148       0.291310                 NaN            NaN            NaN
  1308.27        500.000        99.0069                 NaN            NaN            NaN            NaN            NaN  0.454858       0.252926       0.285282                 NaN            NaN            NaN
  1305.76        500.000        99.0272                 NaN            NaN            NaN            NaN            NaN  0.446978       0.246586       0.279281                 NaN            NaN            NaN
  1303.26        500.000        99.0458                 NaN            NaN            NaN            NaN            NaN  0.240801       0.439715       0.273701                 NaN            NaN            NaN
  1300.75        500.000        99.0645                 NaN            NaN            NaN            NaN            NaN  0.234838       0.432566       0.268143                 NaN            NaN            NaN
  1298.25        500.000        99.0838                 NaN            NaN            NaN            NaN            NaN  0.228929       0.424823       0.262440                 NaN            NaN            NaN
  1295.74        500.000        99.1002                 NaN            NaN            NaN            NaN            NaN  0.224081       0.418274       0.257415                 NaN            NaN            NaN
  1293.23        500.000        99.1177                 NaN            NaN            NaN            NaN            NaN  0.218853       0.411282       0.252187                 NaN            NaN            NaN
  1290.73        500.000        99.1351                 NaN            NaN            NaN            NaN            NaN  0.213166       0.404643       0.247119                 NaN            NaN            NaN
  1288.22        500.000        99.1511                 NaN            NaN            NaN            NaN            NaN  0.208503       0.398117       0.242233                 NaN            NaN            NaN
  1285.71        500.000        99.1670                 NaN            NaN            NaN            NaN            NaN  0.392014       0.203459       0.237557                 NaN            NaN            NaN
  1283.21        500.000        99.1816                 NaN            NaN            NaN            NaN            NaN  0.198506       0.386613       0.233312                 NaN            NaN            NaN
  1280.70        500.000        99.1984                 NaN            NaN            NaN            NaN            NaN  0.193737       0.379676       0.228182                 NaN            NaN            NaN
  1278.20        500.000        99.2131                 NaN            NaN            NaN            NaN            NaN  0.373842       0.189125       0.223890                 NaN            NaN            NaN
  1275.69        500.000        99.2276                 NaN            NaN            NaN            NaN            NaN  0.367999       0.184831       0.219600                 NaN            NaN            NaN
  1273.18        500.000        93.6304                 NaN            NaN            NaN            NaN            NaN   1.25727       0.625183       0.761358        3.72578                 NaN            NaN
  1270.68        500.000        88.9987                 NaN            NaN            NaN            NaN            NaN   1.95986       0.983680        1.19957        6.85822                 NaN            NaN
  1268.17        500.000        89.7996                 NaN            NaN            NaN            NaN            NaN  0.921162        1.78628        1.11212        6.38084                 NaN            NaN
  1265.66        500.000        90.6859                 NaN            NaN            NaN            NaN            NaN   1.61889       0.831479        1.00707        5.85663                 NaN            NaN
  1263.16        500.000        91.3955                 NaN            NaN            NaN            NaN            NaN   1.47260       0.774746       0.932289        5.42483                 NaN            NaN
  1260.65        500.000        92.1002                 NaN            NaN            NaN            NaN            NaN  0.713546        1.33388       0.853892        4.99845                 NaN            NaN
  1258.15        500.000        92.7633                 NaN            NaN            NaN            NaN            NaN  0.655239        1.20618       0.780752        4.59455                 NaN            NaN
  1255.64        500.000        93.3711                 NaN            NaN            NaN            NaN            NaN   1.08983       0.603459       0.713657        4.22193                 NaN            NaN
  1253.13        500.000        93.9156                 NaN            NaN            NaN            NaN            NaN  0.986667       0.556418       0.653489        3.88783                 NaN            NaN
  1250.63        500.000        94.4062                 NaN            NaN            NaN            NaN            NaN  0.513815       0.896175       0.599769        3.58407                 NaN            NaN
  1248.12        500.000        94.8429                 NaN            NaN            NaN            NaN            NaN  0.476398       0.814896       0.551473        3.31435                 NaN            NaN
  1245.61        500.000        95.2207                 NaN            NaN            NaN            NaN            NaN  0.442777       0.744519       0.509404        3.08256                 NaN            NaN
  1243.11        500.000        95.5661                 NaN            NaN            NaN            NaN            NaN  0.413318       0.682690       0.471386        2.86648                 NaN            NaN
  1240.60        500.000        95.8700                 NaN            NaN            NaN            NaN            NaN  0.627524       0.386230       0.437465        2.67880                 NaN            NaN
  1238.10        500.000        96.1390                 NaN            NaN            NaN            NaN            NaN  0.578657       0.363144       0.407579        2.51161                 NaN            NaN
  1235.59        500.000        96.3805                 NaN            NaN            NaN            NaN            NaN  0.535735       0.341320       0.380501        2.36189                 NaN            NaN
  1233.08        500.000        96.6006                 NaN            NaN            NaN            NaN            NaN  0.321473       0.496550       0.355852        2.22557                 NaN            NaN
  1230.58        500.000        96.7960                 NaN            NaN            NaN            NaN            NaN  0.303451       0.462872       0.333888        2.10383                 NaN            NaN
  1228.07        500.000        96.9739                 NaN            NaN            NaN            NaN            NaN  0.287859       0.431591       0.313933        1.99271                 NaN            NaN
  1225.56        500.000        97.1386                 NaN            NaN            NaN            NaN            NaN  0.402759       0.273081       0.295396        1.89017                 NaN            NaN
  1223.06        500.000        97.2842                 NaN            NaN            NaN            NaN            NaN  0.259176       0.378499       0.279029        1.79911                 NaN            NaN
  1220.55        500.000        97.4202                 NaN            NaN            NaN            NaN            NaN  0.247131       0.355631       0.263737        1.71330                 NaN            NaN
  1218.05        500.000        97.5430                 NaN            NaN            NaN            NaN            NaN  0.334062       0.236081       0.249627        1.63726                 NaN            NaN
  1215.54        500.000        97.6597                 NaN            NaN            NaN            NaN            NaN  0.224597       0.315361       0.236623        1.56371                 NaN            NaN
  1213.03        500.000        97.7625                 NaN            NaN            NaN            NaN            NaN  0.214948       0.297871       0.224739        1.49990                 NaN            NaN
  1210.53        500.000        97.8628                 NaN            NaN            NaN            NaN            NaN  0.281512       0.205398       0.213373        1.43696                 NaN            NaN
  1208.02        500.000        97.9523                 NaN            NaN            NaN            NaN            NaN  0.197782       0.266194       0.203193        1.38048                 NaN            NaN
  1205.51        500.000        98.0343                 NaN            NaN            NaN            NaN            NaN  0.254041       0.189191       0.193919        1.32859                 NaN            NaN
  1203.01        500.000        98.1135                 NaN            NaN            NaN            NaN            NaN  0.181780       0.241458       0.184890        1.27832                 NaN            NaN
  1200.50        500.000        98.1856                 NaN            NaN            NaN            NaN            NaN  0.231582       0.173014       0.176573        1.23328                 NaN            NaN
  1197.99        500.000        94.6139                 NaN            NaN            NaN            NaN            NaN  0.280296       0.367213       0.410074        2.70928        1.61920                 NaN
  1195.49        500.000        41.3037                 NaN            NaN            NaN            NaN            NaN   4.49164                 NaN   3.97912        25.6667        24.0100       0.548814     
  1192.98        500.000                 NaN  0.317958                 NaN            NaN            NaN            NaN   7.76810                 NaN   6.79561        43.0984        41.0250       0.994875     
  1190.48        500.000                 NaN  0.215731                 NaN            NaN            NaN            NaN   8.05214                 NaN   6.82052        43.0225        40.9110       0.978098     
  1187.97        500.000                 NaN  0.905649E-001            NaN            NaN            NaN            NaN   8.39852                 NaN   6.85027        42.9316        40.7712       0.957870     
  1185.46        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.64915                 NaN   6.87218        42.8656        40.6700       0.943095     
  1182.96        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.65182                 NaN   6.87473        42.8610        40.6704       0.942034     
  1180.45        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.65444                 NaN   6.87726        42.8564        40.6709       0.940981     
  1177.94        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.65712                 NaN   6.87981        42.8518        40.6713       0.939910     
  1175.44        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.65979                 NaN   6.88236        42.8472        40.6718       0.938836     
  1172.93        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.66256                 NaN   6.88495        42.8425        40.6722       0.937734     
  1170.43        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.66534                 NaN   6.88754        42.8378        40.6727       0.936624     
  1167.92        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.66815                 NaN   6.89013        42.8330        40.6732       0.935506     
  1165.41        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.67096                 NaN   6.89273        42.8283        40.6737       0.934383     
  1162.91        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.67381                 NaN   6.89534        42.8235        40.6741       0.933243     
  1160.40        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.67542                 NaN   6.89718        42.8204        40.6744       0.932571     
  1157.89        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.67969                 NaN   6.90064        42.8136        40.6751       0.930909     
  1155.39        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.68265                 NaN   6.90330        42.8087        40.6756       0.929730     
  1152.88        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.68565                 NaN   6.90597        42.8037        40.6761       0.928537     
  1150.38        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.68877                 NaN   6.90869        42.7986        40.6767       0.927308     
  1147.87        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.69185                 NaN   6.91140        42.7935        40.6772       0.926088     
  1145.36        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.69495                 NaN   6.91411        42.7884        40.6777       0.924856     
  1142.86        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.69816                 NaN   6.91687        42.7831        40.6783       0.923592     
  1140.35        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.70135                 NaN   6.91963        42.7779        40.6788       0.922327     
  1137.84        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.70459                 NaN   6.92240        42.7726        40.6793       0.921047     
  1135.34        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.70784                 NaN   6.92518        42.7673        40.6799       0.919761     
  1132.83        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.71119                 NaN   6.92801        42.7619        40.6805       0.918441     
  1130.33        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.71449                 NaN   6.93081        42.7565        40.6810       0.917134     
  1127.82        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.71788                 NaN   6.93365        42.7511        40.6816       0.915794     
  1125.31        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.72131                 NaN   6.93651        42.7455        40.6822       0.914442     
  1122.81        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.72467                 NaN   6.93933        42.7401        40.6828       0.913109     
  1120.30        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.72832                 NaN   6.94232        42.7343        40.6834       0.911681     
  1117.79        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.73192                 NaN   6.94526        42.7286        40.6840       0.910269     
  1115.29        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.73551                 NaN   6.94821        42.7228        40.6846       0.908854     
  1112.78        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.73917                 NaN   6.95118        42.7170        40.6852       0.907416     
  1110.28        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.74285                 NaN   6.95418        42.7111        40.6859       0.905965     
  1107.77        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.74657                 NaN   6.95719        42.7052        40.6865       0.904502     
  1105.26        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.75034                 NaN   6.96022        42.6993        40.6871       0.903022     
  1102.76        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.75412                 NaN   6.96326        42.6933        40.6878       0.901532     
  1100.25        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.75776                 NaN   6.96622        42.6875        40.6884       0.900084     
  1097.74        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.76081                 NaN   6.96875        42.6826        40.6889       0.898890     
  1095.24        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.76591                 NaN   6.97263        42.6748        40.6898       0.896908     
  1092.73        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.76987                 NaN   6.97576        42.6685        40.6905       0.895351     
  1090.23        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.77384                 NaN   6.97891        42.6623        40.6912       0.893785     
  1087.72        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.77806                 NaN   6.98219        42.6557        40.6919       0.892139     
  1085.21        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.78219                 NaN   6.98543        42.6493        40.6926       0.890517     
  1082.71        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.78640                 NaN   6.98871        42.6427        40.6933       0.888868     
  1080.20        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.75498       0.355291E-001   6.99191        42.6363        40.6940       0.887257     
  1077.69        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.33515       0.457852        6.99387        42.6323        40.6945       0.886299     
  1075.19        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.98914       0.806242        6.99577        42.6285        40.6950       0.885386     
  1072.68        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.70861        1.08914        6.99765        42.6246        40.6955       0.884479     
  1070.18        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.45912        1.34083        6.99941        42.6210        40.6960       0.883641     
  1067.67        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.28858        1.51399        7.00147        42.6168        40.6965       0.882641     
  1065.16        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.11139        1.69359        7.00340        42.6129        40.6970       0.881717     
  1062.66        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.98244        1.82513        7.00545        42.6087        40.6975       0.880732     
  1060.15        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.82934        1.98048        7.00729        42.6050        40.6980       0.879860     
  1057.64        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.07059        6.74205        7.00948        42.6005        40.6986       0.878801     
  1055.14        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.62825        2.18688        7.01148        42.5964        40.6991       0.877846     
  1052.63        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.26496        6.55301        7.01369        42.5919        40.6997       0.876778     
  1050.13        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.47298        2.34770        7.01584        42.5875        40.7002       0.875748     
  1047.62        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.39082        2.43253        7.01795        42.5832        40.7008       0.874740     
  1045.11        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.32938        2.49685        7.02021        42.5785        40.7014       0.873650     
  1042.61        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.56313        6.26595        7.02245        42.5739        40.7020       0.872574     
  1040.10        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.20321        2.62874        7.02470        42.5693        40.7026       0.871490     
  1037.59        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.14342        2.69137        7.02696        42.5647        40.7031       0.870410     
  1035.09        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.09616        2.74164        7.02930        42.5599        40.7038       0.869283     
  1032.58        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.04692        2.79391        7.03167        42.5550        40.7044       0.868141     
  1030.08        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.99886        2.84497        7.03402        42.5501        40.7050       0.867012     
  1027.57        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.95540        2.89155        7.03645        42.5451        40.7056       0.865836     
  1025.06        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.91872        2.93174        7.03916        42.5395        40.7063       0.864523     
  1022.56        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.87801        2.97562        7.04163        42.5344        40.7070       0.863328     
  1020.05        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.02159        5.83488        7.04388        42.5298        40.7076       0.862254     
  1017.54        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.80330        3.05663        7.04653        42.5243        40.7083       0.860968     
  1015.04        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.09640        5.76688        7.04914        42.5189        40.7089       0.859704     
  1012.53        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.73394        3.13264        7.05169        42.5137        40.7096       0.858470     
  1010.03        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.70180        3.16825        7.05437        42.5081        40.7103       0.857169     
  1007.52        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.20241        5.67109        7.05703        42.5026        40.7110       0.855877     
  1005.01        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.64006        3.23686        7.05967        42.4971        40.7117       0.854593     
  1002.51        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.61503        3.26566        7.06255        42.4911        40.7125       0.853188     
  1000.00        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.58721        3.29716        7.06537        42.4853        40.7132       0.851814     
