|6.6.6
Archiving\03_Data\DfracLP/QFM_m5/K22/K22_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       iron           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1468.67        500.000        98.4914                 NaN            NaN            NaN            NaN            NaN  0.862003       0.646617                 NaN            NaN            NaN            NaN
  1466.17        500.000        98.5196                 NaN            NaN            NaN            NaN            NaN  0.848834       0.631586                 NaN            NaN            NaN            NaN
  1463.66        500.000        98.5516                 NaN            NaN            NaN            NaN            NaN  0.617057       0.831294                 NaN            NaN            NaN            NaN
  1461.15        500.000        98.5785                 NaN            NaN            NaN            NaN            NaN  0.602395       0.819135                 NaN            NaN            NaN            NaN
  1458.65        500.000        98.6076                 NaN            NaN            NaN            NaN            NaN  0.803642       0.588761                 NaN            NaN            NaN            NaN
  1456.14        500.000        98.6344                 NaN            NaN            NaN            NaN            NaN  0.789854       0.575789                 NaN            NaN            NaN            NaN
  1453.63        500.000        98.6598                 NaN            NaN            NaN            NaN            NaN  0.776635       0.563580                 NaN            NaN            NaN            NaN
  1451.13        500.000        98.6813                 NaN            NaN            NaN            NaN            NaN  0.764319       0.554364                 NaN            NaN            NaN            NaN
  1448.62        500.000        96.4288                 NaN            NaN            NaN            NaN            NaN   1.08839        1.46345        1.01939                 NaN            NaN            NaN
  1446.12        500.000        95.5909                 NaN            NaN            NaN            NaN            NaN   1.79936        1.18689        1.42289                 NaN            NaN            NaN
  1443.61        500.000        95.8078                 NaN            NaN            NaN            NaN            NaN   1.12759        1.70887        1.35577                 NaN            NaN            NaN
  1441.10        500.000        96.0090                 NaN            NaN            NaN            NaN            NaN   1.62338        1.07429        1.29331                 NaN            NaN            NaN
  1438.60        500.000        96.1921                 NaN            NaN            NaN            NaN            NaN   1.54593        1.02565        1.23636                 NaN            NaN            NaN
  1436.09        500.000        96.3604                 NaN            NaN            NaN            NaN            NaN  0.979817        1.47605        1.18377                 NaN            NaN            NaN
  1433.58        500.000        96.5191                 NaN            NaN            NaN            NaN            NaN  0.936993        1.40959        1.13432                 NaN            NaN            NaN
  1431.08        500.000        96.6632                 NaN            NaN            NaN            NaN            NaN  0.898572        1.34922        1.08897                 NaN            NaN            NaN
  1428.57        500.000        96.8048                 NaN            NaN            NaN            NaN            NaN   1.29041       0.860461        1.04438                 NaN            NaN            NaN
  1426.07        500.000        96.9324                 NaN            NaN            NaN            NaN            NaN   1.23802       0.825188        1.00436                 NaN            NaN            NaN
  1423.56        500.000        97.0532                 NaN            NaN            NaN            NaN            NaN   1.18820       0.792452       0.966152                 NaN            NaN            NaN
  1421.05        500.000        97.1660                 NaN            NaN            NaN            NaN            NaN   1.14181       0.761704       0.930435                 NaN            NaN            NaN
  1418.55        500.000        97.2720                 NaN            NaN            NaN            NaN            NaN  0.732497        1.09858       0.896923                 NaN            NaN            NaN
  1416.04        500.000        97.3733                 NaN            NaN            NaN            NaN            NaN   1.05719       0.704942       0.864572                 NaN            NaN            NaN
  1413.53        500.000        97.4662                 NaN            NaN            NaN            NaN            NaN  0.679879        1.01890       0.834973                 NaN            NaN            NaN
  1411.03        500.000        97.5565                 NaN            NaN            NaN            NaN            NaN  0.654913       0.982328       0.806220                 NaN            NaN            NaN
  1408.52        500.000        97.6406                 NaN            NaN            NaN            NaN            NaN  0.948476       0.631760       0.779116                 NaN            NaN            NaN
  1406.02        500.000        97.7195                 NaN            NaN            NaN            NaN            NaN  0.916563       0.609974       0.754001                 NaN            NaN            NaN
  1403.51        500.000        97.7936                 NaN            NaN            NaN            NaN            NaN  0.589704       0.886632       0.730105                 NaN            NaN            NaN
  1401.00        500.000        97.8683                 NaN            NaN            NaN            NaN            NaN  0.569315       0.856504       0.705853                 NaN            NaN            NaN
  1398.50        500.000        97.9350                 NaN            NaN            NaN            NaN            NaN  0.829933       0.550663       0.684401                 NaN            NaN            NaN
  1395.99        500.000        98.0000                 NaN            NaN            NaN            NaN            NaN  0.803320       0.532956       0.663732                 NaN            NaN            NaN
  1393.48        500.000        98.0642                 NaN            NaN            NaN            NaN            NaN  0.778453       0.515112       0.642241                 NaN            NaN            NaN
  1390.98        500.000        98.1215                 NaN            NaN            NaN            NaN            NaN  0.755623       0.499159       0.623714                 NaN            NaN            NaN
  1388.47        500.000        98.1779                 NaN            NaN            NaN            NaN            NaN  0.733306       0.483448       0.605348                 NaN            NaN            NaN
  1385.96        500.000        98.2314                 NaN            NaN            NaN            NaN            NaN  0.712296       0.468252       0.588066                 NaN            NaN            NaN
  1383.46        500.000        98.2837                 NaN            NaN            NaN            NaN            NaN  0.691988       0.453377       0.570962                 NaN            NaN            NaN
  1380.95        500.000        98.3337                 NaN            NaN            NaN            NaN            NaN  0.439673       0.672183       0.554442                 NaN            NaN            NaN
  1378.45        500.000        98.3795                 NaN            NaN            NaN            NaN            NaN  0.426972       0.654121       0.539378                 NaN            NaN            NaN
  1375.94        500.000        98.4250                 NaN            NaN            NaN            NaN            NaN  0.414313       0.636248       0.524457                 NaN            NaN            NaN
  1373.43        500.000        98.4685                 NaN            NaN            NaN            NaN            NaN  0.619361       0.402258       0.509879                 NaN            NaN            NaN
  1370.93        500.000        98.5105                 NaN            NaN            NaN            NaN            NaN  0.389804       0.603516       0.496195                 NaN            NaN            NaN
  1368.42        500.000        98.5505                 NaN            NaN            NaN            NaN            NaN  0.378858       0.587681       0.482936                 NaN            NaN            NaN
  1365.91        500.000        98.5887                 NaN            NaN            NaN            NaN            NaN  0.572903       0.368164       0.470266                 NaN            NaN            NaN
  1363.41        500.000        98.6229       0.111049E-002            NaN            NaN            NaN            NaN  0.554821       0.360875       0.460335                 NaN            NaN            NaN
  1360.90        500.000        98.6409       0.100255E-001            NaN            NaN            NaN            NaN  0.379704       0.504611       0.464719                 NaN            NaN            NaN
  1358.40        500.000        98.6772       0.103431E-001            NaN            NaN            NaN            NaN  0.370451       0.488968       0.453058                 NaN            NaN            NaN
  1355.89        500.000        98.7146       0.961952E-002            NaN            NaN            NaN            NaN  0.357972       0.478111       0.439738                 NaN            NaN            NaN
  1353.38        500.000        98.7503       0.893133E-002            NaN            NaN            NaN            NaN  0.346416       0.467417       0.426947                 NaN            NaN            NaN
  1350.88        500.000        98.7852       0.826695E-002            NaN            NaN            NaN            NaN  0.457438       0.334677       0.414460                 NaN            NaN            NaN
  1348.37        500.000        98.8180       0.762968E-002            NaN            NaN            NaN            NaN  0.323950       0.447734       0.402732                 NaN            NaN            NaN
  1345.86        500.000        98.8495       0.700102E-002            NaN            NaN            NaN            NaN  0.313356       0.438748       0.391359                 NaN            NaN            NaN
  1343.36        500.000        98.8792       0.643981E-002            NaN            NaN            NaN            NaN  0.303486       0.430141       0.380737                 NaN            NaN            NaN
  1340.85        500.000        98.9094       0.576997E-002            NaN            NaN            NaN            NaN  0.293190       0.421938       0.369732                 NaN            NaN            NaN
  1338.35        500.000        98.9360       0.522815E-002            NaN            NaN            NaN            NaN  0.414737       0.283784       0.360269                 NaN            NaN            NaN
  1335.84        500.000        98.9644       0.468627E-002            NaN            NaN            NaN            NaN  0.406248       0.274734       0.349956                 NaN            NaN            NaN
  1333.33        500.000        98.9869       0.424496E-002            NaN            NaN            NaN            NaN  0.399600       0.267285       0.341924                 NaN            NaN            NaN
  1330.83        500.000        99.0161       0.358285E-002            NaN            NaN            NaN            NaN  0.257148       0.392088       0.331128                 NaN            NaN            NaN
  1328.32        500.000        99.0379       0.309984E-002            NaN            NaN            NaN            NaN  0.248961       0.386629       0.323407                 NaN            NaN            NaN
  1325.81        500.000        99.0607       0.258079E-002            NaN            NaN            NaN            NaN  0.241257       0.380384       0.315075                 NaN            NaN            NaN
  1323.31        500.000        99.0828       0.211640E-002            NaN            NaN            NaN            NaN  0.233514       0.374508       0.307097                 NaN            NaN            NaN
  1320.80        500.000        99.1035       0.161015E-002            NaN            NaN            NaN            NaN  0.226083       0.369311       0.299501                 NaN            NaN            NaN
  1318.30        500.000        99.1242       0.117878E-002            NaN            NaN            NaN            NaN  0.218561       0.363993       0.292031                 NaN            NaN            NaN
  1315.79        500.000        99.1436       0.648024E-003            NaN            NaN            NaN            NaN  0.359153       0.211738       0.284837                 NaN            NaN            NaN
  1313.28        500.000        99.1630       0.226635E-003            NaN            NaN            NaN            NaN  0.204634       0.354263       0.277861                 NaN            NaN            NaN
  1310.78        500.000        99.1810                 NaN            NaN            NaN            NaN            NaN  0.348783       0.198698       0.271527                 NaN            NaN            NaN
  1308.27        500.000        99.1986                 NaN            NaN            NaN            NaN            NaN  0.342238       0.193618       0.265594                 NaN            NaN            NaN
  1305.76        500.000        99.2160                 NaN            NaN            NaN            NaN            NaN  0.335788       0.188483       0.259702                 NaN            NaN            NaN
  1303.26        500.000        99.2322                 NaN            NaN            NaN            NaN            NaN  0.183770       0.329790       0.254218                 NaN            NaN            NaN
  1300.75        500.000        99.2484                 NaN            NaN            NaN            NaN            NaN  0.178917       0.323893       0.248769                 NaN            NaN            NaN
  1298.25        500.000        99.2650                 NaN            NaN            NaN            NaN            NaN  0.174179       0.317614       0.243201                 NaN            NaN            NaN
  1295.74        500.000        99.2793                 NaN            NaN            NaN            NaN            NaN  0.170209       0.312186       0.238276                 NaN            NaN            NaN
  1293.23        500.000        99.2943                 NaN            NaN            NaN            NaN            NaN  0.165994       0.306507       0.233176                 NaN            NaN            NaN
  1290.73        500.000        99.3092                 NaN            NaN            NaN            NaN            NaN  0.161449       0.301121       0.228237                 NaN            NaN            NaN
  1288.22        500.000        99.3230                 NaN            NaN            NaN            NaN            NaN  0.157682       0.295815       0.223480                 NaN            NaN            NaN
  1285.71        500.000        99.3366                 NaN            NaN            NaN            NaN            NaN  0.290831       0.153635       0.218929                 NaN            NaN            NaN
  1283.21        500.000        99.3492                 NaN            NaN            NaN            NaN            NaN  0.149667       0.286352       0.214787                 NaN            NaN            NaN
  1280.70        500.000        99.3634                 NaN            NaN            NaN            NaN            NaN  0.145871       0.280861       0.209840                 NaN            NaN            NaN
  1278.20        500.000        99.3760                 NaN            NaN            NaN            NaN            NaN  0.276137       0.142186       0.205677                 NaN            NaN            NaN
  1275.69        500.000        99.3883                 NaN            NaN            NaN            NaN            NaN  0.271419       0.138763       0.201527                 NaN            NaN            NaN
  1273.18        500.000        94.1918                 NaN            NaN            NaN            NaN            NaN  0.929294       0.470392       0.700724        3.70779                 NaN            NaN
  1270.68        500.000        89.8638                 NaN            NaN            NaN            NaN            NaN   1.44937       0.740630        1.10596        6.84022                 NaN            NaN
  1268.17        500.000        90.6197                 NaN            NaN            NaN            NaN            NaN  0.690997        1.31592        1.02269        6.35071                 NaN            NaN
  1265.66        500.000        91.4507                 NaN            NaN            NaN            NaN            NaN   1.18814       0.621399       0.923646        5.81607                 NaN            NaN
  1263.16        500.000        92.1174                 NaN            NaN            NaN            NaN            NaN   1.07684       0.576857       0.852941        5.37596                 NaN            NaN
  1260.65        500.000        92.7766                 NaN            NaN            NaN            NaN            NaN  0.529403       0.971785       0.779288        4.94294                 NaN            NaN
  1258.15        500.000        93.3951                 NaN            NaN            NaN            NaN            NaN  0.484441       0.875675       0.710826        4.53395                 NaN            NaN
  1255.64        500.000        93.9611                 NaN            NaN            NaN            NaN            NaN  0.788463       0.444613       0.648239        4.15759                 NaN            NaN
  1253.13        500.000        94.4668                 NaN            NaN            NaN            NaN            NaN  0.711452       0.408588       0.592274        3.82091                 NaN            NaN
  1250.63        500.000        94.9219                 NaN            NaN            NaN            NaN            NaN  0.376073       0.644142       0.542437        3.51543                 NaN            NaN
  1248.12        500.000        95.3261                 NaN            NaN            NaN            NaN            NaN  0.347594       0.583910       0.497752        3.24465                 NaN            NaN
  1245.61        500.000        95.6745                 NaN            NaN            NaN            NaN            NaN  0.322136       0.532050       0.458898        3.01245                 NaN            NaN
  1243.11        500.000        95.9938                 NaN            NaN            NaN            NaN            NaN  0.299756       0.486353       0.423872        2.79626                 NaN            NaN
  1240.60        500.000        96.2735                 NaN            NaN            NaN            NaN            NaN  0.445825       0.279299       0.392680        2.60874                 NaN            NaN
  1238.10        500.000        96.5208                 NaN            NaN            NaN            NaN            NaN  0.410061       0.261872       0.365240        2.44199                 NaN            NaN
  1235.59        500.000        96.7426                 NaN            NaN            NaN            NaN            NaN  0.378659       0.245470       0.340427        2.29285                 NaN            NaN
  1233.08        500.000        96.9441                 NaN            NaN            NaN            NaN            NaN  0.230600       0.350143       0.317882        2.15726                 NaN            NaN
  1230.58        500.000        97.1232                 NaN            NaN            NaN            NaN            NaN  0.217092       0.325600       0.297819        2.03630                 NaN            NaN
  1228.07        500.000        97.2861                 NaN            NaN            NaN            NaN            NaN  0.205391       0.302906       0.279620        1.92602                 NaN            NaN
  1225.56        500.000        97.4364                 NaN            NaN            NaN            NaN            NaN  0.282063       0.194383       0.262746        1.82438                 NaN            NaN
  1223.06        500.000        97.5694                 NaN            NaN            NaN            NaN            NaN  0.184025       0.264512       0.247858        1.73423                 NaN            NaN
  1220.55        500.000        97.6937                 NaN            NaN            NaN            NaN            NaN  0.175008       0.247984       0.233974        1.64937                 NaN            NaN
  1218.05        500.000        97.8053                 NaN            NaN            NaN            NaN            NaN  0.232489       0.166799       0.221181        1.57426                 NaN            NaN
  1215.54        500.000        97.9114                 NaN            NaN            NaN            NaN            NaN  0.158334       0.219117       0.209406        1.50171                 NaN            NaN
  1213.03        500.000        98.0048                 NaN            NaN            NaN            NaN            NaN  0.151180       0.206586       0.198657        1.43882                 NaN            NaN
  1210.53        500.000        98.0957                 NaN            NaN            NaN            NaN            NaN  0.194913       0.144139       0.188396        1.37684                 NaN            NaN
  1208.02        500.000        98.1770                 NaN            NaN            NaN            NaN            NaN  0.138477       0.184014       0.179211        1.32129                 NaN            NaN
  1205.51        500.000        98.2514                 NaN            NaN            NaN            NaN            NaN  0.175331       0.132150       0.170849        1.27028                 NaN            NaN
  1203.01        500.000        98.3233                 NaN            NaN            NaN            NaN            NaN  0.126688       0.166408       0.162725        1.22092                 NaN            NaN
  1200.50        500.000        98.3883                 NaN            NaN            NaN            NaN            NaN  0.159375       0.120333       0.155248        1.17674                 NaN            NaN
  1197.99        500.000        95.0698                 NaN            NaN            NaN            NaN            NaN  0.193349       0.255275       0.361338        2.59122        1.52904                 NaN
  1195.49        500.000        43.3418                 NaN            NaN            NaN            NaN            NaN   3.24704                 NaN   3.66906        25.7198        23.7274       0.294948     
  1192.98        500.000                 NaN  0.109130                 NaN            NaN            NaN            NaN   5.79560                 NaN   6.51121        44.8983        42.1302       0.555572     
  1190.48        500.000                 NaN  0.740496E-001            NaN            NaN            NaN            NaN   5.99702                 NaN   6.53605        44.8251        42.0215       0.546266     
  1187.97        500.000                 NaN  0.310900E-001            NaN            NaN            NaN            NaN   6.24255                 NaN   6.56577        44.7378        41.8878       0.535050     
  1185.46        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.42022                 NaN   6.58761        44.6739        41.7914       0.526847     
  1182.96        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.42236                 NaN   6.58999        44.6679        41.7935       0.526231     
  1180.45        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.42447                 NaN   6.59234        44.6619        41.7957       0.525620     
  1177.94        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.42663                 NaN   6.59471        44.6558        41.7979       0.524999     
  1175.44        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.42880                 NaN   6.59708        44.6497        41.8000       0.524376     
  1172.93        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.43103                 NaN   6.59949        44.6435        41.8022       0.523738     
  1170.43        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.43329                 NaN   6.60190        44.6373        41.8044       0.523095     
  1167.92        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.43556                 NaN   6.60431        44.6311        41.8066       0.522448     
  1165.41        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.43785                 NaN   6.60673        44.6249        41.8088       0.521797     
  1162.91        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.44017                 NaN   6.60916        44.6186        41.8109       0.521138     
  1160.40        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.44141                 NaN   6.61085        44.6141        41.8129       0.520740     
  1157.89        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.44496                 NaN   6.61410        44.6058        41.8154       0.519789     
  1155.39        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.44737                 NaN   6.61657        44.5994        41.8176       0.519109     
  1152.88        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.44982                 NaN   6.61906        44.5929        41.8198       0.518420     
  1150.38        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.45238                 NaN   6.62160        44.5863        41.8220       0.517712     
  1147.87        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.45489                 NaN   6.62412        44.5797        41.8242       0.517008     
  1145.36        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.45744                 NaN   6.62665        44.5731        41.8265       0.516298     
  1142.86        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.46008                 NaN   6.62923        44.5664        41.8287       0.515570     
  1140.35        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.46270                 NaN   6.63180        44.5597        41.8310       0.514841     
  1137.84        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.46537                 NaN   6.63439        44.5529        41.8332       0.514105     
  1135.34        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.46804                 NaN   6.63698        44.5461        41.8355       0.513365     
  1132.83        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.47080                 NaN   6.63962        44.5392        41.8378       0.512606     
  1130.33        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.47352                 NaN   6.64223        44.5324        41.8400       0.511854     
  1127.82        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.47633                 NaN   6.64489        44.5254        41.8423       0.511085     
  1125.31        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.47917                 NaN   6.64756        44.5184        41.8446       0.510308     
  1122.81        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.48194                 NaN   6.65019        44.5115        41.8469       0.509542     
  1120.30        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.48498                 NaN   6.65298        44.5041        41.8492       0.508723     
  1117.79        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.48796                 NaN   6.65574        44.4969        41.8515       0.507914     
  1115.29        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.49095                 NaN   6.65849        44.4896        41.8538       0.507103     
  1112.78        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.49399                 NaN   6.66127        44.4823        41.8561       0.506279     
  1110.28        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.49707                 NaN   6.66407        44.4750        41.8585       0.505448     
  1107.77        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.50017                 NaN   6.66689        44.4675        41.8608       0.504610     
  1105.26        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.50331                 NaN   6.66972        44.4601        41.8631       0.503762     
  1102.76        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.50647                 NaN   6.67257        44.4526        41.8655       0.502910     
  1100.25        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.50951                 NaN   6.67534        44.4453        41.8678       0.502081     
  1097.74        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.51203                 NaN   6.67769        44.4389        41.8700       0.501393     
  1095.24        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.51634                 NaN   6.68134        44.4295        41.8726       0.500267     
  1092.73        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.51966                 NaN   6.68428        44.4217        41.8749       0.499377     
  1090.23        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.52300                 NaN   6.68722        44.4140        41.8773       0.498482     
  1087.72        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.52655                 NaN   6.69030        44.4059        41.8797       0.497543     
  1085.21        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.53003                 NaN   6.69333        44.3979        41.8821       0.496618     
  1082.71        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.53358                 NaN   6.69641        44.3898        41.8845       0.495677     
  1080.20        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.51086       0.261751E-001   6.69940        44.3819        41.8869       0.494758     
  1077.69        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.20198       0.337140        6.70121        44.3764        41.8891       0.494202     
  1075.19        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.94766       0.593457        6.70295        44.3711        41.8912       0.493671     
  1072.68        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.74169       0.801416        6.70468        44.3658        41.8933       0.493144     
  1070.18        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.55862       0.986329        6.70629        44.3607        41.8954       0.492656     
  1067.67        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.43376        1.11339        6.70819        44.3550        41.8976       0.492077     
  1065.16        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.30408        1.24509        6.70997        44.3496        41.8997       0.491540     
  1062.66        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.20990        1.34147        6.71185        44.3439        41.9019       0.490970     
  1060.15        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.09794        1.45529        6.71354        44.3388        41.9040       0.490463     
  1057.64        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.52125        5.03441        6.71556        44.3328        41.9062       0.489851     
  1055.14        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.95148        1.60629        6.71740        44.3272        41.9083       0.489298     
  1052.63        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.66338        4.89680        6.71945        44.3212        41.9105       0.488681     
  1050.13        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.83864        1.72385        6.72143        44.3153        41.9127       0.488086     
  1047.62        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.77890        1.78587        6.72338        44.3095        41.9149       0.487503     
  1045.11        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.73436        1.83289        6.72547        44.3033        41.9171       0.486875     
  1042.61        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.88121        4.68847        6.72754        44.2972        41.9193       0.486254     
  1040.10        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.64302        1.92912        6.72963        44.2911        41.9215       0.485629     
  1037.59        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.59973        1.97485        6.73171        44.2850        41.9237       0.485007     
  1035.09        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.56568        2.01149        6.73388        44.2787        41.9259       0.484358     
  1032.58        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.53013        2.04964        6.73607        44.2723        41.9282       0.483701     
  1030.08        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.49545        2.08692        6.73826        44.2659        41.9304       0.483051     
  1027.57        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.46420        2.12085        6.74051        44.2594        41.9326       0.482376     
  1025.06        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.43770        2.15040        6.74303        44.2523        41.9350       0.481624     
  1022.56        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.40844        2.18241        6.74533        44.2456        41.9372       0.480937     
  1020.05        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.21570        4.37760        6.74740        44.2395        41.9394       0.480318     
  1017.54        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.35496        2.24135        6.74987        44.2325        41.9417       0.479582     
  1015.04        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.27039        4.32883        6.75229        44.2256        41.9440       0.478857     
  1012.53        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.30531        2.29678        6.75466        44.2188        41.9463       0.478149     
  1010.03        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.28232        2.32280        6.75715        44.2117        41.9486       0.477405     
  1007.52        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.34772        4.26041        6.75963        44.2046        41.9509       0.476664     
  1005.01        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.23827        2.37285        6.76209        44.1976        41.9532       0.475929     
  1002.51        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.22040        2.39402        6.76478        44.1901        41.9556       0.475127     
  1000.00        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.20060        2.41704        6.76740        44.1827        41.9580       0.474341     
