|6.6.6
Archiving\03_Data\fracLP/QFM_m2.25/ALH/ALH_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       melt(TH)       mang           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1526.32        500.000        99.5339                 NaN            NaN            NaN  0.459685       0.641648E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.5397                 NaN            NaN            NaN  0.453932       0.635506E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.5434                 NaN            NaN            NaN  0.450297       0.631016E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.5456                 NaN            NaN            NaN  0.448139       0.629554E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.4160                 NaN            NaN            NaN  0.299327       0.186090E-002  0.282780                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.1473                 NaN            NaN            NaN  0.280630E-001            NaN  0.824653                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.1575                 NaN            NaN            NaN  0.293635E-001            NaN  0.813089                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.1709                 NaN            NaN            NaN  0.268297E-001            NaN  0.802252                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.1771                 NaN            NaN            NaN  0.227694E-001            NaN  0.800089                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.1890                 NaN            NaN            NaN  0.249105E-001            NaN  0.786135                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.1980                 NaN            NaN            NaN  0.237918E-001            NaN  0.778169                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.2077                 NaN            NaN            NaN  0.223325E-001            NaN  0.769927                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.2156                 NaN            NaN            NaN  0.199316E-001            NaN  0.764490                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.2243                 NaN            NaN            NaN  0.183094E-001            NaN  0.757388                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.2375                 NaN            NaN            NaN  0.631961E-001            NaN  0.678467       0.208526E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.0835                 NaN            NaN            NaN  0.265889E-005            NaN  0.102162       0.814296                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.0713                 NaN            NaN            NaN            NaN            NaN  0.336027E-001  0.895111                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.2864                 NaN            NaN            NaN            NaN            NaN  0.217696E-001  0.691864                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        98.8744                 NaN            NaN            NaN            NaN            NaN  0.282732E-001   1.09732                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.0861                 NaN            NaN            NaN            NaN            NaN  0.165765E-001  0.897327                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.0886                 NaN            NaN            NaN            NaN            NaN  0.108538E-001  0.900516                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.0915                 NaN            NaN            NaN            NaN            NaN  0.429044E-002  0.904161                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.0907                 NaN            NaN            NaN            NaN            NaN  0.241378E-001  0.885138                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.0989                 NaN            NaN            NaN            NaN            NaN  0.465685E-003  0.900603                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        99.0914                 NaN            NaN            NaN            NaN  0.219776E-002            NaN  0.906406                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        99.0845                 NaN            NaN            NaN            NaN  0.596428E-002            NaN  0.909565                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        99.0855                 NaN            NaN            NaN            NaN  0.584474E-002            NaN  0.908688                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        99.0823                 NaN            NaN            NaN            NaN  0.573526E-002            NaN  0.911922                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        99.0794                 NaN            NaN            NaN            NaN  0.561722E-002            NaN  0.914959                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        99.0737                 NaN            NaN            NaN            NaN  0.550493E-002            NaN  0.920791                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        99.0643                 NaN            NaN            NaN            NaN  0.536982E-002            NaN  0.930352                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        99.0538                 NaN            NaN            NaN            NaN  0.524540E-002            NaN  0.940975                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        99.0358                 NaN            NaN            NaN            NaN  0.509593E-002            NaN  0.959096                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        99.0046                 NaN            NaN            NaN            NaN  0.489009E-002            NaN  0.149667E-001  0.975581                 NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        98.6055                 NaN            NaN            NaN            NaN  0.232806E-002            NaN  0.983274       0.408929                 NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        98.6267                 NaN            NaN            NaN            NaN  0.216517E-002            NaN  0.403783       0.967360                 NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        98.6469                 NaN            NaN            NaN            NaN  0.202941E-002            NaN  0.398531       0.952507                 NaN            NaN            NaN            NaN            NaN
  1433.58        500.000        98.6672                 NaN            NaN            NaN            NaN  0.188530E-002            NaN  0.936753       0.394129                 NaN            NaN            NaN            NaN            NaN
  1431.08        500.000        98.6854                 NaN            NaN            NaN            NaN  0.174422E-002            NaN  0.389286       0.923548                 NaN            NaN            NaN            NaN            NaN
  1428.57        500.000        98.7064                 NaN            NaN            NaN            NaN  0.160927E-002            NaN  0.907849       0.384189                 NaN            NaN            NaN            NaN            NaN
  1426.07        500.000        98.7227                 NaN            NaN            NaN            NaN  0.147847E-002            NaN  0.895092       0.380682                 NaN            NaN            NaN            NaN            NaN
  1423.56        500.000        98.7412                 NaN            NaN            NaN            NaN  0.136198E-002            NaN  0.377435       0.880026                 NaN            NaN            NaN            NaN            NaN
  1421.05        500.000        98.7598                 NaN            NaN            NaN            NaN  0.122859E-002            NaN  0.867122       0.371810                 NaN            NaN            NaN            NaN            NaN
  1418.55        500.000        98.7750                 NaN            NaN            NaN            NaN  0.110814E-002            NaN  0.855856       0.368010                 NaN            NaN            NaN            NaN            NaN
  1416.04        500.000        98.7901                 NaN            NaN            NaN            NaN  0.100234E-002            NaN  0.364185       0.844751                 NaN            NaN            NaN            NaN            NaN
  1413.53        500.000        98.8069                 NaN            NaN            NaN            NaN  0.879115E-003            NaN  0.360522       0.831665                 NaN            NaN            NaN            NaN            NaN
  1411.03        500.000        98.8216                 NaN            NaN            NaN            NaN  0.777523E-003            NaN  0.821480       0.356188                 NaN            NaN            NaN            NaN            NaN
  1408.52        500.000        98.8364                 NaN            NaN            NaN            NaN  0.666614E-003            NaN  0.810319       0.352615                 NaN            NaN            NaN            NaN            NaN
  1406.02        500.000        98.8502                 NaN            NaN            NaN            NaN  0.567584E-003            NaN  0.349510       0.799674                 NaN            NaN            NaN            NaN            NaN
  1403.51        500.000        98.8648                 NaN            NaN            NaN            NaN  0.459471E-003            NaN  0.345639       0.789079                 NaN            NaN            NaN            NaN            NaN
  1401.00        500.000        98.8770                 NaN            NaN            NaN            NaN  0.368780E-003            NaN  0.780405       0.342223                 NaN            NaN            NaN            NaN            NaN
  1398.50        500.000        98.8891                 NaN            NaN            NaN            NaN  0.271080E-003            NaN  0.771537       0.339083                 NaN            NaN            NaN            NaN            NaN
  1395.99        500.000        98.9018                 NaN            NaN            NaN            NaN  0.169555E-003            NaN  0.336168       0.761851                 NaN            NaN            NaN            NaN            NaN
  1393.48        500.000        97.8434                 NaN            NaN            NaN            NaN            NaN            NaN  0.822625       0.777589                 NaN  0.556394                 NaN            NaN            NaN
  1390.98        500.000        97.2431                 NaN            NaN            NaN            NaN            NaN            NaN   1.02927       0.849158                 NaN  0.878428                 NaN            NaN            NaN
  1388.47        500.000        97.3126                 NaN            NaN            NaN            NaN            NaN            NaN   1.00474       0.826877                 NaN  0.855792                 NaN            NaN            NaN
  1385.96        500.000        97.3789                 NaN            NaN            NaN            NaN            NaN            NaN  0.979971       0.807451                 NaN  0.833707                 NaN            NaN            NaN
  1383.46        500.000        97.4432                 NaN            NaN            NaN            NaN            NaN            NaN  0.787638       0.956458                 NaN  0.812753                 NaN            NaN            NaN
  1380.95        500.000        97.5025                 NaN            NaN            NaN            NaN            NaN            NaN  0.771725       0.932624                 NaN  0.793125                 NaN            NaN            NaN
  1378.45        500.000        97.5590                 NaN            NaN            NaN            NaN            NaN            NaN  0.914573       0.752240                 NaN  0.774150                 NaN            NaN            NaN
  1375.94        500.000        97.6118                 NaN            NaN            NaN            NaN            NaN            NaN  0.736415       0.895228                 NaN  0.756511                 NaN            NaN            NaN
  1373.43        500.000        97.6622                 NaN            NaN            NaN            NaN            NaN            NaN  0.877941       0.720339                 NaN  0.739566                 NaN            NaN            NaN
  1370.93        500.000        97.7109                 NaN            NaN            NaN            NaN            NaN            NaN  0.704946       0.861113                 NaN  0.723000                 NaN            NaN            NaN
  1368.42        500.000        97.7589                 NaN            NaN            NaN            NaN            NaN            NaN  0.689271       0.844759                 NaN  0.707073                 NaN            NaN            NaN
  1365.91        500.000        97.8041                 NaN            NaN            NaN            NaN            NaN            NaN  0.828668       0.675525                 NaN  0.691662                 NaN            NaN            NaN
  1363.41        500.000        97.8465                 NaN            NaN            NaN            NaN            NaN            NaN  0.815188       0.661135                 NaN  0.677172                 NaN            NaN            NaN
  1360.90        500.000        97.8872                 NaN            NaN            NaN            NaN            NaN            NaN  0.647477       0.802024                 NaN  0.663308                 NaN            NaN            NaN
  1358.40        500.000        97.9272                 NaN            NaN            NaN            NaN            NaN            NaN  0.635332       0.788008                 NaN  0.649470                 NaN            NaN            NaN
  1355.89        500.000        97.9639                 NaN            NaN            NaN            NaN            NaN            NaN  0.622857       0.776412                 NaN  0.636851                 NaN            NaN            NaN
  1353.38        500.000        97.9987                 NaN            NaN            NaN            NaN            NaN            NaN  0.765888       0.610719                 NaN  0.624684                 NaN            NaN            NaN
  1350.88        500.000        98.0332                 NaN            NaN            NaN            NaN            NaN            NaN  0.598673       0.755511                 NaN  0.612581                 NaN            NaN            NaN
  1348.37        500.000        98.0624                 NaN            NaN            NaN            NaN            NaN            NaN  0.587464       0.747916                 NaN  0.602243                 NaN            NaN            NaN
  1345.86        500.000        98.0964                 NaN            NaN            NaN            NaN            NaN            NaN  0.576944       0.736362                 NaN  0.590288                 NaN            NaN            NaN
  1343.36        500.000        98.1241                 NaN            NaN            NaN            NaN            NaN            NaN  0.566660       0.728681                 NaN  0.580528                 NaN            NaN            NaN
  1340.85        500.000        98.1530                 NaN            NaN            NaN            NaN            NaN            NaN  0.555487       0.721237                 NaN  0.570296                 NaN            NaN            NaN
  1338.35        500.000        98.2050                 NaN            NaN            NaN  0.254073                 NaN            NaN  0.131192       0.805694                 NaN  0.604016                 NaN            NaN            NaN
  1335.84        500.000        98.2291                 NaN            NaN            NaN  0.318604                 NaN            NaN  0.833422       0.977865E-002            NaN  0.609079                 NaN            NaN            NaN
  1333.33        500.000        98.2646                 NaN            NaN            NaN  0.316150                 NaN            NaN  0.823099                 NaN            NaN  0.596121                 NaN            NaN            NaN
  1330.83        500.000        98.2932                 NaN            NaN            NaN  0.303999                 NaN            NaN  0.818934                 NaN            NaN  0.583895                 NaN            NaN            NaN
  1328.32        500.000        98.3324                 NaN            NaN            NaN  0.304893                 NaN            NaN  0.792375                 NaN            NaN  0.570338                 NaN            NaN            NaN
  1325.81        500.000        98.3628                 NaN            NaN            NaN  0.296336                 NaN            NaN  0.782414                 NaN            NaN  0.558439                 NaN            NaN            NaN
  1323.31        500.000        98.3928                 NaN            NaN            NaN  0.292665                 NaN            NaN  0.767541                 NaN            NaN  0.546995                 NaN            NaN            NaN
  1320.80        500.000        98.4085                 NaN            NaN            NaN  0.301374                 NaN            NaN  0.747645                 NaN            NaN  0.542483                 NaN            NaN            NaN
  1318.30        500.000        98.4620                 NaN            NaN            NaN  0.274346                 NaN            NaN  0.744245                 NaN            NaN  0.519362                 NaN            NaN            NaN
  1315.79        500.000        98.4812                 NaN            NaN            NaN  0.270209                 NaN            NaN  0.736034                 NaN            NaN  0.512512                 NaN            NaN            NaN
  1313.28        500.000        98.3529                 NaN            NaN            NaN  0.257157                 NaN            NaN  0.790881                 NaN            NaN  0.546146       0.529491E-001            NaN            NaN
  1310.78        500.000        98.3267                 NaN            NaN            NaN  0.251593                 NaN            NaN  0.797381                 NaN            NaN  0.551654       0.726757E-001            NaN            NaN
  1308.27        500.000        98.3724                 NaN            NaN            NaN  0.246764                 NaN            NaN  0.774354                 NaN            NaN  0.536376       0.701159E-001            NaN            NaN
  1305.76        500.000        98.4138                 NaN            NaN            NaN  0.242079                 NaN            NaN  0.753710                 NaN            NaN  0.522673       0.677831E-001            NaN            NaN
  1303.26        500.000        98.4553                 NaN            NaN            NaN  0.238003                 NaN            NaN  0.731884                 NaN            NaN  0.509319       0.655303E-001            NaN            NaN
  1300.75        500.000        98.4934                 NaN            NaN            NaN  0.232127                 NaN            NaN  0.715755                 NaN            NaN  0.495463       0.632187E-001            NaN            NaN
  1298.25        500.000        98.5307                 NaN            NaN            NaN  0.227130                 NaN            NaN  0.698119                 NaN            NaN  0.482964       0.610726E-001            NaN            NaN
  1295.74        500.000        98.5685                 NaN            NaN            NaN  0.219810                 NaN            NaN  0.682864                 NaN            NaN  0.469923       0.589008E-001            NaN            NaN
  1293.23        500.000        98.6038                 NaN            NaN            NaN  0.216218                 NaN            NaN  0.665107                 NaN            NaN  0.457927       0.569091E-001            NaN            NaN
  1290.73        500.000        98.6407                 NaN            NaN            NaN  0.209607                 NaN            NaN  0.649506                 NaN            NaN  0.445357       0.548652E-001            NaN            NaN
  1288.22        500.000        98.6755                 NaN            NaN            NaN  0.203194                 NaN            NaN  0.635003                 NaN            NaN  0.433370       0.529135E-001            NaN            NaN
  1285.71        500.000        98.7078                 NaN            NaN            NaN  0.197958                 NaN            NaN  0.621222                 NaN            NaN  0.421967       0.510487E-001            NaN            NaN
  1283.21        500.000        98.7408                 NaN            NaN            NaN  0.192839                 NaN            NaN  0.606378                 NaN            NaN  0.410715       0.492400E-001            NaN            NaN
  1280.70        500.000        98.7730                 NaN            NaN            NaN  0.186791                 NaN            NaN  0.593139                 NaN            NaN  0.399564       0.474567E-001            NaN            NaN
  1278.20        500.000        98.8051                 NaN            NaN            NaN  0.180976                 NaN            NaN  0.579571                 NaN            NaN  0.388599       0.457343E-001            NaN            NaN
  1275.69        500.000        98.8399                 NaN            NaN            NaN  0.173442                 NaN            NaN  0.565066                 NaN            NaN  0.377577       0.440035E-001            NaN            NaN
  1273.18        500.000        98.8636                 NaN            NaN            NaN  0.169844                 NaN            NaN  0.556451                 NaN            NaN  0.367706       0.424094E-001            NaN            NaN
  1270.68        500.000        98.8906                 NaN            NaN            NaN  0.164760                 NaN            NaN  0.545005                 NaN            NaN  0.358745       0.409241E-001            NaN            NaN
  1268.17        500.000        98.9233                 NaN            NaN            NaN  0.158180                 NaN            NaN  0.531790                 NaN            NaN  0.347491       0.392793E-001            NaN            NaN
  1265.66        500.000        98.9497                 NaN            NaN            NaN  0.153638                 NaN            NaN  0.520215                 NaN            NaN  0.338586       0.378751E-001            NaN            NaN
  1263.16        500.000        98.9766                 NaN            NaN            NaN  0.148446                 NaN            NaN  0.509197                 NaN            NaN  0.329363       0.364399E-001            NaN            NaN
  1260.65        500.000        93.0366                 NaN            NaN            NaN  0.337479                 NaN            NaN   1.47993                 NaN            NaN  0.978666       0.143281        4.02402                 NaN
  1258.15        500.000        92.2578                 NaN            NaN            NaN  0.344052                 NaN            NaN   1.59788                 NaN            NaN   1.04781       0.153774        4.59868                 NaN
  1255.64        500.000        92.9462                 NaN            NaN            NaN  0.305233                 NaN            NaN   1.47557                 NaN            NaN  0.956750       0.138060        4.17819                 NaN
  1253.13        500.000        93.5367                 NaN            NaN            NaN  0.271740                 NaN            NaN   1.36877                 NaN            NaN  0.877839       0.124522        3.82044                 NaN
  1250.63        500.000        94.0403                 NaN            NaN            NaN  0.243546                 NaN            NaN   1.27651                 NaN            NaN  0.809596       0.112861        3.51714                 NaN
  1248.12        500.000        94.4829                 NaN            NaN            NaN  0.218230                 NaN            NaN   1.19472                 NaN            NaN  0.749094       0.102539        3.25250                 NaN
  1245.61        500.000        94.8671                 NaN            NaN            NaN  0.197501                 NaN            NaN   1.12227                 NaN            NaN  0.695837       0.935145E-001   3.02375                 NaN
  1243.11        500.000        95.2132                 NaN            NaN            NaN  0.178748                 NaN            NaN   1.05602                 NaN            NaN  0.647447       0.853874E-001   2.81920                 NaN
  1240.60        500.000        95.5211                 NaN            NaN            NaN  0.158765                 NaN            NaN   1.00105                 NaN            NaN  0.603936       0.779187E-001   2.63722                 NaN
  1238.10        500.000        95.7978                 NaN            NaN            NaN  0.141020                 NaN            NaN  0.950652                 NaN            NaN  0.564335       0.712408E-001   2.47497                 NaN
  1235.59        500.000        96.0495                 NaN            NaN            NaN  0.124640                 NaN            NaN  0.905463                 NaN            NaN  0.528506       0.650191E-001   2.32688                 NaN
  1233.08        500.000        96.2768                 NaN            NaN            NaN  0.107710                 NaN            NaN  0.866668                 NaN            NaN  0.495659       0.593817E-001   2.19374                 NaN
  1230.58        500.000        96.4819                 NaN            NaN            NaN  0.904762E-001            NaN            NaN  0.835136                 NaN            NaN  0.465764       0.541435E-001   2.07258                 NaN
  1228.07        500.000        96.6709                 NaN            NaN            NaN  0.701792E-001            NaN            NaN  0.811056                 NaN            NaN  0.438515       0.490771E-001   1.96031                 NaN
  1225.56        500.000        96.8335                 NaN            NaN            NaN  0.479059E-001            NaN            NaN  0.798631                 NaN            NaN  0.414647       0.443218E-001   1.86102                 NaN
  1223.06        500.000        96.9789                 NaN            NaN            NaN  0.126100E-001            NaN            NaN  0.807780                 NaN            NaN  0.393651       0.392178E-001   1.76788                 NaN
  1220.55        500.000        97.1188                 NaN            NaN            NaN            NaN            NaN            NaN  0.788764                 NaN            NaN  0.374464       0.351411E-001   1.68288                 NaN
  1218.05        500.000        97.2610                 NaN            NaN            NaN            NaN            NaN            NaN  0.750060                 NaN            NaN  0.354048       0.321156E-001   1.60274                 NaN
  1215.54        500.000        97.4019                 NaN            NaN            NaN            NaN            NaN            NaN  0.710170                 NaN            NaN  0.334250       0.292815E-001   1.52442                 NaN
  1213.03        500.000        84.5120                 NaN            NaN            NaN            NaN            NaN            NaN   2.12073                 NaN            NaN   1.37598       0.758065E-001   6.35320        5.56232     
  1210.53        500.000        68.9441                 NaN            NaN            NaN  0.122028                 NaN            NaN   3.64086                 NaN            NaN   2.61842       0.130923        12.1150        12.4287     
  1208.02        500.000        73.7625                 NaN            NaN            NaN  0.904721E-001            NaN            NaN   3.11211                 NaN            NaN   2.21290       0.105238        10.2231        10.4936     
  1205.51        500.000        77.5283                 NaN            NaN            NaN            NaN            NaN            NaN   2.78157                 NaN            NaN   1.89760       0.832557E-001   8.74809        8.96124     
  1203.01        500.000        79.5659                 NaN            NaN            NaN  0.226559                 NaN            NaN   1.56924       0.520454                 NaN   1.68970       0.885477E-001   8.04317        8.29645     
  1200.50        500.000        83.0348                 NaN            NaN            NaN            NaN            NaN            NaN  0.773919        1.30611                 NaN   1.41812       0.602329E-001   6.65299        6.75378     
  1197.99        500.000        79.5708                 NaN            NaN            NaN  0.122102                 NaN            NaN   2.14584       0.902835E-006            NaN   1.68925       0.714454E-001   8.01797        8.38254     
  1195.49        500.000        83.1606                 NaN            NaN            NaN            NaN            NaN            NaN  0.836429        1.16961                 NaN   1.36059       0.582304E-001   6.75494        6.65963     
  1192.98        500.000        85.3383                 NaN            NaN            NaN            NaN            NaN            NaN  0.597685        1.06729                 NaN   1.17699       0.499238E-001   5.94905        5.82078     
  1190.48        500.000        80.0689                 NaN            NaN            NaN            NaN            NaN            NaN   1.59828       0.541355                 NaN   1.57776       0.580582E-001   8.24953        7.90611     
  1187.97        500.000                 NaN            NaN            NaN            NaN   1.34202                 NaN            NaN   6.61537       0.103375E-004            NaN   7.04813       0.425245        43.3358        41.2334     
  1185.46        500.000                 NaN            NaN            NaN            NaN   1.36566                 NaN            NaN   6.57659       0.372690E-004            NaN   7.04665       0.426342        43.3390        41.2457     
  1182.96        500.000                 NaN            NaN            NaN            NaN   1.38883                 NaN            NaN   6.53863       0.332851E-004            NaN   7.04519       0.427416        43.3420        41.2579     
  1180.45        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.06598        5.85101                 NaN   7.23591       0.337339        42.8321        40.6777     
  1177.94        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.96541        5.95532       0.375537E-003   7.24117       0.336090        42.8216        40.6801     
  1175.44        500.000                 NaN            NaN            NaN            NaN   1.45536                 NaN            NaN   6.42975       0.354053E-004            NaN   7.04093       0.430505        43.3503        41.2931     
  1172.93        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.71153        6.21896       0.440657E-005   7.24599       0.333339        42.8047        40.6854     
  1170.43        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.187197        8.78188                 NaN   7.24473       0.323353        42.7706        40.6922     
  1167.92        500.000                 NaN            NaN            NaN            NaN   1.49886                 NaN            NaN   6.36409       0.105143E-003            NaN   7.05583       0.431535        43.3270        41.3226     
  1165.41        500.000                 NaN            NaN            NaN            NaN   1.51273                 NaN            NaN   6.33546       0.296938E-005            NaN   7.04677       0.433288        43.3429        41.3289     
  1162.91        500.000                 NaN            NaN            NaN            NaN   1.51994                 NaN            NaN   6.33957       0.113584E-004            NaN   7.04828       0.433066        43.3211        41.3381     
  1160.40        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.23441        6.71646       0.128517E-004   7.28060       0.327803        42.7441        40.6966     
  1157.89        500.000                 NaN            NaN            NaN            NaN   1.46658                 NaN            NaN   6.42472       0.730092E-005            NaN   7.00637       0.430235        43.3602        41.3119     
  1155.39        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.75919        3.21473                 NaN   7.29856       0.321873        42.7033        40.7023     
  1152.88        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.178573E-004   6.11071        2.86720        7.30414       0.320836        42.6921        40.7050     
  1150.38        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.31334        2.66955                 NaN   7.30938       0.319613        42.6807        40.7075     
  1147.87        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.70459       0.341936E-004   7.27020        7.30857       0.320541        42.6879        40.7081     
  1145.36        500.000                 NaN            NaN            NaN            NaN   1.67182                 NaN            NaN   6.07724       0.467271E-003            NaN   7.03572       0.440259        43.3611        41.4134     
  1142.86        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.91539        2.07889                 NaN   7.32594       0.315506        42.6511        40.7132     
  1140.35        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.28511        1.71877                 NaN   7.33314       0.313397        42.6323        40.7172     
  1137.84        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.36312        1.64209                 NaN   7.33625       0.312643        42.6271        40.7188     
  1135.34        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.168854        8.81604                 NaN   7.34597       0.318925        42.6358        40.7144     
  1132.83        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.391345        8.62674                 NaN   7.35373       0.309722        42.5964        40.7221     
  1130.33        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.02928       0.146629E-005            NaN   7.35994       0.305465        42.5792        40.7261     
  1127.82        500.000                 NaN            NaN            NaN            NaN   1.08678                 NaN            NaN   7.15978                 NaN            NaN   7.17181       0.382293        43.0102        41.1892     
  1125.31        500.000                 NaN            NaN            NaN            NaN   1.24922                 NaN            NaN   6.87746                 NaN            NaN   7.14311       0.394468        43.0755        41.2603     
  1122.81        500.000                 NaN            NaN            NaN            NaN   1.34699                 NaN            NaN   6.70792                 NaN            NaN   7.12634       0.401701        43.1130        41.3041     
  1120.30        500.000                 NaN            NaN            NaN            NaN   1.41944                 NaN            NaN   6.58256                 NaN            NaN   7.11433       0.406986        43.1395        41.3371     
  1117.79        500.000                 NaN            NaN            NaN            NaN   1.47835                 NaN            NaN   6.48084                 NaN            NaN   7.10484       0.411229        43.1603        41.3645     
  1115.29        500.000                 NaN            NaN            NaN            NaN   1.52836                 NaN            NaN   6.39466                 NaN            NaN   7.09702       0.414788        43.1771        41.3881     
  1112.78        500.000                 NaN            NaN            NaN            NaN   1.57216                 NaN            NaN   6.31926                 NaN            NaN   7.09033       0.417876        43.1913        41.4090     
  1110.28        500.000                 NaN            NaN            NaN            NaN   1.91767                 NaN            NaN   5.68598                 NaN            NaN   7.01557       0.449728        43.3775        41.5535     
  1107.77        500.000                 NaN            NaN            NaN            NaN   1.92973                 NaN            NaN   5.66679                 NaN            NaN   7.01508       0.450236        43.3771        41.5611     
  1105.26        500.000                 NaN            NaN            NaN            NaN   1.94146                 NaN            NaN   5.64808                 NaN            NaN   7.01461       0.450733        43.3766        41.5686     
  1102.76        500.000                 NaN            NaN            NaN            NaN   1.95296                 NaN            NaN   5.62977                 NaN            NaN   7.01418       0.451214        43.3760        41.5759     
  1100.25        500.000                 NaN            NaN            NaN            NaN   1.96428                 NaN            NaN   5.61174                 NaN            NaN   7.01375       0.451688        43.3754        41.5832     
  1097.74        500.000                 NaN            NaN            NaN            NaN   1.97537                 NaN            NaN   5.59414                 NaN            NaN   7.01337       0.452146        43.3746        41.5903     
  1095.24        500.000                 NaN            NaN            NaN            NaN   1.98627                 NaN            NaN   5.57686                 NaN            NaN   7.01301       0.452597        43.3738        41.5975     
  1092.73        500.000                 NaN            NaN            NaN            NaN   1.99696                 NaN            NaN   5.55995                 NaN            NaN   7.01268       0.453032        43.3729        41.6045     
  1090.23        500.000                 NaN            NaN            NaN            NaN   2.00745                 NaN            NaN   5.54337                 NaN            NaN   7.01239       0.453456        43.3719        41.6114     
  1087.72        500.000                 NaN            NaN            NaN            NaN   2.01776                 NaN            NaN   5.52712                 NaN            NaN   7.01213       0.453868        43.3708        41.6183     
  1085.21        500.000                 NaN            NaN            NaN            NaN   2.02789                 NaN            NaN   5.51120                 NaN            NaN   7.01189       0.454269        43.3697        41.6251     
  1082.71        500.000                 NaN            NaN            NaN            NaN   2.03782                 NaN            NaN   5.49560                 NaN            NaN   7.01169       0.454659        43.3684        41.6318     
  1080.20        500.000                 NaN            NaN            NaN            NaN   2.04760                 NaN            NaN   5.48029                 NaN            NaN   7.01151       0.455038        43.3671        41.6385     
  1077.69        500.000                 NaN            NaN            NaN            NaN   2.05719                 NaN            NaN   5.46529                 NaN            NaN   7.01137       0.455405        43.3657        41.6451     
  1075.19        500.000                 NaN            NaN            NaN            NaN   2.06658                 NaN            NaN   5.45061                 NaN            NaN   7.01119       0.455761        43.3643        41.6516     
  1072.68        500.000                 NaN            NaN            NaN            NaN   2.07591                 NaN            NaN   5.43613                 NaN            NaN   7.01117       0.456111        43.3626        41.6580     
