|6.6.6
Archiving\03_Data\frac/QFM_m1.25/EETA/EETA_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       pxmn           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1536.34        2500.00        99.0883                 NaN            NaN            NaN  0.857713E-001            NaN  0.825944                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.0909                 NaN            NaN            NaN  0.796363E-001            NaN  0.829483                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.1023                 NaN            NaN            NaN  0.804132E-001            NaN  0.817292                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.1116                 NaN            NaN            NaN  0.772521E-001            NaN  0.811118                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.1213                 NaN            NaN            NaN  0.767499E-001            NaN  0.801943                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.1307                 NaN            NaN            NaN  0.750861E-001            NaN  0.794233                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.1379                 NaN            NaN            NaN  0.710344E-001            NaN  0.791069                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.1462                 NaN            NaN            NaN  0.695587E-001            NaN  0.784222                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.1181                 NaN            NaN            NaN  0.536294E-001            NaN  0.648486       0.179797                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        98.9141                 NaN            NaN            NaN  0.179379E-001            NaN            NaN   1.06795                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        98.9065                 NaN            NaN            NaN            NaN            NaN            NaN   1.09347                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        98.9020                 NaN            NaN            NaN            NaN            NaN            NaN   1.09800                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        98.8944                 NaN            NaN            NaN            NaN            NaN            NaN   1.10564                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        98.8767                 NaN            NaN            NaN            NaN            NaN            NaN   1.12328                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        98.8666                 NaN            NaN            NaN  0.409010E-005            NaN            NaN   1.13337                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        98.8428                 NaN            NaN            NaN            NaN            NaN            NaN   1.15724                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        98.8245                 NaN            NaN            NaN            NaN            NaN            NaN   1.17552                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        98.7234                 NaN            NaN            NaN            NaN            NaN            NaN  0.124046        1.15251                 NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.2655                 NaN            NaN            NaN            NaN            NaN            NaN   1.22895       0.505584                 NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.2903                 NaN            NaN            NaN            NaN            NaN            NaN  0.501362        1.20832                 NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.3172                 NaN            NaN            NaN            NaN            NaN            NaN  0.497663        1.18510                 NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.3375                 NaN            NaN            NaN            NaN            NaN            NaN  0.495248        1.16723                 NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.3608                 NaN            NaN            NaN            NaN            NaN            NaN  0.489189        1.14996                 NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.3923                 NaN            NaN            NaN  0.737734E-001            NaN            NaN   1.17555       0.358332                 NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.4186                 NaN            NaN            NaN  0.115838                 NaN            NaN   1.18451       0.281002                 NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.4402                 NaN            NaN            NaN  0.111509                 NaN            NaN   1.16339       0.284867                 NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.4559                 NaN            NaN            NaN  0.108894                 NaN            NaN   1.14800       0.287171                 NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.4801                 NaN            NaN            NaN  0.102667                 NaN            NaN   1.12275       0.294428                 NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.4963                 NaN            NaN            NaN  0.100117                 NaN            NaN   1.10834       0.295210                 NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.5142                 NaN            NaN            NaN  0.964262E-001            NaN            NaN  0.298179        1.09117                 NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.5305                 NaN            NaN            NaN  0.930216E-001            NaN            NaN  0.298590        1.07788                 NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.5469                 NaN            NaN            NaN  0.895709E-001            NaN            NaN  0.305949        1.05758                 NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.5640                 NaN            NaN            NaN  0.860308E-001            NaN            NaN  0.308374        1.04159                 NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.5798                 NaN            NaN            NaN  0.826245E-001            NaN            NaN   1.02670       0.310901                 NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.5840                 NaN            NaN            NaN  0.808501E-001            NaN            NaN  0.311813        1.02337                 NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.5103                 NaN            NaN            NaN  0.143353                 NaN            NaN   1.12910       0.217219                 NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.7217                 NaN            NaN            NaN  0.516865E-002            NaN            NaN  0.851423       0.421700                 NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.6345                 NaN            NaN            NaN  0.707339E-001            NaN            NaN  0.319103       0.975703                 NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.6464                 NaN            NaN            NaN  0.678957E-001            NaN            NaN  0.321862       0.963845                 NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.6587                 NaN            NaN            NaN  0.650877E-001            NaN            NaN  0.323854       0.952359                 NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.6699                 NaN            NaN            NaN  0.623869E-001            NaN            NaN  0.325841       0.941872                 NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.6785                 NaN            NaN            NaN  0.598897E-001            NaN            NaN  0.327532       0.934119                 NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        98.6923                 NaN            NaN            NaN  0.568576E-001            NaN            NaN  0.921146       0.329702                 NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        98.6984                 NaN            NaN            NaN  0.531610E-001  0.161599E-002            NaN  0.339307       0.907488                 NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        98.7114                 NaN            NaN            NaN  0.522340E-001            NaN            NaN  0.331167       0.905157                 NaN            NaN            NaN            NaN            NaN
  1423.56        2500.00        98.7173                 NaN            NaN            NaN  0.494682E-001            NaN            NaN  0.334615       0.898623                 NaN            NaN            NaN            NaN            NaN
  1421.05        2500.00        98.7262                 NaN            NaN            NaN  0.467967E-001            NaN            NaN  0.890351       0.336681                 NaN            NaN            NaN            NaN            NaN
  1418.55        2500.00        98.7315                 NaN            NaN            NaN  0.446887E-001            NaN            NaN  0.338403       0.885417                 NaN            NaN            NaN            NaN            NaN
  1416.04        2500.00        98.6261                 NaN            NaN            NaN  0.707807E-001            NaN            NaN  0.891140       0.345050                 NaN  0.669245E-001            NaN            NaN            NaN
  1413.53        2500.00        96.9147                 NaN            NaN            NaN  0.514422                 NaN            NaN   1.09172       0.402815                 NaN   1.07632                 NaN            NaN            NaN
  1411.03        2500.00        96.9974                 NaN            NaN            NaN  0.511124                 NaN            NaN  0.369177        1.07329                 NaN   1.04897                 NaN            NaN            NaN
  1408.52        2500.00        97.0656                 NaN            NaN            NaN  0.511846                 NaN            NaN   1.05876       0.336888                 NaN   1.02695                 NaN            NaN            NaN
  1406.02        2500.00        97.1256                 NaN            NaN            NaN  0.512534                 NaN            NaN   1.04870       0.306557                 NaN   1.00658                 NaN            NaN            NaN
  1403.51        2500.00        97.1969                 NaN            NaN            NaN  0.510441                 NaN            NaN   1.03282       0.277116                 NaN  0.982722                 NaN            NaN            NaN
  1401.00        2500.00        97.2595                 NaN            NaN            NaN  0.510039                 NaN            NaN   1.02040       0.247772                 NaN  0.962261                 NaN            NaN            NaN
  1398.50        2500.00        97.3196                 NaN            NaN            NaN  0.509304                 NaN            NaN   1.00807       0.220908                 NaN  0.942085                 NaN            NaN            NaN
  1395.99        2500.00        97.3752                 NaN            NaN            NaN  0.508429                 NaN            NaN  0.998480       0.194729                 NaN  0.923139                 NaN            NaN            NaN
  1393.48        2500.00        97.4307                 NaN            NaN            NaN  0.507097                 NaN            NaN  0.988172       0.169475                 NaN  0.904541                 NaN            NaN            NaN
  1390.98        2500.00        97.4846                 NaN            NaN            NaN  0.505562                 NaN            NaN  0.977988       0.145819                 NaN  0.886054                 NaN            NaN            NaN
  1388.47        2500.00        97.5343                 NaN            NaN            NaN  0.504027                 NaN            NaN  0.123202       0.969654                 NaN  0.868784                 NaN            NaN            NaN
  1385.96        2500.00        97.5785                 NaN            NaN            NaN  0.503404                 NaN            NaN  0.102865       0.961659                 NaN  0.853544                 NaN            NaN            NaN
  1383.46        2500.00        97.6359                 NaN            NaN            NaN  0.498767                 NaN            NaN  0.824794E-001  0.949429                 NaN  0.833430                 NaN            NaN            NaN
  1380.95        2500.00        97.6804                 NaN            NaN            NaN  0.496854                 NaN            NaN  0.620804E-001  0.942486                 NaN  0.818180                 NaN            NaN            NaN
  1378.45        2500.00        97.7227                 NaN            NaN            NaN  0.494270                 NaN            NaN  0.440791E-001  0.936114                 NaN  0.802823                 NaN            NaN            NaN
  1375.94        2500.00        97.7668                 NaN            NaN            NaN  0.491188                 NaN            NaN  0.260208E-001  0.928433                 NaN  0.787528                 NaN            NaN            NaN
  1373.43        2500.00        97.8098                 NaN            NaN            NaN  0.488281                 NaN            NaN  0.101345E-001  0.919575                 NaN  0.772192                 NaN            NaN            NaN
  1370.93        2500.00        97.8505                 NaN            NaN            NaN  0.481458                 NaN            NaN  0.911701                 NaN            NaN  0.756328                 NaN            NaN            NaN
  1368.42        2500.00        97.8853                 NaN            NaN            NaN  0.477898                 NaN            NaN  0.893403                 NaN            NaN  0.743356                 NaN            NaN            NaN
  1365.91        2500.00        97.9169                 NaN            NaN            NaN  0.467710                 NaN            NaN  0.884163                 NaN            NaN  0.731219                 NaN            NaN            NaN
  1363.41        2500.00        97.9611                 NaN            NaN            NaN  0.454003                 NaN            NaN  0.873339                 NaN            NaN  0.711521                 NaN            NaN            NaN
  1360.90        2500.00        97.9892                 NaN            NaN            NaN  0.447071                 NaN            NaN  0.863274                 NaN            NaN  0.700496                 NaN            NaN            NaN
  1358.40        2500.00        98.0244                 NaN            NaN            NaN  0.441876                 NaN            NaN  0.846607                 NaN            NaN  0.687096                 NaN            NaN            NaN
  1355.89        2500.00        98.0551                 NaN            NaN            NaN  0.433160                 NaN            NaN  0.837442                 NaN            NaN  0.674306                 NaN            NaN            NaN
  1353.38        2500.00        98.0893                 NaN            NaN            NaN  0.426069                 NaN            NaN  0.823384                 NaN            NaN  0.661208                 NaN            NaN            NaN
  1350.88        2500.00        98.1135                 NaN            NaN            NaN  0.430382                 NaN            NaN  0.802943                 NaN            NaN  0.653174                 NaN            NaN            NaN
  1348.37        2500.00        98.1533                 NaN            NaN            NaN  0.406229                 NaN            NaN  0.806520                 NaN            NaN  0.633966                 NaN            NaN            NaN
  1345.86        2500.00        98.1729                 NaN            NaN            NaN  0.408585                 NaN            NaN  0.790859                 NaN            NaN  0.627696                 NaN            NaN            NaN
  1343.36        2500.00        97.9454                 NaN            NaN            NaN  0.302129       0.129029                 NaN  0.959937                 NaN            NaN  0.663537                 NaN            NaN            NaN
  1340.85        2500.00        97.9000                 NaN            NaN            NaN  0.263159       0.169011                 NaN   1.00163                 NaN            NaN  0.666252                 NaN            NaN            NaN
  1338.35        2500.00        97.9437                 NaN            NaN            NaN  0.253164       0.166202                 NaN  0.985695                 NaN            NaN  0.651279                 NaN            NaN            NaN
  1335.84        2500.00        97.9925                 NaN            NaN            NaN  0.247629       0.161795                 NaN  0.961899                 NaN            NaN  0.636135                 NaN            NaN            NaN
  1333.33        2500.00        98.0387                 NaN            NaN            NaN  0.238311       0.157184                 NaN  0.944647                 NaN            NaN  0.621109                 NaN            NaN            NaN
  1330.83        2500.00        98.0866                 NaN            NaN            NaN  0.234481       0.152262                 NaN  0.919887                 NaN            NaN  0.606741                 NaN            NaN            NaN
  1328.32        2500.00        98.1322                 NaN            NaN            NaN  0.225843       0.147531                 NaN  0.902407                 NaN            NaN  0.592065                 NaN            NaN            NaN
  1325.81        2500.00        98.1767                 NaN            NaN            NaN  0.221027       0.142900                 NaN  0.880953                 NaN            NaN  0.578407                 NaN            NaN            NaN
  1323.31        2500.00        98.2199                 NaN            NaN            NaN  0.214340       0.138080                 NaN  0.862857                 NaN            NaN  0.564827                 NaN            NaN            NaN
  1320.80        2500.00        98.2625                 NaN            NaN            NaN  0.209591       0.133430                 NaN  0.842698                 NaN            NaN  0.551809                 NaN            NaN            NaN
  1318.30        2500.00        98.3040                 NaN            NaN            NaN  0.202467       0.128667                 NaN  0.826166                 NaN            NaN  0.538731                 NaN            NaN            NaN
  1315.79        2500.00        98.3443                 NaN            NaN            NaN  0.196964       0.124291                 NaN  0.808286                 NaN            NaN  0.526193                 NaN            NaN            NaN
  1313.28        2500.00        98.3832                 NaN            NaN            NaN  0.190560       0.119806                 NaN  0.792452                 NaN            NaN  0.513998                 NaN            NaN            NaN
  1310.78        2500.00        98.4213                 NaN            NaN            NaN  0.186132       0.115586                 NaN  0.774712                 NaN            NaN  0.502301                 NaN            NaN            NaN
  1308.27        2500.00        98.4573                 NaN            NaN            NaN  0.179576       0.111349                 NaN  0.760979                 NaN            NaN  0.490790                 NaN            NaN            NaN
  1305.76        2500.00        98.4929                 NaN            NaN            NaN  0.172785       0.107335                 NaN  0.747332                 NaN            NaN  0.479661                 NaN            NaN            NaN
  1303.26        2500.00        98.5273                 NaN            NaN            NaN  0.165922       0.103407                 NaN  0.734913                 NaN            NaN  0.468439                 NaN            NaN            NaN
  1300.75        2500.00        98.5609                 NaN            NaN            NaN  0.161867       0.996116E-001            NaN  0.719418                 NaN            NaN  0.458180                 NaN            NaN            NaN
  1298.25        2500.00        98.5934                 NaN            NaN            NaN  0.155812       0.958559E-001            NaN  0.706963                 NaN            NaN  0.447926                 NaN            NaN            NaN
  1295.74        2500.00        98.6231                 NaN            NaN            NaN  0.148288       0.920444E-001            NaN  0.698440                 NaN            NaN  0.438167                 NaN            NaN            NaN
  1293.23        2500.00        81.2547                 NaN            NaN            NaN  0.603734       0.765473                 NaN   4.03915                 NaN            NaN   2.73358        10.6033                 NaN            NaN
  1290.73        2500.00        71.5073                 NaN            NaN            NaN  0.496907        1.06840                 NaN   5.77098       0.712626                 NaN   3.99818        16.4456                 NaN            NaN
  1288.22        2500.00        77.1968                 NaN            NaN            NaN  0.157125       0.808317                 NaN   5.65933                 NaN            NaN   3.22764        12.9508                 NaN            NaN
  1285.71        2500.00        80.9770                 NaN            NaN            NaN  0.160133E-001  0.643428                 NaN   4.97966                 NaN            NaN   2.71476        10.6691                 NaN            NaN
  1283.21        2500.00        83.6964                 NaN            NaN            NaN            NaN  0.525147                 NaN   4.37282                 NaN            NaN   2.35239        9.05321                 NaN            NaN
  1280.70        2500.00        85.7698                 NaN            NaN            NaN            NaN  0.440250                 NaN   3.88222                 NaN            NaN   2.07311        7.83466                 NaN            NaN
  1278.20        2500.00        87.3716                 NaN            NaN            NaN            NaN  0.352015                 NaN   3.51070                 NaN            NaN   1.85449        6.89803       0.132065E-001            NaN
  1275.69        2500.00        87.7270                 NaN            NaN            NaN            NaN  0.120677E-001            NaN   1.70954        1.93586                 NaN   1.76747        6.64346       0.204559                 NaN
  1273.18        2500.00        88.9161                 NaN            NaN            NaN  0.123613E-001            NaN            NaN   3.31600                 NaN            NaN   1.65337        5.93714       0.165029                 NaN
  1270.68        2500.00        89.1553                 NaN            NaN            NaN  0.181493E-004  0.876724E-001            NaN  0.607722        2.51840                 NaN   1.61478        5.88249       0.133627                 NaN
  1268.17        2500.00        91.2505                 NaN            NaN            NaN            NaN            NaN            NaN   2.75349                 NaN            NaN   1.27872        4.58940       0.127843                 NaN
  1265.66        2500.00        77.9514                 NaN            NaN            NaN            NaN            NaN            NaN  0.739927E-001   3.19364        2.70829        3.40764        12.2861       0.378963                 NaN
  1263.16        2500.00        98.9577                 NaN            NaN            NaN  0.513045E-001            NaN            NaN  0.567133                 NaN            NaN  0.117289       0.306579                 NaN            NaN
  1260.65        2500.00        19.4836        79.8689                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.187127       0.454974       0.540691E-002            NaN
  1258.15        2500.00        92.0282                 NaN            NaN            NaN            NaN            NaN            NaN   2.98680       0.636121                 NaN   1.12679        3.15833       0.637328E-001            NaN
  1255.64        2500.00        94.1082                 NaN            NaN            NaN            NaN            NaN            NaN   1.88989                 NaN            NaN  0.881185        3.04796       0.727529E-001            NaN
  1253.13        2500.00        95.6168                 NaN            NaN            NaN            NaN            NaN            NaN  0.498448       0.733700                 NaN  0.575251        2.50647       0.693374E-001            NaN
  1250.63        2500.00        93.1036                 NaN            NaN            NaN            NaN            NaN            NaN   1.96010                 NaN            NaN   1.05579        3.79343       0.871066E-001            NaN
  1248.12        2500.00        88.1335                 NaN            NaN            NaN  0.909556E-002            NaN            NaN   3.44539       0.190396       0.104121E-005   1.80016        6.24798       0.173503                 NaN
  1245.61        2500.00        99.5548                 NaN            NaN            NaN  0.898452E-001            NaN            NaN            NaN            NaN            NaN            NaN  0.252328       0.169467E-002  0.101318     
  1243.11        2500.00        99.7718                 NaN            NaN            NaN  0.127572E-001            NaN            NaN  0.762763E-001            NaN            NaN  0.415751E-003  0.135331       0.345623E-002            NaN
  1240.60        2500.00        99.6210                 NaN            NaN            NaN            NaN            NaN            NaN  0.596107E-001  0.820338E-001  0.242759E-005  0.248346E-001  0.207485       0.499851E-002            NaN
  1238.10        2500.00        97.8958                 NaN            NaN            NaN            NaN            NaN            NaN  0.372927       0.145078                 NaN  0.436133        1.10964       0.404177E-001            NaN
  1235.59        2500.00        91.9325                 NaN            NaN            NaN            NaN            NaN            NaN   1.42614       0.767464                 NaN   1.17902        4.56875       0.126159                 NaN
  1233.08        2500.00        89.6535                 NaN            NaN            NaN            NaN            NaN            NaN  0.452550        1.37511       0.103820E-005   1.09671        4.56990       0.527233E-001   2.79946     
  1230.58        2500.00        84.8664                 NaN            NaN            NaN            NaN            NaN            NaN  0.496984        1.95419                 NaN   1.48838        6.47039       0.948959E-001   4.62876     
  1228.07        2500.00        73.2009                 NaN            NaN            NaN            NaN            NaN            NaN  0.136403        3.84175                 NaN   2.55621        11.7728       0.163963        8.32790     
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.196094        12.4980                 NaN   8.74328        46.0016       0.619326        31.9416     
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.90011        10.7550                 NaN   8.81526        45.9756       0.624124        31.9300     
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.96374        10.6916                 NaN   8.82576        45.9647       0.623363        31.9309     
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.02437        10.6313                 NaN   8.83544        45.9544       0.622652        31.9318     
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.00617        4.87441        5.78588        8.84800        45.9310       0.619511        31.9351     
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.13660        10.5197                 NaN   8.85262        45.9357       0.621367        31.9340     
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.18851        10.4681                 NaN   8.86023        45.9271       0.620787        31.9352     
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.17488        5.56563        4.92521        8.87035        45.9075       0.618142        31.9383     
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.22493        5.77021        4.67043        8.87668        45.9005       0.617744        31.9395     
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.27235        10.3929                 NaN   8.88256        45.8940       0.617377        31.9409     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.31667        10.3483                 NaN   8.88798        45.8878       0.617032        31.9422     
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.35826        10.3065                 NaN   8.89300        45.8819       0.616712        31.9436     
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.39719        10.2674                 NaN   8.89764        45.8764       0.616415        31.9450     
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.37531        10.2903                 NaN   8.90133        45.8705       0.615944        31.9467     
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.30616        10.3615                 NaN   8.90457        45.8640       0.615297        31.9485     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.23990        10.4298                 NaN   8.90798        45.8573       0.614633        31.9504     
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.17763        10.4941                 NaN   8.91157        45.8505       0.613956        31.9522     
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.11985        10.5540                 NaN   8.91532        45.8435       0.613265        31.9540     
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.06791        10.6081                 NaN   8.91920        45.8364       0.612572        31.9559     
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.02274        10.6552                 NaN   8.92320        45.8293       0.611883        31.9577     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.97943        10.7134                 NaN   8.96890        45.7740       0.606226        31.9581     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.94693        10.7473                 NaN   8.97252        45.7677       0.605671        31.9599     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.92523        10.7703                 NaN   8.97624        45.7615       0.605142        31.9616     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.91294        10.7837                 NaN   8.98000        45.7553       0.604644        31.9634     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.91411        10.7833                 NaN   8.98377        45.7495       0.604207        31.9651     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.92355        10.7744                 NaN   8.98747        45.7439       0.603816        31.9669     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.09855        7.00130        4.59943        9.00296        45.7305       0.602258        31.9650     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.7511                 NaN            NaN   8.99397        45.6863       0.593116        31.9755     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.7540                 NaN            NaN   9.00366        45.6737       0.591881        31.9768     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.7475       0.166263E-001            NaN   9.01743        45.6502       0.588842        31.9794     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.7656                 NaN            NaN   9.02510        45.6406       0.588057        31.9806     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.7648                 NaN            NaN   9.03373        45.6328       0.587609        31.9811     
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.7403       0.334722E-001            NaN   9.04432        45.6129       0.585026        31.9840     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.5700       0.204645                 NaN   9.04976        45.6049       0.584584        31.9861     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.4189       0.356679                 NaN   9.05528        45.5968       0.584117        31.9882     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.2832       0.493344                 NaN   9.06086        45.5886       0.583631        31.9904     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.1607       0.617008                 NaN   9.06648        45.5802       0.583127        31.9925     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.3453        2.35131                 NaN   9.03693        45.6781       0.600584        31.9878     
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.36186        10.3341                 NaN   9.03778        45.6760       0.600605        31.9897     
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.3267        2.36870                 NaN   9.03855        45.6738       0.600626        31.9916     
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.3224        2.37239                 NaN   9.03925        45.6718       0.600648        31.9935     
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.2622        2.44339                 NaN   9.06506        45.6360       0.597212        31.9962     
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.2702        2.43517                 NaN   9.06595        45.6334       0.597158        31.9981     
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.2789        2.42628                 NaN   9.06680        45.6309       0.597106        32.0000     
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.2882        2.41680                 NaN   9.06760        45.6284       0.597058        32.0019     
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.38740        10.3187                 NaN   9.06924        45.6239       0.596724        32.0040     
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.6372        2.07812                 NaN   9.08271        45.5987       0.594463        32.0088     
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.6420        2.07508                 NaN   9.08539        45.5930       0.593898        32.0106     
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.6463        2.07282                 NaN   9.08850        45.5866       0.593257        32.0125     
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.6501        2.07148                 NaN   9.09212        45.5794       0.592528        32.0144     
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.7009        2.03187                 NaN   9.10034        45.5594       0.589643        32.0178     
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.7264        2.01332                 NaN   9.10799        45.5441       0.587839        32.0203     
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.73904        11.0677                 NaN   9.16136        45.4299       0.572877        32.0291     
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.0666        1.74149                 NaN   9.17008        45.4192       0.571915        32.0308     
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.3703        2.35922                 NaN   9.11939        45.5363       0.588882        32.0259     
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.3699        2.35911                 NaN   9.11938        45.5354       0.588862        32.0274     
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.4389        2.29177                 NaN   9.12179        45.5279       0.588730        32.0309     
