|6.6.6
Archiving\03_Data\eqfracLP/QFM_m4/LAR/LAR_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       O(HP)          an             Cpx(TH)        Cpx(TH)        Cpx(TH)        San(TH)        ilm            q             
  1151.62        500.000                 NaN            NaN   7.29917        11.3493                 NaN            NaN   40.9581       0.566733        39.8267     
  1150.62        500.000                 NaN            NaN   7.29473        11.2320       0.108022                 NaN   40.9698       0.570309        39.8251     
  1149.61        500.000                 NaN            NaN   7.28688        8.88957        2.43667                 NaN   40.9887       0.575212        39.8230     
  1148.61        500.000                 NaN            NaN   7.28485        9.06419        2.26135                 NaN   40.9908       0.575753        39.8230     
  1147.60        500.000                 NaN            NaN   7.30083        11.3466                 NaN            NaN   40.9589       0.567206        39.8264     
  1146.60        500.000                 NaN            NaN   7.29445        8.83169        2.50374                 NaN   40.9744       0.571378        39.8244     
  1145.60        500.000                 NaN            NaN   7.30086       0.347502        10.9975                 NaN   40.9605       0.567616        39.8260     
  1144.59        500.000                 NaN            NaN   7.30283        11.0956       0.251654                 NaN   40.9567       0.566776        39.8264     
  1143.59        500.000                 NaN            NaN   7.31330        11.3647       0.722188E-005            NaN   40.9332       0.560084        39.8287     
  1142.58        500.000                 NaN            NaN   7.31583        11.2994       0.691050E-001            NaN   40.9269       0.559107        39.8296     
  1141.58        500.000                 NaN            NaN   7.29781        10.0878        1.25308                 NaN   40.9669       0.569334        39.8251     
  1140.58        500.000                 NaN            NaN   7.31534        11.3652                 NaN            NaN   40.9299       0.560422        39.8291     
  1139.57        500.000                 NaN            NaN   7.31363        11.3610                 NaN            NaN   40.9349       0.562045        39.8283     
  1138.57        500.000                 NaN            NaN   7.32256        11.3758       0.352449E-005            NaN   40.9148       0.556174        39.8307     
  1137.56        500.000                 NaN            NaN   7.32527        11.3778                 NaN            NaN   40.9106       0.555357        39.8311     
  1136.56        500.000                 NaN            NaN   7.31628        11.3706                 NaN            NaN   40.9223       0.559586        39.8313     
  1135.55        500.000                 NaN            NaN   7.31620       0.425819E-001   11.3220                 NaN   40.9289       0.561069        39.8292     
  1134.55        500.000                 NaN            NaN   7.32051        11.3756                 NaN            NaN   40.9155       0.557293        39.8311     
  1133.55        500.000                 NaN            NaN   7.32206        11.3740                 NaN            NaN   40.9164       0.556385        39.8311     
  1132.54        500.000                 NaN            NaN   7.32637        11.3747                 NaN            NaN   40.9127       0.555510        39.8307     
  1131.54        500.000                 NaN            NaN   7.32107        11.3667                 NaN            NaN   40.9241       0.558911        39.8292     
  1130.53        500.000                 NaN            NaN   7.32159        11.3724                 NaN            NaN   40.9168       0.558444        39.8308     
  1129.53        500.000                 NaN            NaN   7.33731        11.3890                 NaN            NaN   40.8911       0.549783        39.8329     
  1128.53        500.000                 NaN            NaN   7.33304        11.3817                 NaN            NaN   40.9009       0.552768        39.8316     
  1127.52        500.000                 NaN            NaN   7.33430        11.3830                 NaN            NaN   40.8986       0.552238        39.8319     
  1126.52        500.000                 NaN            NaN   7.33748        11.3874                 NaN            NaN   40.8921       0.550519        39.8326     
  1125.51        500.000                 NaN            NaN   7.34098        11.3922                 NaN            NaN   40.8849       0.548586        39.8333     
  1124.51        500.000                 NaN            NaN   7.34484        11.3977                 NaN            NaN   40.8768       0.546422        39.8342     
  1123.51        500.000                 NaN            NaN   7.34383        11.3951                 NaN            NaN   40.8799       0.547304        39.8338     
  1122.50        500.000                 NaN            NaN   7.33648        11.3838       0.475606E-004            NaN   40.8966       0.551257        39.8318     
  1121.50        500.000                 NaN            NaN   7.34649        11.3980                 NaN            NaN   40.8750       0.546182        39.8343     
  1120.49        500.000                 NaN            NaN   7.35083        10.1965        1.20772                 NaN   40.8659       0.543699        39.8353     
  1119.49        500.000                 NaN            NaN   7.35194        9.93176        1.47353                 NaN   40.8640       0.543251        39.8355     
  1118.49        500.000                 NaN            NaN   7.35305        9.65842        1.74790                 NaN   40.8621       0.542802        39.8357     
  1117.48        500.000                 NaN            NaN   7.34733       0.969918        9.96468       0.462864        40.8753       0.545631        39.8342     
  1116.48        500.000                 NaN            NaN   7.35581        9.10643        2.30280                 NaN   40.8572       0.541567        39.8362     
  1115.47        500.000                 NaN            NaN   7.34770        1.07511        9.63976       0.681826        40.8757       0.545763        39.8342     
  1114.47        500.000                 NaN            NaN   7.36051        9.76501        1.64802                 NaN   40.8498       0.539635        39.8371     
  1113.46        500.000                 NaN            NaN   7.36267        9.56503        1.85010                 NaN   40.8461       0.538698        39.8374     
  1112.46        500.000                 NaN            NaN   7.35904        8.93076        2.48072                 NaN   40.8523       0.540425        39.8368     
  1111.46        500.000                 NaN            NaN   7.36015        8.63130        2.78124                 NaN   40.8504       0.539969        39.8370     
  1110.45        500.000                 NaN            NaN   7.36130        8.30391        3.10977                 NaN   40.8484       0.539490        39.8372     
  1109.45        500.000                 NaN            NaN   7.36249        7.96190        3.45298                 NaN   40.8463       0.538986        39.8374     
  1108.44        500.000                 NaN            NaN   7.36371        7.61336        3.80277                 NaN   40.8441       0.538463        39.8376     
  1107.44        500.000                 NaN            NaN   7.36497        7.26341        4.15402                 NaN   40.8419       0.537921        39.8378     
  1106.44        500.000                 NaN            NaN   7.36627        6.90634        4.51246                 NaN   40.8395       0.537353        39.8380     
  1105.43        500.000                 NaN            NaN   7.36728        6.58767        4.83200                 NaN   40.8379       0.536955        39.8382     
  1104.43        500.000                 NaN            NaN   7.36857        6.24808        5.17293                 NaN   40.8356       0.536393        39.8384     
  1103.42        500.000                 NaN            NaN   7.36989        5.91334        5.50905                 NaN   40.8333       0.535814        39.8386     
  1102.42        500.000                 NaN            NaN   7.37123        5.58209        5.84172                 NaN   40.8309       0.535220        39.8389     
  1101.42        500.000                 NaN            NaN   7.37261        5.25648        6.16879                 NaN   40.8284       0.534608        39.8391     
  1100.41        500.000                 NaN            NaN   7.37403        4.93267        6.49411                 NaN   40.8259       0.533972        39.8393     
  1099.41        500.000                 NaN            NaN   7.37546        4.62257        6.80575                 NaN   40.8233       0.533329        39.8396     
  1098.40        500.000                 NaN            NaN   7.37694        4.31218        7.11773                 NaN   40.8206       0.532659        39.8398     
  1097.40        500.000                 NaN            NaN   7.37844        4.01419        7.41735                 NaN   40.8180       0.531977        39.8401     
  1096.39        500.000                 NaN            NaN   7.37999        3.70947        7.72377                 NaN   40.8151       0.531265        39.8404     
  1095.39        500.000                 NaN            NaN   7.36753        4.11364        7.29387                 NaN   40.8514       0.537745        39.8358     
  1094.39        500.000                 NaN            NaN   7.36853        4.09211        7.31653                 NaN   40.8495       0.537281        39.8360     
  1093.38        500.000                 NaN            NaN   7.39726        11.4569                 NaN            NaN   40.7802       0.521664        39.8439     
  1092.38        500.000                 NaN            NaN   7.38909        6.86060        4.58471                 NaN   40.7962       0.526442        39.8429     
  1091.37        500.000                 NaN            NaN   7.40266        11.4635                 NaN            NaN   40.7700       0.518941        39.8449     
  1090.37        500.000                 NaN            NaN   7.40268        7.45984        4.00002                 NaN   40.7685       0.522581        39.8464     
  1089.37        500.000                 NaN            NaN   7.37154        3.44427        7.98376                 NaN   40.8301       0.531859        39.8385     
  1088.36        500.000                 NaN            NaN   7.40812        11.4700                 NaN            NaN   40.7597       0.516293        39.8459     
  1087.36        500.000                 NaN            NaN   7.39681        7.69440        3.76013                 NaN   40.7816       0.522721        39.8444     
  1086.35        500.000                 NaN            NaN   7.40970        5.59235        5.87926                 NaN   40.7567       0.515636        39.8463     
  1085.35        500.000                 NaN            NaN   7.41100        5.45438        6.01862                 NaN   40.7544       0.515049        39.8466     
  1084.35        500.000                 NaN            NaN   7.41341        4.62513        6.85072                 NaN   40.7500       0.513792        39.8470     
  1083.34        500.000                 NaN            NaN   7.40052        7.94891        3.50821                 NaN   40.7761       0.521478        39.8448     
  1082.34        500.000                 NaN            NaN   7.40265        8.07815        3.38149                 NaN   40.7721       0.520439        39.8452     
  1081.33        500.000                 NaN            NaN   7.41554        11.4782                 NaN            NaN   40.7456       0.513032        39.8476     
  1080.33        500.000                 NaN            NaN   7.41755        7.08500        4.39572                 NaN   40.7417       0.512028        39.8480     
  1079.32        500.000                 NaN            NaN   7.42398        11.4893                 NaN            NaN   40.7291       0.508553        39.8491     
  1078.32        500.000                 NaN            NaN   7.42077        8.11797        3.36647                 NaN   40.7357       0.510510        39.8486     
  1077.32        500.000                 NaN            NaN   7.42688        1.56216        9.92992                 NaN   40.7242       0.507211        39.8496     
  1076.31        500.000                 NaN            NaN   7.42902        1.09619        10.3985                 NaN   40.7202       0.506136        39.8500     
  1075.31        500.000                 NaN            NaN   7.42062        8.58810        2.89312                 NaN   40.7380       0.511431        39.8487     
  1074.30        500.000                 NaN            NaN   7.43384       0.540109        10.9606                 NaN   40.7109       0.503660        39.8509     
  1073.30        500.000                 NaN            NaN   7.43235        11.4980                 NaN            NaN   40.7145       0.504762        39.8504     
  1072.30        500.000                 NaN            NaN   7.42545        11.3046       0.182562                 NaN   40.7295       0.509109        39.8488     
  1071.29        500.000                 NaN            NaN   7.43212        10.2189        1.27807                 NaN   40.7149       0.505229        39.8508     
  1070.29        500.000                 NaN            NaN   7.43770        5.01654        6.48881                 NaN   40.7031       0.501959        39.8519     
  1069.28        500.000                 NaN            NaN   7.43402        8.47808        3.02035                 NaN   40.7122       0.504402        39.8509     
  1068.28        500.000                 NaN            NaN   7.44131        7.36121        4.14836                 NaN   40.6963       0.500273        39.8525     
  1067.28        500.000                 NaN            NaN   7.44099        9.64206        1.86468                 NaN   40.6990       0.500961        39.8523     
  1066.27        500.000                 NaN            NaN   7.44510        9.14277        2.37114                 NaN   40.6893       0.498436        39.8533     
  1065.27        500.000                 NaN            NaN   7.44711        9.23371        2.28269                 NaN   40.6854       0.497429        39.8537     
  1064.26        500.000                 NaN            NaN   7.44910        9.33676        2.18210                 NaN   40.6815       0.496430        39.8541     
  1063.26        500.000                 NaN            NaN   7.45145        9.18612        2.33579                 NaN   40.6769       0.495206        39.8545     
  1062.25        500.000                 NaN            NaN   7.45328        9.55649        1.96759                 NaN   40.6734       0.494316        39.8549     
  1061.25        500.000                 NaN            NaN   7.45569        9.48393        2.04330                 NaN   40.6687       0.493056        39.8554     
  1060.25        500.000                 NaN            NaN   7.45593       0.935092       0.302702        10.2884        40.6695       0.493123        39.8552     
  1059.24        500.000                 NaN            NaN   7.45927        10.5550       0.976109                 NaN   40.6621       0.491373        39.8561     
  1058.24        500.000                 NaN            NaN   7.45693        5.31903        6.20967                 NaN   40.6657       0.492626        39.8560     
  1057.23        500.000                 NaN            NaN   7.46333        2.72852        8.80804                 NaN   40.6540       0.489119        39.8570     
  1056.23        500.000                 NaN            NaN   7.46047        4.12479        7.40803                 NaN   40.6590       0.490879        39.8568     
  1055.23        500.000                 NaN            NaN   7.46331        7.36285        4.17328                 NaN   40.6538       0.489431        39.8573     
  1054.22        500.000                 NaN            NaN   7.46617        7.90329        3.63642                 NaN   40.6484       0.487902        39.8578     
  1053.22        500.000                 NaN            NaN   7.46865        4.38099        7.16135                 NaN   40.6439       0.486893        39.8582     
  1052.21        500.000                 NaN   1.57382        7.23213        9.15614       0.647933E-003            NaN   41.1395       0.628328        40.2694     
  1051.21        500.000                 NaN   1.26523        7.28325        8.35560        1.27361                 NaN   41.0348       0.598127        40.1894     
  1050.21        500.000                 NaN   1.45666        7.25526        9.34288                 NaN            NaN   41.0908       0.614569        40.2398     
  1049.20        500.000                 NaN   1.67617        7.22041        9.00514                 NaN            NaN   41.1669       0.635250        40.2961     
  1048.20        500.000                 NaN   1.70558        7.21740        8.96374                 NaN            NaN   41.1709       0.637557        40.3048     
  1047.19        500.000                 NaN   1.73533        7.21336        8.91927                 NaN            NaN   41.1791       0.640074        40.3129     
  1046.19        500.000                 NaN   1.78631        7.20459        8.83654                 NaN            NaN   41.2007       0.645965        40.3258     
  1045.18        500.000                 NaN   1.64278        7.23478        9.07264                 NaN            NaN   41.1315       0.627618        40.2907     
  1044.18        500.000                 NaN   1.69621        7.22437        8.98601                 NaN            NaN   41.1557       0.633708        40.3040     
  1043.18        500.000                 NaN   1.70942        7.22586        8.97273                 NaN            NaN   41.1504       0.633160        40.3084     
  1042.17        500.000                 NaN   1.74046        7.22207        8.92694                 NaN            NaN   41.1581       0.635569        40.3168     
  1041.17        500.000                 NaN   1.77376        7.21753        8.87689                 NaN            NaN   41.1677       0.638400        40.3257     
  1040.16        500.000                 NaN   1.83069        7.20599        8.78380                 NaN            NaN   41.1946       0.645173        40.3398     
  1039.16        500.000                 NaN   1.83285        7.20978        8.78858                 NaN            NaN   41.1839       0.643268        40.3416     
  1038.16        500.000                 NaN   1.88689        7.19879        8.70015                 NaN            NaN   41.2095       0.649710        40.3549     
  1037.15        500.000                 NaN   1.88260        7.20389        8.71539                 NaN            NaN   41.1959       0.647041        40.3552     
  1036.15        500.000                 NaN   1.91003        7.20020        8.67420                 NaN            NaN   41.2037       0.649357        40.3626     
  1035.14        500.000                 NaN   1.93383        7.19731        8.63902                 NaN            NaN   41.2096       0.651211        40.3690     
  1034.14        500.000                 NaN   1.95645        7.19463        8.60571                 NaN            NaN   41.2151       0.652933        40.3752     
  1033.14        500.000                 NaN   1.97883        7.19193        8.57263                 NaN            NaN   41.2206       0.654671        40.3813     
  1032.13        500.000                 NaN   2.00021        7.18939        8.54111                 NaN            NaN   41.2258       0.656305        40.3872     
  1031.13        500.000                 NaN   2.02145        7.18684        8.50973                 NaN            NaN   41.2311       0.657950        40.3930     
  1030.12        500.000                 NaN   2.04206        7.18438        8.47931                 NaN            NaN   41.2361       0.659538        40.3986     
  1029.12        500.000                 NaN   2.06206        7.18202        8.44982                 NaN            NaN   41.2410       0.661070        40.4041     
  1028.12        500.000                 NaN   2.08183        7.17968        8.42067                 NaN            NaN   41.2457       0.662587        40.4095     
  1027.11        500.000                 NaN   2.10107        7.17742        8.39231                 NaN            NaN   41.2504       0.664056        40.4148     
  1026.11        500.000                 NaN   2.11868        7.17540        8.36641                 NaN            NaN   41.2545       0.665373        40.4196     
  1025.10        500.000                 NaN   2.13804        7.17314        8.33794                 NaN            NaN   41.2591       0.666855        40.4250     
  1024.10        500.000                 NaN   2.15580        7.17111        8.31184                 NaN            NaN   41.2632       0.668189        40.4299     
  1023.09        500.000                 NaN   2.19072        7.16300        8.25247                 NaN            NaN   41.2828       0.672917        40.4381     
  1022.09        500.000                 NaN   2.21529        7.15958        8.21514                 NaN            NaN   41.2902       0.675103        40.4447     
  1021.09        500.000                 NaN   2.25392        7.15393        8.15785                 NaN            NaN   41.3006       0.678589        40.4551     
  1020.08        500.000                 NaN   2.26672        7.15314        8.13929                 NaN            NaN   41.3027       0.679323        40.4588     
  1019.08        500.000                 NaN   2.28191        7.15157        8.11727                 NaN            NaN   41.3058       0.680387        40.4630     
  1018.07        500.000                 NaN   2.30168        7.14902        8.08772                 NaN            NaN   41.3111       0.682036        40.4684     
  1017.07        500.000                 NaN   2.29984        7.15042        8.09219                 NaN            NaN   41.3081       0.681240        40.4682     
  1016.07        500.000                 NaN   2.31174        7.14937        8.07517                 NaN            NaN   41.3102       0.681980        40.4716     
  1015.06        500.000                 NaN   2.30439        7.15169        8.08814                 NaN            NaN   41.3052       0.680609        40.4700     
  1014.06        500.000                 NaN   2.33485        7.14738        8.04223                 NaN            NaN   41.3140       0.683384        40.4782     
  1013.05        500.000                 NaN   2.34640        7.14638        8.02576                 NaN            NaN   41.3159       0.684091        40.4815     
  1012.05        500.000                 NaN   2.34272        7.14807        8.03310                 NaN            NaN   41.3122       0.683099        40.4809     
  1011.05        500.000                 NaN   2.39154        7.14038        7.95820                 NaN            NaN   41.3280       0.688033        40.4939     
  1010.04        500.000                 NaN   2.37906        7.14369        7.97943                 NaN            NaN   41.3209       0.686030        40.4908     
  1009.04        500.000                 NaN   2.39013        7.14283        7.96376                 NaN            NaN   41.3226       0.686658        40.4940     
  1008.03        500.000                 NaN   2.40758        7.14068        7.93791                 NaN            NaN   41.3269       0.688094        40.4989     
  1007.03        500.000                 NaN   2.41753        7.13991        7.92387                 NaN            NaN   41.3283       0.688664        40.5017     
  1006.02        500.000                 NaN   2.41325        7.14183        7.93239                 NaN            NaN   41.3240       0.687551        40.5010     
  1005.02        500.000                 NaN   2.42400        7.14097        7.91719                 NaN            NaN   41.3255       0.688180        40.5041     
  1004.02        500.000                 NaN   2.43489        7.14007        7.90176                 NaN            NaN   41.3272       0.688835        40.5073     
  1003.01        500.000                 NaN   2.44837        7.13865        7.88215                 NaN            NaN   41.3300       0.689807        40.5110     
  1002.01        500.000                 NaN   2.49167        7.13166        7.81530                 NaN            NaN   41.3445       0.694306        40.5226     
  1001.00        500.000                 NaN   2.50182        7.13085        7.80092                 NaN            NaN   41.3460       0.694908        40.5255     
  1000.00        500.000                 NaN   2.48632        7.13278        7.82368                 NaN            NaN   41.3426       0.693587        40.5210     
