|6.6.6
Archiving\03_Data\eqfracLP/QFM_m4/LAR/LAR_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       O(HP)          an             Cpx(TH)        Cpx(TH)        Cpx(TH)        San(TH)        ilm            q             
  1155.64        500.000                 NaN            NaN   7.03092        5.93453        2.38611                 NaN   43.0574       0.325157        41.2658     
  1154.63        500.000                 NaN            NaN   7.03194        6.05795        2.26373                 NaN   43.0548       0.324909        41.2666     
  1153.63        500.000                 NaN            NaN   7.03294        6.17839        2.14431                 NaN   43.0522       0.324660        41.2674     
  1152.62        500.000                 NaN            NaN   7.03371        6.29150        2.03212                 NaN   43.0500       0.324444        41.2683     
  1151.62        500.000                 NaN            NaN   7.05173        8.34754                 NaN            NaN   43.0076       0.318937        41.2742     
  1150.62        500.000                 NaN            NaN   7.04734        8.26141       0.785808E-001            NaN   43.0190       0.320940        41.2727     
  1149.61        500.000                 NaN            NaN   7.03966        6.55037        1.77753                 NaN   43.0379       0.323691        41.2708     
  1148.61        500.000                 NaN            NaN   7.03770        6.67875        1.64800                 NaN   43.0399       0.323991        41.2717     
  1147.60        500.000                 NaN            NaN   7.05333        8.34281                 NaN            NaN   43.0075       0.319186        41.2772     
  1146.60        500.000                 NaN            NaN   7.04689        6.50649        1.82935                 NaN   43.0214       0.321517        41.2743     
  1145.60        500.000                 NaN            NaN   7.05331       0.252770        8.08821                 NaN   43.0081       0.319406        41.2782     
  1144.59        500.000                 NaN            NaN   7.05515        8.16043       0.183046                 NaN   43.0035       0.318926        41.2790     
  1143.59        500.000                 NaN            NaN   7.06504        8.36209       0.534277E-005            NaN   42.9767       0.315147        41.2810     
  1142.58        500.000                 NaN            NaN   7.06745        8.31467       0.511159E-001            NaN   42.9696       0.314591        41.2825     
  1141.58        500.000                 NaN            NaN   7.04993        7.42923       0.911737                 NaN   43.0107       0.320336        41.2781     
  1140.58        500.000                 NaN            NaN   7.06689        8.36300                 NaN            NaN   42.9716       0.315319        41.2832     
  1139.57        500.000                 NaN            NaN   7.06516        8.35976                 NaN            NaN   42.9761       0.316224        41.2828     
  1138.57        500.000                 NaN            NaN   7.07381        8.37230       0.260896E-005            NaN   42.9548       0.312918        41.2862     
  1137.56        500.000                 NaN            NaN   7.07639        8.37415                 NaN            NaN   42.9498       0.312453        41.2872     
  1136.56        500.000                 NaN            NaN   7.06787        8.36503                 NaN            NaN   42.9630       0.314836        41.2893     
  1135.55        500.000                 NaN            NaN   7.06759       0.309656E-001   8.33060                 NaN   42.9684       0.315657        41.2868     
  1134.55        500.000                 NaN            NaN   7.07187        8.36973                 NaN            NaN   42.9546       0.313533        41.2902     
  1133.55        500.000                 NaN            NaN   7.07346        8.36567                 NaN            NaN   42.9561       0.313022        41.2917     
  1132.54        500.000                 NaN            NaN   7.07760        8.36614                 NaN            NaN   42.9518       0.312525        41.2920     
  1131.54        500.000                 NaN            NaN   7.07230        8.36098                 NaN            NaN   42.9622       0.314426        41.2901     
  1130.53        500.000                 NaN            NaN   7.07281        8.36603                 NaN            NaN   42.9542       0.314160        41.2928     
  1129.53        500.000                 NaN            NaN   7.08799        8.38021                 NaN            NaN   42.9269       0.309283        41.2957     
  1128.53        500.000                 NaN            NaN   7.08379        8.37410                 NaN            NaN   42.9364       0.310955        41.2948     
  1127.52        500.000                 NaN            NaN   7.08498        8.37522                 NaN            NaN   42.9335       0.310652        41.2957     
  1126.52        500.000                 NaN            NaN   7.08802        8.37901                 NaN            NaN   42.9262       0.309679        41.2971     
  1125.51        500.000                 NaN            NaN   7.09138        8.38325                 NaN            NaN   42.9182       0.308587        41.2986     
  1124.51        500.000                 NaN            NaN   7.09509        8.38800                 NaN            NaN   42.9093       0.307365        41.3003     
  1123.51        500.000                 NaN            NaN   7.09414        8.38477                 NaN            NaN   42.9124       0.307858        41.3008     
  1122.50        500.000                 NaN            NaN   7.08695        8.37480       0.349708E-004            NaN   42.9291       0.310074        41.2991     
  1121.50        500.000                 NaN            NaN   7.09658        8.38823                 NaN            NaN   42.9057       0.307213        41.3023     
  1120.49        500.000                 NaN            NaN   7.10076        7.50055       0.893048                 NaN   42.8958       0.305812        41.3041     
  1119.49        500.000                 NaN            NaN   7.10180        7.30462        1.08974                 NaN   42.8933       0.305555        41.3049     
  1118.49        500.000                 NaN            NaN   7.10285        7.10244        1.29271                 NaN   42.8909       0.305297        41.3058     
  1117.48        500.000                 NaN            NaN   7.09729       0.714405        7.32643       0.345649        42.9044       0.306884        41.3050     
  1116.48        500.000                 NaN            NaN   7.10546        6.69427        1.70317                 NaN   42.8848       0.304593        41.3077     
  1115.47        500.000                 NaN            NaN   7.09759       0.791852        7.08508       0.508589        42.9037       0.306947        41.3062     
  1114.47        500.000                 NaN            NaN   7.10993        7.17581        1.22496                 NaN   42.8759       0.303495        41.3099     
  1113.46        500.000                 NaN            NaN   7.11199        7.02763        1.37484                 NaN   42.8716       0.302963        41.3110     
  1112.46        500.000                 NaN            NaN   7.10846        6.56038        1.83870                 NaN   42.8776       0.303929        41.3109     
  1111.46        500.000                 NaN            NaN   7.10950        6.33921        2.06064                 NaN   42.8751       0.303668        41.3118     
  1110.45        500.000                 NaN            NaN   7.11059        6.09759        2.30311                 NaN   42.8726       0.303393        41.3127     
  1109.45        500.000                 NaN            NaN   7.11171        5.84532        2.55628                 NaN   42.8699       0.303105        41.3136     
  1108.44        500.000                 NaN            NaN   7.11287        5.58834        2.81421                 NaN   42.8672       0.302806        41.3146     
  1107.44        500.000                 NaN            NaN   7.11406        5.33043        3.07311                 NaN   42.8644       0.302496        41.3155     
  1106.44        500.000                 NaN            NaN   7.11530        5.06738        3.33721                 NaN   42.8615       0.302172        41.3164     
  1105.43        500.000                 NaN            NaN   7.11625        4.83260        3.57257                 NaN   42.8594       0.301943        41.3173     
  1104.43        500.000                 NaN            NaN   7.11747        4.58258        3.82362                 NaN   42.8565       0.301622        41.3182     
  1103.42        500.000                 NaN            NaN   7.11872        4.33621        4.07105                 NaN   42.8536       0.301292        41.3191     
  1102.42        500.000                 NaN            NaN   7.12000        4.09248        4.31586                 NaN   42.8506       0.300953        41.3201     
  1101.42        500.000                 NaN            NaN   7.12130        3.85300        4.55648                 NaN   42.8476       0.300604        41.3210     
  1100.41        500.000                 NaN            NaN   7.12265        3.61494        4.79573                 NaN   42.8445       0.300242        41.3220     
  1099.41        500.000                 NaN            NaN   7.12401        3.38701        5.02486                 NaN   42.8413       0.299875        41.3229     
  1098.40        500.000                 NaN            NaN   7.12541        3.15897        5.25416                 NaN   42.8381       0.299493        41.3239     
  1097.40        500.000                 NaN            NaN   7.12684        2.94010        5.47432                 NaN   42.8348       0.299105        41.3248     
  1096.39        500.000                 NaN            NaN   7.12831        2.71639        5.69937                 NaN   42.8314       0.298700        41.3258     
  1095.39        500.000                 NaN            NaN   7.11631        3.04506        5.34453                 NaN   42.8696       0.302341        41.3221     
  1094.39        500.000                 NaN            NaN   7.11724        3.02906        5.36142                 NaN   42.8672       0.302075        41.3230     
  1093.38        500.000                 NaN            NaN   7.14500        8.43573                 NaN            NaN   42.7939       0.293291        41.3320     
  1092.38        500.000                 NaN            NaN   7.13694        5.02244        3.40463                 NaN   42.8092       0.295966        41.3308     
  1091.37        500.000                 NaN            NaN   7.15017        8.44146                 NaN            NaN   42.7822       0.291751        41.3344     
  1090.37        500.000                 NaN            NaN   7.15014        5.46634        2.97323                 NaN   42.7800       0.293791        41.3365     
  1089.37        500.000                 NaN            NaN   7.12009        2.55098        5.85575                 NaN   42.8448       0.299004        41.3294     
  1088.36        500.000                 NaN            NaN   7.15536        8.44694                 NaN            NaN   42.7699       0.290247        41.3375     
  1087.36        500.000                 NaN            NaN   7.14426        5.63982        2.79498                 NaN   42.7914       0.293849        41.3357     
  1086.35        500.000                 NaN            NaN   7.15683        4.12926        4.31901                 NaN   42.7658       0.289868        41.3392     
  1085.35        500.000                 NaN            NaN   7.15805        4.02703        4.42237                 NaN   42.7629       0.289533        41.3401     
  1084.35        500.000                 NaN            NaN   7.16035        3.41707        5.03478                 NaN   42.7578       0.288821        41.3412     
  1083.34        500.000                 NaN            NaN   7.14772        5.82936        2.60734                 NaN   42.7837       0.293131        41.3388     
  1082.34        500.000                 NaN            NaN   7.14975        5.92513        2.51375                 NaN   42.7790       0.292542        41.3398     
  1081.33        500.000                 NaN            NaN   7.16227        8.45445                 NaN            NaN   42.7514       0.288378        41.3435     
  1080.33        500.000                 NaN            NaN   7.16418        5.20322        3.25347                 NaN   42.7467       0.287808        41.3446     
  1079.32        500.000                 NaN            NaN   7.17043        8.46335                 NaN            NaN   42.7336       0.285853        41.3468     
  1078.32        500.000                 NaN            NaN   7.16722        5.96519        2.49481                 NaN   42.7393       0.286945        41.3465     
  1077.32        500.000                 NaN            NaN   7.17317        1.15722        7.30850                 NaN   42.7274       0.285088        41.3486     
  1076.31        500.000                 NaN            NaN   7.17521       0.812556        7.65540                 NaN   42.7226       0.284479        41.3497     
  1075.31        500.000                 NaN            NaN   7.16691        6.30151        2.15616                 NaN   42.7398       0.287445        41.3482     
  1074.30        500.000                 NaN            NaN   7.17982       0.398776        8.07435                 NaN   42.7120       0.283079        41.3520     
  1073.30        500.000                 NaN            NaN   7.17833        8.47076                 NaN            NaN   42.7151       0.283693        41.3521     
  1072.30        500.000                 NaN            NaN   7.17160        8.32770       0.133565                 NaN   42.7302       0.286130        41.3508     
  1071.29        500.000                 NaN            NaN   7.17794        7.51776       0.953455                 NaN   42.7138       0.283941        41.3531     
  1070.29        500.000                 NaN            NaN   7.18339        3.68198        4.79559                 NaN   42.7015       0.282102        41.3554     
  1069.28        500.000                 NaN            NaN   7.17975        6.23335        2.23840                 NaN   42.7103       0.283468        41.3548     
  1068.28        500.000                 NaN            NaN   7.18675        5.41042        3.07173                 NaN   42.6929       0.281142        41.3570     
  1067.28        500.000                 NaN            NaN   7.18638        7.08983        1.38984                 NaN   42.6951       0.281523        41.3573     
  1066.27        500.000                 NaN            NaN   7.19036        6.72534        1.76032                 NaN   42.6847       0.280101        41.3592     
  1065.27        500.000                 NaN            NaN   7.19227        6.79288        1.69496                 NaN   42.6801       0.279530        41.3603     
  1064.26        500.000                 NaN            NaN   7.19417        6.86936        1.62065                 NaN   42.6755       0.278964        41.3613     
  1063.26        500.000                 NaN            NaN   7.19641        6.75906        1.73357                 NaN   42.6702       0.278272        41.3625     
  1062.25        500.000                 NaN            NaN   7.19814        7.03279        1.46180                 NaN   42.6660       0.277767        41.3635     
  1061.25        500.000                 NaN            NaN   7.20044        6.98026        1.51707                 NaN   42.6605       0.277054        41.3647     
  1060.25        500.000                 NaN            NaN   7.20062       0.693632       0.226670        7.57611        42.6609       0.277086        41.3650     
  1059.24        500.000                 NaN            NaN   7.20382        7.77267       0.728314                 NaN   42.6525       0.276098        41.3666     
  1058.24        500.000                 NaN            NaN   7.20158        3.94297        4.55507                 NaN   42.6562       0.276800        41.3674     
  1057.23        500.000                 NaN            NaN   7.20781        2.02358        6.48029                 NaN   42.6439       0.274827        41.3696     
  1056.23        500.000                 NaN            NaN   7.20498        3.06208        5.43886                 NaN   42.6484       0.275810        41.3698     
  1055.23        500.000                 NaN            NaN   7.20772        5.40720        3.09629                 NaN   42.6427       0.274993        41.3711     
  1054.22        500.000                 NaN            NaN   7.21046        5.80766        2.69880                 NaN   42.6366       0.274130        41.3723     
  1053.22        500.000                 NaN            NaN   7.21282        3.24898        5.25994                 NaN   42.6313       0.273558        41.3734     
  1052.21        500.000                 NaN  0.964380        6.97944        6.81093       0.474975E-003            NaN   43.1206       0.352767        41.7714     
  1051.21        500.000                 NaN  0.775303        7.02972        6.21387       0.934205                 NaN   43.0163       0.335852        41.6947     
  1050.21        500.000                 NaN  0.892518        7.00209        6.94521                 NaN            NaN   43.0709       0.345049        41.7442     
  1049.20        500.000                 NaN   1.02688        6.96768        6.70435                 NaN            NaN   43.1457       0.356617        41.7988     
  1048.20        500.000                 NaN   1.04488        6.96458        6.67695                 NaN            NaN   43.1482       0.357897        41.8075     
  1047.19        500.000                 NaN   1.06305        6.96056        6.64546                 NaN            NaN   43.1556       0.359299        41.8160     
  1046.19        500.000                 NaN   1.09425        6.95198        6.58418                 NaN            NaN   43.1775       0.362595        41.8295     
  1045.18        500.000                 NaN   1.00642        6.98130        6.75975                 NaN            NaN   43.1052       0.352301        41.7950     
  1044.18        500.000                 NaN   1.03908        6.97136        6.69228                 NaN            NaN   43.1314       0.355721        41.8102     
  1043.18        500.000                 NaN   1.04710        6.97245        6.68848                 NaN            NaN   43.1230       0.355391        41.8136     
  1042.17        500.000                 NaN   1.06608        6.96865        6.65644                 NaN            NaN   43.1298       0.356731        41.8223     
  1041.17        500.000                 NaN   1.08644        6.96414        6.62073                 NaN            NaN   43.1388       0.358309        41.8316     
  1040.16        500.000                 NaN   1.12131        6.95306        6.54877                 NaN            NaN   43.1674       0.362109        41.8473     
  1039.16        500.000                 NaN   1.12257        6.95643        6.55791                 NaN            NaN   43.1537       0.361020        41.8483     
  1038.16        500.000                 NaN   1.15566        6.94588        6.48955                 NaN            NaN   43.1810       0.364634        41.8633     
  1037.15        500.000                 NaN   1.15295        6.95052        6.50654                 NaN            NaN   43.1642       0.363116        41.8627     
  1036.15        500.000                 NaN   1.16973        6.94686        6.47708                 NaN            NaN   43.1714       0.364406        41.8705     
  1035.14        500.000                 NaN   1.18426        6.94396        6.45223                 NaN            NaN   43.1767       0.365436        41.8774     
  1034.14        500.000                 NaN   1.19808        6.94128        6.42880                 NaN            NaN   43.1814       0.366392        41.8840     
  1033.14        500.000                 NaN   1.21174        6.93857        6.40540                 NaN            NaN   43.1863       0.367358        41.8906     
  1032.13        500.000                 NaN   1.22480        6.93603        6.38316                 NaN            NaN   43.1908       0.368265        41.8969     
  1031.13        500.000                 NaN   1.23777        6.93347        6.36096                 NaN            NaN   43.1954       0.369178        41.9032     
  1030.12        500.000                 NaN   1.25035        6.93101        6.33945                 NaN            NaN   43.1998       0.370059        41.9093     
  1029.12        500.000                 NaN   1.26257        6.92864        6.31859                 NaN            NaN   43.2040       0.370909        41.9153     
  1028.12        500.000                 NaN   1.27464        6.92629        6.29798                 NaN            NaN   43.2082       0.371751        41.9212     
  1027.11        500.000                 NaN   1.28640        6.92403        6.27793                 NaN            NaN   43.2121       0.372566        41.9269     
  1026.11        500.000                 NaN   1.29712        6.92200        6.25956                 NaN            NaN   43.2157       0.373296        41.9323     
  1025.10        500.000                 NaN   1.30897        6.91972        6.23950                 NaN            NaN   43.2196       0.374118        41.9381     
  1024.10        500.000                 NaN   1.31982        6.91768        6.22106                 NaN            NaN   43.2231       0.374857        41.9435     
  1023.09        500.000                 NaN   1.34113        6.90996        6.17365                 NaN            NaN   43.2443       0.377510        41.9535     
  1022.09        500.000                 NaN   1.35615        6.90655        6.14713                 NaN            NaN   43.2510       0.378725        41.9604     
  1021.09        500.000                 NaN   1.37976        6.90086        6.10805                 NaN            NaN   43.2599       0.380663        41.9707     
  1020.08        500.000                 NaN   1.38757        6.90003        6.09499                 NaN            NaN   43.2615       0.381066        41.9749     
  1019.08        500.000                 NaN   1.39684        6.89844        6.07946                 NaN            NaN   43.2639       0.381654        41.9797     
  1018.07        500.000                 NaN   1.40891        6.89589        6.05858                 NaN            NaN   43.2686       0.382569        41.9855     
  1017.07        500.000                 NaN   1.40767        6.89725        6.06166                 NaN            NaN   43.2652       0.382118        41.9861     
  1016.07        500.000                 NaN   1.41491        6.89617        6.04970                 NaN            NaN   43.2666       0.382524        41.9901     
  1015.06        500.000                 NaN   1.41040        6.89846        6.05839                 NaN            NaN   43.2614       0.381754        41.9896     
  1014.06        500.000                 NaN   1.42898        6.89413        6.02655                 NaN            NaN   43.2692       0.383295        41.9978     
  1013.05        500.000                 NaN   1.43601        6.89311        6.01499                 NaN            NaN   43.2705       0.383684        42.0017     
  1012.05        500.000                 NaN   1.43377        6.89477        6.01973                 NaN            NaN   43.2665       0.383124        42.0021     
  1011.05        500.000                 NaN   1.46370        6.88708        5.96764                 NaN            NaN   43.2810       0.385871        42.0147     
  1010.04        500.000                 NaN   1.45588        6.89034        5.98249                 NaN            NaN   43.2737       0.384747        42.0128     
  1009.04        500.000                 NaN   1.46262        6.88944        5.97152                 NaN            NaN   43.2748       0.385091        42.0166     
  1008.03        500.000                 NaN   1.47330        6.88727        5.95338                 NaN            NaN   43.2783       0.385886        42.0218     
  1007.03        500.000                 NaN   1.47935        6.88648        5.94353                 NaN            NaN   43.2791       0.386197        42.0253     
  1006.02        500.000                 NaN   1.47672        6.88836        5.94933                 NaN            NaN   43.2745       0.385570        42.0255     
  1005.02        500.000                 NaN   1.48326        6.88746        5.93875                 NaN            NaN   43.2754       0.385914        42.0292     
  1004.02        500.000                 NaN   1.48988        6.88653        5.92799                 NaN            NaN   43.2764       0.386273        42.0329     
  1003.01        500.000                 NaN   1.49807        6.88509        5.91428                 NaN            NaN   43.2786       0.386809        42.0372     
  1002.01        500.000                 NaN   1.52468        6.87811        5.86757                 NaN            NaN   43.2918       0.389313        42.0485     
  1001.00        500.000                 NaN   1.53086        6.87727        5.85753                 NaN            NaN   43.2927       0.389643        42.0520     
  1000.00        500.000                 NaN   1.52113        6.87919        5.87301                 NaN            NaN   43.2893       0.388900        42.0485     
