|6.6.6
Archiving\03_Data\eqfrac/QFM/TIS/TIS_3.tab                                
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        Opx(TH)        O(HP)          an             San(TH)        ilm            q             
  1216.73        2500.00        3.06705                 NaN            NaN   5.91782                 NaN            NaN            NaN   8.03593        48.3565       0.306624        34.3161     
  1215.59        2500.00        3.06265                 NaN            NaN   5.91770                 NaN            NaN            NaN   8.03721        48.3539       0.311045        34.3175     
  1214.45        2500.00        3.06001                 NaN            NaN   5.91259                 NaN            NaN            NaN   8.03837        48.3539       0.315130        34.3200     
  1213.31        2500.00        3.06030                 NaN            NaN   5.90812                 NaN            NaN            NaN   8.03850        48.3489       0.318018        34.3262     
  1212.17        2500.00        3.05592                 NaN            NaN   5.90761                 NaN            NaN            NaN   8.03830        48.3488       0.322372        34.3270     
  1211.03        2500.00        3.04375                 NaN            NaN   5.91811                 NaN            NaN            NaN   8.04250        48.3438       0.329390        34.3225     
  1209.88        2500.00        3.03872                 NaN            NaN   5.91815                 NaN            NaN            NaN   8.04396        48.3415       0.334161        34.3235     
  1208.74        2500.00        3.03406                 NaN            NaN   5.91837                 NaN            NaN            NaN   8.04529        48.3389       0.338670        34.3247     
  1207.60        2500.00        3.02962                 NaN            NaN   5.91805                 NaN            NaN            NaN   8.04655        48.3364       0.343154        34.3262     
  1206.46        2500.00        3.02427                 NaN            NaN   5.91277                 NaN            NaN            NaN   8.04912        48.3372       0.349173        34.3275     
  1205.32        2500.00        3.02036                 NaN            NaN   5.91417                 NaN            NaN            NaN   8.04944        48.3341       0.352997        34.3289     
  1204.18        2500.00        3.01449                 NaN            NaN   5.91246                 NaN            NaN            NaN   8.05147        48.3334       0.358591        34.3296     
  1203.04        2500.00        3.07981                 NaN            NaN   5.79462                 NaN            NaN            NaN   8.10354        48.2489       0.350050        34.4231     
  1201.90        2500.00        3.00615                 NaN            NaN   5.91821                 NaN            NaN            NaN   8.05336        48.3240       0.365931        34.3323     
  1200.76        2500.00        3.00170                 NaN            NaN   5.91791                 NaN            NaN            NaN   8.05469        48.3216       0.370393        34.3337     
  1199.62        2500.00        2.99541                 NaN            NaN   5.91858                 NaN            NaN            NaN   8.05674        48.3197       0.375758        34.3338     
  1198.48        2500.00        2.99155                 NaN            NaN   5.91774                 NaN            NaN            NaN   8.05786        48.3172       0.379952        34.3357     
  1197.34        2500.00        2.98789                 NaN            NaN   5.91664                 NaN            NaN            NaN   8.05891        48.3148       0.384088        34.3377     
  1196.20        2500.00        3.13512                 NaN            NaN   5.86529                 NaN            NaN            NaN   8.17249        48.1254       0.274087        34.4276     
  1195.06        2500.00        3.00492                 NaN            NaN   5.85767                 NaN            NaN            NaN   8.04831        48.3380       0.388604        34.3625     
  1193.92        2500.00        2.97125                 NaN            NaN   5.90458                 NaN            NaN            NaN   8.07032        48.3053       0.403684        34.3449     
  1192.77        2500.00        2.99049                 NaN            NaN   5.87305                 NaN            NaN            NaN   8.06468        48.3040       0.399522        34.3683     
  1191.63        2500.00        2.95344                 NaN            NaN   5.91809                 NaN            NaN            NaN   8.06335        48.3061       0.416818        34.3422     
  1190.49        2500.00        2.95977                 NaN            NaN   5.91647                 NaN            NaN            NaN   8.06757        48.3002       0.411198        34.3448     
  1189.35        2500.00        2.97762                 NaN            NaN   5.87323                 NaN            NaN            NaN   8.06217        48.3122       0.410503        34.3643     
  1188.21        2500.00        2.96687                 NaN            NaN   5.88045                 NaN            NaN            NaN   8.06483        48.3077       0.417881        34.3623     
  1187.07        2500.00        2.94477                 NaN            NaN   5.91808                 NaN            NaN            NaN   8.07216        48.2926       0.425058        34.3474     
  1185.93        2500.00        2.96109                 NaN            NaN   5.87257                 NaN            NaN            NaN   8.06733        48.3050       0.426288        34.3677     
  1184.79        2500.00        2.93783                 NaN            NaN   5.91689                 NaN            NaN            NaN   8.07399        48.2868       0.432792        34.3517     
  1183.65        2500.00        2.95322                 NaN            NaN   5.86989                 NaN            NaN            NaN   8.06975        48.3008       0.434948        34.3714     
  1182.51        2500.00        2.95373                 NaN            NaN   5.85786                 NaN            NaN            NaN   8.06970        48.3025       0.438810        34.3774     
  1181.37        2500.00        2.93443                 NaN            NaN   5.89302                 NaN            NaN            NaN   8.07928        48.2769       0.445776        34.3706     
  1180.23        2500.00        2.92984                 NaN            NaN   5.89357                 NaN            NaN            NaN   8.08037        48.2745       0.450067        34.3716     
  1179.09        2500.00        2.92378                 NaN            NaN   5.89806                 NaN            NaN            NaN   8.07922        48.2731       0.454421        34.3714     
  1177.95        2500.00        2.91582                 NaN            NaN   5.90913                 NaN            NaN            NaN   8.08114        48.2733       0.457365        34.3633     
  1176.80        2500.00        2.91347                 NaN            NaN   5.90157                 NaN            NaN            NaN   8.08166        48.2738       0.462251        34.3672     
  1175.66        2500.00        2.90955                 NaN            NaN   5.90043                 NaN            NaN            NaN   8.08526        48.2650       0.467093        34.3727     
  1174.52        2500.00        2.90451                 NaN            NaN   5.90237                 NaN            NaN            NaN   8.08655        48.2625       0.471229        34.3728     
  1173.38        2500.00        2.89929                 NaN            NaN   5.90432                 NaN            NaN            NaN   8.08792        48.2602       0.475480        34.3728     
  1172.24        2500.00        2.88956                 NaN            NaN   5.91375                 NaN            NaN            NaN   8.08947        48.2602       0.480498        34.3666     
  1171.10        2500.00        2.88175                 NaN            NaN   5.90695                 NaN            NaN            NaN   8.09141        48.2582       0.490306        34.3714     
  1169.96        2500.00        2.87730                 NaN            NaN   5.90683                 NaN            NaN            NaN   8.09284        48.2559       0.494579        34.3726     
  1168.82        2500.00        2.87618                 NaN            NaN   5.91568                 NaN            NaN            NaN   8.09380        48.2511       0.493005        34.3702     
  1167.68        2500.00        2.87304                 NaN            NaN   5.91531                 NaN            NaN            NaN   8.09463        48.2480       0.496599        34.3724     
  1166.54        2500.00        2.86895                 NaN            NaN   5.91489                 NaN            NaN            NaN   8.09601        48.2455       0.500726        34.3739     
  1165.40        2500.00        2.91051                 NaN            NaN   5.86593                 NaN            NaN            NaN   8.16087        48.0882       0.502562        34.4719     
  1164.26        2500.00        2.86506                 NaN            NaN   5.90877                 NaN            NaN            NaN   8.09746        48.2410       0.507393        34.3803     
  1163.12        2500.00        2.85627                 NaN            NaN   5.91433                 NaN            NaN            NaN   8.10044        48.2377       0.513184        34.3781     
  1161.98        2500.00        2.85337                 NaN            NaN   5.91358                 NaN            NaN            NaN   8.10119        48.2348       0.516680        34.3804     
  1160.84        2500.00        2.84912                 NaN            NaN   5.91330                 NaN            NaN            NaN   8.10269        48.2323       0.520852        34.3818     
  1159.69        2500.00        2.84907                 NaN            NaN   5.90801                 NaN            NaN            NaN   8.10284        48.2302       0.523445        34.3864     
  1158.55        2500.00        2.84487                 NaN            NaN   5.90776                 NaN            NaN            NaN   8.10429        48.2277       0.527585        34.3878     
  1157.41        2500.00        2.84073                 NaN            NaN   5.90750                 NaN            NaN            NaN   8.10572        48.2252       0.531684        34.3892     
  1156.27        2500.00        2.83665                 NaN            NaN   5.90724                 NaN            NaN            NaN   8.10714        48.2226       0.535742        34.3906     
  1155.13        2500.00        2.83310                 NaN            NaN   5.90704                 NaN            NaN            NaN   8.10836        48.2196       0.539441        34.3924     
  1153.99        2500.00        2.82636                 NaN            NaN   5.91035                 NaN            NaN            NaN   8.11052        48.2165       0.544449        34.3918     
  1152.85        2500.00        2.82489                 NaN            NaN   5.90642                 NaN            NaN            NaN   8.11127        48.2146       0.547579        34.3953     
  1151.71        2500.00        2.82092                 NaN            NaN   5.90607                 NaN            NaN            NaN   8.11268        48.2120       0.551560        34.3968     
  1150.57        2500.00        2.81699                 NaN            NaN   5.90575                 NaN            NaN            NaN   8.11409        48.2094       0.555508        34.3983     
  1149.43        2500.00        2.81313                 NaN            NaN   5.90542                 NaN            NaN            NaN   8.11548        48.2067       0.559409        34.3998     
  1148.29        2500.00        2.80933                 NaN            NaN   5.90509                 NaN            NaN            NaN   8.11686        48.2040       0.563263        34.4014     
  1147.15        2500.00        2.80560                 NaN            NaN   5.90475                 NaN            NaN            NaN   8.11822        48.2013       0.567071        34.4031     
  1146.01        2500.00        2.80194                 NaN            NaN   5.90440                 NaN            NaN            NaN   8.11956        48.1985       0.570833        34.4047     
  1144.87        2500.00        2.79834                 NaN            NaN   5.90405                 NaN            NaN            NaN   8.12088        48.1957       0.574550        34.4064     
  1143.73        2500.00        2.79561                 NaN            NaN   5.90322                 NaN            NaN            NaN   8.12191        48.1926       0.577828        34.4088     
  1142.58        2500.00        2.81022                 NaN            NaN   5.88041                 NaN            NaN            NaN   8.15260        48.1316       0.578862        34.4463     
  1141.44        2500.00        2.80885                 NaN            NaN   5.84481                 NaN            NaN            NaN   8.11780        48.2097       0.585542        34.4333     
  1140.30        2500.00        2.80471                 NaN            NaN   5.84553                 NaN            NaN            NaN   8.11946        48.2065       0.589330        34.4345     
  1139.16        2500.00        2.77729                 NaN            NaN   5.90459                 NaN            NaN            NaN   8.12874        48.1825       0.594437        34.4125     
  1138.02        2500.00        2.77238                 NaN            NaN   5.90442                 NaN            NaN            NaN   8.13080        48.1803       0.598881        34.4132     
  1136.88        2500.00        2.79246                 NaN            NaN   5.84800                 NaN            NaN            NaN   8.12404        48.1969       0.600508        34.4381     
  1135.74        2500.00        2.78842                 NaN            NaN   5.84890                 NaN            NaN            NaN   8.12556        48.1937       0.604176        34.4393     
  1134.60        2500.00        2.76598                 NaN            NaN   5.90008                 NaN            NaN            NaN   8.13317        48.1713       0.607944        34.4216     
  1133.46        2500.00        2.76058                 NaN            NaN   5.90129                 NaN            NaN            NaN   8.13536        48.1687       0.612311        34.4217     
  1132.32        2500.00        2.75899                 NaN            NaN   5.89899                 NaN            NaN            NaN   8.13597        48.1659       0.615190        34.4250     
  1131.18        2500.00        2.75398                 NaN            NaN   5.89978                 NaN            NaN            NaN   8.13802        48.1634       0.619423        34.4254     
  1130.04        2500.00        2.76630                 NaN            NaN   5.87655                 NaN            NaN            NaN   8.15752        48.1242       0.620518        34.4549     
  1128.90        2500.00        2.74754                 NaN            NaN   5.89844                 NaN            NaN            NaN   8.14065        48.1578       0.626375        34.4292     
  1127.76        2500.00        2.76060                 NaN            NaN   5.85491                 NaN            NaN            NaN   8.13641        48.1710       0.629442        34.4477     
  1126.62        2500.00        2.75482                 NaN            NaN   5.87553                 NaN            NaN            NaN   8.15887        48.1221       0.631418        34.4573     
  1125.47        2500.00        2.75102                 NaN            NaN   5.87520                 NaN            NaN            NaN   8.15933        48.1214       0.635019        34.4581     
  1124.33        2500.00        2.74724                 NaN            NaN   5.87487                 NaN            NaN            NaN   8.15981        48.1206       0.638603        34.4589     
  1123.19        2500.00        2.74347                 NaN            NaN   5.87456                 NaN            NaN            NaN   8.16029        48.1199       0.642173        34.4597     
  1122.05        2500.00        2.73972                 NaN            NaN   5.87425                 NaN            NaN            NaN   8.16078        48.1191       0.645726        34.4605     
  1120.91        2500.00        2.73577                 NaN            NaN   5.87444                 NaN            NaN            NaN   8.16125        48.1184       0.649257        34.4609     
  1119.77        2500.00        2.72158                 NaN            NaN   5.89286                 NaN            NaN            NaN   8.15171        48.1360       0.654047        34.4438     
  1118.63        2500.00        2.71967                 NaN            NaN   5.89093                 NaN            NaN            NaN   8.15258        48.1332       0.656965        34.4467     
  1117.49        2500.00        2.71545                 NaN            NaN   5.89114                 NaN            NaN            NaN   8.15444        48.1306       0.660756        34.4476     
  1116.35        2500.00        2.71242                 NaN            NaN   5.89027                 NaN            NaN            NaN   8.15581        48.1278       0.664083        34.4496     
  1115.21        2500.00        2.70856                 NaN            NaN   5.88983                 NaN            NaN            NaN   8.15762        48.1255       0.667750        34.4507     
  1114.07        2500.00        2.71344                 NaN            NaN   5.85716                 NaN            NaN            NaN   8.17259        48.0959       0.678640        34.4823     
  1112.93        2500.00        2.71068                 NaN            NaN   5.87206                 NaN            NaN            NaN   8.16503        48.1119       0.673262        34.4671     
  1111.79        2500.00        2.70338                 NaN            NaN   5.87282                 NaN            NaN            NaN   8.16438        48.1120       0.680118        34.4673     
  1110.65        2500.00        2.70331                 NaN            NaN   5.87325                 NaN            NaN            NaN   8.16477        48.1104       0.680070        34.4682     
  1109.50        2500.00        2.68556                 NaN            NaN   5.85987       0.510080E-001            NaN            NaN   8.16760        48.1050       0.681966        34.4490     
  1108.36        2500.00        2.67313                 NaN            NaN   5.85222       0.709318E-001            NaN            NaN   8.17137        48.1008       0.688429        34.4432     
  1107.22        2500.00        2.67240                 NaN            NaN   5.85505       0.627967E-001            NaN            NaN   8.17208        48.0988       0.691405        34.4474     
  1106.08        2500.00        2.68602                 NaN            NaN   5.88256                 NaN            NaN            NaN   8.16822        48.1029       0.693157        34.4672     
  1104.94        2500.00        2.68310                 NaN            NaN   5.88173                 NaN            NaN            NaN   8.16962        48.1001       0.696352        34.4691     
  1103.80        2500.00        2.67023                 NaN            NaN   5.86323       0.388061E-001            NaN            NaN   8.17424        48.0931       0.700275        34.4602     
  1102.66        2500.00        2.66948                 NaN            NaN   5.86563       0.312210E-001            NaN            NaN   8.17498        48.0911       0.703201        34.4644     
  1101.52        2500.00        2.66136                 NaN            NaN   5.85555       0.514491E-001            NaN            NaN   8.17814        48.0862       0.706701        34.4606     
  1100.38        2500.00        2.65209                 NaN            NaN   5.84391       0.759827E-001            NaN            NaN   8.18166        48.0806       0.710263        34.4555     
  1099.24        2500.00        2.64282                 NaN            NaN  0.100521        5.83233                 NaN            NaN   8.18520        48.0750       0.713797        34.4504     
  1098.10        2500.00        2.63369                 NaN            NaN  0.124696        5.82091                 NaN            NaN   8.18871        48.0693       0.717278        34.4454     
  1096.96        2500.00        2.62384                 NaN            NaN  0.151173        5.80912                 NaN            NaN   8.19246        48.0632       0.720774        34.4395     
  1095.82        2500.00        2.61548                 NaN            NaN  0.172944        5.79830                 NaN            NaN   8.19579        48.0581       0.724149        34.4353     
  1094.68        2500.00        2.60596                 NaN            NaN   5.78674       0.198464                 NaN            NaN   8.19948        48.0521       0.727564        34.4297     
  1093.54        2500.00        2.59719                 NaN            NaN   5.77565       0.221706                 NaN            NaN   8.20298        48.0467       0.730900        34.4249     
  1092.39        2500.00        2.58788                 NaN            NaN   5.76415       0.246755                 NaN            NaN   8.20663        48.0409       0.734239        34.4195     
  1091.25        2500.00        2.57874                 NaN            NaN   5.75282       0.271296                 NaN            NaN   8.21030        48.0351       0.737529        34.4142     
  1090.11        2500.00        2.56959                 NaN            NaN   5.74175       0.295726                 NaN            NaN   8.21396        48.0293       0.740794        34.4089     
  1088.97        2500.00        2.56060                 NaN            NaN   5.73103       0.319565                 NaN            NaN   8.21759        48.0234       0.744007        34.4038     
  1087.83        2500.00        2.55159                 NaN            NaN   5.72032       0.343549                 NaN            NaN   8.22125        48.0176       0.747192        34.3985     
  1086.69        2500.00        2.54262                 NaN            NaN   5.70970       0.367377                 NaN            NaN   8.22490        48.0117       0.750346        34.3933     
  1085.55        2500.00        2.53382                 NaN            NaN   5.69929       0.390726                 NaN            NaN   8.22854        48.0059       0.753457        34.3882     
  1084.41        2500.00        2.52456                 NaN            NaN  0.415634        5.68837                 NaN            NaN   8.23234        47.9999       0.756570        34.3826     
  1083.27        2500.00        2.51531                 NaN            NaN   5.67751       0.440526                 NaN            NaN   8.23614        47.9938       0.759667        34.3770     
  1082.13        2500.00        2.50630                 NaN            NaN   5.66683       0.464841                 NaN            NaN   8.23992        47.9879       0.762683        34.3716     
  1080.99        2500.00        2.51248                 NaN            NaN   5.66245       0.425345                 NaN            NaN   8.23975        47.9959       0.771815        34.3923     
  1079.85        2500.00        2.48844                 NaN            NaN   5.64577       0.513076                 NaN            NaN   8.24745        47.9759       0.768626        34.3608     
  1078.71        2500.00        2.48149                 NaN            NaN  0.560036        5.60530                 NaN            NaN   8.26030        47.9557       0.772417        34.3647     
  1077.57        2500.00        2.47066                 NaN            NaN   5.62531       0.560838                 NaN            NaN   8.25502        47.9638       0.774451        34.3500     
  1076.43        2500.00        2.46177                 NaN            NaN   5.61518       0.584715                 NaN            NaN   8.25883        47.9577       0.777321        34.3445     
  1075.28        2500.00        2.45202                 NaN            NaN   5.60431       0.611643                 NaN            NaN   8.26295        47.9509       0.780184        34.3380     
  1074.14        2500.00        2.44391                 NaN            NaN   5.59473       0.633143                 NaN            NaN   8.26656        47.9453       0.782959        34.3334     
  1073.00        2500.00        2.43491                 NaN            NaN   5.58446       0.657647                 NaN            NaN   8.27048        47.9391       0.785737        34.3277     
  1071.86        2500.00        2.42590                 NaN            NaN   5.57423       0.682209                 NaN            NaN   8.27442        47.9328       0.788490        34.3219     
  1070.72        2500.00        2.41675                 NaN            NaN   5.56371       0.707292                 NaN            NaN   8.27867        47.9265       0.791191        34.3159     
  1069.58        2500.00        2.40790                 NaN            NaN   5.55459       0.731063                 NaN            NaN   8.28233        47.9199       0.793878        34.3103     
  1068.44        2500.00        2.39943                 NaN            NaN  0.754106        5.54432                 NaN            NaN   8.28618        47.9143       0.796522        34.3051     
  1067.30        2500.00        2.39057                 NaN            NaN  0.778185        5.53457                 NaN            NaN   8.29014        47.9080       0.799145        34.2994     
  1066.16        2500.00        2.38156                 NaN            NaN   5.52458       0.802908                 NaN            NaN   8.29418        47.9015       0.801736        34.2935     
  1065.02        2500.00        2.37239                 NaN            NaN   5.51443       0.828302                 NaN            NaN   8.29829        47.8949       0.804302        34.2873     
  1063.88        2500.00        2.36344                 NaN            NaN   5.50458       0.852927                 NaN            NaN   8.30235        47.8885       0.806833        34.2814     
  1062.74        2500.00        2.35449                 NaN            NaN   5.49477       0.877581                 NaN            NaN   8.30642        47.8820       0.809333        34.2754     
  1061.60        2500.00        2.34513                 NaN            NaN  0.903534        5.48507                 NaN            NaN   8.31066        47.8749       0.811807        34.2689     
  1060.46        2500.00        2.33624                 NaN            NaN   5.47545       0.928019                 NaN            NaN   8.31476        47.8683       0.814244        34.2630     
  1059.32        2500.00        2.32822                 NaN            NaN   5.46635       0.949670                 NaN            NaN   8.31859        47.8625       0.816635        34.2580     
  1058.17        2500.00        2.31946                 NaN            NaN  0.973715        5.45705                 NaN            NaN   8.32268        47.8559       0.819013        34.2521     
  1057.03        2500.00        2.31048                 NaN            NaN   5.44743       0.998651                 NaN            NaN   8.32687        47.8492       0.821361        34.2460     
  1055.89        2500.00        2.30152                 NaN            NaN   1.02358        5.43785                 NaN            NaN   8.33107        47.8425       0.823680        34.2398     
  1054.75        2500.00        2.29258                 NaN            NaN   5.42835        1.04845                 NaN            NaN   8.33529        47.8358       0.825971        34.2336     
  1053.61        2500.00        2.28364                 NaN            NaN   5.41911        1.07339                 NaN            NaN   8.33948        47.8289       0.828238        34.2273     
  1052.47        2500.00        2.27390                 NaN            NaN   5.40861        1.10127                 NaN            NaN   8.34405        47.8216       0.830474        34.2201     
  1051.33        2500.00        2.26646                 NaN            NaN   1.11702        5.40173                 NaN            NaN   8.34788        47.8160       0.833857        34.2171     
  1050.19        2500.00        2.25697                 NaN            NaN   5.39120        1.14782                 NaN            NaN   8.35229        47.8083       0.834831        34.2086     
  1049.05        2500.00        2.24793                 NaN            NaN   5.38187        1.17313                 NaN            NaN   8.35663        47.8014       0.836980        34.2021     
  1047.91        2500.00        2.23899                 NaN            NaN   5.37266        1.19819                 NaN            NaN   8.36097        47.7944       0.839095        34.1957     
  1046.77        2500.00        2.23011                 NaN            NaN   5.36351        1.22312                 NaN            NaN   8.36530        47.7875       0.841177        34.1893     
  1045.63        2500.00        2.22120                 NaN            NaN   5.35439        1.24816                 NaN            NaN   8.36966        47.7805       0.843234        34.1829     
  1044.49        2500.00        2.21168                 NaN            NaN   5.34445        1.27552                 NaN            NaN   8.37427        47.7731       0.845267        34.1757     
  1043.35        2500.00        2.20333                 NaN            NaN   5.33591        1.29861                 NaN            NaN   8.37845        47.7665       0.847265        34.1699     
  1042.21        2500.00        2.19393                 NaN            NaN   5.32686        1.32530                 NaN            NaN   8.38305        47.7589       0.849234        34.1627     
  1041.06        2500.00        2.18501                 NaN            NaN   5.31785        1.35054                 NaN            NaN   8.38750        47.7518       0.851176        34.1562     
  1039.92        2500.00        2.17607                 NaN            NaN   5.30889        1.37586                 NaN            NaN   8.39197        47.7446       0.853090        34.1495     
  1038.78        2500.00        2.16713                 NaN            NaN   5.29996        1.40123                 NaN            NaN   8.39646        47.7374       0.854977        34.1429     
  1037.64        2500.00        2.15897                 NaN            NaN   5.29158        1.42397                 NaN            NaN   8.40069        47.7308       0.856839        34.1372     
  1036.50        2500.00        2.14993                 NaN            NaN   5.28262        1.44976                 NaN            NaN   8.40526        47.7235       0.858670        34.1303     
  1035.36        2500.00        2.14087                 NaN            NaN   5.27368        1.47563                 NaN            NaN   8.40984        47.7161       0.860476        34.1234     
  1034.22        2500.00        2.13180                 NaN            NaN   5.26476        1.50157                 NaN            NaN   8.41446        47.7087       0.862256        34.1165     
  1033.08        2500.00        2.12272                 NaN            NaN   1.52760        5.25587                 NaN            NaN   8.41909        47.7012       0.864010        34.1095     
  1031.94        2500.00        2.11384                 NaN            NaN   1.55296        5.24727                 NaN            NaN   8.42367        47.6938       0.865729        34.1027     
  1030.80        2500.00        2.10513                 NaN            NaN   1.57778        5.23892                 NaN            NaN   8.42822        47.6865       0.867416        34.0961     
  1029.66        2500.00        2.09510                 NaN            NaN   5.22921        1.60736                 NaN            NaN   8.43327        47.6782       0.869071        34.0878     
  1028.52        2500.00        2.08658                 NaN            NaN   5.22131        1.63141                 NaN            NaN   8.43774        47.6709       0.870707        34.0814     
  1027.38        2500.00        2.07775                 NaN            NaN   5.21283        1.65679                 NaN            NaN   8.44242        47.6634       0.872321        34.0745     
  1026.24        2500.00        2.06858                 NaN            NaN   5.20410        1.68332                 NaN            NaN   8.44720        47.6556       0.873907        34.0673     
  1025.09        2500.00        2.05940                 NaN            NaN   5.19538        1.70991                 NaN            NaN   8.45200        47.6479       0.875468        34.0599     
  1023.95        2500.00        2.05016                 NaN            NaN   5.18662        1.73673                 NaN            NaN   8.45685        47.6401       0.877014        34.0525     
  1022.81        2500.00        2.04116                 NaN            NaN   1.76279        5.17820                 NaN            NaN   8.46162        47.6324       0.878508        34.0453     
  1021.67        2500.00        2.03143                 NaN            NaN   5.16922        1.79140                 NaN            NaN   8.46668        47.6240       0.879966        34.0373     
  1020.53        2500.00        2.02317                 NaN            NaN   1.81497        5.16151                 NaN            NaN   8.47125        47.6168       0.881426        34.0309     
  1019.39        2500.00        2.01389                 NaN            NaN   5.15290        1.84208                 NaN            NaN   8.47619        47.6088       0.882849        34.0233     
  1018.25        2500.00        2.00465                 NaN            NaN   5.14436        1.86910                 NaN            NaN   8.48113        47.6008       0.884243        34.0157     
  1017.11        2500.00        1.99535                 NaN            NaN   5.13579        1.89637                 NaN            NaN   8.48612        47.5927       0.885614        34.0081     
  1015.97        2500.00        1.98605                 NaN            NaN   5.12727        1.92364                 NaN            NaN   8.49112        47.5846       0.886961        34.0003     
  1014.83        2500.00        1.97671                 NaN            NaN   5.11874        1.95107                 NaN            NaN   8.49616        47.5765       0.888283        33.9926     
  1013.69        2500.00        1.96688                 NaN            NaN   5.10993        1.98023                 NaN            NaN   8.50140        47.5679       0.889550        33.9841     
  1012.55        2500.00        1.95766                 NaN            NaN   2.00709        5.10173                 NaN            NaN   8.50650        47.5598       0.890804        33.9765     
  1011.41        2500.00        1.94784                 NaN            NaN   2.03703        5.09212                 NaN            NaN   8.51174        47.5513       0.892042        33.9679     
  1010.27        2500.00        1.94031                 NaN            NaN   5.08547        2.05826                 NaN            NaN   8.51617        47.5442       0.893297        33.9623     
  1009.13        2500.00        1.93118                 NaN            NaN   5.07725        2.08526                 NaN            NaN   8.52123        47.5360       0.894488        33.9546     
  1007.98        2500.00        1.92202                 NaN            NaN   2.11237        5.06904                 NaN            NaN   8.52632        47.5278       0.895656        33.9468     
  1006.84        2500.00        1.91244                 NaN            NaN   2.14087        5.06053                 NaN            NaN   8.53155        47.5193       0.896791        33.9385     
  1005.70        2500.00        1.90110                 NaN            NaN   2.17480        5.05124                 NaN            NaN   8.53747        47.5094       0.897851        33.9281     
  1004.56        2500.00        1.89165                 NaN            NaN   2.20304        5.04304                 NaN            NaN   8.54266        47.5008       0.898931        33.9199     
  1003.42        2500.00        1.88138                 NaN            NaN   5.03270        2.23468                 NaN            NaN   8.54828        47.4923       0.899993        33.9106     
  1002.28        2500.00        1.87158                 NaN            NaN   5.02381        2.26436                 NaN            NaN   8.55370        47.4836       0.901012        33.9019     
  1001.14        2500.00        1.86282                 NaN            NaN   5.01788        2.28910                 NaN            NaN   8.55876        47.4748       0.902015        33.8946     
  1000.00        2500.00        1.85726                 NaN            NaN   5.01235        2.30528                 NaN            NaN   8.56274        47.4682       0.903137        33.8910     
