|6.6.6
Archiving\03_Data\frac/QFM_m1.5/EETA/EETA_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       pxmn           Ni             Sp(TH)         O(HP)          O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1558.90        2500.00        98.8509                 NaN            NaN            NaN  0.121036                 NaN   1.02811                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        98.8645                 NaN            NaN            NaN  0.118803                 NaN   1.01667                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        98.8779                 NaN            NaN            NaN  0.118142                 NaN   1.00398                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        98.8930                 NaN            NaN            NaN  0.114113                 NaN  0.992891                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        98.9048                 NaN            NaN            NaN  0.112547                 NaN  0.982656                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        98.9165                 NaN            NaN            NaN  0.108690                 NaN  0.974841                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.3016                 NaN            NaN            NaN  0.685117E-001            NaN  0.629845                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        98.5673                 NaN            NaN            NaN  0.140960                 NaN   1.29176                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        98.9502                 NaN            NaN            NaN  0.103023                 NaN  0.946787                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        98.9674                 NaN            NaN            NaN  0.980988E-001            NaN  0.934457                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        98.9730                 NaN            NaN            NaN  0.950565E-001            NaN  0.931981                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        98.9846                 NaN            NaN            NaN  0.936057E-001            NaN  0.921830                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        98.9975                 NaN            NaN            NaN  0.927511E-001            NaN  0.909766                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        98.6340                 NaN            NaN            NaN  0.115409                 NaN   1.25058                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.3786                 NaN            NaN            NaN  0.565037E-001            NaN  0.564876                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.0260                 NaN            NaN            NaN  0.881251E-001            NaN  0.885857                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        98.9374                 NaN            NaN            NaN  0.383552E-001            NaN  0.520831       0.503454                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        98.7842                 NaN            NaN            NaN  0.596844E-001            NaN            NaN   1.15608                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        98.7715                 NaN            NaN            NaN            NaN            NaN  0.113166        1.11529                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        98.7587                 NaN            NaN            NaN            NaN            NaN            NaN   1.24129                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        98.7524                 NaN            NaN            NaN            NaN            NaN            NaN   1.24765                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        98.7483                 NaN            NaN            NaN            NaN            NaN            NaN   1.25171                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        98.7641                 NaN            NaN            NaN            NaN            NaN            NaN   1.23588                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        98.6727                 NaN            NaN            NaN            NaN            NaN            NaN   1.32735                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        98.6912                 NaN            NaN            NaN            NaN            NaN            NaN   1.30879                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        98.6496                 NaN            NaN            NaN            NaN            NaN            NaN   1.35042                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        98.5066                 NaN            NaN            NaN            NaN            NaN            NaN   1.24936       0.243988                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.0511                 NaN            NaN            NaN            NaN            NaN            NaN  0.559756        1.38914                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.0782                 NaN            NaN            NaN            NaN            NaN            NaN   1.36747       0.554367                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.1072                 NaN            NaN            NaN            NaN            NaN            NaN  0.548935        1.34382                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.1281                 NaN            NaN            NaN            NaN            NaN            NaN   1.32635       0.545531                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.1546                 NaN            NaN            NaN            NaN            NaN            NaN   1.30281       0.542554                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.1774                 NaN            NaN            NaN            NaN            NaN            NaN  0.540635        1.28193                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.2014                 NaN            NaN            NaN  0.282121E-001            NaN            NaN  0.489518        1.28090                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.2334                 NaN            NaN            NaN  0.131920                 NaN            NaN   1.32138       0.313318                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.2512                 NaN            NaN            NaN  0.128009                 NaN            NaN  0.318624        1.30218                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.2756                 NaN            NaN            NaN  0.122753                 NaN            NaN  0.324402        1.27725                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.2921                 NaN            NaN            NaN  0.119245                 NaN            NaN   1.26342       0.325244                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.3133                 NaN            NaN            NaN  0.114288                 NaN            NaN   1.24026       0.332122                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.3299                 NaN            NaN            NaN  0.110521                 NaN            NaN  0.339219        1.22040                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.3494                 NaN            NaN            NaN  0.106498                 NaN            NaN   1.20608       0.338036                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        97.7424                 NaN            NaN            NaN  0.140536                 NaN            NaN  0.478202        1.63890                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        99.0162                 NaN            NaN            NaN  0.606600E-001            NaN            NaN  0.712746       0.210389                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.3954                 NaN            NaN            NaN  0.873381E-001            NaN            NaN   1.15218       0.365047                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.4122                 NaN            NaN  0.141281E-002  0.987486E-001            NaN            NaN   1.13999       0.347677                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.4261                 NaN            NaN            NaN  0.880858E-001            NaN            NaN  0.358026        1.12780                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.4379                 NaN            NaN            NaN  0.848766E-001            NaN            NaN   1.12172       0.355474                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.4548                 NaN            NaN  0.322537E-002  0.788255E-001            NaN            NaN   1.09018       0.372920                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.4654                 NaN            NaN            NaN  0.778206E-001            NaN            NaN   1.08990       0.366924                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.4744                 NaN            NaN            NaN  0.748201E-001            NaN            NaN   1.08664       0.364113                 NaN            NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.4899                 NaN            NaN  0.690276E-004  0.715337E-001            NaN            NaN   1.06686       0.371629                 NaN            NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        98.4970                 NaN            NaN            NaN  0.686143E-001            NaN            NaN   1.06041       0.374008                 NaN            NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        98.5060                 NaN            NaN  0.923999E-003  0.647655E-001            NaN            NaN  0.379213        1.04912                 NaN            NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        98.5189                 NaN            NaN            NaN  0.627664E-001            NaN            NaN   1.03960       0.378719                 NaN            NaN            NaN            NaN            NaN            NaN
  1423.56        2500.00        98.5238                 NaN            NaN            NaN  0.594179E-001            NaN            NaN   1.03627       0.380468                 NaN            NaN            NaN            NaN            NaN            NaN
  1421.05        2500.00        98.5304                 NaN            NaN            NaN  0.563883E-001            NaN            NaN   1.02986       0.383400                 NaN            NaN            NaN            NaN            NaN            NaN
  1418.55        2500.00        98.5385                 NaN            NaN  0.105199E-002  0.529172E-001            NaN            NaN  0.389407        1.01811                 NaN            NaN            NaN            NaN            NaN            NaN
  1416.04        2500.00        97.2344                 NaN            NaN            NaN  0.447544                 NaN            NaN   1.19591       0.445616                 NaN            NaN  0.676531                 NaN            NaN            NaN
  1413.53        2500.00        96.6212                 NaN            NaN            NaN  0.652498                 NaN            NaN   1.27796       0.443014                 NaN            NaN   1.00536                 NaN            NaN            NaN
  1411.03        2500.00        96.6867                 NaN            NaN            NaN  0.653609                 NaN            NaN   1.26095       0.412298                 NaN            NaN  0.986438                 NaN            NaN            NaN
  1408.52        2500.00        96.7860                 NaN            NaN            NaN  0.655214                 NaN            NaN   1.24210       0.359936                 NaN            NaN  0.956733                 NaN            NaN            NaN
  1406.02        2500.00        96.8424                 NaN            NaN            NaN  0.656067                 NaN            NaN   1.23111       0.329923                 NaN            NaN  0.940526                 NaN            NaN            NaN
  1403.51        2500.00        96.9022                 NaN            NaN            NaN  0.657110                 NaN            NaN   1.22209       0.296870                 NaN            NaN  0.921691                 NaN            NaN            NaN
  1401.00        2500.00        96.9638                 NaN            NaN            NaN  0.659439                 NaN            NaN   1.21043       0.262583                 NaN            NaN  0.903744                 NaN            NaN            NaN
  1398.50        2500.00        97.0285                 NaN            NaN            NaN  0.658732                 NaN            NaN  0.229575        1.19997                 NaN            NaN  0.883212                 NaN            NaN            NaN
  1395.99        2500.00        97.0815                 NaN            NaN            NaN  0.659940                 NaN            NaN  0.199521        1.19186                 NaN            NaN  0.867196                 NaN            NaN            NaN
  1393.48        2500.00        97.1359                 NaN            NaN            NaN  0.660265                 NaN            NaN   1.18358       0.169738                 NaN            NaN  0.850552                 NaN            NaN            NaN
  1390.98        2500.00        97.1906                 NaN            NaN            NaN  0.660603                 NaN            NaN   1.17445       0.140806                 NaN            NaN  0.833586                 NaN            NaN            NaN
  1388.47        2500.00        97.2421                 NaN            NaN            NaN  0.659525                 NaN            NaN  0.117924        1.16303                 NaN            NaN  0.817385                 NaN            NaN            NaN
  1385.96        2500.00        97.2927                 NaN            NaN            NaN  0.657787                 NaN            NaN  0.889229E-001   1.15922                 NaN            NaN  0.801374                 NaN            NaN            NaN
  1383.46        2500.00        97.3405                 NaN            NaN            NaN  0.658863                 NaN            NaN   1.15076       0.622726E-001            NaN            NaN  0.787569                 NaN            NaN            NaN
  1380.95        2500.00        97.3849                 NaN            NaN            NaN  0.654128                 NaN            NaN  0.426825E-001   1.14656                 NaN            NaN  0.771702                 NaN            NaN            NaN
  1378.45        2500.00        97.4246                 NaN            NaN            NaN  0.653737                 NaN            NaN   1.14114       0.209988E-001            NaN            NaN  0.759509                 NaN            NaN            NaN
  1375.94        2500.00        97.4615                 NaN            NaN            NaN  0.622632                 NaN            NaN  0.748723E-001   1.09838                 NaN            NaN  0.742618                 NaN            NaN            NaN
  1373.43        2500.00        97.5019                 NaN            NaN            NaN  0.618680                 NaN            NaN   1.08828       0.620265E-001            NaN            NaN  0.729128                 NaN            NaN            NaN
  1370.93        2500.00        97.5511                 NaN            NaN            NaN  0.631892                 NaN            NaN   1.10053                 NaN            NaN            NaN  0.716454                 NaN            NaN            NaN
  1368.42        2500.00        97.5799                 NaN            NaN            NaN  0.629619                 NaN            NaN   1.08386                 NaN            NaN            NaN  0.706626                 NaN            NaN            NaN
  1365.91        2500.00        97.6342                 NaN            NaN            NaN  0.615378                 NaN            NaN   1.06343                 NaN            NaN            NaN  0.687005                 NaN            NaN            NaN
  1363.41        2500.00        97.6556                 NaN            NaN            NaN  0.602537                 NaN            NaN   1.06388                 NaN            NaN            NaN  0.677974                 NaN            NaN            NaN
  1360.90        2500.00        97.6092                 NaN            NaN            NaN  0.404358                 NaN            NaN  0.782906       0.543788                 NaN            NaN  0.659766                 NaN            NaN            NaN
  1358.40        2500.00        97.7446                 NaN            NaN            NaN  0.586296                 NaN            NaN   1.02276                 NaN            NaN            NaN  0.646303                 NaN            NaN            NaN
  1355.89        2500.00        97.7542                 NaN            NaN            NaN  0.583573                 NaN            NaN   1.01883                 NaN            NaN            NaN  0.643418                 NaN            NaN            NaN
  1353.38        2500.00        97.7863                 NaN            NaN            NaN  0.575645                 NaN            NaN   1.00618                 NaN            NaN            NaN  0.631874                 NaN            NaN            NaN
  1350.88        2500.00        97.8142                 NaN            NaN            NaN  0.569393                 NaN            NaN  0.994755                 NaN            NaN            NaN  0.621646                 NaN            NaN            NaN
  1348.37        2500.00        97.8481                 NaN            NaN            NaN  0.554231                 NaN            NaN  0.988084                 NaN            NaN            NaN  0.609573                 NaN            NaN            NaN
  1345.86        2500.00        97.8682                 NaN            NaN            NaN  0.554847                 NaN            NaN  0.975055                 NaN            NaN            NaN  0.601944                 NaN            NaN            NaN
  1343.36        2500.00        97.9002                 NaN            NaN            NaN  0.540689                 NaN            NaN  0.969497                 NaN            NaN            NaN  0.589653                 NaN            NaN            NaN
  1340.85        2500.00        97.6867                 NaN            NaN  0.149395       0.439474                 NaN            NaN   1.10877                 NaN            NaN            NaN  0.615639                 NaN            NaN            NaN
  1338.35        2500.00        97.5453                 NaN            NaN  0.256057       0.364222                 NaN            NaN   1.20235                 NaN            NaN            NaN  0.632087                 NaN            NaN            NaN
  1335.84        2500.00        97.6062                 NaN            NaN  0.249698       0.352575                 NaN            NaN   1.17672                 NaN            NaN            NaN  0.614780                 NaN            NaN            NaN
  1333.33        2500.00        97.6510                 NaN            NaN  0.242608       0.341877                 NaN            NaN   1.16235                 NaN            NaN            NaN  0.602151                 NaN            NaN            NaN
  1330.83        2500.00        97.6953                 NaN            NaN  0.236876       0.335759                 NaN            NaN   1.14077                 NaN            NaN            NaN  0.591307                 NaN            NaN            NaN
  1328.32        2500.00        97.7440                 NaN            NaN  0.229610       0.326790                 NaN            NaN   1.12082                 NaN            NaN            NaN  0.578751                 NaN            NaN            NaN
  1325.81        2500.00        97.7910                 NaN            NaN  0.222723       0.319811                 NaN            NaN   1.09974                 NaN            NaN            NaN  0.566756                 NaN            NaN            NaN
  1323.31        2500.00        97.8366                 NaN            NaN  0.216061       0.310949                 NaN            NaN   1.08162                 NaN            NaN            NaN  0.554800                 NaN            NaN            NaN
  1320.80        2500.00        97.8830                 NaN            NaN  0.208993       0.304142                 NaN            NaN   1.06070                 NaN            NaN            NaN  0.543169                 NaN            NaN            NaN
  1318.30        2500.00        97.9252                 NaN            NaN  0.202410       0.293801                 NaN            NaN   1.04657                 NaN            NaN            NaN  0.532016                 NaN            NaN            NaN
  1315.79        2500.00        97.9695                 NaN            NaN  0.195441       0.287753                 NaN            NaN   1.02639                 NaN            NaN            NaN  0.520936                 NaN            NaN            NaN
  1313.28        2500.00        98.0124                 NaN            NaN  0.188818       0.283959                 NaN            NaN   1.00439                 NaN            NaN            NaN  0.510472                 NaN            NaN            NaN
  1310.78        2500.00        98.0534                 NaN            NaN  0.182625       0.274365                 NaN            NaN  0.989944                 NaN            NaN            NaN  0.499712                 NaN            NaN            NaN
  1308.27        2500.00        98.0892                 NaN            NaN  0.175660       0.262986                 NaN            NaN  0.981571                 NaN            NaN            NaN  0.490548                 NaN            NaN            NaN
  1305.76        2500.00        98.1302                 NaN            NaN  0.170455       0.257878                 NaN            NaN  0.961978                 NaN            NaN            NaN  0.479484                 NaN            NaN            NaN
  1303.26        2500.00        98.1690                 NaN            NaN  0.164325       0.249315                 NaN            NaN  0.947240                 NaN            NaN            NaN  0.470073                 NaN            NaN            NaN
  1300.75        2500.00        98.2103                 NaN            NaN  0.101694       0.278870                 NaN            NaN  0.911348                 NaN            NaN            NaN  0.463787       0.340152E-001            NaN            NaN
  1298.25        2500.00        98.2544                 NaN            NaN            NaN  0.334384                 NaN            NaN  0.859928                 NaN            NaN            NaN  0.459567       0.916733E-001            NaN            NaN
  1295.74        2500.00        98.2868                 NaN            NaN            NaN  0.324302                 NaN            NaN  0.849814                 NaN            NaN            NaN  0.450636       0.884275E-001            NaN            NaN
  1293.23        2500.00        70.3681                 NaN            NaN  0.871059        2.14568                 NaN            NaN   6.89982                 NaN            NaN            NaN   4.01526       0.565810        15.1343                 NaN
  1290.73        2500.00        70.1478                 NaN            NaN            NaN   2.71951                 NaN            NaN   6.74488                 NaN            NaN            NaN   4.07557        1.03369        15.2785                 NaN
  1288.22        2500.00        75.6521                 NaN            NaN            NaN   2.18788                 NaN            NaN   5.68683                 NaN            NaN            NaN   3.34606       0.822573        12.3046                 NaN
  1285.71        2500.00        79.6213                 NaN            NaN            NaN   1.74274                 NaN            NaN   4.97276                 NaN            NaN            NaN   2.81586       0.670521        10.1768                 NaN
  1283.21        2500.00        82.4965                 NaN            NaN            NaN   1.40006                 NaN            NaN   4.48058                 NaN            NaN            NaN   2.42846       0.560095        8.63428                 NaN
  1280.70        2500.00        81.1899                 NaN            NaN            NaN  0.901620                 NaN            NaN   5.43870                 NaN            NaN            NaN   2.61923       0.557983        9.29256                 NaN
  1278.20        2500.00        88.4476                 NaN            NaN            NaN  0.865548                 NaN            NaN   3.28736                 NaN            NaN            NaN   1.59951       0.353490        5.44651                 NaN
  1275.69        2500.00        88.8775                 NaN            NaN            NaN  0.438045                 NaN            NaN   3.65529                 NaN            NaN            NaN   1.54471       0.301612        5.18283                 NaN
  1273.18        2500.00        82.6493                 NaN            NaN            NaN            NaN            NaN            NaN  0.490500        5.24597                 NaN            NaN   2.56982       0.493623        8.55079                 NaN
  1270.68        2500.00        94.0727                 NaN            NaN            NaN  0.761876                 NaN            NaN   2.23291                 NaN            NaN            NaN  0.633562       0.103058        2.19590                 NaN
  1268.17        2500.00        84.9569                 NaN            NaN            NaN            NaN            NaN            NaN   1.95334        3.57286                 NaN            NaN   2.11084       0.406004        7.00006                 NaN
  1265.66        2500.00        91.7779                 NaN            NaN            NaN            NaN            NaN            NaN   1.52211        1.58445                 NaN            NaN   1.12208       0.234894        3.75852                 NaN
  1263.16        2500.00        94.8402                 NaN            NaN            NaN            NaN            NaN            NaN   1.98895                 NaN            NaN            NaN  0.668997       0.356302E-001   2.46623                 NaN
  1260.65        2500.00        92.6015                 NaN            NaN            NaN            NaN            NaN            NaN  0.409833        2.08580                 NaN            NaN  0.857455       0.242393        3.80302                 NaN
  1258.15        2500.00        93.0400                 NaN            NaN            NaN            NaN            NaN            NaN   3.11023                 NaN            NaN            NaN   1.15909       0.637290E-001   2.62694                 NaN
  1255.64        2500.00        92.4788                 NaN            NaN            NaN            NaN            NaN            NaN   2.08001       0.627267                 NaN            NaN   1.06855       0.155343        3.59004                 NaN
  1253.13        2500.00        94.0886                 NaN            NaN            NaN            NaN            NaN            NaN   2.41144                 NaN            NaN            NaN  0.806797       0.135637        2.55754                 NaN
  1250.63        2500.00        81.3519                 NaN            NaN            NaN   1.54825                 NaN            NaN   1.76688        3.04581                 NaN            NaN   2.71123       0.522891        9.05306                 NaN
  1248.12        2500.00        99.0329                 NaN            NaN            NaN  0.151590       0.538592E-001            NaN  0.885458E-001            NaN            NaN            NaN  0.164613       0.297373E-001  0.478800                 NaN
  1245.61        2500.00        98.9948                 NaN            NaN            NaN  0.291740E-001            NaN            NaN  0.323982       0.235637E-001  0.170266E-005            NaN  0.144527       0.220790E-001  0.461823                 NaN
  1243.11        2500.00        98.6885                 NaN            NaN            NaN  0.255862E-001            NaN            NaN  0.298848       0.174523       0.297227E-005            NaN  0.182168       0.334743E-001  0.596899                 NaN
  1240.60        2500.00        91.8573                 NaN            NaN            NaN  0.119660                 NaN            NaN   1.98504       0.745695       0.177990E-005            NaN   1.11580       0.199021        3.97751                 NaN
  1238.10        2500.00        99.8411                 NaN            NaN            NaN            NaN            NaN            NaN  0.122169E-001            NaN            NaN            NaN            NaN            NaN  0.146728                 NaN
  1235.59        2500.00        97.9992                 NaN            NaN            NaN            NaN            NaN            NaN  0.868199                 NaN            NaN            NaN  0.239150       0.836960E-002  0.885065                 NaN
  1233.08        2500.00        88.7870                 NaN            NaN            NaN            NaN            NaN            NaN   2.48576                 NaN            NaN            NaN   1.09657       0.139384        4.44487        3.04637     
  1230.58        2500.00        80.4654                 NaN            NaN            NaN            NaN            NaN            NaN   1.80129        1.98269                 NaN            NaN   1.88677       0.223024        7.90918        5.73163     
  1228.07        2500.00        63.9579                 NaN            NaN            NaN            NaN            NaN            NaN   6.72551                 NaN            NaN            NaN   3.32899       0.386824        14.9124        10.6884     
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.3453        4.22883                 NaN            NaN   8.70367        1.08786        43.0925        30.5418     
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.92757        12.6493                 NaN            NaN   8.71312        1.08604        43.0823        30.5416     
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.52489        12.0514                 NaN            NaN   8.71681        1.08597        43.0791        30.5418     
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.74175        12.8399                 NaN            NaN   8.72991        1.08289        43.0642        30.5414     
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.04786        13.5384                 NaN            NaN   8.74045        1.08064        43.0512        30.5414     
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.95427        12.5994                 NaN            NaN   8.75397        1.08587        43.0738        30.5326     
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0216       0.571446                 NaN            NaN   8.78528        1.06870        43.0162        30.5368     
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.18140        7.35410                 NaN            NaN   8.80744        1.08614        43.0417        30.5292     
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.27991        7.25655                 NaN            NaN   8.81071        1.08556        43.0380        30.5292     
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.47778        7.05910                 NaN            NaN   8.81344        1.08522        43.0351        30.5294     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.44591        7.09291                 NaN            NaN   8.81648        1.08435        43.0309        30.5295     
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.6090                 NaN            NaN            NaN   8.80805        1.06655        42.9762        30.5402     
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.9735        5.59429                 NaN            NaN   8.82976        1.07485        42.9956        30.5319     
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.2615        1.35415                 NaN            NaN   8.82440        1.06276        42.9567        30.5405     
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.6172                 NaN            NaN            NaN   8.83408        1.06106        42.9478        30.5398     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.832832        15.7899                 NaN            NaN   8.84153        1.05861        42.9366        30.5406     
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.73013        6.81719                 NaN            NaN   8.83150        1.08033        43.0107        30.5302     
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.00313        11.0057        4.52081                 NaN   8.82468        1.08586        43.0290        30.5309     
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.03602        11.1194        4.37436                 NaN   8.82579        1.08575        43.0276        30.5311     
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.06427        11.2337        4.23196                 NaN   8.82676        1.08567        43.0263        30.5313     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.08754        11.3488        4.09366                 NaN   8.82758        1.08562        43.0252        30.5316     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.10602        11.4645        3.95944                 NaN   8.82826        1.08561        43.0242        30.5319     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.12093        11.5800        3.82904                 NaN   8.82880        1.08564        43.0234        30.5322     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.13424        11.6937        3.70198                 NaN   8.82921        1.08570        43.0227        30.5324     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.14815        11.8038        3.57777                 NaN   8.82951        1.08580        43.0222        30.5328     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.16445        11.9091        3.45596                 NaN   8.82974        1.08591        43.0217        30.5331     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.18414        12.0089        3.33632                 NaN   8.82991        1.08604        43.0213        30.5334     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.20763        12.1028        3.21871                 NaN   8.83004        1.08618        43.0210        30.5337     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.20539        10.4005                 NaN            NaN   8.90249        1.05634        42.9006        30.5347     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.6590                 NaN            NaN            NaN   8.96218        1.03634        42.8028        30.5396     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.95920        13.6755                 NaN            NaN   8.93803        1.04355        42.8487        30.5351     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.56357        13.0717                 NaN            NaN   8.94207        1.04320        42.8431        30.5364     
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.6879                 NaN            NaN            NaN   8.98426        1.02322        42.7611        30.5435     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.08010        13.5800                 NaN            NaN   8.99312        1.03017        42.7788        30.5379     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.38940        14.2771                 NaN            NaN   8.99923        1.02767        42.7681        30.5386     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.76069        12.8551        1.96400       0.166061E-005   8.96875        1.05599        42.8566        30.5389     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.81365        12.9056        1.86038                 NaN   8.96933        1.05605        42.8558        30.5392     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.86632        12.9523        1.76097                 NaN   8.96990        1.05609        42.8549        30.5395     
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.92580        12.9921        1.66179                 NaN   8.97037        1.05605        42.8541        30.5398     
