|6.6.6
Archiving\03_Data\eqfrac/QFM_m2.25/LAR/LAR_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          O(HP)          an             San(TH)        ilm            q             
  1199.99        2500.00                 NaN            NaN   11.6736                 NaN            NaN            NaN            NaN   8.41457        46.3941       0.613207        32.9045     
  1198.96        2500.00                 NaN            NaN   11.6905                 NaN            NaN            NaN            NaN   8.44950        46.3457       0.608183        32.9061     
  1197.92        2500.00                 NaN            NaN   11.6910                 NaN            NaN            NaN            NaN   8.45090        46.3432       0.607963        32.9069     
  1196.89        2500.00                 NaN            NaN   11.7017                 NaN            NaN            NaN            NaN   8.48621        46.3010       0.604297        32.9068     
  1195.85        2500.00                 NaN            NaN   11.6865                 NaN            NaN            NaN            NaN   8.48433        46.3179       0.607630        32.9036     
  1194.81        2500.00                 NaN            NaN   11.6876                 NaN            NaN            NaN            NaN   8.48723        46.3135       0.607217        32.9044     
  1193.78        2500.00                 NaN            NaN   11.6888                 NaN            NaN            NaN            NaN   8.49013        46.3092       0.606799        32.9052     
  1192.74        2500.00                 NaN            NaN   11.7097                 NaN            NaN            NaN            NaN   8.49841        46.2792       0.601854        32.9108     
  1191.70        2500.00                 NaN            NaN   11.7096                 NaN            NaN            NaN            NaN   8.50201        46.2764       0.601667        32.9104     
  1190.67        2500.00                 NaN            NaN   11.7127                 NaN            NaN            NaN            NaN   8.50600        46.2685       0.600772        32.9120     
  1189.63        2500.00                 NaN            NaN   11.6948                 NaN            NaN            NaN            NaN   8.46176        46.3245       0.606287        32.9127     
  1188.60        2500.00                 NaN            NaN   11.6771                 NaN            NaN            NaN            NaN   8.42555        46.3737       0.611381        32.9123     
  1187.56        2500.00                 NaN            NaN   11.6775                 NaN            NaN            NaN            NaN   8.42681        46.3715       0.611175        32.9130     
  1186.52        2500.00                 NaN            NaN   11.6781                 NaN            NaN            NaN            NaN   8.42816        46.3691       0.610957        32.9137     
  1185.49        2500.00                 NaN            NaN   11.6786                 NaN            NaN            NaN            NaN   8.42957        46.3667       0.610729        32.9144     
  1184.45        2500.00                 NaN            NaN   11.7179                 NaN            NaN            NaN            NaN   8.51985        46.2466       0.598815        32.9168     
  1183.41        2500.00                 NaN            NaN   11.7088                 NaN            NaN            NaN            NaN   8.52273        46.2532       0.600574        32.9147     
  1182.38        2500.00                 NaN            NaN   10.4072        1.25341                 NaN            NaN            NaN   8.39975        46.4086       0.615651        32.9154     
  1181.34        2500.00                 NaN            NaN   10.4081        1.25252                 NaN            NaN            NaN   8.39994        46.4078       0.615600        32.9161     
  1180.31        2500.00                 NaN            NaN   10.4090        1.25162                 NaN            NaN            NaN   8.40013        46.4070       0.615548        32.9168     
  1179.27        2500.00                 NaN            NaN   10.4098        1.25072                 NaN            NaN            NaN   8.40032        46.4062       0.615496        32.9175     
  1178.23        2500.00                 NaN            NaN   10.4107        1.24982                 NaN            NaN            NaN   8.40051        46.4054       0.615444        32.9182     
  1177.20        2500.00                 NaN            NaN   10.4115        1.24894                 NaN            NaN            NaN   8.40070        46.4046       0.615392        32.9188     
  1176.16        2500.00                 NaN            NaN   10.4124        1.24805                 NaN            NaN            NaN   8.40089        46.4038       0.615340        32.9195     
  1175.12        2500.00                 NaN            NaN   10.4132        1.24718                 NaN            NaN            NaN   8.40108        46.4030       0.615288        32.9202     
  1174.09        2500.00                 NaN            NaN   10.4141        1.24630                 NaN            NaN            NaN   8.40126        46.4022       0.615236        32.9209     
  1173.05        2500.00                 NaN            NaN   10.4149        1.24543                 NaN            NaN            NaN   8.40145        46.4014       0.615183        32.9216     
  1172.02        2500.00                 NaN            NaN   10.4157        1.24457                 NaN            NaN            NaN   8.40164        46.4006       0.615131        32.9223     
  1170.98        2500.00                 NaN            NaN   10.4165        1.24371                 NaN            NaN            NaN   8.40182        46.3998       0.615078        32.9230     
  1169.94        2500.00                 NaN            NaN   10.4174        1.24286                 NaN            NaN            NaN   8.40201        46.3990       0.615025        32.9237     
  1168.91        2500.00                 NaN            NaN   10.4182        1.24201                 NaN            NaN            NaN   8.40219        46.3982       0.614972        32.9244     
  1167.87        2500.00                 NaN            NaN   10.4190        1.24117                 NaN            NaN            NaN   8.40238        46.3975       0.614919        32.9251     
  1166.83        2500.00                 NaN            NaN   10.4198        1.24033                 NaN            NaN            NaN   8.40256        46.3967       0.614866        32.9258     
  1165.80        2500.00                 NaN            NaN   10.4206        1.23950                 NaN            NaN            NaN   8.40275        46.3959       0.614813        32.9265     
  1164.76        2500.00                 NaN            NaN   10.4214        1.23867                 NaN            NaN            NaN   8.40293        46.3951       0.614759        32.9272     
  1163.73        2500.00                 NaN            NaN   10.4222        1.23784                 NaN            NaN            NaN   8.40312        46.3943       0.614706        32.9279     
  1162.69        2500.00                 NaN            NaN   10.4230        1.23703                 NaN            NaN            NaN   8.40330        46.3935       0.614652        32.9286     
  1161.65        2500.00                 NaN            NaN   10.4238        1.23621                 NaN            NaN            NaN   8.40348        46.3927       0.614599        32.9293     
  1160.62        2500.00                 NaN            NaN   10.4246        1.23541                 NaN            NaN            NaN   8.40367        46.3919       0.614545        32.9299     
  1159.58        2500.00                 NaN            NaN   10.4253        1.23460                 NaN            NaN            NaN   8.40385        46.3911       0.614491        32.9306     
  1158.54        2500.00                 NaN            NaN   10.4261        1.23380                 NaN            NaN            NaN   8.40403        46.3903       0.614437        32.9313     
  1157.51        2500.00                 NaN            NaN   10.4269        1.23301                 NaN            NaN            NaN   8.40422        46.3895       0.614383        32.9320     
  1156.47        2500.00                 NaN            NaN   10.4277        1.23222                 NaN            NaN            NaN   8.40440        46.3887       0.614329        32.9327     
  1155.44        2500.00                 NaN            NaN   10.4284        1.23144                 NaN            NaN            NaN   8.40458        46.3879       0.614274        32.9334     
  1154.40        2500.00                 NaN            NaN   10.4292        1.23066                 NaN            NaN            NaN   8.40476        46.3871       0.614220        32.9341     
  1153.36        2500.00                 NaN            NaN   10.4299        1.22988                 NaN            NaN            NaN   8.40494        46.3863       0.614165        32.9348     
  1152.33        2500.00                 NaN            NaN   10.4307        1.22911                 NaN            NaN            NaN   8.40512        46.3855       0.614110        32.9355     
  1151.29        2500.00                 NaN            NaN   10.4314        1.22835                 NaN            NaN            NaN   8.40530        46.3847       0.614055        32.9362     
  1150.25        2500.00                 NaN            NaN   10.4322        1.22759                 NaN            NaN            NaN   8.40549        46.3838       0.614000        32.9369     
  1149.22        2500.00                 NaN            NaN   10.4329        1.22684                 NaN            NaN            NaN   8.40567        46.3830       0.613945        32.9376     
  1148.18        2500.00                 NaN            NaN   10.4336        1.22609                 NaN            NaN            NaN   8.40585        46.3822       0.613890        32.9383     
  1147.15        2500.00                 NaN            NaN  0.433277        11.3328                 NaN            NaN            NaN   8.62644        46.0802       0.581874        32.9454     
  1146.11        2500.00                 NaN            NaN  0.548260        11.2184                 NaN            NaN            NaN   8.62830        46.0772       0.581632        32.9462     
  1145.07        2500.00                 NaN            NaN  0.660425        11.1069                 NaN            NaN            NaN   8.63015        46.0741       0.581390        32.9470     
  1144.04        2500.00                 NaN            NaN  0.769854        10.9981                 NaN            NaN            NaN   8.63200        46.0711       0.581144        32.9479     
  1143.00        2500.00                 NaN            NaN  0.265432        11.5103                 NaN            NaN            NaN   8.64003        46.0555       0.579075        32.9496     
  1141.96        2500.00                 NaN            NaN  0.364743        11.4118                 NaN            NaN            NaN   8.64204        46.0522       0.578780        32.9504     
  1140.93        2500.00                 NaN            NaN   1.06009        10.7096                 NaN            NaN            NaN   8.63873        46.0610       0.580418        32.9501     
  1139.89        2500.00                 NaN            NaN   1.16113        10.6093                 NaN            NaN            NaN   8.64061        46.0578       0.580151        32.9510     
  1138.86        2500.00                 NaN            NaN   1.25734        10.5137                 NaN            NaN            NaN   8.64242        46.0549       0.579909        32.9518     
  1137.82        2500.00                 NaN            NaN   10.4407        1.21889                 NaN            NaN            NaN   8.40764        46.3741       0.613330        32.9453     
  1136.78        2500.00                 NaN            NaN   1.63950        10.1324                 NaN            NaN            NaN   8.64300        46.0521       0.579531        32.9535     
  1135.75        2500.00                 NaN            NaN   1.69231        10.0802                 NaN            NaN            NaN   8.64204        46.0501       0.579973        32.9553     
  1134.71        2500.00                 NaN            NaN   1.57973        10.1943                 NaN            NaN            NaN   8.65023        46.0427       0.578400        32.9546     
  1133.68        2500.00                 NaN            NaN   1.68393        10.0943                 NaN            NaN            NaN   8.64869        46.0314       0.579556        32.9621     
  1132.64        2500.00                 NaN            NaN   1.76016        10.0261                 NaN            NaN            NaN   8.65595        46.0245       0.574533        32.9588     
  1131.60        2500.00                 NaN            NaN   1.46709        10.3180                 NaN            NaN            NaN   8.67780        45.9988       0.576754        32.9615     
  1130.57        2500.00                 NaN            NaN  0.580993        11.2095                 NaN            NaN            NaN   8.66805        46.0072       0.574209        32.9600     
  1129.53        2500.00                 NaN            NaN   2.08929        9.68792                 NaN            NaN            NaN   8.65637        46.0282       0.578104        32.9601     
  1128.49        2500.00                 NaN            NaN   11.8050                 NaN            NaN            NaN            NaN   8.68515        45.9768       0.570091        32.9629     
  1127.46        2500.00                 NaN            NaN   2.19981        9.57979                 NaN            NaN            NaN   8.66128        46.0208       0.577007        32.9613     
  1126.42        2500.00                 NaN            NaN   2.27172        9.50872                 NaN            NaN            NaN   8.66311        46.0176       0.576730        32.9621     
  1125.39        2500.00                 NaN            NaN   2.34202        9.43927                 NaN            NaN            NaN   8.66493        46.0143       0.576453        32.9630     
  1124.35        2500.00                 NaN            NaN   2.41079        9.37136                 NaN            NaN            NaN   8.66676        46.0111       0.576174        32.9639     
  1123.31        2500.00                 NaN            NaN   2.47759        9.30543                 NaN            NaN            NaN   8.66859        46.0078       0.575892        32.9647     
  1122.28        2500.00                 NaN            NaN   2.54295        9.24096                 NaN            NaN            NaN   8.67042        46.0045       0.575606        32.9656     
  1121.24        2500.00                 NaN            NaN   2.60679        9.17802                 NaN            NaN            NaN   8.67226        46.0011       0.575319        32.9665     
  1120.20        2500.00                 NaN            NaN   2.66915        9.11656                 NaN            NaN            NaN   8.67409        45.9978       0.575030        32.9674     
  1119.17        2500.00                 NaN            NaN   2.73008        9.05657                 NaN            NaN            NaN   8.67593        45.9944       0.574738        32.9683     
  1118.13        2500.00                 NaN            NaN   2.78964        8.99794                 NaN            NaN            NaN   8.67777        45.9911       0.574444        32.9691     
  1117.10        2500.00                 NaN            NaN   2.84771        8.94083                 NaN            NaN            NaN   8.67961        45.9877       0.574149        32.9700     
  1116.06        2500.00                 NaN            NaN   2.90469        8.88481                 NaN            NaN            NaN   8.68146        45.9843       0.573849        32.9709     
  1115.02        2500.00                 NaN            NaN   4.45805        7.33668                 NaN            NaN            NaN   8.67799        45.9799       0.573686        32.9737     
  1113.99        2500.00                 NaN            NaN   3.01438        8.77708                 NaN            NaN            NaN   8.68515        45.9774       0.573244        32.9727     
  1112.95        2500.00                 NaN            NaN   3.06783        8.72463                 NaN            NaN            NaN   8.68700        45.9740       0.572939        32.9736     
  1111.91        2500.00                 NaN            NaN   3.12007        8.67341                 NaN            NaN            NaN   8.68886        45.9705       0.572630        32.9745     
  1110.88        2500.00                 NaN            NaN   3.17106        8.62345                 NaN            NaN            NaN   8.69072        45.9670       0.572319        32.9754     
  1109.84        2500.00                 NaN            NaN   3.22099        8.57456                 NaN            NaN            NaN   8.69258        45.9635       0.572006        32.9763     
  1108.81        2500.00                 NaN            NaN   3.26989        8.52672                 NaN            NaN            NaN   8.69444        45.9600       0.571690        32.9772     
  1107.77        2500.00                 NaN            NaN   3.31188        8.48574                 NaN            NaN            NaN   8.69628        45.9566       0.571384        32.9781     
  1106.73        2500.00                 NaN            NaN   3.34078        8.45782                 NaN            NaN            NaN   8.69811        45.9532       0.571087        32.9790     
  1105.70        2500.00                 NaN            NaN   2.89671        8.92027                 NaN            NaN            NaN   8.68354        45.9510       0.564575        32.9839     
  1104.66        2500.00                 NaN            NaN   2.86847        8.94616                 NaN            NaN            NaN   8.67978        45.9557       0.565081        32.9849     
  1103.62        2500.00                 NaN            NaN   2.25023        9.56254                 NaN            NaN            NaN   8.71836        45.9192       0.566616        32.9831     
  1102.59        2500.00                 NaN            NaN   2.12572        9.69522                 NaN            NaN            NaN   8.72571        45.9039       0.564395        32.9851     
  1101.55        2500.00                 NaN            NaN   2.07717        9.74748                 NaN            NaN            NaN   8.73029        45.8956       0.563319        32.9862     
  1100.52        2500.00                 NaN            NaN   2.02013        9.80794       0.438519E-004            NaN            NaN   8.73462        45.8877       0.562315        32.9873     
  1099.48        2500.00                 NaN            NaN   1.74629        10.0813                 NaN            NaN            NaN   8.73709        45.8853       0.562126        32.9879     
  1098.44        2500.00                 NaN            NaN   1.65939        10.1709                 NaN            NaN            NaN   8.74109        45.8784       0.561252        32.9889     
  1097.41        2500.00                 NaN            NaN   1.58589        10.2470                 NaN            NaN            NaN   8.74491        45.8718       0.560420        32.9899     
  1096.37        2500.00                 NaN            NaN   1.51342        10.3223                 NaN            NaN            NaN   8.74882        45.8650       0.559550        32.9909     
  1095.33        2500.00                 NaN            NaN   11.4501       0.413863                 NaN            NaN            NaN   8.77319        45.8171       0.551998        32.9937     
  1094.30        2500.00                 NaN            NaN   11.4365       0.429574                 NaN            NaN            NaN   8.77618        45.8116       0.551350        32.9948     
  1093.26        2500.00                 NaN            NaN   11.2455       0.620997                 NaN            NaN            NaN   8.77750        45.8091       0.551220        32.9957     
  1092.23        2500.00                 NaN            NaN   11.2748       0.594236                 NaN            NaN            NaN   8.78086        45.8028       0.550452        32.9968     
  1091.19        2500.00                 NaN            NaN   10.2400        1.61947                 NaN            NaN            NaN   8.77488        45.8151       0.553265        32.9973     
  1090.15        2500.00                 NaN            NaN   11.8019       0.800175E-001            NaN            NaN            NaN   8.79457        45.7773       0.546761        32.9994     
  1089.12        2500.00                 NaN            NaN  0.655577        11.2002                 NaN            NaN            NaN   8.78465        45.8070       0.553357        32.9992     
  1088.08        2500.00                 NaN            NaN   10.8065        1.06437                 NaN            NaN            NaN   8.78615        45.7925       0.549854        33.0006     
  1087.04        2500.00                 NaN            NaN   1.73335        10.1124       0.115449E-004            NaN            NaN   8.75391        45.8415       0.557366        33.0015     
  1086.01        2500.00                 NaN            NaN   10.5408        1.32057                 NaN            NaN            NaN   8.78164        45.8040       0.552326        33.0007     
  1084.97        2500.00                 NaN            NaN   10.9692       0.911341                 NaN            NaN            NaN   8.79757        45.7708       0.547074        33.0040     
  1083.94        2500.00                 NaN            NaN   10.9104       0.971991                 NaN            NaN            NaN   8.80001        45.7659       0.546569        33.0051     
  1082.90        2500.00                 NaN            NaN   2.63399        8.22261        1.07885                 NaN            NaN   8.89148        45.6221       0.531564        33.0194     
  1081.86        2500.00                 NaN            NaN  0.674100        11.2105                 NaN            NaN            NaN   8.80629        45.7569       0.545476        33.0067     
  1080.83        2500.00                 NaN            NaN  0.910026        10.9808                 NaN            NaN            NaN   8.81026        45.7463       0.544136        33.0085     
  1079.79        2500.00                 NaN            NaN   10.9941       0.899454                 NaN            NaN            NaN   8.81356        45.7399       0.543358        33.0096     
  1078.75        2500.00                 NaN            NaN   10.9184       0.975991                 NaN            NaN            NaN   8.81513        45.7367       0.543120        33.0107     
  1077.72        2500.00                 NaN            NaN   10.9482       0.949324                 NaN            NaN            NaN   8.81877        45.7297       0.542235        33.0118     
  1076.68        2500.00                 NaN            NaN  0.965717        10.9335                 NaN            NaN            NaN   8.82128        45.7250       0.541701        33.0128     
  1075.65        2500.00                 NaN            NaN   10.9069       0.994359                 NaN            NaN            NaN   8.82376        45.7197       0.541177        33.0140     
  1074.61        2500.00                 NaN            NaN   2.87032        9.09349                 NaN            NaN            NaN   8.91572        45.5640       0.525054        33.0314     
  1073.57        2500.00                 NaN            NaN   2.68780        9.26659                 NaN            NaN            NaN   8.91220        45.5747       0.527239        33.0315     
  1072.54        2500.00                 NaN            NaN   2.67941        9.27496                 NaN            NaN            NaN   8.91247        45.5737       0.527192        33.0322     
  1071.50        2500.00                 NaN            NaN   2.67114        9.28320                 NaN            NaN            NaN   8.91274        45.5728       0.527145        33.0330     
  1070.46        2500.00                 NaN            NaN   2.66301        9.29131                 NaN            NaN            NaN   8.91300        45.5719       0.527099        33.0337     
  1069.43        2500.00                 NaN            NaN   2.65500        9.29929                 NaN            NaN            NaN   8.91326        45.5709       0.527053        33.0345     
  1068.39        2500.00                 NaN            NaN   2.64711        9.30716                 NaN            NaN            NaN   8.91353        45.5700       0.527008        33.0352     
  1067.36        2500.00                 NaN            NaN   2.63933        9.31490                 NaN            NaN            NaN   8.91379        45.5691       0.526963        33.0359     
  1066.32        2500.00                 NaN            NaN   2.87578        9.08996                 NaN            NaN            NaN   8.91854        45.5543       0.524176        33.0372     
  1065.28        2500.00                 NaN            NaN   2.62413        9.33005                 NaN            NaN            NaN   8.91430        45.5672       0.526874        33.0374     
  1064.25        2500.00                 NaN            NaN   2.61668        9.33747                 NaN            NaN            NaN   8.91456        45.5663       0.526830        33.0382     
  1063.21        2500.00                 NaN            NaN   2.60934        9.34478                 NaN            NaN            NaN   8.91481        45.5654       0.526786        33.0389     
  1062.17        2500.00                 NaN            NaN   9.28738        2.66867                 NaN            NaN            NaN   8.91565        45.5625       0.526212        33.0396     
  1061.14        2500.00                 NaN            NaN   2.61964        9.33502                 NaN            NaN            NaN   8.91629        45.5626       0.526299        33.0402     
  1060.10        2500.00                 NaN            NaN   2.58216        9.37245                 NaN            NaN            NaN   8.91597        45.5615       0.526577        33.0414     
  1059.07        2500.00                 NaN            NaN   2.57596        9.37866                 NaN            NaN            NaN   8.91622        45.5605       0.526529        33.0421     
  1058.03        2500.00                 NaN            NaN   2.57165        9.38310                 NaN            NaN            NaN   8.91651        45.5594       0.526464        33.0429     
  1056.99        2500.00                 NaN            NaN   2.56736        9.38752                 NaN            NaN            NaN   8.91679        45.5583       0.526399        33.0437     
  1055.96        2500.00                 NaN            NaN   2.56309        9.39192                 NaN            NaN            NaN   8.91708        45.5571       0.526334        33.0444     
  1054.92        2500.00                 NaN            NaN   2.55884        9.39631                 NaN            NaN            NaN   8.91736        45.5560       0.526269        33.0452     
  1053.88        2500.00                 NaN            NaN   2.55462        9.40066                 NaN            NaN            NaN   8.91764        45.5549       0.526204        33.0460     
  1052.85        2500.00                 NaN            NaN   2.55042        9.40499                 NaN            NaN            NaN   8.91793        45.5538       0.526140        33.0468     
  1051.81        2500.00                 NaN            NaN   2.54626        9.40930                 NaN            NaN            NaN   8.91821        45.5526       0.526076        33.0475     
  1050.78        2500.00                 NaN            NaN   2.54208        9.41360                 NaN            NaN            NaN   8.91849        45.5515       0.526012        33.0483     
  1049.74        2500.00                 NaN            NaN   2.53796        9.41786                 NaN            NaN            NaN   8.91877        45.5504       0.525948        33.0491     
  1048.70        2500.00                 NaN            NaN   2.53385        9.42210                 NaN            NaN            NaN   8.91905        45.5492       0.525884        33.0499     
  1047.67        2500.00                 NaN            NaN   2.52976        9.42633                 NaN            NaN            NaN   8.91934        45.5481       0.525821        33.0506     
  1046.63        2500.00                 NaN            NaN   2.52570        9.43053                 NaN            NaN            NaN   8.91962        45.5470       0.525757        33.0514     
  1045.59        2500.00                 NaN            NaN   2.52166        9.43471                 NaN            NaN            NaN   8.91990        45.5459       0.525694        33.0522     
  1044.56        2500.00                 NaN            NaN   2.51764        9.43886                 NaN            NaN            NaN   8.92018        45.5447       0.525631        33.0530     
  1043.52        2500.00                 NaN            NaN   2.51364        9.44300                 NaN            NaN            NaN   8.92046        45.5436       0.525568        33.0537     
  1042.49        2500.00                 NaN            NaN   2.50966        9.44711                 NaN            NaN            NaN   8.92074        45.5425       0.525505        33.0545     
  1041.45        2500.00                 NaN            NaN   2.50571        9.45120                 NaN            NaN            NaN   8.92102        45.5413       0.525443        33.0553     
  1040.41        2500.00                 NaN            NaN   9.42832        2.52974                 NaN            NaN            NaN   8.92147        45.5393       0.525155        33.0560     
  1039.38        2500.00                 NaN            NaN   2.49787        9.45932                 NaN            NaN            NaN   8.92158        45.5391       0.525318        33.0569     
  1038.34        2500.00                 NaN            NaN   2.49398        9.46335                 NaN            NaN            NaN   8.92186        45.5379       0.525256        33.0576     
  1037.30        2500.00                 NaN            NaN   2.67236        9.29856                 NaN            NaN            NaN   8.92866        45.5196       0.521718        33.0591     
  1036.27        2500.00                 NaN            NaN   9.46535        2.49365                 NaN            NaN            NaN   8.92371        45.5334       0.524625        33.0593     
  1035.23        2500.00                 NaN            NaN   9.45934        2.49922                 NaN            NaN            NaN   8.92303        45.5336       0.524856        33.0600     
  1034.20        2500.00                 NaN            NaN   2.47864        9.47925                 NaN            NaN            NaN   8.92298        45.5334       0.525008        33.0608     
  1033.16        2500.00                 NaN            NaN   2.47486        9.48317                 NaN            NaN            NaN   8.92326        45.5322       0.524947        33.0615     
  1032.12        2500.00                 NaN            NaN   2.47132        9.48687                 NaN            NaN            NaN   8.92354        45.5311       0.524882        33.0623     
  1031.09        2500.00                 NaN            NaN   2.46783        9.49053                 NaN            NaN            NaN   8.92383        45.5299       0.524818        33.0631     
  1030.05        2500.00                 NaN            NaN   2.50585        9.45984                 NaN            NaN            NaN   8.92759        45.5192       0.522981        33.0645     
  1029.01        2500.00                 NaN            NaN   2.49837        9.46735                 NaN            NaN            NaN   8.92784        45.5182       0.522948        33.0653     
  1027.98        2500.00                 NaN            NaN   2.45742        9.50144                 NaN            NaN            NaN   8.92468        45.5264       0.524626        33.0655     
  1026.94        2500.00                 NaN            NaN   2.52365        9.44374                 NaN            NaN            NaN   8.92879        45.5145       0.522508        33.0668     
  1025.91        2500.00                 NaN            NaN   2.45057        9.50862                 NaN            NaN            NaN   8.92525        45.5240       0.524498        33.0671     
  1024.87        2500.00                 NaN            NaN   2.44717        9.51219                 NaN            NaN            NaN   8.92554        45.5228       0.524435        33.0678     
  1023.83        2500.00                 NaN            NaN   2.44378        9.51574                 NaN            NaN            NaN   8.92582        45.5216       0.524371        33.0686     
  1022.80        2500.00                 NaN            NaN   2.44042        9.51928                 NaN            NaN            NaN   8.92611        45.5205       0.524308        33.0694     
  1021.76        2500.00                 NaN            NaN   9.47667        2.48393                 NaN            NaN            NaN   8.92741        45.5188       0.523625        33.0696     
  1020.72        2500.00                 NaN            NaN   2.43375        9.52629                 NaN            NaN            NaN   8.92668        45.5181       0.524181        33.0710     
  1019.69        2500.00                 NaN            NaN   2.43043        9.52978                 NaN            NaN            NaN   8.92697        45.5169       0.524118        33.0718     
  1018.65        2500.00                 NaN            NaN   2.42713        9.53325                 NaN            NaN            NaN   8.92725        45.5157       0.524055        33.0726     
  1017.62        2500.00                 NaN            NaN   2.42385        9.53670                 NaN            NaN            NaN   8.92754        45.5145       0.523992        33.0734     
  1016.58        2500.00                 NaN            NaN   2.42059        9.54014                 NaN            NaN            NaN   8.92783        45.5133       0.523929        33.0742     
  1015.54        2500.00                 NaN            NaN   2.41734        9.54356                 NaN            NaN            NaN   8.92811        45.5122       0.523866        33.0750     
  1014.51        2500.00                 NaN            NaN   2.41408        9.54715                 NaN            NaN            NaN   8.92833        45.5108       0.523824        33.0758     
  1013.47        2500.00                 NaN            NaN   2.41082        9.55105                 NaN            NaN            NaN   8.92841        45.5091       0.523825        33.0768     
  1012.43        2500.00                 NaN            NaN   2.40769        9.55374                 NaN            NaN            NaN   8.92897        45.5086       0.523678        33.0773     
  1011.40        2500.00                 NaN            NaN   2.40452        9.55710                 NaN            NaN            NaN   8.92926        45.5074       0.523615        33.0781     
  1010.36        2500.00                 NaN            NaN   2.40135        9.56044                 NaN            NaN            NaN   8.92955        45.5062       0.523552        33.0789     
  1009.33        2500.00                 NaN            NaN   9.51404        2.45661                 NaN            NaN            NaN   8.93338        45.4946       0.521319        33.0800     
  1008.29        2500.00                 NaN            NaN   9.51469        2.45631                 NaN            NaN            NaN   8.93371        45.4933       0.521215        33.0808     
  1007.25        2500.00                 NaN            NaN   2.39213        9.57022                 NaN            NaN            NaN   8.93042        45.5025       0.523362        33.0813     
  1006.22        2500.00                 NaN            NaN   9.50463        2.46291                 NaN            NaN            NaN   8.93190        45.4978       0.521716        33.0811     
  1005.18        2500.00                 NaN            NaN   9.50464        2.46314                 NaN            NaN            NaN   8.93216        45.4966       0.521629        33.0818     
  1004.14        2500.00                 NaN            NaN   2.38312        9.57981                 NaN            NaN            NaN   8.93130        45.4989       0.523172        33.0837     
  1003.11        2500.00                 NaN            NaN   2.38015        9.58298                 NaN            NaN            NaN   8.93159        45.4977       0.523108        33.0845     
  1002.07        2500.00                 NaN            NaN   2.37719        9.58613                 NaN            NaN            NaN   8.93188        45.4964       0.523045        33.0853     
  1001.04        2500.00                 NaN            NaN   2.37424        9.58927                 NaN            NaN            NaN   8.93218        45.4952       0.522982        33.0861     
  1000.00        2500.00                 NaN            NaN   2.37131        9.59240                 NaN            NaN            NaN   8.93247        45.4940       0.522918        33.0869     
