|6.6.6
Archiving\03_Data\fracLP/QFM_m0.75/GRV/GRV_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1468.67        500.000        98.2609                 NaN            NaN            NaN            NaN  0.378705        1.36037                 NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        98.2927                 NaN            NaN            NaN            NaN  0.367311        1.33997                 NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        98.3228                 NaN            NaN            NaN            NaN  0.351086        1.32607                 NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        98.3586                 NaN            NaN            NaN            NaN  0.337144        1.30427                 NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        98.3867                 NaN            NaN            NaN            NaN  0.322102        1.29116                 NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        98.4162                 NaN            NaN            NaN            NaN  0.306955        1.27688                 NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        98.4433                 NaN            NaN            NaN            NaN  0.296762        1.25989                 NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        98.4691                 NaN            NaN            NaN            NaN  0.261072        1.23442       0.353548E-001            NaN            NaN            NaN            NaN
  1448.62        500.000        98.4550                 NaN            NaN            NaN            NaN  0.975833E-001  0.294316        1.15313                 NaN            NaN            NaN            NaN
  1446.12        500.000        98.4949                 NaN            NaN            NaN            NaN  0.351202E-001   1.08934       0.380598                 NaN            NaN            NaN            NaN
  1443.61        500.000        98.5064                 NaN            NaN            NaN            NaN  0.248875E-001   1.07902       0.389647                 NaN            NaN            NaN            NaN
  1441.10        500.000        98.5274                 NaN            NaN            NaN            NaN  0.994970E-002   1.05766       0.405001                 NaN            NaN            NaN            NaN
  1438.60        500.000        98.5473                 NaN            NaN            NaN            NaN            NaN   1.04010       0.412648                 NaN            NaN            NaN            NaN
  1436.09        500.000        98.5680                 NaN            NaN            NaN            NaN  0.548964E-002   1.02388       0.402642                 NaN            NaN            NaN            NaN
  1433.58        500.000        98.5863                 NaN            NaN            NaN            NaN            NaN  0.407266        1.00648                 NaN            NaN            NaN            NaN
  1431.08        500.000        98.6097                 NaN            NaN            NaN            NaN            NaN  0.399725       0.990624                 NaN            NaN            NaN            NaN
  1428.57        500.000        98.6259                 NaN            NaN  0.126261E-002            NaN            NaN  0.972094       0.400787                 NaN            NaN            NaN            NaN
  1426.07        500.000        98.6449                 NaN            NaN  0.186223E-002            NaN            NaN  0.954384       0.398808                 NaN            NaN            NaN            NaN
  1423.56        500.000        98.6632                 NaN            NaN  0.171633E-002            NaN            NaN  0.395050       0.940052                 NaN            NaN            NaN            NaN
  1421.05        500.000        98.6787                 NaN            NaN  0.158581E-002            NaN            NaN  0.927927       0.391806                 NaN            NaN            NaN            NaN
  1418.55        500.000        98.6981                 NaN            NaN  0.147487E-002            NaN            NaN  0.389092       0.911379                 NaN            NaN            NaN            NaN
  1416.04        500.000        98.7115                 NaN            NaN  0.134580E-002            NaN            NaN  0.384141       0.902983                 NaN            NaN            NaN            NaN
  1413.53        500.000        98.7299                 NaN            NaN  0.122755E-002            NaN            NaN  0.381878       0.886946                 NaN            NaN            NaN            NaN
  1411.03        500.000        98.7436                 NaN            NaN  0.111403E-002            NaN            NaN  0.875784       0.379497                 NaN            NaN            NaN            NaN
  1408.52        500.000        98.7577                 NaN            NaN  0.100299E-002            NaN            NaN  0.864779       0.376488                 NaN            NaN            NaN            NaN
  1406.02        500.000        98.7723                 NaN            NaN  0.888399E-003            NaN            NaN  0.373846       0.852966                 NaN            NaN            NaN            NaN
  1403.51        500.000        98.7848                 NaN            NaN  0.772281E-003            NaN            NaN  0.843355       0.371095                 NaN            NaN            NaN            NaN
  1401.00        500.000        98.7999                 NaN            NaN  0.682613E-003            NaN            NaN  0.369012       0.830360                 NaN            NaN            NaN            NaN
  1398.50        500.000        98.8122                 NaN            NaN  0.579538E-003            NaN            NaN  0.366819       0.820426                 NaN            NaN            NaN            NaN
  1395.99        500.000        98.8237                 NaN            NaN  0.482945E-003            NaN            NaN  0.812154       0.363703                 NaN            NaN            NaN            NaN
  1393.48        500.000        98.8368                 NaN            NaN  0.380452E-003            NaN            NaN  0.800730       0.362078                 NaN            NaN            NaN            NaN
  1390.98        500.000        98.8484                 NaN            NaN  0.289119E-003            NaN            NaN  0.791503       0.359775                 NaN            NaN            NaN            NaN
  1388.47        500.000        98.8597                 NaN            NaN  0.195766E-003            NaN            NaN  0.358206       0.781878                 NaN            NaN            NaN            NaN
  1385.96        500.000        98.8697                 NaN            NaN  0.116215E-003            NaN            NaN  0.356224       0.773944                 NaN            NaN            NaN            NaN
  1383.46        500.000        98.8808                 NaN            NaN  0.321697E-004            NaN            NaN  0.354419       0.764706                 NaN            NaN            NaN            NaN
  1380.95        500.000        98.8910                 NaN            NaN            NaN            NaN            NaN  0.756042       0.352911                 NaN            NaN            NaN            NaN
  1378.45        500.000        97.3895                 NaN            NaN            NaN            NaN            NaN  0.779816        1.02834       0.802354                 NaN            NaN            NaN
  1375.94        500.000        97.4096                 NaN            NaN  0.284674E-004            NaN            NaN  0.762581        1.02510       0.802727                 NaN            NaN            NaN
  1373.43        500.000        97.4630                 NaN            NaN            NaN            NaN            NaN   1.00493       0.747283       0.784804                 NaN            NaN            NaN
  1370.93        500.000        97.5102                 NaN            NaN            NaN            NaN            NaN  0.988805       0.732805       0.768183                 NaN            NaN            NaN
  1368.42        500.000        97.5656                 NaN            NaN            NaN            NaN            NaN  0.714329       0.970297       0.749823                 NaN            NaN            NaN
  1365.91        500.000        97.6056                 NaN            NaN            NaN            NaN            NaN  0.701102       0.957323       0.735996                 NaN            NaN            NaN
  1363.41        500.000        97.6531                 NaN            NaN            NaN            NaN            NaN  0.939856       0.687283       0.719737                 NaN            NaN            NaN
  1360.90        500.000        97.6957                 NaN            NaN            NaN            NaN            NaN  0.926445       0.673403       0.704486                 NaN            NaN            NaN
  1358.40        500.000        97.7346                 NaN            NaN            NaN            NaN            NaN  0.661325       0.913034       0.690998                 NaN            NaN            NaN
  1355.89        500.000        97.7726                 NaN            NaN            NaN            NaN            NaN  0.648976       0.900784       0.677677                 NaN            NaN            NaN
  1353.38        500.000        97.8068                 NaN            NaN            NaN            NaN            NaN  0.637488       0.890295       0.665435                 NaN            NaN            NaN
  1350.88        500.000        97.8419                 NaN            NaN            NaN            NaN            NaN  0.878798       0.626571       0.652744                 NaN            NaN            NaN
  1348.37        500.000        97.8634                 NaN            NaN            NaN  0.318680                 NaN  0.820746       0.290534       0.706633                 NaN            NaN            NaN
  1345.86        500.000        97.8828                 NaN            NaN            NaN  0.487388                 NaN  0.896744                 NaN  0.733069                 NaN            NaN            NaN
  1343.36        500.000        97.9201                 NaN            NaN            NaN  0.482463                 NaN  0.878263                 NaN  0.719152                 NaN            NaN            NaN
  1340.85        500.000        97.9607                 NaN            NaN            NaN  0.475619                 NaN  0.859872                 NaN  0.703853                 NaN            NaN            NaN
  1338.35        500.000        97.9957                 NaN            NaN            NaN  0.469378                 NaN  0.844467                 NaN  0.690483                 NaN            NaN            NaN
  1335.84        500.000        98.0321                 NaN            NaN            NaN  0.462196                 NaN  0.828625                 NaN  0.677086                 NaN            NaN            NaN
  1333.33        500.000        2.61071        94.8517                 NaN            NaN  0.656043                 NaN  0.980619                 NaN  0.900915                 NaN            NaN            NaN
  1330.83        500.000        98.7155                 NaN            NaN            NaN  0.247669                 NaN  0.627861                 NaN  0.408963                 NaN            NaN            NaN
  1328.32        500.000        12.3166        83.3132                 NaN            NaN   1.29900                 NaN   1.44762                 NaN   1.62357                 NaN            NaN            NaN
  1325.81        500.000        16.3446        81.3663                 NaN            NaN  0.629316                 NaN  0.846765                 NaN  0.812999                 NaN            NaN            NaN
  1323.31        500.000        20.0711        77.7044                 NaN  0.632927E-001  0.550178                 NaN  0.833517                 NaN  0.777481                 NaN            NaN            NaN
  1320.80        500.000        23.9938        73.7327                 NaN  0.156976       0.459504                 NaN  0.884061                 NaN  0.773012                 NaN            NaN            NaN
  1318.30        500.000        27.5691        70.3258                 NaN  0.172594       0.385634                 NaN  0.844336                 NaN  0.702455                 NaN            NaN            NaN
  1315.79        500.000        30.6574        67.4382                 NaN  0.167285       0.328033                 NaN  0.782273                 NaN  0.626824                 NaN            NaN            NaN
  1313.28        500.000        33.2451        65.0451                 NaN  0.152529       0.285526                 NaN  0.714398                 NaN  0.557375                 NaN            NaN            NaN
  1310.78        500.000        35.3742        63.0819                 NaN  0.137326       0.252662                 NaN  0.654525                 NaN  0.499394                 NaN            NaN            NaN
  1308.27        500.000        37.1029        61.4892                 NaN  0.123293       0.227943                 NaN  0.604102                 NaN  0.452536                 NaN            NaN            NaN
  1305.76        500.000        38.4639        60.2408                 NaN  0.111052       0.207757                 NaN  0.562675                 NaN  0.413755                 NaN            NaN            NaN
  1303.26        500.000        39.5104        59.2820                 NaN  0.100821       0.192975                 NaN  0.529993                 NaN  0.383791                 NaN            NaN            NaN
  1300.75        500.000        40.4345        58.4355                 NaN  0.931401E-001  0.184219                 NaN  0.489582                 NaN  0.362990                 NaN            NaN            NaN
  1298.25        500.000        40.7447        58.1678                 NaN  0.840403E-001  0.168562                 NaN  0.497878                 NaN  0.337041                 NaN            NaN            NaN
  1295.74        500.000        40.9681        57.9930                 NaN  0.790153E-001  0.164774                 NaN  0.469215                 NaN  0.325981                 NaN            NaN            NaN
  1293.23        500.000        98.9913                 NaN            NaN  0.742283E-001  0.159547                 NaN  0.459635                 NaN  0.315283                 NaN            NaN            NaN
  1290.73        500.000        99.0100                 NaN            NaN  0.703654E-001  0.156428                 NaN  0.454752                 NaN  0.308421                 NaN            NaN            NaN
  1288.22        500.000        99.0171                 NaN            NaN  0.675936E-001  0.154731                 NaN  0.455293                 NaN  0.305290                 NaN            NaN            NaN
  1285.71        500.000        99.0113                 NaN            NaN  0.657626E-001  0.155060                 NaN  0.461654                 NaN  0.306197                 NaN            NaN            NaN
  1283.21        500.000        98.9977                 NaN            NaN  0.675883E-001  0.150968                 NaN  0.472855                 NaN  0.310852                 NaN            NaN            NaN
  1280.70        500.000        98.9615                 NaN            NaN  0.631619E-001  0.162254                 NaN  0.494968                 NaN  0.318144                 NaN            NaN            NaN
  1278.20        500.000        98.9165                 NaN            NaN  0.666737E-001  0.163543                 NaN  0.520618                 NaN  0.332643                 NaN            NaN            NaN
  1275.69        500.000        98.8451                 NaN            NaN  0.695052E-001  0.170365                 NaN  0.561703                 NaN  0.353340                 NaN            NaN            NaN
  1273.18        500.000        98.7414                 NaN            NaN  0.741587E-001  0.179983                 NaN  0.620814                 NaN  0.383673                 NaN            NaN            NaN
  1270.68        500.000        98.5806                 NaN            NaN  0.821532E-001  0.193533                 NaN  0.712959                 NaN  0.430731                 NaN            NaN            NaN
  1268.17        500.000        98.3345                 NaN            NaN  0.944599E-001  0.211212                 NaN  0.857568                 NaN  0.502268                 NaN            NaN            NaN
  1265.66        500.000        97.9021                 NaN            NaN  0.116172       0.230201                 NaN   1.12520                 NaN  0.626349                 NaN            NaN            NaN
  1263.16        500.000        97.0746                 NaN            NaN  0.919997E-001            NaN            NaN   1.23134       0.765795       0.836288                 NaN            NaN            NaN
  1260.65        500.000        98.9356                 NaN            NaN  0.858442E-001            NaN            NaN  0.259589       0.394101       0.324875                 NaN            NaN            NaN
  1258.15        500.000        98.9608                 NaN            NaN  0.823523E-001            NaN            NaN  0.382201       0.257685       0.316987                 NaN            NaN            NaN
  1255.64        500.000        98.9862                 NaN            NaN  0.789565E-001            NaN            NaN  0.368306       0.257122       0.309426                 NaN            NaN            NaN
  1253.13        500.000        99.0100                 NaN            NaN  0.755857E-001            NaN            NaN  0.355190       0.256928       0.302264                 NaN            NaN            NaN
  1250.63        500.000        99.0606                 NaN            NaN  0.705265E-001  0.915637E-001            NaN  0.528897E-001  0.425478       0.298897                 NaN            NaN            NaN
  1248.12        500.000        96.4185                 NaN            NaN  0.151052       0.450884E-001            NaN  0.613330       0.393581       0.572170        1.80629                 NaN            NaN
  1245.61        500.000        94.2024                 NaN            NaN  0.213460                 NaN            NaN  0.741470       0.704522       0.793906        3.34428                 NaN            NaN
  1243.11        500.000        94.6231                 NaN            NaN  0.196320                 NaN            NaN  0.655109       0.687033       0.736471        3.10195                 NaN            NaN
  1240.60        500.000        94.9924                 NaN            NaN  0.180675                 NaN            NaN  0.638712       0.612574       0.685344        2.89025                 NaN            NaN
  1238.10        500.000        95.3228                 NaN            NaN  0.166553                 NaN            NaN  0.575214       0.594378       0.639100        2.70199                 NaN            NaN
  1235.59        500.000        95.6173                 NaN            NaN  0.153447       0.188762E-005            NaN  0.553772       0.543412       0.597275        2.53478                 NaN            NaN
  1233.08        500.000        95.8844                 NaN            NaN  0.141255                 NaN            NaN  0.516657       0.515021       0.559168        2.38346                 NaN            NaN
  1230.58        500.000        96.1243                 NaN            NaN  0.129904                 NaN            NaN  0.494366       0.479367       0.524471        2.24756                 NaN            NaN
  1228.07        500.000        96.3472                 NaN            NaN  0.119461                 NaN            NaN  0.473043       0.445710       0.492160        2.12246                 NaN            NaN
  1225.56        500.000        96.4148                 NaN            NaN            NaN            NaN            NaN  0.324647       0.659883       0.476854        2.06872       0.551296E-001            NaN
  1223.06        500.000        96.6346                 NaN            NaN            NaN  0.103650                 NaN  0.359691       0.426944       0.450784        1.96880       0.555368E-001            NaN
  1220.55        500.000        96.8334                 NaN            NaN            NaN  0.146615                 NaN  0.217118       0.456671       0.424010        1.86903       0.531522E-001            NaN
  1218.05        500.000        96.9948                 NaN            NaN            NaN  0.121047                 NaN  0.407396       0.256155       0.398745        1.77366       0.481888E-001            NaN
  1215.54        500.000        97.1413                 NaN            NaN            NaN  0.929876E-001            NaN  0.356117       0.304709       0.375592        1.68593       0.433897E-001            NaN
  1213.03        500.000        70.1331                 NaN            NaN            NaN   1.06804                 NaN   2.42339                 NaN   2.64768        12.1730       0.210828        11.3440     
  1210.53        500.000        49.5441                 NaN            NaN            NaN   1.75615                 NaN   3.88437                 NaN   4.35525        19.9434       0.321898        20.1948     
  1208.02        500.000        61.7959                 NaN            NaN            NaN   1.33888                 NaN   2.95554                 NaN   3.29232        15.0812       0.239541        15.2967     
  1205.51        500.000        70.1034                 NaN            NaN            NaN   1.04411                 NaN   2.30759                 NaN   2.56860        11.8120       0.185121        11.9792     
  1203.01        500.000        75.4256                 NaN            NaN            NaN  0.849131                 NaN   1.89160                 NaN   2.10471        9.72640       0.149705        9.85282     
  1200.50        500.000        79.1802                 NaN            NaN            NaN  0.713044                 NaN   1.58182                 NaN   1.77368        8.26672       0.125877        8.35862     
  1197.99        500.000        75.9054                 NaN            NaN            NaN  0.782343                 NaN   1.84710                 NaN   2.07563        9.64242       0.137089        9.60996     
  1195.49        500.000        88.3259                 NaN            NaN            NaN  0.373853                 NaN  0.953280                 NaN  0.952930        4.54865       0.681040E-001   4.77727     
  1192.98        500.000        84.1687                 NaN            NaN            NaN  0.525144                 NaN   1.12155                 NaN   1.31933        6.38954       0.912730E-001   6.38447     
  1190.48        500.000        84.1639                 NaN            NaN            NaN  0.495072                 NaN   1.13528                 NaN   1.29929        6.43728       0.893108E-001   6.37991     
  1187.97        500.000        79.4500                 NaN            NaN            NaN  0.633974                 NaN   1.33602                 NaN   1.64424        8.47337       0.112390        8.35000     
  1185.46        500.000        68.8549                 NaN            NaN            NaN  0.838213                 NaN   1.90172                 NaN   2.36432        13.3104       0.162526        12.5679     
  1182.96        500.000                 NaN            NaN            NaN            NaN   2.75088                 NaN   4.88774                 NaN   7.23272        43.7025       0.518944        40.9072     
  1180.45        500.000                 NaN            NaN            NaN            NaN   2.75075                 NaN   4.88748                 NaN   7.23265        43.7012       0.518922        40.9090     
  1177.94        500.000                 NaN            NaN            NaN            NaN   2.75061                 NaN   4.88723                 NaN   7.23257        43.7000       0.518900        40.9107     
  1175.44        500.000                 NaN            NaN            NaN            NaN   2.75047                 NaN   4.88697                 NaN   7.23250        43.6988       0.518878        40.9124     
  1172.93        500.000                 NaN            NaN            NaN            NaN   2.75033                 NaN   4.88672                 NaN   7.23243        43.6976       0.518855        40.9141     
  1170.43        500.000                 NaN            NaN            NaN            NaN   2.75020                 NaN   4.88646                 NaN   7.23236        43.6963       0.518833        40.9158     
  1167.92        500.000                 NaN            NaN            NaN            NaN   2.75006                 NaN   4.88621                 NaN   7.23229        43.6951       0.518811        40.9175     
  1165.41        500.000                 NaN            NaN            NaN            NaN   2.74992                 NaN   4.88596                 NaN   7.23222        43.6939       0.518789        40.9192     
  1162.91        500.000                 NaN            NaN            NaN            NaN   2.74978                 NaN   4.88570                 NaN   7.23215        43.6927       0.518767        40.9209     
  1160.40        500.000                 NaN            NaN            NaN            NaN   2.74965                 NaN   4.88545                 NaN   7.23208        43.6915       0.518745        40.9226     
  1157.89        500.000                 NaN            NaN            NaN            NaN   2.74951                 NaN   4.88520                 NaN   7.23201        43.6902       0.518723        40.9243     
  1155.39        500.000                 NaN            NaN            NaN            NaN   2.74937                 NaN   4.88494                 NaN   7.23194        43.6890       0.518701        40.9260     
  1152.88        500.000                 NaN            NaN            NaN            NaN   2.74924                 NaN   4.88469                 NaN   7.23187        43.6878       0.518679        40.9277     
  1150.38        500.000                 NaN            NaN            NaN            NaN   2.74910                 NaN   4.88444                 NaN   7.23180        43.6866       0.518657        40.9294     
  1147.87        500.000                 NaN            NaN            NaN            NaN   2.74896                 NaN   4.88418                 NaN   7.23173        43.6854       0.518635        40.9311     
  1145.36        500.000                 NaN            NaN            NaN            NaN   2.74882                 NaN   4.88393                 NaN   7.23166        43.6841       0.518613        40.9328     
  1142.86        500.000                 NaN            NaN            NaN            NaN   2.74909                 NaN   4.88298                 NaN   7.23160        43.6830       0.518630        40.9347     
  1140.35        500.000                 NaN            NaN            NaN            NaN   2.76752                 NaN   4.88020                 NaN   7.24903        43.6364       0.518355        40.9485     
  1137.84        500.000                 NaN            NaN            NaN            NaN   2.77736                 NaN   4.86407                 NaN   7.24964        43.6347       0.518839        40.9553     
  1135.34        500.000                 NaN            NaN            NaN            NaN   2.78644                 NaN   4.84937                 NaN   7.25035        43.6327       0.519258        40.9619     
  1132.83        500.000                 NaN            NaN            NaN            NaN   2.79530                 NaN   4.83505                 NaN   7.25108        43.6306       0.519664        40.9683     
  1130.33        500.000                 NaN            NaN            NaN            NaN   2.80395                 NaN   4.82111                 NaN   7.25182        43.6284       0.520055        40.9747     
  1127.82        500.000                 NaN            NaN            NaN            NaN   2.81240                 NaN   4.80752                 NaN   7.25258        43.6261       0.520434        40.9809     
  1125.31        500.000                 NaN            NaN            NaN            NaN   2.82065                 NaN   4.79428                 NaN   7.25336        43.6238       0.520800        40.9871     
  1122.81        500.000                 NaN            NaN            NaN            NaN   2.82811                 NaN   4.78733                 NaN   7.25506        43.6159       0.520940        40.9926     
  1120.30        500.000                 NaN            NaN            NaN            NaN   2.86888                 NaN   4.68425                 NaN   7.25157        43.6564       0.527709        41.0112     
  1117.79        500.000                 NaN            NaN            NaN            NaN   2.86874                 NaN   4.68401                 NaN   7.25150        43.6552       0.527687        41.0129     
  1115.29        500.000                 NaN            NaN            NaN            NaN   2.89946                 NaN   4.65976                 NaN   7.26172        43.6193       0.525216        41.0346     
  1112.78        500.000                 NaN            NaN            NaN            NaN   2.89932                 NaN   4.65953                 NaN   7.26165        43.6180       0.525194        41.0363     
  1110.28        500.000                 NaN            NaN            NaN            NaN   2.89917                 NaN   4.65929                 NaN   7.26158        43.6168       0.525172        41.0380     
  1107.77        500.000                 NaN            NaN            NaN            NaN   2.89903                 NaN   4.65906                 NaN   7.26151        43.6156       0.525150        41.0396     
  1105.26        500.000                 NaN            NaN            NaN            NaN   2.89889                 NaN   4.65883                 NaN   7.26145        43.6144       0.525128        41.0413     
  1102.76        500.000                 NaN            NaN            NaN            NaN   2.89874                 NaN   4.65859                 NaN   7.26138        43.6132       0.525106        41.0430     
  1100.25        500.000                 NaN            NaN            NaN            NaN   2.89860                 NaN   4.65836                 NaN   7.26131        43.6120       0.525084        41.0447     
  1097.74        500.000                 NaN            NaN            NaN            NaN   2.89846                 NaN   4.65812                 NaN   7.26124        43.6107       0.525063        41.0464     
  1095.24        500.000                 NaN            NaN            NaN            NaN   2.89831                 NaN   4.65789                 NaN   7.26118        43.6095       0.525041        41.0480     
  1092.73        500.000                 NaN            NaN            NaN            NaN   2.89817                 NaN   4.65766                 NaN   7.26111        43.6083       0.525019        41.0497     
  1090.23        500.000                 NaN            NaN            NaN            NaN   2.90176                 NaN   4.65461                 NaN   7.26256        43.6017       0.525068        41.0543     
  1087.72        500.000                 NaN            NaN            NaN            NaN   2.95323                 NaN   4.55540                 NaN   7.25869        43.6200       0.530759        41.0819     
  1085.21        500.000                 NaN            NaN            NaN            NaN   2.95096                 NaN   4.56101                 NaN   7.25976        43.6145       0.530465        41.0833     
  1082.71        500.000                 NaN            NaN            NaN            NaN   2.95294                 NaN   4.55495                 NaN   7.25856        43.6175       0.530715        41.0853     
  1080.20        500.000                 NaN            NaN            NaN            NaN   2.95130                 NaN   4.55971                 NaN   7.25977        43.6117       0.530436        41.0871     
  1077.69        500.000                 NaN            NaN            NaN            NaN   2.95265                 NaN   4.55449                 NaN   7.25843        43.6151       0.530671        41.0886     
  1075.19        500.000                 NaN            NaN            NaN            NaN   2.95250                 NaN   4.55427                 NaN   7.25836        43.6139       0.530649        41.0903     
  1072.68        500.000                 NaN            NaN            NaN            NaN   2.95838                 NaN   4.58117                 NaN   7.27679        43.5543       0.525896        41.1034     
  1070.18        500.000                 NaN            NaN            NaN            NaN   2.95221                 NaN   4.55381                 NaN   7.25823        43.6115       0.530605        41.0937     
  1067.67        500.000                 NaN            NaN            NaN            NaN   2.97106                 NaN   4.56166                 NaN   7.27747        43.5480       0.526865        41.1149     
  1065.16        500.000                 NaN            NaN            NaN            NaN   2.95192                 NaN   4.55336                 NaN   7.25810        43.6091       0.530561        41.0970     
  1062.66        500.000                 NaN            NaN            NaN            NaN   2.98081                 NaN   4.54702                 NaN   7.27967        43.5407       0.527154        41.1246     
  1060.15        500.000                 NaN            NaN            NaN            NaN   2.98157                 NaN   4.55220                 NaN   7.28173        43.5301       0.526451        41.1279     
  1057.64        500.000                 NaN            NaN            NaN            NaN   2.99091                 NaN   4.53213                 NaN   7.28193        43.5328       0.527475        41.1347     
  1055.14        500.000                 NaN            NaN            NaN            NaN   2.99139                 NaN   4.53414                 NaN   7.28344        43.5262       0.526881        41.1380     
  1052.63        500.000                 NaN            NaN            NaN            NaN   3.00280                 NaN   4.51419                 NaN   7.28392        43.5249       0.528183        41.1460     
  1050.13        500.000                 NaN            NaN            NaN            NaN   3.00058                 NaN   4.52121                 NaN   7.28617        43.5172       0.527106        41.1477     
  1047.62        500.000                 NaN            NaN            NaN            NaN   3.00673                 NaN   4.51136                 NaN   7.28722        43.5137       0.527613        41.1534     
  1045.11        500.000                 NaN            NaN            NaN            NaN   3.00948                 NaN   4.50884                 NaN   7.28898        43.5080       0.527311        41.1574     
  1042.61        500.000                 NaN            NaN            NaN            NaN   3.01557                 NaN   4.49938                 NaN   7.28995        43.5042       0.527783        41.1631     
  1040.10        500.000                 NaN            NaN            NaN            NaN   3.01812                 NaN   4.49699                 NaN   7.29187        43.4986       0.527497        41.1669     
  1037.59        500.000                 NaN            NaN            NaN            NaN   3.02493                 NaN   4.48576                 NaN   7.29270        43.4968       0.527704        41.1721     
  1035.09        500.000                 NaN            NaN            NaN            NaN   3.02651                 NaN   4.48564                 NaN   7.29484        43.4889       0.527664        41.1764     
  1032.58        500.000                 NaN            NaN            NaN            NaN   3.03628                 NaN   4.46796                 NaN   7.29483        43.4905       0.528219        41.1823     
  1030.08        500.000                 NaN            NaN            NaN            NaN   3.03464                 NaN   4.47480                 NaN   7.29790        43.4790       0.527812        41.1859     
  1027.57        500.000                 NaN            NaN            NaN            NaN   3.04486                 NaN   4.45671                 NaN   7.29676        43.4816       0.528382        41.1917     
  1025.06        500.000                 NaN            NaN            NaN            NaN   3.04254                 NaN   4.46444                 NaN   7.30104        43.4688       0.527943        41.1953     
  1022.56        500.000                 NaN            NaN            NaN            NaN   3.04924                 NaN   4.45244                 NaN   7.30073        43.4666       0.529181        41.2018     
  1020.05        500.000                 NaN            NaN            NaN            NaN   3.05021                 NaN   4.45455                 NaN   7.30428        43.4583       0.528056        41.2046     
  1017.54        500.000                 NaN            NaN            NaN            NaN   3.05668                 NaN   4.44529                 NaN   7.30469        43.4530       0.528900        41.2114     
  1015.04        500.000                 NaN            NaN            NaN            NaN   3.05765                 NaN   4.44512                 NaN   7.30760        43.4476       0.528151        41.2138     
  1012.53        500.000                 NaN            NaN            NaN            NaN   3.06349                 NaN   4.43595                 NaN   7.30888        43.4437       0.528490        41.2195     
  1010.03        500.000                 NaN            NaN            NaN            NaN   3.06489                 NaN   4.43615                 NaN   7.31102        43.4367       0.528228        41.2231     
  1007.52        500.000                 NaN            NaN            NaN            NaN   3.07034                 NaN   4.42741                 NaN   7.31191        43.4332       0.528631        41.2286     
  1005.01        500.000                 NaN            NaN            NaN            NaN   3.07191                 NaN   4.42761                 NaN   7.31453        43.4254       0.528289        41.2322     
  1002.51        500.000                 NaN            NaN            NaN            NaN   3.07764                 NaN   4.42013                 NaN   7.31434        43.4230       0.528223        41.2367     
  1000.00        500.000                 NaN            NaN            NaN            NaN   3.07874                 NaN   4.41950                 NaN   7.31815        43.4139       0.528333        41.2414     
