|6.6.6
Archiving\03_Data\eqfrac/QFM_m2/LAR/LAR_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Opx(TH)        O(HP)          an             San(TH)        San(TH)        ilm            q             
  1220.14        2500.00                 NaN            NaN   15.8967                 NaN            NaN            NaN            NaN   8.59791        43.4350                 NaN   1.06875        31.0016     
  1219.06        2500.00                 NaN            NaN   15.8981                 NaN            NaN            NaN            NaN   8.60105        43.4309                 NaN   1.06806        31.0018     
  1217.97        2500.00                 NaN            NaN   15.9012                 NaN            NaN            NaN            NaN   8.60677        43.4236                 NaN   1.06646        31.0019     
  1216.89        2500.00                 NaN            NaN   15.9028                 NaN            NaN            NaN            NaN   8.60810        43.4215                 NaN   1.06562        31.0020     
  1215.80        2500.00                 NaN            NaN   15.9057                 NaN            NaN            NaN            NaN   8.61223        43.4153                 NaN   1.06443        31.0024     
  1214.72        2500.00                 NaN            NaN   15.9047                 NaN            NaN            NaN            NaN   8.61420        43.4146                 NaN   1.06443        31.0021     
  1213.63        2500.00                 NaN            NaN   15.8979                 NaN            NaN            NaN            NaN   8.61888        43.4158                 NaN   1.06632        31.0011     
  1212.55        2500.00                 NaN            NaN   15.8998                 NaN            NaN            NaN            NaN   8.62067        43.4121                 NaN   1.06595        31.0014     
  1211.47        2500.00                 NaN            NaN   15.9073                 NaN            NaN            NaN            NaN   8.62756        43.4003                 NaN   1.06289        31.0019     
  1210.38        2500.00                 NaN            NaN   15.9054                 NaN            NaN            NaN            NaN   8.62390        43.4054                 NaN   1.06335        31.0019     
  1209.30        2500.00                 NaN            NaN   15.9081                 NaN            NaN            NaN            NaN   8.62680        43.4007                 NaN   1.06214        31.0023     
  1208.21        2500.00                 NaN            NaN   3.76159        12.1476                 NaN            NaN            NaN   8.63058        43.3965                 NaN   1.06140        31.0023     
  1207.13        2500.00                 NaN            NaN   3.76784        12.1422                 NaN            NaN            NaN   8.63436        43.3927                 NaN   1.06076        31.0022     
  1206.04        2500.00                 NaN            NaN   3.76853        12.1422                 NaN            NaN            NaN   8.63807        43.3890                 NaN   1.06011        31.0021     
  1204.96        2500.00                 NaN            NaN   14.5787        1.31788       0.183438E-004            NaN            NaN   8.63992        43.4054                 NaN   1.06067        30.9974     
  1203.87        2500.00                 NaN            NaN   14.6126        1.28474       0.980121E-005            NaN            NaN   8.64279        43.4021                 NaN   1.06028        30.9975     
  1202.79        2500.00                 NaN            NaN   15.9084                 NaN            NaN            NaN            NaN   8.63341        43.3949                 NaN   1.06125        31.0020     
  1201.71        2500.00                 NaN            NaN   15.9094                 NaN            NaN            NaN            NaN   8.63604        43.3917                 NaN   1.06068        31.0021     
  1200.62        2500.00                 NaN            NaN   15.9211                 NaN            NaN            NaN            NaN   8.65989        43.3617                 NaN   1.05488        31.0025     
  1199.54        2500.00                 NaN            NaN   15.9155                 NaN            NaN            NaN            NaN   8.65954        43.3670                 NaN   1.05631        31.0017     
  1198.45        2500.00                 NaN            NaN   14.7768        1.12038       0.721134E-005            NaN            NaN   8.65918        43.3869                 NaN   1.05960        30.9971     
  1197.37        2500.00                 NaN            NaN   15.9149                 NaN            NaN            NaN            NaN   8.65045        43.3748                 NaN   1.05757        31.0023     
  1196.28        2500.00                 NaN            NaN   15.9270                 NaN            NaN            NaN            NaN   8.67328        43.3451                 NaN   1.05169        31.0029     
  1195.20        2500.00                 NaN            NaN   15.9275                 NaN            NaN            NaN            NaN   8.67609        43.3422                 NaN   1.05125        31.0029     
  1194.11        2500.00                 NaN            NaN   15.9205                 NaN            NaN            NaN            NaN   8.66279        43.3594                 NaN   1.05458        31.0026     
  1193.03        2500.00                 NaN            NaN   15.9214                 NaN            NaN            NaN            NaN   8.66651        43.3556                 NaN   1.05398        31.0026     
  1191.95        2500.00                 NaN            NaN   15.9308                 NaN            NaN            NaN            NaN   8.68574        43.3313                 NaN   1.04918        31.0030     
  1190.86        2500.00                 NaN            NaN   15.9235                 NaN            NaN            NaN            NaN   8.67222        43.3488                 NaN   1.05271        31.0027     
  1189.78        2500.00                 NaN            NaN   15.9243                 NaN            NaN            NaN            NaN   8.68966        43.3328                 NaN   1.05096        31.0023     
  1188.69        2500.00                 NaN            NaN   14.3306        1.59145                 NaN            NaN            NaN   8.69185        43.3344                 NaN   1.05074        31.0009     
  1187.61        2500.00                 NaN            NaN   14.4736        1.44959                 NaN            NaN            NaN   8.69501        43.3308                 NaN   1.05004        31.0010     
  1186.52        2500.00                 NaN            NaN   14.6145        1.30992                 NaN            NaN            NaN   8.69815        43.3272                 NaN   1.04933        31.0010     
  1185.44        2500.00                 NaN            NaN   14.7524        1.17319                 NaN            NaN            NaN   8.70127        43.3235                 NaN   1.04861        31.0010     
  1184.35        2500.00                 NaN            NaN   15.9381                 NaN            NaN            NaN            NaN   8.70515        43.3083                 NaN   1.04494        31.0035     
  1183.27        2500.00                 NaN            NaN   15.9382                 NaN            NaN            NaN            NaN   8.70844        43.3056                 NaN   1.04448        31.0033     
  1182.19        2500.00                 NaN            NaN   15.9385                 NaN            NaN            NaN            NaN   8.71164        43.3028                 NaN   1.04399        31.0031     
  1181.10        2500.00                 NaN            NaN   14.0826        1.85617                 NaN            NaN            NaN   8.71483        43.3000                 NaN   1.04348        31.0029     
  1180.02        2500.00                 NaN            NaN   14.3905        1.54864                 NaN            NaN            NaN   8.71792        43.2972                 NaN   1.04298        31.0028     
  1178.93        2500.00                 NaN            NaN   14.6678        1.27192                 NaN            NaN            NaN   8.72105        43.2941                 NaN   1.04241        31.0027     
  1177.85        2500.00                 NaN            NaN   15.9398                 NaN            NaN            NaN            NaN   8.72671        43.2892                 NaN   1.04199        31.0023     
  1176.76        2500.00                 NaN            NaN   15.1963       0.752195                 NaN            NaN            NaN   8.72855        43.2797                 NaN   1.03919        31.0040     
  1175.68        2500.00                 NaN            NaN   14.4686        1.47890                 NaN            NaN            NaN   8.73126        43.2777                 NaN   1.03953        31.0040     
  1174.59        2500.00                 NaN            NaN   14.5494        1.39958                 NaN            NaN            NaN   8.73498        43.2735                 NaN   1.03838        31.0041     
  1173.51        2500.00                 NaN            NaN   15.9529                 NaN            NaN            NaN            NaN   8.73790        43.2679                 NaN   1.03692        31.0044     
  1172.43        2500.00                 NaN            NaN   15.9557                 NaN            NaN            NaN            NaN   8.74371        43.2606                 NaN   1.03544        31.0045     
  1171.34        2500.00                 NaN            NaN   15.9574                 NaN            NaN            NaN            NaN   8.74774        43.2556                 NaN   1.03454        31.0047     
  1170.26        2500.00                 NaN            NaN   14.8333        1.12567                 NaN            NaN            NaN   8.75141        43.2513                 NaN   1.03365        31.0047     
  1169.17        2500.00                 NaN            NaN   15.4309       0.529727                 NaN            NaN            NaN   8.75589        43.2460                 NaN   1.03272        31.0048     
  1168.09        2500.00                 NaN            NaN   15.6494       0.313235                 NaN            NaN            NaN   8.75918        43.2417                 NaN   1.03163        31.0049     
  1167.00        2500.00                 NaN            NaN   15.9645                 NaN            NaN            NaN            NaN   8.76272        43.2371                 NaN   1.03067        31.0050     
  1165.92        2500.00                 NaN            NaN   15.9666                 NaN            NaN            NaN            NaN   8.76657        43.2321                 NaN   1.02960        31.0052     
  1164.83        2500.00                 NaN            NaN  0.170180        15.7926                 NaN            NaN            NaN   8.76600        43.2361                 NaN   1.03061        31.0045     
  1163.75        2500.00                 NaN            NaN  0.417961        15.5429                 NaN            NaN            NaN   8.76608        43.2376                 NaN   1.03113        31.0042     
  1162.67        2500.00                 NaN            NaN  0.660013        15.2990                 NaN            NaN            NaN   8.76606        43.2392                 NaN   1.03167        31.0040     
  1161.58        2500.00                 NaN            NaN  0.896214        15.0609                 NaN            NaN            NaN   8.76593        43.2409                 NaN   1.03221        31.0038     
  1160.50        2500.00                 NaN            NaN   1.12653        14.8287                 NaN            NaN            NaN   8.76571        43.2427                 NaN   1.03277        31.0036     
  1159.41        2500.00                 NaN            NaN   1.35066        14.6027                 NaN            NaN            NaN   8.76541        43.2446                 NaN   1.03334        31.0034     
  1158.33        2500.00                 NaN            NaN   1.56880        14.3826                 NaN            NaN            NaN   8.76501        43.2465                 NaN   1.03391        31.0032     
  1157.24        2500.00                 NaN            NaN   1.78067        14.1689                 NaN            NaN            NaN   8.76453        43.2484                 NaN   1.03450        31.0030     
  1156.16        2500.00                 NaN            NaN   1.98647        13.9612                 NaN            NaN            NaN   8.76396        43.2505                 NaN   1.03509        31.0028     
  1155.07        2500.00                 NaN            NaN   2.18582        13.7601                 NaN            NaN            NaN   8.76333        43.2526                 NaN   1.03568        31.0026     
  1153.99        2500.00                 NaN            NaN   2.37938        13.5647                 NaN            NaN            NaN   8.76261        43.2547                 NaN   1.03629        31.0024     
  1152.91        2500.00                 NaN            NaN   2.56649        13.3758                 NaN            NaN            NaN   8.76185        43.2569                 NaN   1.03689        31.0022     
  1151.82        2500.00                 NaN            NaN  0.949913        15.0346                 NaN            NaN            NaN   8.80456        43.1836                 NaN   1.02015        31.0072     
  1150.74        2500.00                 NaN            NaN   1.06147        14.9243                 NaN            NaN            NaN   8.80718        43.1802                 NaN   1.01951        31.0074     
  1149.65        2500.00                 NaN            NaN   1.17031        14.8167                 NaN            NaN            NaN   8.80981        43.1767                 NaN   1.01887        31.0075     
  1148.57        2500.00                 NaN            NaN   3.23567        12.7005                 NaN            NaN            NaN   8.75937        43.2640                 NaN   1.03895        31.0016     
  1147.48        2500.00                 NaN            NaN   3.41453        12.5191                 NaN            NaN            NaN   8.75736        43.2679                 NaN   1.03988        31.0012     
  1146.40        2500.00                 NaN            NaN   3.49697        12.4373                 NaN            NaN            NaN   8.75921        43.2656                 NaN   1.03956        31.0014     
  1145.31        2500.00                 NaN            NaN   3.65391        12.2789                 NaN            NaN            NaN   8.75804        43.2678                 NaN   1.04010        31.0012     
  1144.23        2500.00                 NaN            NaN   3.77389        12.1585                 NaN            NaN            NaN   8.75858        43.2677                 NaN   1.04016        31.0012     
  1143.15        2500.00                 NaN            NaN   3.91330        12.0176                 NaN            NaN            NaN   8.75768        43.2697                 NaN   1.04074        31.0010     
  1142.06        2500.00                 NaN            NaN   4.06334        11.8667                 NaN            NaN            NaN   8.75707        43.2708                 NaN   1.04107        31.0009     
  1140.98        2500.00                 NaN            NaN   4.27873        11.6403                 NaN            NaN            NaN   8.75877        43.2786                 NaN   1.04394        30.9997     
  1139.89        2500.00                 NaN            NaN   4.35399        11.5743                 NaN            NaN            NaN   8.75576        43.2727                 NaN   1.04211        31.0012     
  1138.81        2500.00                 NaN            NaN   16.0047                 NaN            NaN            NaN            NaN   8.83759        43.1389                 NaN   1.01019        31.0087     
  1137.72        2500.00                 NaN            NaN   4.45170        11.4821                 NaN            NaN            NaN   8.76269        43.2637                 NaN   1.03893        31.0009     
  1136.64        2500.00                 NaN            NaN   4.79215        11.1336                 NaN            NaN            NaN   8.75845        43.2735                 NaN   1.04215        31.0001     
  1135.55        2500.00                 NaN            NaN   3.24515        12.7620                 NaN            NaN            NaN   8.84263        43.1298                 NaN   1.00957        31.0109     
  1134.47        2500.00                 NaN            NaN   5.48835        10.4300                 NaN            NaN            NaN   8.74487        43.2920                 NaN   1.04559        30.9992     
  1133.39        2500.00                 NaN            NaN   6.02180        9.89742                 NaN            NaN            NaN   8.74614        43.2906                 NaN   1.04511        30.9989     
  1132.30        2500.00                 NaN            NaN   6.78845        9.13676                 NaN            NaN            NaN   8.75379        43.2793                 NaN   1.04243        30.9992     
  1131.22        2500.00                 NaN            NaN   7.50506        8.42832                 NaN            NaN            NaN   8.76430        43.2635                 NaN   1.03885        30.9999     
  1130.13        2500.00                 NaN            NaN   8.13113        7.80921                 NaN            NaN            NaN   8.77348        43.2498                 NaN   1.03578        31.0006     
  1129.05        2500.00                 NaN            NaN   8.69908        7.24750                 NaN            NaN            NaN   8.78188        43.2374                 NaN   1.03300        31.0011     
  1127.96        2500.00                 NaN            NaN   9.33105        6.64910                 NaN            NaN            NaN   8.82287        43.1720                 NaN   1.01921        31.0058     
  1126.88        2500.00                 NaN            NaN   9.90964        6.07252                 NaN            NaN            NaN   8.82655        43.1673                 NaN   1.01812        31.0058     
  1125.79        2500.00                 NaN            NaN   10.4394        5.54430                 NaN            NaN            NaN   8.82972        43.1636                 NaN   1.01720        31.0058     
  1124.71        2500.00                 NaN            NaN   10.9216        5.06324                 NaN            NaN            NaN   8.83239        43.1607                 NaN   1.01645        31.0057     
  1123.63        2500.00                 NaN            NaN   15.9856                 NaN            NaN            NaN            NaN   8.83456        43.1586                 NaN   1.01585        31.0055     
  1122.54        2500.00                 NaN            NaN   15.9858                 NaN            NaN            NaN            NaN   8.83624        43.1573                 NaN   1.01542        31.0052     
  1121.46        2500.00                 NaN            NaN   15.9851                 NaN            NaN            NaN            NaN   8.83612        43.1583                 NaN   1.01551        31.0049     
  1120.37        2500.00                 NaN            NaN   15.9885                 NaN            NaN            NaN            NaN   8.84104        43.1512                 NaN   1.01392        31.0053     
  1119.29        2500.00                 NaN            NaN   16.0370                 NaN            NaN            NaN            NaN   8.89980        43.0579                 NaN  0.993566        31.0118     
  1118.20        2500.00                 NaN            NaN   15.9997                 NaN            NaN            NaN            NaN   8.85645        43.1283                 NaN   1.00892        31.0066     
  1117.12        2500.00                 NaN            NaN   16.0002                 NaN            NaN            NaN            NaN   8.85770        43.1270                 NaN   1.00853        31.0065     
  1116.03        2500.00                 NaN            NaN   15.9377       0.644990E-001            NaN            NaN            NaN   8.86076        43.1226                 NaN   1.00761        31.0068     
  1114.95        2500.00                 NaN            NaN   15.8642       0.140150                 NaN            NaN            NaN   8.86413        43.1177                 NaN   1.00660        31.0072     
  1113.87        2500.00                 NaN            NaN   15.7124       0.294032                 NaN            NaN            NaN   8.86857        43.1111                 NaN   1.00565        31.0082     
  1112.78        2500.00                 NaN            NaN  0.775218        15.2319                 NaN            NaN            NaN   8.86732        43.1115                 NaN   1.00570        31.0083     
  1111.70        2500.00                 NaN            NaN  0.829579        15.1786                 NaN            NaN            NaN   8.86910        43.1089                 NaN   1.00522        31.0086     
  1110.61        2500.00                 NaN            NaN  0.901494        15.1078                 NaN            NaN            NaN   8.87093        43.1062                 NaN   1.00471        31.0089     
  1109.53        2500.00                 NaN            NaN   14.9993        1.01083                 NaN            NaN            NaN   8.87234        43.1041                 NaN   1.00436        31.0092     
  1108.44        2500.00                 NaN            NaN   14.7004        1.30868                 NaN            NaN            NaN   8.87149        43.1052                 NaN   1.00487        31.0094     
  1107.36        2500.00                 NaN            NaN   14.4242        1.58406                 NaN            NaN            NaN   8.87077        43.1061                 NaN   1.00529        31.0096     
  1106.27        2500.00                 NaN            NaN   14.1586        1.84916                 NaN            NaN            NaN   8.87020        43.1066                 NaN   1.00560        31.0098     
  1105.19        2500.00                 NaN            NaN   13.4028        2.63791                 NaN            NaN            NaN   8.91959        43.0414                 NaN  0.987944        31.0103     
  1104.11        2500.00                 NaN            NaN   14.1801        1.84901                 NaN            NaN            NaN   8.90500        43.0622                 NaN  0.992991        31.0107     
  1103.02        2500.00                 NaN            NaN   14.8116        1.19187                 NaN            NaN            NaN   8.88065        43.0995                 NaN   1.00505        31.0114     
  1101.94        2500.00                 NaN            NaN   14.7140        1.28863                 NaN            NaN            NaN   8.88107        43.0994                 NaN   1.00529        31.0117     
  1100.85        2500.00                 NaN            NaN   14.6214        1.38039                 NaN            NaN            NaN   8.88145        43.0993                 NaN   1.00552        31.0120     
  1099.77        2500.00                 NaN            NaN   12.5754        3.47096                 NaN            NaN            NaN   8.93561        43.0231                 NaN  0.983945        31.0110     
  1098.68        2500.00                 NaN            NaN   14.2395        1.80587                 NaN            NaN            NaN   8.91772        43.0273                 NaN  0.990155        31.0195     
  1097.60        2500.00                 NaN            NaN   14.8855        1.20014                 NaN            NaN            NaN   8.96014        42.9620                 NaN  0.971977        31.0203     
  1096.51        2500.00                 NaN            NaN   14.5865        1.49931                 NaN            NaN            NaN   8.96107        42.9606                 NaN  0.971956        31.0206     
  1095.43        2500.00                 NaN            NaN   15.3639       0.737364                 NaN            NaN            NaN   8.97362        42.9379                 NaN  0.965603        31.0217     
  1094.35        2500.00                 NaN            NaN   15.0886        1.01009                 NaN            NaN            NaN   8.97295        42.9399                 NaN  0.966611        31.0219     
  1093.26        2500.00                 NaN            NaN   13.5861        2.45301                 NaN            NaN            NaN   8.91857        43.0350                 NaN  0.991597        31.0157     
  1092.18        2500.00                 NaN            NaN   14.3059        1.78428                 NaN            NaN            NaN   8.96901        42.9487                 NaN  0.969975        31.0221     
  1091.09        2500.00                 NaN            NaN   14.2381        1.85346                 NaN            NaN            NaN   8.97115        42.9455                 NaN  0.969379        31.0225     
  1090.01        2500.00                 NaN            NaN   14.1697        1.92340                 NaN            NaN            NaN   8.97339        42.9420                 NaN  0.968714        31.0228     
  1088.92        2500.00                 NaN            NaN   14.1064        1.98821                 NaN            NaN            NaN   8.97561        42.9385                 NaN  0.968065        31.0232     
  1087.84        2500.00                 NaN            NaN   14.0535        2.04245                 NaN            NaN            NaN   8.97778        42.9352                 NaN  0.967456        31.0236     
  1086.75        2500.00                 NaN            NaN   14.0082        2.08910                 NaN            NaN            NaN   8.97989        42.9320                 NaN  0.966891        31.0240     
  1085.67        2500.00                 NaN            NaN   13.9824        2.11589                 NaN            NaN            NaN   8.98189        42.9291                 NaN  0.966423        31.0244     
  1084.59        2500.00                 NaN            NaN   13.9561        2.14312                 NaN            NaN            NaN   8.98390        42.9261                 NaN  0.965948        31.0248     
  1083.50        2500.00                 NaN            NaN   13.9296        2.17066                 NaN            NaN            NaN   8.98591        42.9231                 NaN  0.965467        31.0252     
  1082.42        2500.00                 NaN            NaN   13.9030        2.19833                 NaN            NaN            NaN   8.98794        42.9201                 NaN  0.964981        31.0256     
  1081.33        2500.00                 NaN            NaN   13.8763        2.22609                 NaN            NaN            NaN   8.98997        42.9171                 NaN  0.964489        31.0260     
  1080.25        2500.00                 NaN            NaN   13.8497        2.25384                 NaN            NaN            NaN   8.99201        42.9141                 NaN  0.963995        31.0264     
  1079.16        2500.00                 NaN            NaN   13.8231        2.28151                 NaN            NaN            NaN   8.99406        42.9110                 NaN  0.963492        31.0268     
  1078.08        2500.00                 NaN            NaN   13.7953        2.31043                 NaN            NaN            NaN   8.99611        42.9080                 NaN  0.962975        31.0272     
  1076.99        2500.00                 NaN            NaN   1.62776        14.5022                 NaN            NaN            NaN   9.01467        42.8733                 NaN  0.953101        31.0290     
  1075.91        2500.00                 NaN            NaN   13.8614        2.24981                 NaN            NaN            NaN   9.00268        42.8971                 NaN  0.960632        31.0283     
  1074.83        2500.00                 NaN            NaN   13.8379        2.28026                 NaN            NaN            NaN   9.00795        42.8871                 NaN  0.957929        31.0289     
  1073.74        2500.00                 NaN            NaN   13.8301        2.29010                 NaN            NaN            NaN   9.01123        42.8823                 NaN  0.957035        31.0293     
  1072.66        2500.00                 NaN            NaN   13.7957        2.32581                 NaN            NaN            NaN   9.01295        42.8794                 NaN  0.956463        31.0297     
  1071.57        2500.00                 NaN            NaN   13.6373        2.47609                 NaN            NaN            NaN   9.00899        42.8883                 NaN  0.959580        31.0298     
  1070.49        2500.00                 NaN            NaN   13.7548        2.36541                 NaN            NaN            NaN   9.01502        42.8774                 NaN  0.956806        31.0306     
  1069.40        2500.00                 NaN            NaN   13.7342        2.38779                 NaN            NaN            NaN   9.01748        42.8735                 NaN  0.956046        31.0311     
  1068.32        2500.00                 NaN            NaN   13.7138        2.40995                 NaN            NaN            NaN   9.01994        42.8695                 NaN  0.955282        31.0315     
  1067.24        2500.00                 NaN            NaN   13.6934        2.43214                 NaN            NaN            NaN   9.02239        42.8656                 NaN  0.954523        31.0320     
  1066.15        2500.00                 NaN            NaN   13.6731        2.45421                 NaN            NaN            NaN   9.02483        42.8617                 NaN  0.953770        31.0324     
  1065.07        2500.00                 NaN            NaN   13.6527        2.47636                 NaN            NaN            NaN   9.02726        42.8577                 NaN  0.953021        31.0329     
  1063.98        2500.00                 NaN            NaN   13.6325        2.49834                 NaN            NaN            NaN   9.02969        42.8538                 NaN  0.952272        31.0334     
  1062.90        2500.00                 NaN            NaN   13.6122        2.52035                 NaN            NaN            NaN   9.03211        42.8499                 NaN  0.951529        31.0339     
  1061.81        2500.00                 NaN            NaN   13.5920        2.54228                 NaN            NaN            NaN   9.03452        42.8460                 NaN  0.950789        31.0343     
  1060.73        2500.00                 NaN            NaN   13.5617        2.57873                 NaN            NaN            NaN   9.03943        42.8371                 NaN  0.948324        31.0348     
  1059.64        2500.00                 NaN            NaN   13.5425        2.59963                 NaN            NaN            NaN   9.04182        42.8332                 NaN  0.947589        31.0353     
  1058.56        2500.00                 NaN            NaN   13.5233        2.62058                 NaN            NaN            NaN   9.04421        42.8293                 NaN  0.946858        31.0357     
  1057.48        2500.00                 NaN            NaN   13.5047        2.64090                 NaN            NaN            NaN   9.04661        42.8254                 NaN  0.946120        31.0362     
  1056.39        2500.00                 NaN            NaN   13.4879        2.65952                 NaN            NaN            NaN   9.04906        42.8214                 NaN  0.945353        31.0367     
  1055.31        2500.00                 NaN            NaN   13.4712        2.67808                 NaN            NaN            NaN   9.05150        42.8174                 NaN  0.944587        31.0372     
  1054.22        2500.00                 NaN            NaN   13.4546        2.69648                 NaN            NaN            NaN   9.05394        42.8134                 NaN  0.943822        31.0377     
  1053.14        2500.00                 NaN            NaN   13.4381        2.71484                 NaN            NaN            NaN   9.05637        42.8094                 NaN  0.943059        31.0382     
  1052.05        2500.00                 NaN            NaN   13.4217        2.73302                 NaN            NaN            NaN   9.05881        42.8054                 NaN  0.942296        31.0387     
  1050.97        2500.00                 NaN            NaN   13.4055        2.75110                 NaN            NaN            NaN   9.06124        42.8015                 NaN  0.941536        31.0392     
  1049.88        2500.00                 NaN            NaN   13.3893        2.76905                 NaN            NaN            NaN   9.06366        42.7975                 NaN  0.940776        31.0397     
  1048.80        2500.00                 NaN            NaN   13.3733        2.78691                 NaN            NaN            NaN   9.06608        42.7935                 NaN  0.940019        31.0402     
  1047.72        2500.00                 NaN            NaN   13.3573        2.80468                 NaN            NaN            NaN   9.06850        42.7895                 NaN  0.939263        31.0407     
  1046.63        2500.00                 NaN            NaN   13.3416        2.82227                 NaN            NaN            NaN   9.07092        42.7855                 NaN  0.938506        31.0413     
  1045.55        2500.00                 NaN            NaN   13.3258        2.83982                 NaN            NaN            NaN   9.07333        42.7815                 NaN  0.937756        31.0418     
  1044.46        2500.00                 NaN            NaN   13.3102        2.85722                 NaN            NaN            NaN   9.07573        42.7775                 NaN  0.937004        31.0423     
  1043.38        2500.00                 NaN            NaN   13.2948        2.87451                 NaN            NaN            NaN   9.07814        42.7735                 NaN  0.936255        31.0428     
  1042.29        2500.00                 NaN            NaN   2.80836        13.3700                 NaN            NaN            NaN   9.08425        42.7613                 NaN  0.931998        31.0440     
  1041.21        2500.00                 NaN            NaN   2.82375        13.3566                 NaN            NaN            NaN   9.08660        42.7573                 NaN  0.931191        31.0446     
  1040.12        2500.00                 NaN            NaN   13.3620        2.81553                 NaN            NaN            NaN   9.08438        42.7584                 NaN  0.933956        31.0458     
  1039.04        2500.00                 NaN            NaN   13.2340        2.94236                 NaN            NaN            NaN   9.08770        42.7577                 NaN  0.933282        31.0449     
  1037.96        2500.00                 NaN            NaN   13.0131        3.15107                 NaN            NaN            NaN   9.08086        42.7726                 NaN  0.938084        31.0442     
  1036.87        2500.00                 NaN            NaN   12.9495        3.20820                 NaN            NaN            NaN   9.07866        42.7794                 NaN  0.940578        31.0437     
  1035.79        2500.00                 NaN            NaN   12.9353        3.22393                 NaN            NaN            NaN   9.08087        42.7758                 NaN  0.939944        31.0442     
  1034.70        2500.00                 NaN            NaN   12.9213        3.23941                 NaN            NaN            NaN   9.08309        42.7722                 NaN  0.939307        31.0447     
  1033.62        2500.00                 NaN            NaN   12.9076        3.25470                 NaN            NaN            NaN   9.08531        42.7686                 NaN  0.938672        31.0452     
  1032.53        2500.00                 NaN            NaN   12.8941        3.26971                 NaN            NaN            NaN   9.08753        42.7649                 NaN  0.938030        31.0457     
  1031.45        2500.00                 NaN            NaN   12.8809        3.28451                 NaN            NaN            NaN   9.08976        42.7613                 NaN  0.937387        31.0462     
  1030.36        2500.00                 NaN            NaN   12.8679        3.29908                 NaN            NaN            NaN   9.09199        42.7576                 NaN  0.936740        31.0467     
  1029.28        2500.00                 NaN            NaN   12.8550        3.31347                 NaN            NaN            NaN   9.09422        42.7540                 NaN  0.936091        31.0472     
  1028.20        2500.00                 NaN            NaN   12.8425        3.32762                 NaN            NaN            NaN   9.09646        42.7503                 NaN  0.935439        31.0477     
  1027.11        2500.00                 NaN            NaN   12.8301        3.34157                 NaN            NaN            NaN   9.09870        42.7466                 NaN  0.934786        31.0482     
  1026.03        2500.00                 NaN            NaN   12.8180        3.35532                 NaN            NaN            NaN   9.10094        42.7429                 NaN  0.934129        31.0488     
  1024.94        2500.00                 NaN            NaN   12.8061        3.36882                 NaN            NaN            NaN   9.10319        42.7392                 NaN  0.933471        31.0493     
  1023.86        2500.00                 NaN            NaN   12.7943        3.38221                 NaN            NaN            NaN   9.10544        42.7354                 NaN  0.932808        31.0498     
  1022.77        2500.00                 NaN            NaN   12.7827        3.39538                 NaN            NaN            NaN   9.10769        42.7317                 NaN  0.932142        31.0503     
  1021.69        2500.00                 NaN            NaN   12.7714        3.40832                 NaN            NaN            NaN   9.10996        42.7280                 NaN  0.931479        31.0509     
  1020.60        2500.00                 NaN            NaN   12.7603        3.42109                 NaN            NaN            NaN   9.11221        42.7242                 NaN  0.930808        31.0514     
  1019.52        2500.00                 NaN            NaN   12.7494        3.43364                 NaN            NaN            NaN   9.11448        42.7204                 NaN  0.930132        31.0519     
  1018.44        2500.00                 NaN            NaN   12.7385        3.44617                 NaN            NaN            NaN   9.11674        42.7166                 NaN  0.929463        31.0525     
  1017.35        2500.00                 NaN            NaN   12.7280        3.45836                 NaN            NaN            NaN   9.11901        42.7128                 NaN  0.928785        31.0530     
  1016.27        2500.00                 NaN            NaN   12.7175        3.47046                 NaN            NaN            NaN   9.12129        42.7090                 NaN  0.928107        31.0536     
  1015.18        2500.00                 NaN            NaN   12.7073        3.48237                 NaN            NaN            NaN   9.12356        42.7052                 NaN  0.927427        31.0541     
  1014.10        2500.00                 NaN            NaN   12.6972        3.49417                 NaN            NaN            NaN   9.12582        42.7014                 NaN  0.926741        31.0547     
  1013.01        2500.00                 NaN            NaN   12.6874        3.50562                 NaN            NaN            NaN   9.12813        42.6975                 NaN  0.926052        31.0552     
  1011.93        2500.00                 NaN            NaN   12.6778        3.51699                 NaN            NaN            NaN   9.13041        42.6937                 NaN  0.925364        31.0558     
  1010.84        2500.00                 NaN            NaN   12.6682        3.52830                 NaN            NaN            NaN   9.13270        42.6899                 NaN  0.924677        31.0563     
  1009.76        2500.00                 NaN            NaN   12.6588        3.53936                 NaN            NaN            NaN   9.13500        42.6860                 NaN  0.923980        31.0569     
  1008.68        2500.00                 NaN            NaN   12.6496        3.55027                 NaN            NaN            NaN   9.13730        42.6821                 NaN  0.923284        31.0574     
  1007.59        2500.00                 NaN            NaN   12.6405        3.56111                 NaN            NaN            NaN   9.13961        42.6782                 NaN  0.922580        31.0580     
  1006.51        2500.00                 NaN            NaN   12.6317        3.57171                 NaN            NaN            NaN   9.14191        42.6743                 NaN  0.921885        31.0585     
  1005.42        2500.00                 NaN            NaN   12.8207        3.40938                 NaN            NaN            NaN   9.15935        42.6371                 NaN  0.911535        31.0619     
  1004.34        2500.00                 NaN            NaN   12.6496        3.56430                 NaN            NaN            NaN   9.15068        42.6573                 NaN  0.917614        31.0606     
