|6.6.6
Archiving\03_Data\eqfrac/QFM_m2/LAR/LAR_3.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Opx(TH)        O(HP)          an             San(TH)        San(TH)        ilm            q             
  1222.31        2500.00                 NaN            NaN   11.7999                 NaN            NaN            NaN            NaN   8.45784        46.4487                 NaN  0.615250        32.6783     
  1221.22        2500.00                 NaN            NaN   11.8021                 NaN            NaN            NaN            NaN   8.46763        46.4375                 NaN  0.614265        32.6785     
  1220.14        2500.00                 NaN            NaN   11.8017                 NaN            NaN            NaN            NaN   8.46867        46.4360                 NaN  0.614369        32.6792     
  1219.06        2500.00                 NaN            NaN   11.8029                 NaN            NaN            NaN            NaN   8.47175        46.4312                 NaN  0.613966        32.6802     
  1217.97        2500.00                 NaN            NaN   11.8057                 NaN            NaN            NaN            NaN   8.47737        46.4230                 NaN  0.613035        32.6809     
  1216.89        2500.00                 NaN            NaN   11.8069                 NaN            NaN            NaN            NaN   8.47866        46.4202                 NaN  0.612544        32.6817     
  1215.80        2500.00                 NaN            NaN   11.8095                 NaN            NaN            NaN            NaN   8.48272        46.4132                 NaN  0.611847        32.6827     
  1214.72        2500.00                 NaN            NaN   11.8085                 NaN            NaN            NaN            NaN   8.48463        46.4120                 NaN  0.611839        32.6831     
  1213.63        2500.00                 NaN            NaN   11.8036                 NaN            NaN            NaN            NaN   8.48911        46.4122                 NaN  0.612906        32.6822     
  1212.55        2500.00                 NaN            NaN   11.8052                 NaN            NaN            NaN            NaN   8.49087        46.4079                 NaN  0.612683        32.6833     
  1211.47        2500.00                 NaN            NaN   11.8111                 NaN            NaN            NaN            NaN   8.49773        46.3953                 NaN  0.610922        32.6849     
  1210.38        2500.00                 NaN            NaN   11.8090                 NaN            NaN            NaN            NaN   8.49410        46.4002                 NaN  0.611174        32.6855     
  1209.30        2500.00                 NaN            NaN   11.8111                 NaN            NaN            NaN            NaN   8.49694        46.3949                 NaN  0.610470        32.6865     
  1208.21        2500.00                 NaN            NaN   2.77722        9.03499                 NaN            NaN            NaN   8.50065        46.3899                 NaN  0.610034        32.6872     
  1207.13        2500.00                 NaN            NaN   2.78180        9.03108                 NaN            NaN            NaN   8.50435        46.3854                 NaN  0.609657        32.6877     
  1206.04        2500.00                 NaN            NaN   2.78228        9.03129                 NaN            NaN            NaN   8.50798        46.3809                 NaN  0.609276        32.6883     
  1204.96        2500.00                 NaN            NaN   10.8201       0.980767       0.135192E-004            NaN            NaN   8.50957        46.3968                 NaN  0.609571        32.6832     
  1203.87        2500.00                 NaN            NaN   10.8453       0.956103       0.722320E-005            NaN            NaN   8.51239        46.3929                 NaN  0.609338        32.6840     
  1202.79        2500.00                 NaN            NaN   11.8104                 NaN            NaN            NaN            NaN   8.50336        46.3860                 NaN  0.609900        32.6903     
  1201.71        2500.00                 NaN            NaN   11.8112                 NaN            NaN            NaN            NaN   8.50593        46.3822                 NaN  0.609567        32.6911     
  1200.62        2500.00                 NaN            NaN   11.8225                 NaN            NaN            NaN            NaN   8.52942        46.3497                 NaN  0.606225        32.6922     
  1199.54        2500.00                 NaN            NaN   11.8177                 NaN            NaN            NaN            NaN   8.52899        46.3545                 NaN  0.607031        32.6917     
  1198.45        2500.00                 NaN            NaN   10.9674       0.833865       0.531385E-005            NaN            NaN   8.52844        46.3744                 NaN  0.608901        32.6869     
  1197.37        2500.00                 NaN            NaN   11.8160                 NaN            NaN            NaN            NaN   8.52006        46.3623                 NaN  0.607738        32.6939     
  1196.28        2500.00                 NaN            NaN   11.8277                 NaN            NaN            NaN            NaN   8.54253        46.3301                 NaN  0.604352        32.6953     
  1195.20        2500.00                 NaN            NaN   11.8282                 NaN            NaN            NaN            NaN   8.54528        46.3266                 NaN  0.604086        32.6959     
  1194.11        2500.00                 NaN            NaN   11.8210                 NaN            NaN            NaN            NaN   8.53216        46.3446                 NaN  0.605992        32.6963     
  1193.03        2500.00                 NaN            NaN   11.8217                 NaN            NaN            NaN            NaN   8.53580        46.3399                 NaN  0.605634        32.6969     
  1191.95        2500.00                 NaN            NaN   11.8309                 NaN            NaN            NaN            NaN   8.55472        46.3136                 NaN  0.602868        32.6979     
  1190.86        2500.00                 NaN            NaN   11.8235                 NaN            NaN            NaN            NaN   8.54140        46.3319                 NaN  0.604889        32.6983     
  1189.78        2500.00                 NaN            NaN   11.8257                 NaN            NaN            NaN            NaN   8.55846        46.3138                 NaN  0.603866        32.6982     
  1188.69        2500.00                 NaN            NaN   10.6502        1.17320                 NaN            NaN            NaN   8.56059        46.3150                 NaN  0.603730        32.6974     
  1187.61        2500.00                 NaN            NaN   10.7558        1.06847                 NaN            NaN            NaN   8.56368        46.3107                 NaN  0.603315        32.6980     
  1186.52        2500.00                 NaN            NaN   10.8599       0.965362                 NaN            NaN            NaN   8.56676        46.3063                 NaN  0.602897        32.6987     
  1185.44        2500.00                 NaN            NaN   10.9618       0.864444                 NaN            NaN            NaN   8.56982        46.3020                 NaN  0.602474        32.6994     
  1184.35        2500.00                 NaN            NaN   11.8370                 NaN            NaN            NaN            NaN   8.57372        46.2858                 NaN  0.600361        32.7031     
  1183.27        2500.00                 NaN            NaN   11.8371                 NaN            NaN            NaN            NaN   8.57692        46.2824                 NaN  0.600086        32.7035     
  1182.19        2500.00                 NaN            NaN   11.8373                 NaN            NaN            NaN            NaN   8.58006        46.2789                 NaN  0.599796        32.7039     
  1181.10        2500.00                 NaN            NaN   10.4686        1.36901                 NaN            NaN            NaN   8.58316        46.2754                 NaN  0.599495        32.7043     
  1180.02        2500.00                 NaN            NaN   10.6960        1.14188                 NaN            NaN            NaN   8.58619        46.2719                 NaN  0.599194        32.7048     
  1178.93        2500.00                 NaN            NaN   10.9008       0.937568                 NaN            NaN            NaN   8.58924        46.2682                 NaN  0.598860        32.7053     
  1177.85        2500.00                 NaN            NaN   11.8386                 NaN            NaN            NaN            NaN   8.59479        46.2624                 NaN  0.598607        32.7056     
  1176.76        2500.00                 NaN            NaN   11.2916       0.554453                 NaN            NaN            NaN   8.59664        46.2521                 NaN  0.596992        32.7082     
  1175.68        2500.00                 NaN            NaN   10.7559        1.08941                 NaN            NaN            NaN   8.59927        46.2494                 NaN  0.597175        32.7088     
  1174.59        2500.00                 NaN            NaN   10.8158        1.03043                 NaN            NaN            NaN   8.60294        46.2447                 NaN  0.596511        32.7097     
  1173.51        2500.00                 NaN            NaN   11.8496                 NaN            NaN            NaN            NaN   8.60581        46.2383                 NaN  0.595662        32.7107     
  1172.43        2500.00                 NaN            NaN   11.8522                 NaN            NaN            NaN            NaN   8.61152        46.2300                 NaN  0.594804        32.7115     
  1171.34        2500.00                 NaN            NaN   11.8537                 NaN            NaN            NaN            NaN   8.61547        46.2242                 NaN  0.594277        32.7123     
  1170.26        2500.00                 NaN            NaN   11.0253       0.829691                 NaN            NaN            NaN   8.61907        46.2192                 NaN  0.593754        32.7130     
  1169.17        2500.00                 NaN            NaN   11.4662       0.390366                 NaN            NaN            NaN   8.62346        46.2131                 NaN  0.593212        32.7137     
  1168.09        2500.00                 NaN            NaN   11.6274       0.230780                 NaN            NaN            NaN   8.62669        46.2081                 NaN  0.592574        32.7145     
  1167.00        2500.00                 NaN            NaN   11.8598                 NaN            NaN            NaN            NaN   8.63016        46.2027                 NaN  0.592018        32.7153     
  1165.92        2500.00                 NaN            NaN   11.8616                 NaN            NaN            NaN            NaN   8.63394        46.1969                 NaN  0.591391        32.7161     
  1164.83        2500.00                 NaN            NaN  0.128056        11.7301                 NaN            NaN            NaN   8.63333        46.2006                 NaN  0.591963        32.7159     
  1163.75        2500.00                 NaN            NaN  0.314510        11.5419                 NaN            NaN            NaN   8.63337        46.2017                 NaN  0.592251        32.7163     
  1162.67        2500.00                 NaN            NaN  0.496657        11.3580                 NaN            NaN            NaN   8.63332        46.2029                 NaN  0.592546        32.7166     
  1161.58        2500.00                 NaN            NaN  0.674404        11.1784                 NaN            NaN            NaN   8.63316        46.2041                 NaN  0.592849        32.7170     
  1160.50        2500.00                 NaN            NaN  0.847729        11.0033                 NaN            NaN            NaN   8.63291        46.2055                 NaN  0.593158        32.7174     
  1159.41        2500.00                 NaN            NaN   1.01639        10.8329                 NaN            NaN            NaN   8.63258        46.2070                 NaN  0.593472        32.7177     
  1158.33        2500.00                 NaN            NaN   1.18056        10.6669                 NaN            NaN            NaN   8.63215        46.2085                 NaN  0.593793        32.7181     
  1157.24        2500.00                 NaN            NaN   1.34001        10.5056                 NaN            NaN            NaN   8.63165        46.2101                 NaN  0.594118        32.7185     
  1156.16        2500.00                 NaN            NaN   1.49488        10.3490                 NaN            NaN            NaN   8.63107        46.2117                 NaN  0.594447        32.7189     
  1155.07        2500.00                 NaN            NaN   1.64491        10.1972                 NaN            NaN            NaN   8.63041        46.2134                 NaN  0.594778        32.7193     
  1153.99        2500.00                 NaN            NaN   1.79057        10.0497                 NaN            NaN            NaN   8.62968        46.2152                 NaN  0.595115        32.7197     
  1152.91        2500.00                 NaN            NaN   1.93136        9.90717                 NaN            NaN            NaN   8.62889        46.2170                 NaN  0.595449        32.7201     
  1151.82        2500.00                 NaN            NaN  0.714853        11.1622                 NaN            NaN            NaN   8.67114        46.1392                 NaN  0.585842        32.7268     
  1150.74        2500.00                 NaN            NaN  0.798799        11.0793                 NaN            NaN            NaN   8.67370        46.1351                 NaN  0.585463        32.7276     
  1149.65        2500.00                 NaN            NaN  0.880698        10.9984                 NaN            NaN            NaN   8.67627        46.1311                 NaN  0.585087        32.7285     
  1148.57        2500.00                 NaN            NaN   2.43484        9.39761                 NaN            NaN            NaN   8.62636        46.2227                 NaN  0.596594        32.7219     
  1147.48        2500.00                 NaN            NaN   2.56937        9.26057                 NaN            NaN            NaN   8.62435        46.2264                 NaN  0.597120        32.7222     
  1146.40        2500.00                 NaN            NaN   2.63134        9.19913                 NaN            NaN            NaN   8.62615        46.2234                 NaN  0.596924        32.7230     
  1145.31        2500.00                 NaN            NaN   2.74933        9.07967                 NaN            NaN            NaN   8.62498        46.2253                 NaN  0.597225        32.7235     
  1144.23        2500.00                 NaN            NaN   2.83948        8.98897                 NaN            NaN            NaN   8.62549        46.2247                 NaN  0.597252        32.7241     
  1143.15        2500.00                 NaN            NaN   2.94422        8.88269                 NaN            NaN            NaN   8.62458        46.2264                 NaN  0.597574        32.7245     
  1142.06        2500.00                 NaN            NaN   3.05689        8.76907                 NaN            NaN            NaN   8.62396        46.2272                 NaN  0.597754        32.7251     
  1140.98        2500.00                 NaN            NaN   3.21861        8.59812                 NaN            NaN            NaN   8.62550        46.2344                 NaN  0.599384        32.7240     
  1139.89        2500.00                 NaN            NaN   3.27493        8.54904                 NaN            NaN            NaN   8.62265        46.2284                 NaN  0.598331        32.7267     
  1138.81        2500.00                 NaN            NaN   11.8937                 NaN            NaN            NaN            NaN   8.70351        46.0864                 NaN  0.580013        32.7364     
  1137.72        2500.00                 NaN            NaN   3.34736        8.48123                 NaN            NaN            NaN   8.62943        46.2178                 NaN  0.596484        32.7277     
  1136.64        2500.00                 NaN            NaN   3.60247        8.21874                 NaN            NaN            NaN   8.62523        46.2278                 NaN  0.598327        32.7274     
  1135.55        2500.00                 NaN            NaN   2.44062        9.45563                 NaN            NaN            NaN   8.70839        46.0752                 NaN  0.579631        32.7405     
  1134.47        2500.00                 NaN            NaN   4.12202        7.69148                 NaN            NaN            NaN   8.61181        46.2467                 NaN  0.600282        32.7277     
  1133.39        2500.00                 NaN            NaN   4.51803        7.29600                 NaN            NaN            NaN   8.61305        46.2447                 NaN  0.599998        32.7282     
  1132.30        2500.00                 NaN            NaN   5.08592        6.73342                 NaN            NaN            NaN   8.62060        46.2324                 NaN  0.598452        32.7292     
  1131.22        2500.00                 NaN            NaN   5.61629        6.21049                 NaN            NaN            NaN   8.63095        46.2152                 NaN  0.596388        32.7307     
  1130.13        2500.00                 NaN            NaN   6.07952        5.75358                 NaN            NaN            NaN   8.64000        46.2002                 NaN  0.594614        32.7321     
  1129.05        2500.00                 NaN            NaN   6.49963        5.33913                 NaN            NaN            NaN   8.64827        46.1865                 NaN  0.593010        32.7334     
  1127.96        2500.00                 NaN            NaN   6.96776        4.90262                 NaN            NaN            NaN   8.68870        46.1165                 NaN  0.585092        32.7393     
  1126.88        2500.00                 NaN            NaN   7.39598        4.47612                 NaN            NaN            NaN   8.69231        46.1111                 NaN  0.584456        32.7400     
  1125.79        2500.00                 NaN            NaN   7.78778        4.08561                 NaN            NaN            NaN   8.69542        46.1067                 NaN  0.583920        32.7406     
  1124.71        2500.00                 NaN            NaN   8.14405        3.73020                 NaN            NaN            NaN   8.69803        46.1031                 NaN  0.583478        32.7411     
  1123.63        2500.00                 NaN            NaN   11.8747                 NaN            NaN            NaN            NaN   8.70016        46.1005                 NaN  0.583128        32.7416     
  1122.54        2500.00                 NaN            NaN   11.8747                 NaN            NaN            NaN            NaN   8.70180        46.0986                 NaN  0.582870        32.7420     
  1121.46        2500.00                 NaN            NaN   11.8738                 NaN            NaN            NaN            NaN   8.70165        46.0993                 NaN  0.582912        32.7423     
  1120.37        2500.00                 NaN            NaN   11.8769                 NaN            NaN            NaN            NaN   8.70649        46.0913                 NaN  0.581990        32.7433     
  1119.29        2500.00                 NaN            NaN   11.9222                 NaN            NaN            NaN            NaN   8.76447        45.9917                 NaN  0.570308        32.7513     
  1118.20        2500.00                 NaN            NaN   11.8871                 NaN            NaN            NaN            NaN   8.72166        46.0660                 NaN  0.579108        32.7461     
  1117.12        2500.00                 NaN            NaN   11.8873                 NaN            NaN            NaN            NaN   8.72287        46.0642                 NaN  0.578874        32.7467     
  1116.03        2500.00                 NaN            NaN   11.8401       0.489092E-001            NaN            NaN            NaN   8.72587        46.0591                 NaN  0.578334        32.7476     
  1114.95        2500.00                 NaN            NaN   11.7847       0.106299                 NaN            NaN            NaN   8.72918        46.0534                 NaN  0.577746        32.7487     
  1113.87        2500.00                 NaN            NaN   11.6690       0.224071                 NaN            NaN            NaN   8.73352        46.0458                 NaN  0.577190        32.7504     
  1112.78        2500.00                 NaN            NaN  0.585048        11.3083                 NaN            NaN            NaN   8.73229        46.0459                 NaN  0.577214        32.7512     
  1111.70        2500.00                 NaN            NaN  0.626752        11.2675                 NaN            NaN            NaN   8.73402        46.0427                 NaN  0.576931        32.7521     
  1110.61        2500.00                 NaN            NaN  0.681505        11.2137                 NaN            NaN            NaN   8.73581        46.0393                 NaN  0.576625        32.7531     
  1109.53        2500.00                 NaN            NaN   11.1313       0.764472                 NaN            NaN            NaN   8.73718        46.0366                 NaN  0.576415        32.7540     
  1108.44        2500.00                 NaN            NaN   10.9051       0.989623                 NaN            NaN            NaN   8.73632        46.0373                 NaN  0.576697        32.7549     
  1107.36        2500.00                 NaN            NaN   10.6962        1.19769                 NaN            NaN            NaN   8.73559        46.0378                 NaN  0.576929        32.7558     
  1106.27        2500.00                 NaN            NaN   10.4955        1.39778                 NaN            NaN            NaN   8.73501        46.0379                 NaN  0.577103        32.7566     
  1105.19        2500.00                 NaN            NaN   9.94872        1.97510                 NaN            NaN            NaN   8.78364        45.9677                 NaN  0.566959        32.7578     
  1104.11        2500.00                 NaN            NaN   10.5166        1.39624                 NaN            NaN            NaN   8.76921        45.9894                 NaN  0.569844        32.7588     
  1103.02        2500.00                 NaN            NaN   10.9774       0.912920                 NaN            NaN            NaN   8.74511        46.0282                 NaN  0.576748        32.7597     
  1101.94        2500.00                 NaN            NaN   10.9025       0.987068                 NaN            NaN            NaN   8.74549        46.0275                 NaN  0.576874        32.7606     
  1100.85        2500.00                 NaN            NaN   10.8314        1.05740                 NaN            NaN            NaN   8.74583        46.0269                 NaN  0.576999        32.7615     
  1099.77        2500.00                 NaN            NaN   9.32691        2.60193                 NaN            NaN            NaN   8.79928        45.9457                 NaN  0.564616        32.7615     
  1098.68        2500.00                 NaN            NaN   10.5513        1.37677                 NaN            NaN            NaN   8.78177        45.9504                 NaN  0.568179        32.7716     
  1097.60        2500.00                 NaN            NaN   11.0524       0.911933                 NaN            NaN            NaN   8.82364        45.8807                 NaN  0.557747        32.7735     
  1096.51        2500.00                 NaN            NaN   10.8266        1.13794                 NaN            NaN            NaN   8.82454        45.8788                 NaN  0.557725        32.7745     
  1095.43        2500.00                 NaN            NaN   11.4170       0.560554                 NaN            NaN            NaN   8.83699        45.8547                 NaN  0.554078        32.7767     
  1094.35        2500.00                 NaN            NaN   11.2074       0.768016                 NaN            NaN            NaN   8.83628        45.8562                 NaN  0.554646        32.7775     
  1093.26        2500.00                 NaN            NaN   10.0626        1.85930                 NaN            NaN            NaN   8.78245        45.9561                 NaN  0.568957        32.7706     
  1092.18        2500.00                 NaN            NaN   10.6130        1.35540                 NaN            NaN            NaN   8.83227        45.8642                 NaN  0.556553        32.7786     
  1091.09        2500.00                 NaN            NaN   10.5615        1.40809                 NaN            NaN            NaN   8.83436        45.8602                 NaN  0.556202        32.7796     
  1090.01        2500.00                 NaN            NaN   10.5097        1.46127                 NaN            NaN            NaN   8.83655        45.8561                 NaN  0.555812        32.7806     
  1088.92        2500.00                 NaN            NaN   10.4616        1.51063                 NaN            NaN            NaN   8.83872        45.8519                 NaN  0.555430        32.7817     
  1087.84        2500.00                 NaN            NaN   10.4214        1.55212                 NaN            NaN            NaN   8.84083        45.8479                 NaN  0.555072        32.7827     
  1086.75        2500.00                 NaN            NaN   10.3867        1.58792                 NaN            NaN            NaN   8.84289        45.8440                 NaN  0.554739        32.7837     
  1085.67        2500.00                 NaN            NaN   10.3665        1.60895                 NaN            NaN            NaN   8.84484        45.8404                 NaN  0.554462        32.7848     
  1084.59        2500.00                 NaN            NaN   10.3461        1.63030                 NaN            NaN            NaN   8.84680        45.8368                 NaN  0.554180        32.7858     
  1083.50        2500.00                 NaN            NaN   10.3254        1.65186                 NaN            NaN            NaN   8.84877        45.8332                 NaN  0.553896        32.7869     
  1082.42        2500.00                 NaN            NaN   10.3047        1.67351                 NaN            NaN            NaN   8.85074        45.8295                 NaN  0.553608        32.7880     
  1081.33        2500.00                 NaN            NaN   10.2839        1.69521                 NaN            NaN            NaN   8.85273        45.8258                 NaN  0.553317        32.7890     
  1080.25        2500.00                 NaN            NaN   10.2632        1.71689                 NaN            NaN            NaN   8.85472        45.8221                 NaN  0.553025        32.7901     
  1079.16        2500.00                 NaN            NaN   10.2425        1.73849                 NaN            NaN            NaN   8.85671        45.8184                 NaN  0.552728        32.7912     
  1078.08        2500.00                 NaN            NaN   10.2210        1.76103                 NaN            NaN            NaN   8.85871        45.8146                 NaN  0.552422        32.7922     
  1076.99        2500.00                 NaN            NaN   1.24139        10.7612                 NaN            NaN            NaN   8.87715        45.7781                 NaN  0.546760        32.7954     
  1075.91        2500.00                 NaN            NaN   10.2708        1.71605                 NaN            NaN            NaN   8.86517        45.8022                 NaN  0.551062        32.7948     
  1074.83        2500.00                 NaN            NaN   10.2554        1.73735                 NaN            NaN            NaN   8.87038        45.7912                 NaN  0.549506        32.7961     
  1073.74        2500.00                 NaN            NaN   10.2494        1.74520                 NaN            NaN            NaN   8.87359        45.7857                 NaN  0.548984        32.7971     
  1072.66        2500.00                 NaN            NaN   10.2229        1.77275                 NaN            NaN            NaN   8.87527        45.7822                 NaN  0.548647        32.7982     
  1071.57        2500.00                 NaN            NaN   10.0989        1.88984                 NaN            NaN            NaN   8.87128        45.7908                 NaN  0.550422        32.7987     
  1070.49        2500.00                 NaN            NaN   10.1889        1.80572                 NaN            NaN            NaN   8.87724        45.7789                 NaN  0.548825        32.8004     
  1069.40        2500.00                 NaN            NaN   10.1731        1.82310                 NaN            NaN            NaN   8.87965        45.7743                 NaN  0.548380        32.8015     
  1068.32        2500.00                 NaN            NaN   10.1574        1.84032                 NaN            NaN            NaN   8.88206        45.7696                 NaN  0.547934        32.8026     
  1067.24        2500.00                 NaN            NaN   10.1418        1.85756                 NaN            NaN            NaN   8.88445        45.7650                 NaN  0.547490        32.8037     
  1066.15        2500.00                 NaN            NaN   10.1261        1.87471                 NaN            NaN            NaN   8.88685        45.7604                 NaN  0.547050        32.8049     
  1065.07        2500.00                 NaN            NaN   10.1105        1.89193                 NaN            NaN            NaN   8.88922        45.7557                 NaN  0.546612        32.8060     
  1063.98        2500.00                 NaN            NaN   10.0950        1.90903                 NaN            NaN            NaN   8.89160        45.7511                 NaN  0.546174        32.8072     
  1062.90        2500.00                 NaN            NaN   10.0794        1.92614                 NaN            NaN            NaN   8.89396        45.7465                 NaN  0.545739        32.8083     
  1061.81        2500.00                 NaN            NaN   10.0639        1.94321                 NaN            NaN            NaN   8.89632        45.7419                 NaN  0.545307        32.8094     
  1060.73        2500.00                 NaN            NaN   10.0429        1.96944                 NaN            NaN            NaN   8.90116        45.7320                 NaN  0.543886        32.8106     
  1059.64        2500.00                 NaN            NaN   10.0281        1.98575                 NaN            NaN            NaN   8.90351        45.7274                 NaN  0.543456        32.8118     
  1058.56        2500.00                 NaN            NaN   10.0133        2.00208                 NaN            NaN            NaN   8.90584        45.7228                 NaN  0.543028        32.8129     
  1057.48        2500.00                 NaN            NaN   9.99899        2.01794                 NaN            NaN            NaN   8.90819        45.7182                 NaN  0.542597        32.8141     
  1056.39        2500.00                 NaN            NaN   9.98604        2.03250                 NaN            NaN            NaN   8.91058        45.7135                 NaN  0.542148        32.8152     
  1055.31        2500.00                 NaN            NaN   9.97313        2.04702                 NaN            NaN            NaN   8.91297        45.7088                 NaN  0.541701        32.8164     
  1054.22        2500.00                 NaN            NaN   9.96035        2.06142                 NaN            NaN            NaN   8.91536        45.7041                 NaN  0.541254        32.8176     
  1053.14        2500.00                 NaN            NaN   9.94760        2.07579                 NaN            NaN            NaN   8.91774        45.6993                 NaN  0.540808        32.8187     
  1052.05        2500.00                 NaN            NaN   9.93498        2.09003                 NaN            NaN            NaN   8.92012        45.6946                 NaN  0.540362        32.8199     
  1050.97        2500.00                 NaN            NaN   9.92243        2.10419                 NaN            NaN            NaN   8.92250        45.6899                 NaN  0.539918        32.8211     
  1049.88        2500.00                 NaN            NaN   9.90999        2.11825                 NaN            NaN            NaN   8.92487        45.6852                 NaN  0.539474        32.8222     
  1048.80        2500.00                 NaN            NaN   9.89762        2.13224                 NaN            NaN            NaN   8.92724        45.6805                 NaN  0.539031        32.8234     
  1047.72        2500.00                 NaN            NaN   9.88531        2.14617                 NaN            NaN            NaN   8.92960        45.6757                 NaN  0.538589        32.8246     
  1046.63        2500.00                 NaN            NaN   9.87313        2.15997                 NaN            NaN            NaN   8.93197        45.6710                 NaN  0.538147        32.8258     
  1045.55        2500.00                 NaN            NaN   9.86098        2.17373                 NaN            NaN            NaN   8.93432        45.6663                 NaN  0.537708        32.8269     
  1044.46        2500.00                 NaN            NaN   9.84895        2.18738                 NaN            NaN            NaN   8.93668        45.6616                 NaN  0.537269        32.8281     
  1043.38        2500.00                 NaN            NaN   9.83700        2.20095                 NaN            NaN            NaN   8.93902        45.6569                 NaN  0.536831        32.8293     
  1042.29        2500.00                 NaN            NaN   2.15088        9.89494                 NaN            NaN            NaN   8.94504        45.6435                 NaN  0.534383        32.8313     
  1041.21        2500.00                 NaN            NaN   2.16307        9.88453                 NaN            NaN            NaN   8.94734        45.6387                 NaN  0.533912        32.8325     
  1040.12        2500.00                 NaN            NaN   9.88651        2.15842                 NaN            NaN            NaN   8.94520        45.6398                 NaN  0.535493        32.8346     
  1039.04        2500.00                 NaN            NaN   9.78997        2.25424                 NaN            NaN            NaN   8.94838        45.6382                 NaN  0.535094        32.8341     
  1037.96        2500.00                 NaN            NaN   9.61939        2.41447                 NaN            NaN            NaN   8.94153        45.6532                 NaN  0.537833        32.8336     
  1036.87        2500.00                 NaN            NaN   9.56968        2.45859                 NaN            NaN            NaN   8.93930        45.6597                 NaN  0.539251        32.8335     
  1035.79        2500.00                 NaN            NaN   9.55863        2.47101                 NaN            NaN            NaN   8.94146        45.6554                 NaN  0.538879        32.8346     
  1034.70        2500.00                 NaN            NaN   9.54779        2.48323                 NaN            NaN            NaN   8.94362        45.6511                 NaN  0.538506        32.8358     
  1033.62        2500.00                 NaN            NaN   9.53709        2.49531                 NaN            NaN            NaN   8.94579        45.6467                 NaN  0.538133        32.8370     
  1032.53        2500.00                 NaN            NaN   9.52662        2.50717                 NaN            NaN            NaN   8.94796        45.6424                 NaN  0.537757        32.8381     
  1031.45        2500.00                 NaN            NaN   9.51631        2.51889                 NaN            NaN            NaN   8.95013        45.6380                 NaN  0.537380        32.8393     
  1030.36        2500.00                 NaN            NaN   9.50620        2.53041                 NaN            NaN            NaN   8.95231        45.6336                 NaN  0.537001        32.8404     
  1029.28        2500.00                 NaN            NaN   9.49623        2.54181                 NaN            NaN            NaN   8.95449        45.6293                 NaN  0.536620        32.8416     
  1028.20        2500.00                 NaN            NaN   9.48644        2.55302                 NaN            NaN            NaN   8.95667        45.6249                 NaN  0.536238        32.8428     
  1027.11        2500.00                 NaN            NaN   9.47681        2.56409                 NaN            NaN            NaN   8.95886        45.6205                 NaN  0.535855        32.8439     
  1026.03        2500.00                 NaN            NaN   9.46735        2.57499                 NaN            NaN            NaN   8.96105        45.6160                 NaN  0.535470        32.8451     
  1024.94        2500.00                 NaN            NaN   9.45808        2.58571                 NaN            NaN            NaN   8.96325        45.6116                 NaN  0.535084        32.8463     
  1023.86        2500.00                 NaN            NaN   9.44891        2.59635                 NaN            NaN            NaN   8.96545        45.6071                 NaN  0.534696        32.8475     
  1022.77        2500.00                 NaN            NaN   9.43991        2.60682                 NaN            NaN            NaN   8.96765        45.6027                 NaN  0.534306        32.8486     
  1021.69        2500.00                 NaN            NaN   9.43109        2.61711                 NaN            NaN            NaN   8.96986        45.5982                 NaN  0.533918        32.8498     
  1020.60        2500.00                 NaN            NaN   9.42241        2.62728                 NaN            NaN            NaN   8.97206        45.5937                 NaN  0.533525        32.8510     
  1019.52        2500.00                 NaN            NaN   9.41391        2.63727                 NaN            NaN            NaN   8.97427        45.5892                 NaN  0.533129        32.8522     
  1018.44        2500.00                 NaN            NaN   9.40543        2.64725                 NaN            NaN            NaN   8.97648        45.5847                 NaN  0.532737        32.8534     
  1017.35        2500.00                 NaN            NaN   9.39722        2.65698                 NaN            NaN            NaN   8.97870        45.5802                 NaN  0.532341        32.8546     
  1016.27        2500.00                 NaN            NaN   9.38907        2.66663                 NaN            NaN            NaN   8.98092        45.5757                 NaN  0.531943        32.8558     
  1015.18        2500.00                 NaN            NaN   9.38109        2.67614                 NaN            NaN            NaN   8.98314        45.5711                 NaN  0.531545        32.8570     
  1014.10        2500.00                 NaN            NaN   9.37320        2.68556                 NaN            NaN            NaN   8.98535        45.5666                 NaN  0.531144        32.8582     
  1013.01        2500.00                 NaN            NaN   9.36557        2.69473                 NaN            NaN            NaN   8.98761        45.5620                 NaN  0.530741        32.8594     
  1011.93        2500.00                 NaN            NaN   9.35802        2.70383                 NaN            NaN            NaN   8.98983        45.5574                 NaN  0.530338        32.8606     
  1010.84        2500.00                 NaN            NaN   9.35052        2.71288                 NaN            NaN            NaN   8.99206        45.5528                 NaN  0.529936        32.8618     
  1009.76        2500.00                 NaN            NaN   9.34322        2.72174                 NaN            NaN            NaN   8.99432        45.5482                 NaN  0.529528        32.8630     
  1008.68        2500.00                 NaN            NaN   9.33604        2.73050                 NaN            NaN            NaN   8.99656        45.5436                 NaN  0.529121        32.8642     
  1007.59        2500.00                 NaN            NaN   9.32892        2.73919                 NaN            NaN            NaN   8.99881        45.5390                 NaN  0.528710        32.8654     
  1006.51        2500.00                 NaN            NaN   9.32199        2.74770                 NaN            NaN            NaN   9.00106        45.5344                 NaN  0.528303        32.8666     
