|6.6.6
Archiving\03_Data\eq/QFM/GRV/GRV_1.tab                                    
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          10
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        pnt           
  1108.97        2500.00                 NaN  0.832354        1.17429        28.9118        46.6028        18.0232        4.45563                 NaN
  1105.77        2500.00                 NaN  0.832354        1.17429        28.9118        46.6028        18.0232        4.45563                 NaN
  1102.56        2500.00                 NaN  0.832369        1.25958        28.8757        46.6366        4.32451        18.0713                 NaN
  1099.36        2500.00                 NaN  0.832369        1.25958        28.8757        46.6366        4.32451        18.0713                 NaN
  1096.15        2500.00                 NaN  0.832369        1.25958        28.8757        46.6366        4.32451        18.0713                 NaN
  1092.95        2500.00                 NaN  0.832369        1.25958        28.8757        46.6366        4.32451        18.0713                 NaN
  1089.74        2500.00                 NaN  0.832369        1.25958        28.8757        46.6366        4.32451        18.0713                 NaN
  1086.54        2500.00                 NaN  0.832369        1.25958        28.8757        46.6366        4.32451        18.0713                 NaN
  1083.33        2500.00                 NaN  0.832369        1.25958        28.8757        46.6366        4.32451        18.0713                 NaN
  1080.13        2500.00                 NaN  0.832369        1.25958        28.8757        46.6366        4.32451        18.0713                 NaN
  1076.92        2500.00                 NaN  0.832384        1.34935        28.8373        46.6707        4.20054        18.1097                 NaN
  1073.72        2500.00                 NaN  0.832384        1.34935        28.8373        46.6707        4.20054        18.1097                 NaN
  1070.51        2500.00                 NaN  0.832384        1.34935        28.8373        46.6707        4.20054        18.1097                 NaN
  1067.31        2500.00                 NaN  0.832384        1.34935        28.8373        46.6707        4.20054        18.1097                 NaN
  1064.10        2500.00                 NaN  0.832384        1.34935        28.8373        46.6707        4.20054        18.1097                 NaN
  1060.90        2500.00                 NaN  0.832384        1.34935        28.8373        46.6707        4.20054        18.1097                 NaN
  1057.69        2500.00                 NaN  0.832384        1.34935        28.8373        46.6707        4.20054        18.1097                 NaN
  1054.49        2500.00                 NaN  0.832384        1.34935        28.8373        46.6707        4.20054        18.1097                 NaN
  1051.28        2500.00                 NaN  0.832399        1.44488        28.7888        46.7106        18.1410        4.08230                 NaN
  1048.08        2500.00                 NaN  0.832399        1.44488        28.7888        46.7106        18.1410        4.08230                 NaN
  1044.87        2500.00                 NaN  0.832399        1.44488        28.7888        46.7106        18.1410        4.08230                 NaN
  1041.67        2500.00                 NaN  0.832399        1.44488        28.7888        46.7106        18.1410        4.08230                 NaN
  1038.46        2500.00                 NaN  0.832399        1.44488        28.7888        46.7106        18.1410        4.08230                 NaN
  1035.26        2500.00                 NaN  0.832399        1.44488        28.7888        46.7106        18.1410        4.08230                 NaN
  1032.05        2500.00                 NaN  0.832399        1.44488        28.7888        46.7106        18.1410        4.08230                 NaN
  1028.85        2500.00                 NaN  0.832399        1.44488        28.7888        46.7106        18.1410        4.08230                 NaN
  1025.64        2500.00                 NaN  0.832413        1.54519        28.7380        46.7505        18.1647        3.96917                 NaN
  1022.44        2500.00                 NaN  0.832413        1.54519        28.7380        46.7505        18.1647        3.96917                 NaN
  1019.23        2500.00                 NaN  0.832413        1.54519        28.7380        46.7505        18.1647        3.96917                 NaN
  1016.03        2500.00                 NaN  0.832413        1.54519        28.7380        46.7505        18.1647        3.96917                 NaN
  1012.82        2500.00                 NaN  0.832421        1.59751        28.7088        46.7726        18.1738        3.91491                 NaN
  1009.62        2500.00                 NaN  0.831592        1.61010        28.7010        46.7920        18.1779        3.88646       0.955619E-003
  1006.41        2500.00                 NaN  0.824675        1.62061        28.6914        46.9084        18.1932        3.75286       0.891680E-002
  1003.21        2500.00                 NaN  0.824675        1.62061        28.6914        46.9084        18.1932        3.75286       0.891680E-002
  1000.00        2500.00                 NaN  0.811163        1.64177        28.6763        47.1263        18.2230        3.49699       0.244696E-001
