|6.6.6
Archiving\03_Data\eq/QFM/GRV/GRV_3.tab                                    
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          10
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        pnt           
  1108.97        2500.00                 NaN  0.762164       0.909164        28.1321        47.0365        18.5983        4.56180                 NaN
  1105.77        2500.00                 NaN  0.762169       0.909182        28.1319        47.0366        18.5983        4.56183                 NaN
  1102.56        2500.00                 NaN  0.762257       0.977196        28.0966        47.0745        4.42928        18.6602                 NaN
  1099.36        2500.00                 NaN  0.762262       0.977215        28.0964        47.0746        4.42931        18.6602                 NaN
  1096.15        2500.00                 NaN  0.762268       0.977235        28.0963        47.0747        4.42934        18.6601                 NaN
  1092.95        2500.00                 NaN  0.762273       0.977255        28.0962        47.0748        4.42937        18.6601                 NaN
  1089.74        2500.00                 NaN  0.762278       0.977274        28.0961        47.0749        4.42940        18.6600                 NaN
  1086.54        2500.00                 NaN  0.762284       0.977294        28.0960        47.0750        4.42943        18.6600                 NaN
  1083.33        2500.00                 NaN  0.762289       0.977313        28.0958        47.0752        4.42946        18.6599                 NaN
  1080.13        2500.00                 NaN  0.762294       0.977333        28.0957        47.0753        4.42949        18.6599                 NaN
  1076.92        2500.00                 NaN  0.762383        1.04911        28.0571        47.1140        4.30442        18.7130                 NaN
  1073.72        2500.00                 NaN  0.762388        1.04913        28.0570        47.1141        4.30445        18.7130                 NaN
  1070.51        2500.00                 NaN  0.762393        1.04915        28.0568        47.1142        4.30448        18.7129                 NaN
  1067.31        2500.00                 NaN  0.762398        1.04917        28.0567        47.1143        4.30451        18.7129                 NaN
  1064.10        2500.00                 NaN  0.762403        1.04919        28.0566        47.1144        4.30454        18.7129                 NaN
  1060.90        2500.00                 NaN  0.762408        1.04921        28.0564        47.1145        4.30457        18.7128                 NaN
  1057.69        2500.00                 NaN  0.762413        1.04923        28.0563        47.1147        4.30461        18.7128                 NaN
  1054.49        2500.00                 NaN  0.762418        1.04926        28.0562        47.1148        4.30464        18.7127                 NaN
  1051.28        2500.00                 NaN  0.762504        1.12588        28.0108        47.1576        18.7577        4.18560                 NaN
  1048.08        2500.00                 NaN  0.762509        1.12591        28.0106        47.1577        18.7576        4.18563                 NaN
  1044.87        2500.00                 NaN  0.762514        1.12593        28.0105        47.1578        18.7576        4.18566                 NaN
  1041.67        2500.00                 NaN  0.762519        1.12595        28.0104        47.1579        18.7576        4.18569                 NaN
  1038.46        2500.00                 NaN  0.762524        1.12597        28.0102        47.1580        18.7575        4.18572                 NaN
  1035.26        2500.00                 NaN  0.762529        1.12600        28.0101        47.1582        18.7575        4.18576                 NaN
  1032.05        2500.00                 NaN  0.762534        1.12602        28.0100        47.1583        18.7574        4.18579                 NaN
  1028.85        2500.00                 NaN  0.762538        1.12604        28.0098        47.1584        18.7574        4.18582                 NaN
  1025.64        2500.00                 NaN  0.762625        1.20666        27.9606        47.2034        18.7947        4.07205                 NaN
  1022.44        2500.00                 NaN  0.762630        1.20668        27.9604        47.2035        18.7946        4.07208                 NaN
  1019.23        2500.00                 NaN  0.762635        1.20670        27.9603        47.2037        18.7946        4.07211                 NaN
  1016.03        2500.00                 NaN  0.762639        1.20673        27.9602        47.2038        18.7945        4.07214                 NaN
  1012.82        2500.00                 NaN  0.762684        1.24893        27.9330        47.2277        18.8102        4.01754                 NaN
  1009.62        2500.00                 NaN  0.761939        1.25905        27.9258        47.2481        18.8157        3.98875       0.719504E-003
  1006.41        2500.00                 NaN  0.755628        1.26776        27.9174        47.3670        18.8332        3.85217       0.671393E-002
  1003.21        2500.00                 NaN  0.755632        1.26779        27.9173        47.3672        18.8332        3.85220       0.671403E-002
  1000.00        2500.00                 NaN  0.743299        1.28530        27.9019        47.5929        18.8674        3.59081       0.184261E-001
