|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m0.5/K22/K22_3.tab                    
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        Sp(TH)         ilm            q             
  1257.18        500.000        95.8409                 NaN            NaN  0.356263       0.545086                 NaN  0.494699        2.76304                 NaN            NaN            NaN
  1255.70        500.000        96.0837                 NaN            NaN  0.330615       0.518793                 NaN  0.465712        2.60114                 NaN            NaN            NaN
  1254.22        500.000        95.9650                 NaN            NaN  0.186318       0.388157       0.360520       0.478090        2.62196                 NaN            NaN            NaN
  1252.75        500.000        93.8308                 NaN            NaN  0.661177       0.663562                 NaN  0.790300        4.05413                 NaN            NaN            NaN
  1251.27        500.000        93.4387                 NaN            NaN  0.425867       0.812857                 NaN  0.812550        4.30060       0.209410                 NaN            NaN
  1249.79        500.000        86.4954                 NaN            NaN  0.152822        3.00462                 NaN   1.29099        8.49648       0.559651                 NaN            NaN
  1248.31        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1246.83        500.000        98.9539                 NaN            NaN            NaN  0.538695                 NaN  0.473892       0.320573E-001  0.147898E-002            NaN            NaN
  1245.36        500.000        93.1530                 NaN            NaN            NaN   1.38097       0.205916       0.798959        4.22940       0.231802                 NaN            NaN
  1243.88        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1242.40        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1240.92        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1239.44        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1237.97        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1236.49        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1235.01        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1233.53        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1232.05        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1230.58        500.000        39.9685        37.1171                 NaN            NaN   4.53378                 NaN   3.21210        14.6814                 NaN  0.487191                 NaN
  1229.10        500.000        77.5668                 NaN            NaN            NaN   4.57584                 NaN   3.11251        14.3356                 NaN  0.409330                 NaN
  1227.62        500.000        96.9600                 NaN            NaN            NaN  0.597226                 NaN  0.377750        2.00392                 NaN  0.611433E-001            NaN
  1226.14        500.000        97.0475                 NaN            NaN            NaN  0.588128                 NaN  0.366269        1.93915                 NaN  0.589145E-001            NaN
  1224.66        500.000        97.0605                 NaN            NaN            NaN  0.493969       0.109210       0.354406        1.92047                 NaN  0.614386E-001            NaN
  1223.18        500.000        97.1210                 NaN            NaN            NaN  0.202210       0.399973       0.338799        1.87570                 NaN  0.622964E-001            NaN
  1221.71        500.000        97.2455                 NaN            NaN            NaN  0.192603       0.383665       0.323915        1.79549                 NaN  0.588235E-001            NaN
  1220.23        500.000        97.3548                 NaN            NaN            NaN  0.184129       0.368576       0.310783        1.72591                 NaN  0.558005E-001            NaN
  1218.75        500.000        97.4860                 NaN            NaN            NaN  0.350855       0.174972       0.294971        1.64085                 NaN  0.523135E-001            NaN
  1217.27        500.000        97.5824                 NaN            NaN            NaN  0.336794       0.167770       0.283206        1.58013                 NaN  0.497152E-001            NaN
  1215.79        500.000        97.6780                 NaN            NaN            NaN  0.323999       0.160176       0.271521        1.51921                 NaN  0.470858E-001            NaN
  1214.32        500.000        97.7681                 NaN            NaN            NaN  0.312439       0.153350       0.260663        1.46088                 NaN  0.445475E-001            NaN
  1212.84        500.000        97.8530                 NaN            NaN            NaN  0.301013       0.146637       0.250227        1.40691                 NaN  0.422259E-001            NaN
  1211.36        500.000        97.9346                 NaN            NaN            NaN  0.290251       0.140385       0.240279        1.35449                 NaN  0.399974E-001            NaN
  1209.88        500.000        98.0085                 NaN            NaN            NaN  0.134199       0.280842       0.231158        1.30732                 NaN  0.379479E-001            NaN
  1208.40        500.000        98.0797                 NaN            NaN            NaN  0.271362       0.128536       0.222326        1.26208                 NaN  0.360039E-001            NaN
  1206.93        500.000        98.1474                 NaN            NaN            NaN  0.262392       0.123227       0.213932        1.21890                 NaN  0.341864E-001            NaN
  1205.45        500.000        98.2108                 NaN            NaN            NaN  0.254190       0.118032       0.206051        1.17847                 NaN  0.324532E-001            NaN
  1203.97        500.000        98.2699                 NaN            NaN            NaN  0.112873       0.246937       0.198684        1.14080                 NaN  0.308354E-001            NaN
  1202.49        500.000        98.3207                 NaN            NaN            NaN  0.242541       0.107702       0.192512        1.10731                 NaN  0.292581E-001            NaN
  1201.01        500.000        98.3802                 NaN            NaN            NaN  0.232961       0.103896       0.184908        1.07020                 NaN  0.278417E-001            NaN
  1199.54        500.000        98.4329                 NaN            NaN            NaN  0.225738       0.995808E-001  0.178317        1.03700                 NaN  0.264945E-001            NaN
  1198.06        500.000        98.4799                 NaN            NaN            NaN  0.220242       0.956533E-001  0.172419        1.00659                 NaN  0.251852E-001            NaN
  1196.58        500.000        98.5250                 NaN            NaN            NaN  0.214801       0.916081E-001  0.166742       0.977845                 NaN  0.239770E-001            NaN
  1195.10        500.000        98.5667                 NaN            NaN            NaN  0.871191E-001  0.210474       0.161495       0.951418                 NaN  0.228079E-001            NaN
  1193.62        500.000        98.6133                 NaN            NaN            NaN  0.203329       0.848911E-001  0.155703       0.921041                 NaN  0.217108E-001            NaN
  1192.15        500.000        98.6489                 NaN            NaN            NaN  0.811113E-001  0.199996       0.151173       0.898162                 NaN  0.206656E-001            NaN
  1190.67        500.000        98.6869                 NaN            NaN            NaN  0.776617E-001  0.195353       0.146368       0.874072                 NaN  0.196908E-001            NaN
  1189.19        500.000        98.7242                 NaN            NaN            NaN  0.191273       0.737110E-001  0.141719       0.850396                 NaN  0.187455E-001            NaN
  1187.71        500.000        98.7575                 NaN            NaN            NaN  0.722023E-001  0.186293       0.137423       0.828657                 NaN  0.178865E-001            NaN
  1186.23        500.000        98.7912                 NaN            NaN            NaN  0.182507       0.686895E-001  0.133129       0.807463                 NaN  0.170461E-001            NaN
  1184.76        500.000        47.8675                 NaN            NaN            NaN   2.10467        1.30362        3.70135        22.9192       0.732034                 NaN   21.3716     
  1183.28        500.000                 NaN            NaN            NaN  0.528516        4.75353       0.707442        7.03503        43.8415        1.65246                 NaN   41.4816     
  1181.80        500.000                 NaN            NaN            NaN  0.573846        4.78995       0.604480        7.03436        43.8492        1.65072                 NaN   41.4975     
  1180.32        500.000                 NaN            NaN            NaN  0.618349        4.81846       0.499924        7.03393        43.8571        1.65342                 NaN   41.5188     
  1178.84        500.000                 NaN            NaN            NaN  0.642429        4.81705       0.470521        7.03521        43.8595        1.65015                 NaN   41.5252     
  1177.37        500.000                 NaN            NaN            NaN  0.694977        4.86070       0.340085        7.03330        43.8707        1.65211                 NaN   41.5481     
  1175.89        500.000                 NaN            NaN            NaN  0.745790        4.90381       0.214132        7.03177        43.8806        1.65370                 NaN   41.5702     
  1174.41        500.000                 NaN            NaN            NaN  0.773693        4.91434       0.164324        7.03245        43.8839        1.65172                 NaN   41.5796     
  1172.93        500.000                 NaN            NaN            NaN  0.817000        4.94515       0.670056E-001   7.03169        43.8917        1.65118                 NaN   41.5963     
  1171.45        500.000                 NaN            NaN            NaN  0.935183        4.86958                 NaN   7.04509        43.8851        1.63541                 NaN   41.6296     
  1169.98        500.000                 NaN            NaN            NaN  0.944579        4.86558                 NaN   7.04633        43.8850        1.63043                 NaN   41.6281     
  1168.50        500.000                 NaN            NaN            NaN  0.953725        4.86188       0.156135E-004   7.04754        43.8849        1.62547                 NaN   41.6265     
  1167.02        500.000                 NaN            NaN            NaN  0.962643        4.85848       0.152481E-004   7.04871        43.8848        1.62054                 NaN   41.6248     
  1165.54        500.000                 NaN            NaN            NaN  0.904490        4.91952                 NaN   7.04000        43.8918        1.63142                 NaN   41.6128     
  1164.06        500.000                 NaN            NaN            NaN  0.964781        4.82442       0.600489E-001   7.05346        43.8784        1.60709                 NaN   41.6118     
  1162.58        500.000                 NaN            NaN            NaN  0.970304        4.84931                 NaN   7.05022        43.8827        1.61855                 NaN   41.6289     
  1161.11        500.000                 NaN            NaN            NaN  0.983078        4.85277                 NaN   7.05183        43.8840        1.60766                 NaN   41.6206     
  1159.63        500.000                 NaN            NaN            NaN  0.984286        4.84510                 NaN   7.05230        43.8828        1.60998                 NaN   41.6255     
  1158.15        500.000                 NaN            NaN            NaN  0.998739        4.84392                 NaN   7.05326        43.8833        1.60059                 NaN   41.6202     
  1156.67        500.000                 NaN            NaN            NaN  0.988758        4.85421                 NaN   7.05333        43.8830        1.60197                 NaN   41.6187     
  1155.19        500.000                 NaN            NaN            NaN   1.00303        4.84570                 NaN   7.05514        43.8826        1.59578                 NaN   41.6178     
  1153.72        500.000                 NaN            NaN            NaN   1.03131        4.83824                 NaN   7.05765        43.8846        1.57940                 NaN   41.6088     
  1152.24        500.000                 NaN            NaN            NaN  0.988276        4.84543                 NaN   7.05137        43.8793        1.60098       0.579423E-002   41.6289     
  1150.76        500.000                 NaN            NaN            NaN   1.38238        4.77957                 NaN   7.08764        43.9096        1.24304       0.120979        41.4768     
  1149.28        500.000                 NaN            NaN            NaN   1.79326        4.72338                 NaN   7.12017        43.9446       0.847793       0.258762        41.3120     
  1147.80        500.000                 NaN            NaN            NaN   2.21813        4.66699                 NaN   7.15384        43.9818       0.439495       0.399654        41.1401     
  1146.33        500.000                 NaN            NaN            NaN   2.67341        4.61645                 NaN   7.19006        44.0206                 NaN  0.548933        40.9505     
  1144.85        500.000                 NaN            NaN            NaN   2.68011        4.60652                 NaN   7.19049        44.0189                 NaN  0.549294        40.9547     
  1143.37        500.000                 NaN            NaN            NaN   2.68492        4.59874                 NaN   7.19107        44.0175                 NaN  0.549488        40.9583     
  1141.89        500.000                 NaN            NaN            NaN   2.69069        4.58783                 NaN   7.19135        44.0178                 NaN  0.549817        40.9625     
  1140.41        500.000                 NaN            NaN            NaN   2.69645        4.57974                 NaN   7.19200        44.0154                 NaN  0.550084        40.9664     
  1138.94        500.000                 NaN            NaN            NaN   2.70072        4.57313                 NaN   7.19260        44.0136                 NaN  0.550232        40.9697     
  1137.46        500.000                 NaN            NaN            NaN   2.70707        4.56235                 NaN   7.19293        44.0131                 NaN  0.550596        40.9740     
  1135.98        500.000                 NaN            NaN            NaN   2.71139        4.55534                 NaN   7.19352        44.0115                 NaN  0.550762        40.9774     
  1134.50        500.000                 NaN            NaN            NaN   2.71701        4.54613                 NaN   7.19401        44.0105                 NaN  0.551041        40.9813     
  1133.02        500.000                 NaN            NaN            NaN   2.72278        4.53494                 NaN   7.19398        44.0112                 NaN  0.551485        40.9856     
  1131.55        500.000                 NaN            NaN            NaN   2.72798        4.52658                 NaN   7.19467        44.0098                 NaN  0.551632        40.9893     
  1130.07        500.000                 NaN            NaN            NaN   2.73287        4.51882                 NaN   7.19558        44.0079                 NaN  0.551810        40.9930     
  1128.59        500.000                 NaN            NaN            NaN   2.73769        4.51078                 NaN   7.19569        44.0071                 NaN  0.552110        40.9966     
  1127.11        500.000                 NaN            NaN            NaN   2.74249        4.50292                 NaN   7.19621        44.0058                 NaN  0.552339        41.0002     
  1125.63        500.000                 NaN            NaN            NaN   2.74729        4.49516                 NaN   7.19670        44.0044                 NaN  0.552564        41.0038     
  1124.16        500.000                 NaN            NaN            NaN   2.75174        4.48795                 NaN   7.19736        44.0029                 NaN  0.552770        41.0073     
  1122.68        500.000                 NaN            NaN            NaN   2.75642        4.48033                 NaN   7.19789        44.0015                 NaN  0.552974        41.0109     
  1121.20        500.000                 NaN            NaN            NaN   2.76115        4.47259                 NaN   7.19836        44.0003                 NaN  0.553210        41.0144     
  1119.72        500.000                 NaN            NaN            NaN   2.76546        4.46573                 NaN   7.19885        43.9987                 NaN  0.553400        41.0179     
  1118.24        500.000                 NaN            NaN            NaN   2.77019        4.45823                 NaN   7.19938        43.9972                 NaN  0.553611        41.0214     
  1116.77        500.000                 NaN            NaN            NaN   2.77414        4.45187                 NaN   7.20008        43.9953                 NaN  0.553777        41.0248     
  1115.29        500.000                 NaN            NaN            NaN   2.77843        4.44488                 NaN   7.20055        43.9940                 NaN  0.553964        41.0282     
  1113.81        500.000                 NaN            NaN            NaN   2.78238        4.43858                 NaN   7.20112        43.9923                 NaN  0.554144        41.0314     
  1112.33        500.000                 NaN            NaN            NaN   2.78623        4.43264                 NaN   7.20174        43.9904                 NaN  0.554254        41.0347     
  1110.85        500.000                 NaN            NaN            NaN   2.78990        4.42681                 NaN   7.20241        43.9886                 NaN  0.554439        41.0379     
  1109.38        500.000                 NaN            NaN            NaN   2.79356        4.42116                 NaN   7.20301        43.9867                 NaN  0.554565        41.0410     
  1107.90        500.000                 NaN            NaN            NaN   2.79693        4.41746                 NaN   7.20392        43.9831                 NaN  0.554645        41.0439     
  1106.42        500.000                 NaN            NaN            NaN   2.80053        4.41187                 NaN   7.20457        43.9812                 NaN  0.554779        41.0471     
  1104.94        500.000                 NaN            NaN            NaN   2.80409        4.40636                 NaN   7.20523        43.9792                 NaN  0.554911        41.0502     
  1103.46        500.000                 NaN            NaN            NaN   2.80776        4.40061                 NaN   7.20608        43.9771                 NaN  0.555032        41.0534     
  1101.99        500.000                 NaN            NaN            NaN   2.81111        4.39538                 NaN   7.20653        43.9753                 NaN  0.555172        41.0565     
  1100.51        500.000                 NaN            NaN            NaN   2.81456        4.39007                 NaN   7.20720        43.9733                 NaN  0.555296        41.0596     
  1099.03        500.000                 NaN            NaN            NaN   2.81796        4.38484                 NaN   7.20788        43.9713                 NaN  0.555418        41.0626     
  1097.55        500.000                 NaN            NaN            NaN   2.82324        4.37605                 NaN   7.21222        43.9650                 NaN  0.555963        41.0675     
  1096.07        500.000                 NaN            NaN            NaN   2.82466        4.37451                 NaN   7.20924        43.9672                 NaN  0.555657        41.0688     
  1094.59        500.000                 NaN            NaN            NaN   2.82795        4.36948                 NaN   7.20993        43.9651                 NaN  0.555771        41.0718     
  1093.12        500.000                 NaN            NaN            NaN   2.83121        4.36452                 NaN   7.21062        43.9629                 NaN  0.555883        41.0748     
  1091.64        500.000                 NaN            NaN            NaN   2.83443        4.35976                 NaN   7.21121        43.9608                 NaN  0.555991        41.0778     
  1090.16        500.000                 NaN            NaN            NaN   2.86900        4.28508                 NaN   7.20452        43.9905                 NaN  0.560077        41.0908     
  1088.68        500.000                 NaN            NaN            NaN   2.86892        4.28494                 NaN   7.20447        43.9898                 NaN  0.560064        41.0918     
  1087.20        500.000                 NaN            NaN            NaN   2.86884        4.28482                 NaN   7.20443        43.9891                 NaN  0.560050        41.0927     
  1085.73        500.000                 NaN            NaN            NaN   2.86875        4.28469                 NaN   7.20439        43.9884                 NaN  0.560036        41.0937     
  1084.25        500.000                 NaN            NaN            NaN   2.86435        4.31567                 NaN   7.21764        43.9444                 NaN  0.556942        41.1010     
  1082.77        500.000                 NaN            NaN            NaN   2.86427        4.31555                 NaN   7.21760        43.9437                 NaN  0.556928        41.1020     
  1081.29        500.000                 NaN            NaN            NaN   2.86418        4.31542                 NaN   7.21756        43.9430                 NaN  0.556914        41.1029     
  1079.81        500.000                 NaN            NaN            NaN   2.86410        4.31530                 NaN   7.21752        43.9423                 NaN  0.556901        41.1039     
  1078.34        500.000                 NaN            NaN            NaN   2.86401        4.31517                 NaN   7.21748        43.9416                 NaN  0.556887        41.1049     
  1076.86        500.000                 NaN            NaN            NaN   2.86393        4.31505                 NaN   7.21744        43.9408                 NaN  0.556873        41.1059     
  1075.38        500.000                 NaN            NaN            NaN   2.86385        4.31493                 NaN   7.21740        43.9401                 NaN  0.556859        41.1068     
  1073.90        500.000                 NaN            NaN            NaN   2.86376        4.31480                 NaN   7.21735        43.9394                 NaN  0.556846        41.1078     
  1072.42        500.000                 NaN            NaN            NaN   2.86368        4.31468                 NaN   7.21731        43.9387                 NaN  0.556832        41.1088     
  1070.95        500.000                 NaN            NaN            NaN   2.86359        4.31456                 NaN   7.21727        43.9380                 NaN  0.556818        41.1098     
  1069.47        500.000                 NaN            NaN            NaN   2.86351        4.31443                 NaN   7.21723        43.9373                 NaN  0.556804        41.1107     
  1067.99        500.000                 NaN            NaN            NaN   2.88593        4.28348                 NaN   7.22367        43.9229                 NaN  0.557490        41.1265     
  1066.51        500.000                 NaN            NaN            NaN   2.88585        4.28336                 NaN   7.22363        43.9222                 NaN  0.557477        41.1275     
  1065.03        500.000                 NaN            NaN            NaN   2.88576        4.28324                 NaN   7.22359        43.9215                 NaN  0.557463        41.1285     
  1063.56        500.000                 NaN            NaN            NaN   2.88568        4.28312                 NaN   7.22355        43.9208                 NaN  0.557449        41.1294     
  1062.08        500.000                 NaN            NaN            NaN   2.88559        4.28299                 NaN   7.22351        43.9201                 NaN  0.557436        41.1304     
  1060.60        500.000                 NaN            NaN            NaN   2.88551        4.28287                 NaN   7.22347        43.9193                 NaN  0.557422        41.1314     
  1059.12        500.000                 NaN            NaN            NaN   2.88542        4.28275                 NaN   7.22343        43.9186                 NaN  0.557408        41.1324     
  1057.64        500.000                 NaN            NaN            NaN   2.89571        4.26886                 NaN   7.22670        43.9107                 NaN  0.557672        41.1404     
  1056.17        500.000                 NaN            NaN            NaN   2.89562        4.26874                 NaN   7.22666        43.9100                 NaN  0.557659        41.1413     
  1054.69        500.000                 NaN            NaN            NaN   2.89554        4.26862                 NaN   7.22662        43.9093                 NaN  0.557645        41.1423     
  1053.21        500.000                 NaN            NaN            NaN   2.89545        4.26850                 NaN   7.22658        43.9086                 NaN  0.557631        41.1433     
  1051.73        500.000                 NaN            NaN            NaN   2.89537        4.26837                 NaN   7.22654        43.9079                 NaN  0.557618        41.1442     
  1050.25        500.000                 NaN            NaN            NaN   2.89528        4.26825                 NaN   7.22650        43.9072                 NaN  0.557604        41.1452     
  1048.78        500.000                 NaN            NaN            NaN   2.89520        4.26813                 NaN   7.22646        43.9064                 NaN  0.557590        41.1462     
  1047.30        500.000                 NaN            NaN            NaN   2.89511        4.26801                 NaN   7.22641        43.9057                 NaN  0.557577        41.1471     
  1045.82        500.000                 NaN            NaN            NaN   2.89503        4.26789                 NaN   7.22637        43.9050                 NaN  0.557563        41.1481     
  1044.34        500.000                 NaN            NaN            NaN   2.89494        4.26777                 NaN   7.22633        43.9043                 NaN  0.557550        41.1491     
  1042.86        500.000                 NaN            NaN            NaN   2.89486        4.26765                 NaN   7.22629        43.9036                 NaN  0.557536        41.1500     
  1041.39        500.000                 NaN            NaN            NaN   2.89477        4.26753                 NaN   7.22625        43.9029                 NaN  0.557522        41.1510     
  1039.91        500.000                 NaN            NaN            NaN   2.89469        4.26741                 NaN   7.22621        43.9022                 NaN  0.557509        41.1520     
  1038.43        500.000                 NaN            NaN            NaN   2.89460        4.26729                 NaN   7.22617        43.9015                 NaN  0.557495        41.1529     
  1036.95        500.000                 NaN            NaN            NaN   2.93232        4.21802                 NaN   7.24136        43.8674                 NaN  0.558597        41.1823     
  1035.47        500.000                 NaN            NaN            NaN   2.95221        4.17124                 NaN   7.23604        43.8917                 NaN  0.561128        41.1877     
  1034.00        500.000                 NaN            NaN            NaN   2.93642        4.21286                 NaN   7.24325        43.8612                 NaN  0.558644        41.1876     
  1032.52        500.000                 NaN            NaN            NaN   2.93706        4.21052                 NaN   7.24170        43.8653                 NaN  0.558728        41.1867     
  1031.04        500.000                 NaN            NaN            NaN   2.96612        4.18009                 NaN   7.25875        43.8225                 NaN  0.558951        41.2135     
  1029.56        500.000                 NaN            NaN            NaN   2.96604        4.17998                 NaN   7.25870        43.8218                 NaN  0.558937        41.2145     
  1028.08        500.000                 NaN            NaN            NaN   2.96595        4.17986                 NaN   7.25866        43.8211                 NaN  0.558924        41.2155     
  1026.60        500.000                 NaN            NaN            NaN   2.96586        4.17975                 NaN   7.25862        43.8204                 NaN  0.558910        41.2164     
  1025.13        500.000                 NaN            NaN            NaN   2.96578        4.17963                 NaN   7.25858        43.8197                 NaN  0.558897        41.2174     
  1023.65        500.000                 NaN            NaN            NaN   2.96569        4.17952                 NaN   7.25854        43.8190                 NaN  0.558883        41.2184     
  1022.17        500.000                 NaN            NaN            NaN   2.96560        4.17940                 NaN   7.25850        43.8183                 NaN  0.558869        41.2193     
  1020.69        500.000                 NaN            NaN            NaN   2.96552        4.17929                 NaN   7.25846        43.8176                 NaN  0.558856        41.2203     
  1019.21        500.000                 NaN            NaN            NaN   2.96543        4.17917                 NaN   7.25842        43.8169                 NaN  0.558842        41.2212     
  1017.74        500.000                 NaN            NaN            NaN   2.96534        4.17906                 NaN   7.25838        43.8162                 NaN  0.558829        41.2222     
  1016.26        500.000                 NaN            NaN            NaN   2.96526        4.17894                 NaN   7.25834        43.8155                 NaN  0.558815        41.2232     
  1014.78        500.000                 NaN            NaN            NaN   2.96517        4.17883                 NaN   7.25830        43.8148                 NaN  0.558802        41.2241     
  1013.30        500.000                 NaN            NaN            NaN   2.96508        4.17872                 NaN   7.25826        43.8141                 NaN  0.558788        41.2251     
  1011.82        500.000                 NaN            NaN            NaN   2.96500        4.17860                 NaN   7.25822        43.8134                 NaN  0.558775        41.2261     
  1010.35        500.000                 NaN            NaN            NaN   2.96491        4.17849                 NaN   7.25818        43.8126                 NaN  0.558761        41.2270     
  1008.87        500.000                 NaN            NaN            NaN   2.96482        4.17837                 NaN   7.25814        43.8119                 NaN  0.558748        41.2280     
  1007.39        500.000                 NaN            NaN            NaN   2.96474        4.17826                 NaN   7.25811        43.8112                 NaN  0.558734        41.2289     
  1005.91        500.000                 NaN            NaN            NaN   2.96465        4.17814                 NaN   7.25807        43.8105                 NaN  0.558721        41.2299     
  1004.43        500.000                 NaN            NaN            NaN   2.96456        4.17803                 NaN   7.25803        43.8098                 NaN  0.558707        41.2308     
  1002.96        500.000                 NaN            NaN            NaN   2.96448        4.17791                 NaN   7.25799        43.8091                 NaN  0.558694        41.2318     
  1001.48        500.000                 NaN            NaN            NaN   2.96439        4.17780                 NaN   7.25795        43.8084                 NaN  0.558680        41.2328     
  1000.00        500.000                 NaN            NaN            NaN   2.96430        4.17768                 NaN   7.25791        43.8077                 NaN  0.558667        41.2337     
