|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m0.5/K22/K22_1.tab                    
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        Sp(TH)         ilm            q             
  1255.70        500.000        95.7834                 NaN            NaN  0.512314       0.680841                 NaN  0.491210        2.53221                 NaN            NaN            NaN
  1254.22        500.000        95.6557                 NaN            NaN  0.289747       0.510363       0.486838       0.504516        2.55284                 NaN            NaN            NaN
  1252.75        500.000        93.3212                 NaN            NaN   1.03300       0.872323                 NaN  0.833037        3.94045                 NaN            NaN            NaN
  1251.27        500.000        92.8407                 NaN            NaN  0.668999        1.07035                 NaN  0.856781        4.17884       0.384294                 NaN            NaN
  1249.79        500.000        85.2169                 NaN            NaN  0.235396        3.94823                 NaN   1.35571        8.22115        1.02263                 NaN            NaN
  1248.31        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1246.83        500.000        98.7262                 NaN            NaN            NaN  0.734999                 NaN  0.504681       0.314621E-001  0.261545E-002            NaN            NaN
  1245.36        500.000        92.4138                 NaN            NaN            NaN   1.89065       0.274367       0.848540        4.14687       0.425742                 NaN            NaN
  1243.88        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1242.40        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1240.92        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1239.44        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1237.97        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1236.49        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1235.01        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1233.53        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1232.05        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1230.58        500.000        39.4541        35.8607                 NaN            NaN   6.16838                 NaN   3.38417        14.2525                 NaN  0.880256                 NaN
  1229.10        500.000        75.6282                 NaN            NaN            NaN   6.30450                 NaN   3.30464        14.0173                 NaN  0.745319                 NaN
  1227.62        500.000        96.6285                 NaN            NaN            NaN  0.841813                 NaN  0.410450        2.00532                 NaN  0.113938                 NaN
  1226.14        500.000        96.7189                 NaN            NaN            NaN  0.829732                 NaN  0.398489        1.94294                 NaN  0.109928                 NaN
  1224.66        500.000        96.7248                 NaN            NaN            NaN  0.697780       0.150002       0.386059        1.92657                 NaN  0.114782                 NaN
  1223.18        500.000        96.7850                 NaN            NaN            NaN  0.278334       0.566372       0.369549        1.88421                 NaN  0.116542                 NaN
  1221.71        500.000        96.9195                 NaN            NaN            NaN  0.265703       0.544634       0.353818        1.80616                 NaN  0.110204                 NaN
  1220.23        500.000        97.0378                 NaN            NaN            NaN  0.254538       0.524464       0.339949        1.73857                 NaN  0.104689                 NaN
  1218.75        500.000        97.1805                 NaN            NaN            NaN  0.500468       0.242412       0.323105        1.65524                 NaN  0.982863E-001            NaN
  1217.27        500.000        97.2853                 NaN            NaN            NaN  0.481510       0.232899       0.310638        1.59613                 NaN  0.935328E-001            NaN
  1215.79        500.000        97.3894                 NaN            NaN            NaN  0.464280       0.222806       0.298219        1.53662                 NaN  0.887059E-001            NaN
  1214.32        500.000        97.4872                 NaN            NaN            NaN  0.448733       0.213732       0.286669        1.47961                 NaN  0.840357E-001            NaN
  1212.84        500.000        97.5798                 NaN            NaN            NaN  0.433286       0.204786       0.275547        1.42677                 NaN  0.797608E-001            NaN
  1211.36        500.000        97.6689                 NaN            NaN            NaN  0.418720       0.196417       0.264930        1.37540                 NaN  0.756490E-001            NaN
  1209.88        500.000        97.7496                 NaN            NaN            NaN  0.188110       0.406020       0.255192        1.32917                 NaN  0.718639E-001            NaN
  1208.40        500.000        97.8276                 NaN            NaN            NaN  0.393136       0.180506       0.245744        1.28474                 NaN  0.682678E-001            NaN
  1206.93        500.000        97.9018                 NaN            NaN            NaN  0.380924       0.173346       0.236753        1.24231                 NaN  0.649013E-001            NaN
  1205.45        500.000        97.9714                 NaN            NaN            NaN  0.369786       0.166324       0.228302        1.20255                 NaN  0.616856E-001            NaN
  1203.97        500.000        98.0362                 NaN            NaN            NaN  0.159324       0.359935       0.220398        1.16546                 NaN  0.586803E-001            NaN
  1202.49        500.000        98.0913                 NaN            NaN            NaN  0.354304       0.152303       0.213797        1.13253                 NaN  0.557437E-001            NaN
  1201.01        500.000        98.1574                 NaN            NaN            NaN  0.340905       0.147140       0.205588        1.09588                 NaN  0.531071E-001            NaN
  1199.54        500.000        98.2156                 NaN            NaN            NaN  0.330978       0.141261       0.198482        1.06309                 NaN  0.505950E-001            NaN
  1198.06        500.000        98.2673                 NaN            NaN            NaN  0.323514       0.135898       0.192127        1.03303                 NaN  0.481484E-001            NaN
  1196.58        500.000        98.3170                 NaN            NaN            NaN  0.316113       0.130353       0.186004        1.00462                 NaN  0.458893E-001            NaN
  1195.10        500.000        98.3630                 NaN            NaN            NaN  0.124139       0.310288       0.180343       0.978501                 NaN  0.436991E-001            NaN
  1193.62        500.000        98.4145                 NaN            NaN            NaN  0.300284       0.121156       0.174059       0.948326                 NaN  0.416419E-001            NaN
  1192.15        500.000        98.4536                 NaN            NaN            NaN  0.115928       0.295908       0.169169       0.925708                 NaN  0.396790E-001            NaN
  1190.67        500.000        98.4957                 NaN            NaN            NaN  0.111154       0.289537       0.163959       0.901797                 NaN  0.378469E-001            NaN
  1189.19        500.000        98.5371                 NaN            NaN            NaN  0.283954       0.105637       0.158913       0.878281                 NaN  0.360672E-001            NaN
  1187.71        500.000        98.5740                 NaN            NaN            NaN  0.103616       0.277028       0.154248       0.856672                 NaN  0.344493E-001            NaN
  1186.23        500.000        98.6115                 NaN            NaN            NaN  0.271816       0.987086E-001  0.149575       0.835586                 NaN  0.328635E-001            NaN
  1184.76        500.000        45.7718                 NaN            NaN            NaN   2.89892        1.86424        3.97992        22.6759        1.37213                 NaN   21.4371     
  1183.28        500.000                 NaN            NaN            NaN  0.855657        6.29661       0.975640        7.26592        41.6459        2.99518                 NaN   39.9651     
  1181.80        500.000                 NaN            NaN            NaN  0.929102        6.34413       0.833673        7.26550        41.6552        2.99170                 NaN   39.9807     
  1180.32        500.000                 NaN            NaN            NaN   1.00123        6.38037       0.689483        7.26539        41.6650        2.99668                 NaN   40.0018     
  1178.84        500.000                 NaN            NaN            NaN   1.04026        6.37727       0.648891        7.26686        41.6685        2.99064                 NaN   40.0076     
  1177.37        500.000                 NaN            NaN            NaN   1.12543        6.43416       0.469046        7.26523        41.6816        2.99406                 NaN   40.0304     
  1175.89        500.000                 NaN            NaN            NaN   1.20780        6.49024       0.295358        7.26399        41.6935        2.99682                 NaN   40.0523     
  1174.41        500.000                 NaN            NaN            NaN   1.25305        6.50309       0.226650        7.26488        41.6980        2.99314                 NaN   40.0612     
  1172.93        500.000                 NaN            NaN            NaN   1.32327        6.54295       0.924235E-001   7.26437        41.7075        2.99199                 NaN   40.0775     
  1171.45        500.000                 NaN            NaN            NaN   1.51484        6.42777                 NaN   7.27877        41.7049        2.96219                 NaN   40.1115     
  1169.98        500.000                 NaN            NaN            NaN   1.53011        6.42231                 NaN   7.28010        41.7054        2.95300                 NaN   40.1091     
  1168.50        500.000                 NaN            NaN            NaN   1.54497        6.41730       0.215376E-004   7.28138        41.7059        2.94385                 NaN   40.1065     
  1167.02        500.000                 NaN            NaN            NaN   1.55946        6.41272       0.210336E-004   7.28263        41.7065        2.93476                 NaN   40.1039     
  1165.54        500.000                 NaN            NaN            NaN   1.46525        6.50315                 NaN   7.27345        41.7125        2.95556                 NaN   40.0901     
  1164.06        500.000                 NaN            NaN            NaN   1.56299        6.36699       0.828474E-001   7.28749        41.7010        2.91002                 NaN   40.0886     
  1162.58        500.000                 NaN            NaN            NaN   1.57202        6.40031                 NaN   7.28436        41.7067        2.93139                 NaN   40.1052     
  1161.11        500.000                 NaN            NaN            NaN   1.59275        6.40574                 NaN   7.28601        41.7083        2.91135                 NaN   40.0958     
  1159.63        500.000                 NaN            NaN            NaN   1.59476        6.39500                 NaN   7.28659        41.7081        2.91566                 NaN   40.0999     
  1158.15        500.000                 NaN            NaN            NaN   1.61822        6.39360                 NaN   7.28757        41.7090        2.89813                 NaN   40.0935     
  1156.67        500.000                 NaN            NaN            NaN   1.60209        6.40884                 NaN   7.28765        41.7092        2.90132                 NaN   40.0909     
  1155.19        500.000                 NaN            NaN            NaN   1.62526        6.39670                 NaN   7.28958        41.7095        2.88984                 NaN   40.0891     
  1153.72        500.000                 NaN            NaN            NaN   1.67113        6.38662                 NaN   7.29217        41.7119        2.85897                 NaN   40.0792     
  1152.24        500.000                 NaN            NaN            NaN   1.60145        6.39634                 NaN   7.28577        41.7078        2.90052       0.102776E-001   40.0978     
  1150.76        500.000                 NaN            NaN            NaN   2.23962        6.30475                 NaN   7.32158        41.7274        2.25097       0.214543        39.9411     
  1149.28        500.000                 NaN            NaN            NaN   2.90459        6.22757                 NaN   7.35322        41.7500        1.53529       0.458772        39.7705     
  1147.80        500.000                 NaN            NaN            NaN   3.59182        6.15168                 NaN   7.38588        41.7737       0.795936       0.708378        39.5926     
  1146.33        500.000                 NaN            NaN            NaN   4.32894        6.08208                 NaN   7.42102        41.7984                 NaN  0.972696        39.3969     
  1144.85        500.000                 NaN            NaN            NaN   4.33997        6.06643                 NaN   7.42162        41.7981                 NaN  0.973373        39.4005     
  1143.37        500.000                 NaN            NaN            NaN   4.34791        6.05522                 NaN   7.42229        41.7976                 NaN  0.973745        39.4032     
  1141.89        500.000                 NaN            NaN            NaN   4.35737        6.04099                 NaN   7.42261        41.7984                 NaN  0.974352        39.4062     
  1140.41        500.000                 NaN            NaN            NaN   4.36688        6.02787                 NaN   7.42343        41.7974                 NaN  0.974863        39.4095     
  1138.94        500.000                 NaN            NaN            NaN   4.37394        6.01818                 NaN   7.42412        41.7966                 NaN  0.975154        39.4120     
  1137.46        500.000                 NaN            NaN            NaN   4.38438        6.00283                 NaN   7.42455        41.7970                 NaN  0.975830        39.4154     
  1135.98        500.000                 NaN            NaN            NaN   4.39151        5.99285                 NaN   7.42522        41.7964                 NaN  0.976151        39.4179     
  1134.50        500.000                 NaN            NaN            NaN   4.40076        5.97947                 NaN   7.42583        41.7964                 NaN  0.976676        39.4209     
  1133.02        500.000                 NaN            NaN            NaN   4.41024        5.96485                 NaN   7.42583        41.7976                 NaN  0.977486        39.4240     
  1131.55        500.000                 NaN            NaN            NaN   4.41880        5.95280                 NaN   7.42662        41.7972                 NaN  0.977775        39.4268     
  1130.07        500.000                 NaN            NaN            NaN   4.42687        5.94145                 NaN   7.42764        41.7963                 NaN  0.978121        39.4296     
  1128.59        500.000                 NaN            NaN            NaN   4.43482        5.92997                 NaN   7.42783        41.7964                 NaN  0.978681        39.4323     
  1127.11        500.000                 NaN            NaN            NaN   4.44274        5.91863                 NaN   7.42845        41.7960                 NaN  0.979117        39.4350     
  1125.63        500.000                 NaN            NaN            NaN   4.45067        5.90739                 NaN   7.42903        41.7956                 NaN  0.979545        39.4378     
  1124.16        500.000                 NaN            NaN            NaN   4.45803        5.89692                 NaN   7.42980        41.7950                 NaN  0.979940        39.4403     
  1122.68        500.000                 NaN            NaN            NaN   4.46576        5.88592                 NaN   7.43042        41.7946                 NaN  0.980330        39.4430     
  1121.20        500.000                 NaN            NaN            NaN   4.47357        5.87474                 NaN   7.43098        41.7943                 NaN  0.980777        39.4457     
  1119.72        500.000                 NaN            NaN            NaN   4.48070        5.86476                 NaN   7.43156        41.7936                 NaN  0.981144        39.4482     
  1118.24        500.000                 NaN            NaN            NaN   4.48853        5.85382                 NaN   7.43219        41.7931                 NaN  0.981547        39.4508     
  1116.77        500.000                 NaN            NaN            NaN   4.49506        5.84457                 NaN   7.43299        41.7922                 NaN  0.981869        39.4533     
  1115.29        500.000                 NaN            NaN            NaN   4.50217        5.83450                 NaN   7.43354        41.7918                 NaN  0.982229        39.4558     
  1113.81        500.000                 NaN            NaN            NaN   4.50872        5.82529                 NaN   7.43421        41.7911                 NaN  0.982579        39.4581     
  1112.33        500.000                 NaN            NaN            NaN   4.51510        5.81661                 NaN   7.43492        41.7901                 NaN  0.982800        39.4605     
  1110.85        500.000                 NaN            NaN            NaN   4.52120        5.80806                 NaN   7.43568        41.7892                 NaN  0.983157        39.4627     
  1109.38        500.000                 NaN            NaN            NaN   4.52728        5.79975                 NaN   7.43637        41.7882                 NaN  0.983409        39.4650     
  1107.90        500.000                 NaN            NaN            NaN   4.53292        5.79277                 NaN   7.43744        41.7860                 NaN  0.983587        39.4673     
  1106.42        500.000                 NaN            NaN            NaN   4.53891        5.78456                 NaN   7.43819        41.7850                 NaN  0.983853        39.4695     
  1104.94        500.000                 NaN            NaN            NaN   4.54482        5.77646                 NaN   7.43894        41.7840                 NaN  0.984114        39.4717     
  1103.46        500.000                 NaN            NaN            NaN   4.55091        5.76809                 NaN   7.43988        41.7828                 NaN  0.984357        39.4740     
  1101.99        500.000                 NaN            NaN            NaN   4.55648        5.76044                 NaN   7.44042        41.7819                 NaN  0.984633        39.4761     
  1100.51        500.000                 NaN            NaN            NaN   4.56222        5.75261                 NaN   7.44118        41.7808                 NaN  0.984881        39.4783     
  1099.03        500.000                 NaN            NaN            NaN   4.56788        5.74490                 NaN   7.44195        41.7797                 NaN  0.985125        39.4804     
  1097.55        500.000                 NaN            NaN            NaN   4.57658        5.73202                 NaN   7.44649        41.7745                 NaN  0.986119        39.4842     
  1096.07        500.000                 NaN            NaN            NaN   4.57903        5.72971                 NaN   7.44348        41.7775                 NaN  0.985604        39.4847     
  1094.59        500.000                 NaN            NaN            NaN   4.58452        5.72226                 NaN   7.44426        41.7763                 NaN  0.985834        39.4868     
  1093.12        500.000                 NaN            NaN            NaN   4.58995        5.71492                 NaN   7.44505        41.7751                 NaN  0.986061        39.4889     
  1091.64        500.000                 NaN            NaN            NaN   4.59532        5.70780                 NaN   7.44573        41.7739                 NaN  0.986281        39.4910     
  1090.16        500.000                 NaN            NaN            NaN   4.65218        5.60553                 NaN   7.43923        41.8050                 NaN  0.993603        39.5045     
  1088.68        500.000                 NaN            NaN            NaN   4.65219        5.60551                 NaN   7.43923        41.8050                 NaN  0.993605        39.5045     
  1087.20        500.000                 NaN            NaN            NaN   4.65219        5.60551                 NaN   7.43923        41.8050                 NaN  0.993605        39.5045     
  1085.73        500.000                 NaN            NaN            NaN   4.65219        5.60551                 NaN   7.43923        41.8050                 NaN  0.993605        39.5045     
  1084.25        500.000                 NaN            NaN            NaN   4.64550        5.64056                 NaN   7.45283        41.7631                 NaN  0.988122        39.5099     
  1082.77        500.000                 NaN            NaN            NaN   4.64550        5.64056                 NaN   7.45283        41.7631                 NaN  0.988122        39.5099     
  1081.29        500.000                 NaN            NaN            NaN   4.64550        5.64056                 NaN   7.45283        41.7631                 NaN  0.988122        39.5099     
  1079.81        500.000                 NaN            NaN            NaN   4.64550        5.64056                 NaN   7.45283        41.7631                 NaN  0.988122        39.5099     
  1078.34        500.000                 NaN            NaN            NaN   4.64550        5.64056                 NaN   7.45283        41.7631                 NaN  0.988122        39.5099     
  1076.86        500.000                 NaN            NaN            NaN   4.64550        5.64056                 NaN   7.45283        41.7631                 NaN  0.988122        39.5099     
  1075.38        500.000                 NaN            NaN            NaN   4.64550        5.64056                 NaN   7.45283        41.7631                 NaN  0.988122        39.5099     
  1073.90        500.000                 NaN            NaN            NaN   4.64550        5.64056                 NaN   7.45283        41.7631                 NaN  0.988122        39.5099     
  1072.42        500.000                 NaN            NaN            NaN   4.64550        5.64056                 NaN   7.45283        41.7631                 NaN  0.988122        39.5099     
  1070.95        500.000                 NaN            NaN            NaN   4.64550        5.64056                 NaN   7.45283        41.7631                 NaN  0.988122        39.5099     
  1069.47        500.000                 NaN            NaN            NaN   4.64550        5.64056                 NaN   7.45283        41.7631                 NaN  0.988122        39.5099     
  1067.99        500.000                 NaN            NaN            NaN   4.68225        5.59243                 NaN   7.45970        41.7512                 NaN  0.989387        39.5251     
  1066.51        500.000                 NaN            NaN            NaN   4.68225        5.59243                 NaN   7.45970        41.7512                 NaN  0.989387        39.5251     
  1065.03        500.000                 NaN            NaN            NaN   4.68225        5.59243                 NaN   7.45970        41.7512                 NaN  0.989387        39.5251     
  1063.56        500.000                 NaN            NaN            NaN   4.68225        5.59243                 NaN   7.45970        41.7512                 NaN  0.989387        39.5251     
  1062.08        500.000                 NaN            NaN            NaN   4.68225        5.59243                 NaN   7.45970        41.7512                 NaN  0.989387        39.5251     
  1060.60        500.000                 NaN            NaN            NaN   4.68225        5.59243                 NaN   7.45970        41.7512                 NaN  0.989387        39.5251     
  1059.12        500.000                 NaN            NaN            NaN   4.68225        5.59243                 NaN   7.45970        41.7512                 NaN  0.989387        39.5251     
  1057.64        500.000                 NaN            NaN            NaN   4.69928        5.57056                 NaN   7.46321        41.7448                 NaN  0.989892        39.5323     
  1056.17        500.000                 NaN            NaN            NaN   4.69928        5.57056                 NaN   7.46321        41.7448                 NaN  0.989892        39.5323     
  1054.69        500.000                 NaN            NaN            NaN   4.69928        5.57056                 NaN   7.46321        41.7448                 NaN  0.989892        39.5323     
  1053.21        500.000                 NaN            NaN            NaN   4.69928        5.57056                 NaN   7.46321        41.7448                 NaN  0.989892        39.5323     
  1051.73        500.000                 NaN            NaN            NaN   4.69928        5.57056                 NaN   7.46321        41.7448                 NaN  0.989892        39.5323     
  1050.25        500.000                 NaN            NaN            NaN   4.69928        5.57056                 NaN   7.46321        41.7448                 NaN  0.989892        39.5323     
  1048.78        500.000                 NaN            NaN            NaN   4.69928        5.57056                 NaN   7.46321        41.7448                 NaN  0.989892        39.5323     
  1047.30        500.000                 NaN            NaN            NaN   4.69928        5.57056                 NaN   7.46321        41.7448                 NaN  0.989892        39.5323     
  1045.82        500.000                 NaN            NaN            NaN   4.69928        5.57056                 NaN   7.46321        41.7448                 NaN  0.989892        39.5323     
  1044.34        500.000                 NaN            NaN            NaN   4.69928        5.57056                 NaN   7.46321        41.7448                 NaN  0.989892        39.5323     
  1042.86        500.000                 NaN            NaN            NaN   4.69928        5.57056                 NaN   7.46321        41.7448                 NaN  0.989892        39.5323     
  1041.39        500.000                 NaN            NaN            NaN   4.69928        5.57056                 NaN   7.46321        41.7448                 NaN  0.989892        39.5323     
  1039.91        500.000                 NaN            NaN            NaN   4.69928        5.57056                 NaN   7.46321        41.7448                 NaN  0.989892        39.5323     
  1038.43        500.000                 NaN            NaN            NaN   4.69928        5.57056                 NaN   7.46321        41.7448                 NaN  0.989892        39.5323     
  1036.95        500.000                 NaN            NaN            NaN   4.75960        5.49356                 NaN   7.47921        41.7147                 NaN  0.991909        39.5610     
  1035.47        500.000                 NaN            NaN            NaN   4.79217        5.43018                 NaN   7.47407        41.7402                 NaN  0.996469        39.5669     
  1034.00        500.000                 NaN            NaN            NaN   4.76656        5.48528                 NaN   7.48129        41.7104                 NaN  0.992046        39.5645     
  1032.52        500.000                 NaN            NaN            NaN   4.76951        5.48012                 NaN   7.47979        41.7153                 NaN  0.992228        39.5630     
  1031.04        500.000                 NaN            NaN            NaN   4.81576        5.42777                 NaN   7.49769        41.6769                 NaN  0.992681        39.5892     
  1029.56        500.000                 NaN            NaN            NaN   4.81576        5.42777                 NaN   7.49769        41.6769                 NaN  0.992681        39.5892     
  1028.08        500.000                 NaN            NaN            NaN   4.81576        5.42777                 NaN   7.49769        41.6769                 NaN  0.992681        39.5892     
  1026.60        500.000                 NaN            NaN            NaN   4.81576        5.42777                 NaN   7.49769        41.6769                 NaN  0.992681        39.5892     
  1025.13        500.000                 NaN            NaN            NaN   4.81576        5.42777                 NaN   7.49769        41.6769                 NaN  0.992681        39.5892     
  1023.65        500.000                 NaN            NaN            NaN   4.81576        5.42777                 NaN   7.49769        41.6769                 NaN  0.992681        39.5892     
  1022.17        500.000                 NaN            NaN            NaN   4.81576        5.42777                 NaN   7.49769        41.6769                 NaN  0.992681        39.5892     
  1020.69        500.000                 NaN            NaN            NaN   4.81576        5.42777                 NaN   7.49769        41.6769                 NaN  0.992681        39.5892     
  1019.21        500.000                 NaN            NaN            NaN   4.81576        5.42777                 NaN   7.49769        41.6769                 NaN  0.992681        39.5892     
  1017.74        500.000                 NaN            NaN            NaN   4.81576        5.42777                 NaN   7.49769        41.6769                 NaN  0.992681        39.5892     
  1016.26        500.000                 NaN            NaN            NaN   4.81576        5.42777                 NaN   7.49769        41.6769                 NaN  0.992681        39.5892     
  1014.78        500.000                 NaN            NaN            NaN   4.81576        5.42777                 NaN   7.49769        41.6769                 NaN  0.992681        39.5892     
  1013.30        500.000                 NaN            NaN            NaN   4.81576        5.42777                 NaN   7.49769        41.6769                 NaN  0.992681        39.5892     
  1011.82        500.000                 NaN            NaN            NaN   4.81576        5.42777                 NaN   7.49769        41.6769                 NaN  0.992681        39.5892     
  1010.35        500.000                 NaN            NaN            NaN   4.81576        5.42777                 NaN   7.49769        41.6769                 NaN  0.992681        39.5892     
  1008.87        500.000                 NaN            NaN            NaN   4.81576        5.42777                 NaN   7.49769        41.6769                 NaN  0.992681        39.5892     
  1007.39        500.000                 NaN            NaN            NaN   4.81576        5.42777                 NaN   7.49769        41.6769                 NaN  0.992681        39.5892     
  1005.91        500.000                 NaN            NaN            NaN   4.81576        5.42777                 NaN   7.49769        41.6769                 NaN  0.992681        39.5892     
  1004.43        500.000                 NaN            NaN            NaN   4.81576        5.42777                 NaN   7.49769        41.6769                 NaN  0.992681        39.5892     
  1002.96        500.000                 NaN            NaN            NaN   4.81576        5.42777                 NaN   7.49769        41.6769                 NaN  0.992681        39.5892     
  1001.48        500.000                 NaN            NaN            NaN   4.81576        5.42777                 NaN   7.49769        41.6769                 NaN  0.992681        39.5892     
  1000.00        500.000                 NaN            NaN            NaN   4.81576        5.42777                 NaN   7.49769        41.6769                 NaN  0.992681        39.5892     
