|6.6.6
Archiving\03_Data\Dfrac/QFM_m5/YM20/YM20_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       iron           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ne             lc             ilm           
  1538.85        2500.00        98.9094                 NaN            NaN            NaN  0.543520E-001            NaN  0.119383       0.916852                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        98.8590                 NaN            NaN            NaN  0.103884E-004            NaN  0.851056E-002   1.13243                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        98.8564                 NaN            NaN            NaN            NaN            NaN            NaN   1.14363                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        98.8604                 NaN            NaN            NaN            NaN            NaN            NaN   1.13961                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        98.8596                 NaN            NaN            NaN            NaN            NaN            NaN   1.14036                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        98.8598                 NaN            NaN            NaN            NaN            NaN            NaN   1.14017                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        98.8545                 NaN            NaN            NaN            NaN            NaN            NaN   1.14548                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        98.8500                 NaN            NaN            NaN            NaN            NaN            NaN   1.15001                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        98.8444                 NaN            NaN            NaN            NaN            NaN            NaN   1.15558                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        98.8221                 NaN            NaN            NaN            NaN            NaN            NaN   1.17790                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        98.2289                 NaN            NaN            NaN            NaN            NaN            NaN  0.905952       0.865169                 NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        98.0959                 NaN            NaN            NaN            NaN            NaN            NaN  0.761984        1.14216                 NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        98.1313                 NaN            NaN            NaN            NaN            NaN            NaN   1.12181       0.746871                 NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        98.1643                 NaN            NaN            NaN            NaN            NaN            NaN  0.730716        1.10500                 NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        98.1951                 NaN            NaN            NaN            NaN            NaN            NaN  0.717485        1.08738                 NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        98.2281                 NaN            NaN            NaN            NaN            NaN            NaN  0.701661        1.07021                 NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        98.2557                 NaN            NaN            NaN            NaN            NaN            NaN  0.685662        1.05867                 NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        98.2831                 NaN            NaN            NaN            NaN            NaN            NaN  0.674290        1.04256                 NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        98.3142                 NaN            NaN            NaN            NaN            NaN            NaN   1.02554       0.660272                 NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.3390                 NaN            NaN            NaN            NaN            NaN            NaN   1.01426       0.646751                 NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.3658                 NaN            NaN            NaN            NaN            NaN            NaN  0.999517       0.634686                 NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.3900                 NaN            NaN            NaN            NaN            NaN            NaN  0.986679       0.623339                 NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.4149                 NaN            NaN            NaN            NaN            NaN            NaN  0.974247       0.610828                 NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.4354                 NaN            NaN            NaN            NaN            NaN            NaN  0.598592       0.966038                 NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.4624                 NaN            NaN            NaN            NaN            NaN            NaN  0.951004       0.586599                 NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        97.5896                 NaN            NaN            NaN            NaN            NaN            NaN   1.06418       0.944682       0.401527                 NaN            NaN            NaN            NaN
  1473.68        2500.00        94.5971                 NaN            NaN            NaN  0.190774E-004            NaN            NaN   1.44450        2.17777        1.78063                 NaN            NaN            NaN            NaN
  1471.18        2500.00        94.7454                 NaN            NaN            NaN  0.236635                 NaN            NaN   1.45123        1.78798        1.77877                 NaN            NaN            NaN            NaN
  1468.67        2500.00        94.8884                 NaN            NaN            NaN  0.379532                 NaN            NaN   1.44412        1.52527        1.76265                 NaN            NaN            NaN            NaN
  1466.17        2500.00        95.1891                 NaN            NaN            NaN  0.364984                 NaN            NaN   1.36203        1.42307        1.66077                 NaN            NaN            NaN            NaN
  1463.66        2500.00        95.3847                 NaN            NaN            NaN  0.357969                 NaN            NaN   1.34901        1.31159        1.59669                 NaN            NaN            NaN            NaN
  1461.15        2500.00        95.5899                 NaN            NaN            NaN  0.348840                 NaN            NaN   1.25612        1.27601        1.52910                 NaN            NaN            NaN            NaN
  1458.65        2500.00        95.3769                 NaN  0.300329E-001            NaN  0.210135                 NaN            NaN   1.32712        1.44736        1.60847                 NaN            NaN            NaN            NaN
  1456.14        2500.00        94.7090                 NaN  0.980154E-001            NaN            NaN            NaN            NaN   1.55754        1.77074        1.86471                 NaN            NaN            NaN            NaN
  1453.63        2500.00        95.0485                 NaN  0.909605E-001            NaN            NaN            NaN            NaN   1.65903        1.45465        1.74688                 NaN            NaN            NaN            NaN
  1451.13        2500.00        95.3590                 NaN  0.843699E-001            NaN            NaN            NaN            NaN   1.55778        1.36040        1.63848                 NaN            NaN            NaN            NaN
  1448.62        2500.00        95.6387                 NaN  0.786421E-001            NaN            NaN            NaN            NaN   1.27571        1.46623        1.54072                 NaN            NaN            NaN            NaN
  1446.12        2500.00        95.8891                 NaN  0.734449E-001            NaN            NaN            NaN            NaN   1.38418        1.20051        1.45277                 NaN            NaN            NaN            NaN
  1443.61        2500.00        96.1162                 NaN  0.687794E-001            NaN            NaN            NaN            NaN   1.13150        1.31055        1.37301                 NaN            NaN            NaN            NaN
  1441.10        2500.00        96.3213                 NaN  0.645960E-001            NaN            NaN            NaN            NaN   1.24335        1.06997        1.30080                 NaN            NaN            NaN            NaN
  1438.60        2500.00        96.5084                 NaN  0.605866E-001            NaN            NaN            NaN            NaN   1.01186        1.18392        1.23528                 NaN            NaN            NaN            NaN
  1436.09        2500.00        96.6784                 NaN  0.570860E-001            NaN            NaN            NaN            NaN   1.12951       0.959690        1.17536                 NaN            NaN            NaN            NaN
  1433.58        2500.00        96.8377                 NaN  0.537738E-001            NaN            NaN            NaN            NaN   1.07745       0.912171        1.11891                 NaN            NaN            NaN            NaN
  1431.08        2500.00        96.9825                 NaN  0.508122E-001            NaN            NaN            NaN            NaN   1.03120       0.867619        1.06791                 NaN            NaN            NaN            NaN
  1428.57        2500.00        97.1162                 NaN  0.480189E-001            NaN            NaN            NaN            NaN  0.988520       0.826680        1.02062                 NaN            NaN            NaN            NaN
  1426.07        2500.00        97.2400                 NaN  0.453520E-001            NaN            NaN            NaN            NaN  0.949323       0.788506       0.976820                 NaN            NaN            NaN            NaN
  1423.56        2500.00        97.3558                 NaN  0.429987E-001            NaN            NaN            NaN            NaN  0.912016       0.753660       0.935480                 NaN            NaN            NaN            NaN
  1421.05        2500.00        97.4633                 NaN  0.407942E-001            NaN            NaN            NaN            NaN  0.877535       0.721034       0.897326                 NaN            NaN            NaN            NaN
  1418.55        2500.00        97.5631                 NaN  0.386099E-001            NaN            NaN            NaN            NaN  0.846753       0.689753       0.861774                 NaN            NaN            NaN            NaN
  1416.04        2500.00        97.6571                 NaN  0.366812E-001            NaN            NaN            NaN            NaN  0.816749       0.661268       0.828221                 NaN            NaN            NaN            NaN
  1413.53        2500.00        97.7449                 NaN  0.347728E-001            NaN            NaN            NaN            NaN  0.789524       0.633896       0.796919                 NaN            NaN            NaN            NaN
  1411.03        2500.00        97.8275                 NaN  0.330723E-001            NaN            NaN            NaN            NaN  0.608619       0.763395       0.767418                 NaN            NaN            NaN            NaN
  1408.52        2500.00        97.9053                 NaN  0.314740E-001            NaN            NaN            NaN            NaN  0.584856       0.738940       0.739465                 NaN            NaN            NaN            NaN
  1406.02        2500.00        97.9776                 NaN  0.298261E-001            NaN            NaN            NaN            NaN  0.716791       0.562163       0.713606                 NaN            NaN            NaN            NaN
  1403.51        2500.00        98.0473                 NaN  0.284095E-001            NaN            NaN            NaN            NaN  0.694894       0.540901       0.688513                 NaN            NaN            NaN            NaN
  1401.00        2500.00        98.1124                 NaN  0.270462E-001            NaN            NaN            NaN            NaN  0.674600       0.521008       0.664995                 NaN            NaN            NaN            NaN
  1398.50        2500.00        98.1742                 NaN  0.257208E-001            NaN            NaN            NaN            NaN  0.501334       0.655962       0.642746                 NaN            NaN            NaN            NaN
  1395.99        2500.00        98.2324                 NaN  0.244512E-001            NaN            NaN            NaN            NaN  0.483060       0.638241       0.621860                 NaN            NaN            NaN            NaN
  1393.48        2500.00        98.2881                 NaN  0.232771E-001            NaN            NaN            NaN            NaN  0.620826       0.466164       0.601654                 NaN            NaN            NaN            NaN
  1390.98        2500.00        98.3402                 NaN  0.221224E-001            NaN            NaN            NaN            NaN  0.450064       0.604878       0.582711                 NaN            NaN            NaN            NaN
  1388.47        2500.00        98.3903                 NaN  0.210904E-001            NaN            NaN            NaN            NaN  0.434724       0.589142       0.564699                 NaN            NaN            NaN            NaN
  1385.96        2500.00        98.4380                 NaN  0.200029E-001            NaN            NaN            NaN            NaN  0.419312       0.575400       0.547303                 NaN            NaN            NaN            NaN
  1383.46        2500.00        98.4828                 NaN  0.189936E-001            NaN            NaN            NaN            NaN  0.562216       0.404827       0.531129                 NaN            NaN            NaN            NaN
  1380.95        2500.00        98.5261                 NaN  0.180513E-001            NaN            NaN            NaN            NaN  0.391416       0.549142       0.515269                 NaN            NaN            NaN            NaN
  1378.45        2500.00        98.5675                 NaN  0.171752E-001            NaN            NaN            NaN            NaN  0.378787       0.536350       0.500173                 NaN            NaN            NaN            NaN
  1375.94        2500.00        98.6066                 NaN  0.162689E-001            NaN            NaN            NaN            NaN  0.365943       0.525226       0.485953                 NaN            NaN            NaN            NaN
  1373.43        2500.00        98.6438                 NaN  0.154854E-001            NaN            NaN            NaN            NaN  0.513276       0.355125       0.472315                 NaN            NaN            NaN            NaN
  1370.93        2500.00        98.6806                 NaN  0.145998E-001            NaN            NaN            NaN            NaN  0.342768       0.503236       0.458784                 NaN            NaN            NaN            NaN
  1368.42        2500.00        98.7145                 NaN  0.138524E-001            NaN            NaN            NaN            NaN  0.332163       0.493057       0.446396                 NaN            NaN            NaN            NaN
  1365.91        2500.00        98.7474                 NaN  0.131482E-001            NaN            NaN            NaN            NaN  0.483172       0.321965       0.434315                 NaN            NaN            NaN            NaN
  1363.41        2500.00        98.7789                 NaN  0.123990E-001            NaN            NaN            NaN            NaN  0.474186       0.311734       0.422767                 NaN            NaN            NaN            NaN
  1360.90        2500.00        98.8094                 NaN  0.117176E-001            NaN            NaN            NaN            NaN  0.302279       0.465048       0.411514                 NaN            NaN            NaN            NaN
  1358.40        2500.00        98.8382                 NaN  0.110089E-001            NaN            NaN            NaN            NaN  0.292706       0.457146       0.400968                 NaN            NaN            NaN            NaN
  1355.89        2500.00        98.8660                 NaN  0.103794E-001            NaN            NaN            NaN            NaN  0.448829       0.284158       0.390616                 NaN            NaN            NaN            NaN
  1353.38        2500.00        98.8932                 NaN  0.979188E-002            NaN            NaN            NaN            NaN  0.275457       0.440936       0.380603                 NaN            NaN            NaN            NaN
  1350.88        2500.00        98.9187                 NaN  0.911696E-002            NaN            NaN            NaN            NaN  0.434227       0.266772       0.371159                 NaN            NaN            NaN            NaN
  1348.37        2500.00        98.9433                 NaN  0.850868E-002            NaN            NaN            NaN            NaN  0.258754       0.427392       0.362091                 NaN            NaN            NaN            NaN
  1345.86        2500.00        98.9666                 NaN  0.790730E-002            NaN            NaN            NaN            NaN  0.251125       0.420925       0.353463                 NaN            NaN            NaN            NaN
  1343.36        2500.00        98.9905                 NaN  0.739943E-002            NaN            NaN            NaN            NaN  0.413923       0.243688       0.344538                 NaN            NaN            NaN            NaN
  1340.85        2500.00        99.0122                 NaN  0.690441E-002            NaN            NaN            NaN            NaN  0.236945       0.407492       0.336464                 NaN            NaN            NaN            NaN
  1338.35        2500.00        99.0334                 NaN  0.633209E-002            NaN            NaN            NaN            NaN  0.229712       0.401974       0.328561                 NaN            NaN            NaN            NaN
  1335.84        2500.00        99.0538                 NaN  0.580184E-002            NaN            NaN            NaN            NaN  0.396561       0.222846       0.320993                 NaN            NaN            NaN            NaN
  1333.33        2500.00        99.0740                 NaN  0.536438E-002            NaN            NaN            NaN            NaN  0.216421       0.390732       0.313477                 NaN            NaN            NaN            NaN
  1330.83        2500.00        99.0928                 NaN  0.484791E-002            NaN            NaN            NaN            NaN  0.210019       0.385848       0.306483                 NaN            NaN            NaN            NaN
  1328.32        2500.00        99.1112                 NaN  0.437734E-002            NaN            NaN            NaN            NaN  0.380685       0.204171       0.299524                 NaN            NaN            NaN            NaN
  1325.81        2500.00        99.1291                 NaN  0.391443E-002            NaN  0.879309E-006            NaN            NaN  0.198029       0.376071       0.292907                 NaN            NaN            NaN            NaN
  1323.31        2500.00        99.1554                 NaN  0.174939E-002            NaN  0.301662E-001            NaN            NaN  0.201372       0.325547       0.285804                 NaN            NaN            NaN            NaN
  1320.80        2500.00        99.1712                 NaN  0.565371E-002            NaN  0.396467E-001            NaN            NaN  0.210465       0.285250       0.287760                 NaN            NaN            NaN            NaN
  1318.30        2500.00        63.1044                 NaN  0.152377                 NaN   1.75219                 NaN            NaN   3.96422        1.87627        4.56539        24.5852                 NaN            NaN            NaN
  1315.79        2500.00        67.8773                 NaN  0.138705                 NaN   1.63667                 NaN            NaN   3.50349        1.34426        3.94602        21.5536                 NaN            NaN            NaN
  1313.28        2500.00        75.2559                 NaN  0.104883                 NaN   1.38919                 NaN            NaN  0.792414        2.76257        3.03419        16.6609                 NaN            NaN            NaN
  1310.78        2500.00        80.0535                 NaN  0.830530E-001            NaN   1.21566                 NaN            NaN   2.27743       0.454883        2.44241        13.4731                 NaN            NaN            NaN
  1308.27        2500.00        83.3888                 NaN  0.679975E-001            NaN   1.08576                 NaN            NaN   1.93786       0.235935        2.03149        11.2521                 NaN            NaN            NaN
  1305.76        2500.00        85.8596                 NaN  0.554895E-001            NaN   1.01984                 NaN            NaN   1.71558                 NaN   1.72520        9.62427                 NaN            NaN            NaN
  1303.26        2500.00        87.7100                 NaN  0.489066E-001            NaN  0.890375                 NaN            NaN   1.49098                 NaN   1.50057        8.35919                 NaN            NaN            NaN
  1300.75        2500.00        87.8378                 NaN  0.506267E-001            NaN  0.877649                 NaN            NaN   1.46578                 NaN   1.48791        8.28027                 NaN            NaN            NaN
  1298.25        2500.00        88.6945                 NaN  0.495400E-001            NaN  0.837573                 NaN            NaN   1.35667                 NaN   1.39331        7.66835                 NaN            NaN            NaN
  1295.74        2500.00        93.4661                 NaN  0.235095E-001            NaN  0.504324                 NaN            NaN  0.785058                 NaN  0.800349        4.42070                 NaN            NaN            NaN
  1293.23        2500.00        89.0670                 NaN  0.518036E-001            NaN  0.830427                 NaN            NaN   1.30280                 NaN   1.39067        7.35733                 NaN            NaN            NaN
  1290.73        2500.00        92.7462                 NaN  0.319759E-001            NaN  0.523324                 NaN            NaN  0.875880                 NaN  0.864870        4.95778                 NaN            NaN            NaN
  1288.22        2500.00        97.4292                 NaN  0.551302E-003            NaN  0.198527                 NaN            NaN  0.362077                 NaN  0.252178        1.75744                 NaN            NaN            NaN
  1285.71        2500.00        94.1742                 NaN  0.269673E-001            NaN  0.381884                 NaN            NaN  0.775448                 NaN  0.706247        3.93530                 NaN            NaN            NaN
  1283.21        2500.00        94.5811                 NaN  0.261095E-001            NaN  0.265481                 NaN            NaN  0.321939       0.604617       0.675707        3.52505                 NaN            NaN            NaN
  1280.70        2500.00        91.5197                 NaN  0.368378E-001            NaN  0.612236                 NaN            NaN   1.08395                 NaN   1.01973        5.72752                 NaN            NaN            NaN
  1278.20        2500.00        98.6183                 NaN  0.552515E-002            NaN  0.578103E-001            NaN            NaN  0.418210E-001  0.278826       0.192571       0.805135                 NaN            NaN            NaN
  1275.69        2500.00        95.5797                 NaN  0.205077E-001            NaN  0.297365                 NaN            NaN  0.627543                 NaN  0.539491        2.93536                 NaN            NaN            NaN
  1273.18        2500.00        89.0496                 NaN  0.447439E-001            NaN  0.750911                 NaN            NaN   1.53714                 NaN   1.30760        7.30999                 NaN            NaN            NaN
  1270.68        2500.00        99.9865                 NaN  0.436988E-003            NaN  0.130379E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1268.17        2500.00        98.2891                 NaN  0.358106E-002            NaN  0.145533                 NaN            NaN  0.261320                 NaN  0.231666        1.06878                 NaN            NaN            NaN
  1265.66        2500.00        96.9140                 NaN  0.177408E-001            NaN  0.829886E-001            NaN            NaN  0.307621       0.371758       0.393748        1.91210                 NaN            NaN            NaN
  1263.16        2500.00        96.5595                 NaN  0.105992E-001            NaN  0.244096                 NaN            NaN  0.489824       0.661010E-001  0.424492        2.20537                 NaN            NaN            NaN
  1260.65        2500.00        96.7192                 NaN  0.780038E-001            NaN  0.350462E-001            NaN            NaN  0.567543                 NaN  0.444517        2.15571                 NaN            NaN            NaN
  1258.15        2500.00        14.2087        83.8005                 NaN            NaN            NaN            NaN  0.302875       0.482395E-001            NaN            NaN   1.38933       0.201502       0.488120E-001            NaN
  1255.64        2500.00        51.0714                 NaN            NaN            NaN            NaN            NaN  0.737076E-001   4.91835        5.63764        4.56010        24.1814        8.66758                 NaN  0.889773     
  1253.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.25707        12.8392        3.14065        6.26111        49.1753        16.2347        6.91070        1.18123     
  1250.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.17286        3.24216        12.7951        6.32805        49.1790        16.2702        6.82089        1.19178     
  1248.12        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.08853        3.34231        12.7524        6.39515        49.1831        16.3060        6.73016        1.20233     
  1245.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.00409        3.44116        12.7112        6.46242        49.1877        16.3420        6.63850        1.21289     
  1243.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.91953        3.53877        12.6715        6.52986        49.1927        16.3783        6.54588        1.22344     
  1240.60        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.82692        3.66047        12.6130        6.59938        49.1971        16.4155        6.45244        1.23513     
  1238.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.73088        3.79059        12.5486        6.66989        49.2015        16.4533        6.35808        1.24729     
  1235.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.63507        3.91787        12.4868        6.74042        49.2064        16.4913        6.26272        1.25940     
  1233.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.54301        4.03743        12.4302        6.80951        49.2132        16.5293        6.16628        1.27106     
  1230.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.45094        4.15484        12.3759        6.87873        49.2204        16.5677        6.06880        1.28269     
  1228.07        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.35959        4.26965        12.3236        6.94749        49.2288        16.6064        5.97020        1.29424     
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.26939        12.2734        4.38166        7.01546        49.2387        16.6454        5.87039        1.30568     
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.17497        4.50397        12.2157        7.08459        49.2485        16.6850        5.76958        1.31771     
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.07378        12.1456        4.64340        7.15551        49.2579        16.7253        5.66778        1.33069     
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.78446        12.8020        3.44235        6.68127        49.7039        16.6822        5.65063        1.25314     
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.91061        3.46293        12.6935        7.09538        49.3622        16.7305        5.52269        1.22215     
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.91071        3.46306        12.6941        7.09591        49.4315        16.7617        5.42082        1.22220     
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.91081        3.46320        12.6946        7.09644        49.5016        16.7933        5.31771        1.22226     
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.91091        3.46333        12.6952        7.09697        49.5726        16.8253        5.21334        1.22231     
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.67773        12.6533        3.65415        7.23751        49.5250        16.8783        5.11969        1.25432     
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.67783        12.6539        3.65430        7.23805        49.5968        16.9107        5.01400        1.25438     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.67793        12.6545        3.65444        7.23860        49.6705        16.9440        4.90554        1.25443     
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.67803        12.6551        3.65459        7.23915        49.7450        16.9777        4.79588        1.25448     
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.10484        5.72749        11.7511        7.87283        49.3718        17.1411        4.58227        1.44860     
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.01297        5.80855        11.7381        7.94524        49.3855        17.1839        4.46657        1.45910     
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.15336        4.22991        12.4928        7.79884        49.4464        17.1206        4.45566        1.30247     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.15345        4.23008        12.4934        7.79943        49.5234        17.1555        4.34226        1.30253     
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.15354        4.23025        12.4940        7.80003        49.6012        17.1908        4.22760        1.30259     
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.15363        4.23043        12.4946        7.80063        49.6808        17.2269        4.11028        1.30264     
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.15372        4.23060        12.4953        7.80123        49.7609        17.2633        3.99230        1.30270     
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.15381        4.23078        12.4959        7.80184        49.8420        17.3001        3.87284        1.30276     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.15390        4.23096        12.4965        7.80245        49.9240        17.3374        3.75188        1.30282     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.15399        4.23114        12.4972        7.80306        50.0071        17.3752        3.62940        1.30288     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.15409        4.23132        12.4978        7.80367        50.0913        17.4135        3.50538        1.30294     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.15418        4.23150        12.4985        7.80429        50.1765        17.4523        3.37981        1.30300     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.15428        4.23169        12.4991        7.80491        50.2627        17.4916        3.25264        1.30306     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.15438        4.23188        12.4998        7.80553        50.3500        17.5314        3.12388        1.30313     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.15448        4.23206        12.5004        7.80616        50.4384        17.5717        2.99349        1.30319     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.748060        6.77960        11.7373        8.98193        49.6342        17.8213        2.70115        1.59642     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.654139        11.7355        6.85457        9.05823        49.6567        17.8702        2.56415        1.60647     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.552816        11.7217        6.94644        9.13651        49.6789        17.9201        2.42583        1.61765     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.463532        7.03092        11.7044        9.20393        49.7145        17.9708        2.28383        1.62810     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.359792        7.12981        11.6850        9.28214        49.7393        18.0220        2.14218        1.63975     
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.227315        7.29421        11.6184        9.36759        49.7610        18.0757        1.99981        1.65593     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.955267E-001   7.45614        11.5539        9.45311        49.7836        18.1299        1.85581        1.67201     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.56713        11.5137        9.52039        49.8237        18.1826        1.70879        1.68370     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.54019        11.5402        9.53874        49.9097        18.2308        1.55640        1.68393     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.5829        7.50151        9.56246        49.9893        18.2789        1.40182        1.68302     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.6506        7.44991        9.59997        50.0506        18.3253        1.24441        1.67916     
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.35039        11.8165        9.69441        50.0319        18.3627        1.08117        1.66300     
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.28669        11.9017        9.73852        50.0864        18.4091       0.919799        1.65782     
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.9383        7.26141        9.76929        50.1605        18.4581       0.756931        1.65553     
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.9752        7.23610        9.80027        50.2355        18.5076       0.592123        1.65316     
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.21065        12.0128        9.83153        50.3114        18.5577       0.425313        1.65071     
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.9987        7.19760        9.82008        50.4505        18.6159       0.259731        1.65750     
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.0386        7.17177        9.85312        50.5264        18.6669       0.886830E-001   1.65460     
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.0795        7.14312        9.88657        50.5473        18.6918                 NaN   1.65168     
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.92188        12.3972        10.0119        50.3730        18.6686                 NaN   1.62740     
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.90674        12.4228        10.0490        50.3313        18.6658                 NaN   1.62436     
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.90461        12.4278        10.0739        50.3058        18.6643                 NaN   1.62352     
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.90448        12.4276        10.0976        50.2834        18.6637                 NaN   1.62320     
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.90351        12.4318        10.1220        50.2581        18.6622                 NaN   1.62238     
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.4396        6.90061        10.1468        50.2314        18.6603                 NaN   1.62129     
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.91049        12.4285        10.1633        50.2160        18.6597                 NaN   1.62189     
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.4953        6.86489        10.2068        50.1624        18.6541                 NaN   1.61647     
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.78937        12.5834        10.2466        50.1172        18.6510                 NaN   1.61240     
