|6.6.6
Archiving\03_Data\Dfrac/QFM_m5/YM20/YM20_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       iron           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ne             lc             ilm           
  1538.85        2500.00        98.7617                 NaN            NaN            NaN  0.633090E-001            NaN  0.135801        1.03919                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        98.7062                 NaN            NaN            NaN  0.121121E-004            NaN  0.968417E-002   1.28408                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        98.7024                 NaN            NaN            NaN            NaN            NaN            NaN   1.29756                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        98.7064                 NaN            NaN            NaN            NaN            NaN            NaN   1.29356                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        98.7045                 NaN            NaN            NaN            NaN            NaN            NaN   1.29547                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        98.7042                 NaN            NaN            NaN            NaN            NaN            NaN   1.29582                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        98.6973                 NaN            NaN            NaN            NaN            NaN            NaN   1.30269                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        98.6915                 NaN            NaN            NaN            NaN            NaN            NaN   1.30852                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        98.6842                 NaN            NaN            NaN            NaN            NaN            NaN   1.31583                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        98.6580                 NaN            NaN            NaN            NaN            NaN            NaN   1.34197                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        97.9854                 NaN            NaN            NaN            NaN            NaN            NaN   1.02907       0.985550                 NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        97.8335                 NaN            NaN            NaN            NaN            NaN            NaN  0.868558        1.29798                 NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        97.8725                 NaN            NaN            NaN            NaN            NaN            NaN   1.27557       0.851913                 NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        97.9086                 NaN            NaN            NaN            NaN            NaN            NaN  0.834126        1.25727                 NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        97.9421                 NaN            NaN            NaN            NaN            NaN            NaN  0.819757        1.23815                 NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        97.9785                 NaN            NaN            NaN            NaN            NaN            NaN  0.802284        1.21923                 NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        98.0084                 NaN            NaN            NaN            NaN            NaN            NaN  0.784718        1.20693                 NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        98.0382                 NaN            NaN            NaN            NaN            NaN            NaN  0.772385        1.18940                 NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        98.0723                 NaN            NaN            NaN            NaN            NaN            NaN   1.17074       0.756924                 NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.0992                 NaN            NaN            NaN            NaN            NaN            NaN   1.15875       0.742077                 NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.1285                 NaN            NaN            NaN            NaN            NaN            NaN   1.14267       0.728871                 NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.1548                 NaN            NaN            NaN            NaN            NaN            NaN   1.12875       0.716478                 NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.1822                 NaN            NaN            NaN            NaN            NaN            NaN   1.11512       0.702682                 NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.2041                 NaN            NaN            NaN            NaN            NaN            NaN  0.689167        1.10669                 NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.2336                 NaN            NaN            NaN            NaN            NaN            NaN   1.09030       0.676103                 NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        97.3043                 NaN            NaN            NaN            NaN            NaN            NaN   1.22017        1.08914       0.386351                 NaN            NaN            NaN            NaN
  1473.68        2500.00        94.1268                 NaN            NaN            NaN  0.227155E-004            NaN            NaN   1.65431        2.50883        1.71007                 NaN            NaN            NaN            NaN
  1471.18        2500.00        94.2807                 NaN            NaN            NaN  0.282464                 NaN            NaN   1.66418        2.06344        1.70918                 NaN            NaN            NaN            NaN
  1468.67        2500.00        94.4276                 NaN            NaN            NaN  0.454641                 NaN            NaN   1.65882        1.76399        1.69490                 NaN            NaN            NaN            NaN
  1466.17        2500.00        94.7476                 NaN            NaN            NaN  0.438472                 NaN            NaN   1.56684        1.64865        1.59841                 NaN            NaN            NaN            NaN
  1463.66        2500.00        94.9528                 NaN            NaN            NaN  0.431593                 NaN            NaN   1.56614        1.51140        1.53805                 NaN            NaN            NaN            NaN
  1461.15        2500.00        95.1696                 NaN            NaN            NaN  0.421938                 NaN            NaN   1.44980        1.48437        1.47430                 NaN            NaN            NaN            NaN
  1458.65        2500.00        94.8939                 NaN  0.802196E-001            NaN  0.254757                 NaN            NaN   1.53349        1.68597        1.55163                 NaN            NaN            NaN            NaN
  1456.14        2500.00        94.0729                 NaN  0.261957                 NaN            NaN            NaN            NaN   1.80097        2.06443        1.79974                 NaN            NaN            NaN            NaN
  1453.63        2500.00        94.4400                 NaN  0.243720                 NaN            NaN            NaN            NaN   1.93965        1.68647        1.69018                 NaN            NaN            NaN            NaN
  1451.13        2500.00        94.7764                 NaN  0.226624                 NaN            NaN            NaN            NaN   1.82640        1.58140        1.58914                 NaN            NaN            NaN            NaN
  1448.62        2500.00        95.0800                 NaN  0.211753                 NaN            NaN            NaN            NaN   1.48673        1.72366        1.49786                 NaN            NaN            NaN            NaN
  1446.12        2500.00        95.3520                 NaN  0.198229                 NaN            NaN            NaN            NaN   1.63156        1.40258        1.41561                 NaN            NaN            NaN            NaN
  1443.61        2500.00        95.5990                 NaN  0.186070                 NaN            NaN            NaN            NaN   1.32521        1.54875        1.34092                 NaN            NaN            NaN            NaN
  1441.10        2500.00        95.8224                 NaN  0.175152                 NaN            NaN            NaN            NaN   1.47301        1.25620        1.27321                 NaN            NaN            NaN            NaN
  1438.60        2500.00        96.0266                 NaN  0.164649                 NaN            NaN            NaN            NaN   1.19079        1.40622        1.21171                 NaN            NaN            NaN            NaN
  1436.09        2500.00        96.2122                 NaN  0.155477                 NaN            NaN            NaN            NaN   1.34490        1.13199        1.15539                 NaN            NaN            NaN            NaN
  1433.58        2500.00        96.3866                 NaN  0.146773                 NaN            NaN            NaN            NaN   1.28603        1.07843        1.10220                 NaN            NaN            NaN            NaN
  1431.08        2500.00        96.5451                 NaN  0.138984                 NaN            NaN            NaN            NaN   1.23373        1.02807        1.05413                 NaN            NaN            NaN            NaN
  1428.57        2500.00        96.6917                 NaN  0.131618                 NaN            NaN            NaN            NaN   1.18547       0.981729        1.00948                 NaN            NaN            NaN            NaN
  1426.07        2500.00        96.8277                 NaN  0.124564                 NaN            NaN            NaN            NaN   1.14114       0.938493       0.968077                 NaN            NaN            NaN            NaN
  1423.56        2500.00        96.9550                 NaN  0.118339                 NaN            NaN            NaN            NaN   1.09877       0.898933       0.928918                 NaN            NaN            NaN            NaN
  1421.05        2500.00        97.0733                 NaN  0.112495                 NaN            NaN            NaN            NaN   1.05957       0.861852       0.892743                 NaN            NaN            NaN            NaN
  1418.55        2500.00        97.1834                 NaN  0.106680                 NaN            NaN            NaN            NaN   1.02476       0.826212       0.858993                 NaN            NaN            NaN            NaN
  1416.04        2500.00        97.2871                 NaN  0.101547                 NaN            NaN            NaN            NaN  0.990589       0.793719       0.827085                 NaN            NaN            NaN            NaN
  1413.53        2500.00        97.3841                 NaN  0.964466E-001            NaN            NaN            NaN            NaN  0.959682       0.762449       0.797283                 NaN            NaN            NaN            NaN
  1411.03        2500.00        97.4756                 NaN  0.919019E-001            NaN            NaN            NaN            NaN  0.733509       0.929878       0.769152                 NaN            NaN            NaN            NaN
  1408.52        2500.00        97.5617                 NaN  0.876217E-001            NaN            NaN            NaN            NaN  0.706259       0.901967       0.742452                 NaN            NaN            NaN            NaN
  1406.02        2500.00        97.6420                 NaN  0.831849E-001            NaN            NaN            NaN            NaN  0.876837       0.680242       0.717741                 NaN            NaN            NaN            NaN
  1403.51        2500.00        97.7194                 NaN  0.793760E-001            NaN            NaN            NaN            NaN  0.851755       0.655758       0.693696                 NaN            NaN            NaN            NaN
  1401.00        2500.00        97.7918                 NaN  0.757005E-001            NaN            NaN            NaN            NaN  0.828577       0.632828       0.671138                 NaN            NaN            NaN            NaN
  1398.50        2500.00        97.8607                 NaN  0.721159E-001            NaN            NaN            NaN            NaN  0.610111       0.807295       0.649768                 NaN            NaN            NaN            NaN
  1395.99        2500.00        97.9256                 NaN  0.686738E-001            NaN            NaN            NaN            NaN  0.589001       0.787055       0.629689                 NaN            NaN            NaN            NaN
  1393.48        2500.00        97.9878                 NaN  0.654869E-001            NaN            NaN            NaN            NaN  0.767067       0.569437       0.610217                 NaN            NaN            NaN            NaN
  1390.98        2500.00        98.0461                 NaN  0.623421E-001            NaN            NaN            NaN            NaN  0.550785       0.748846       0.591950                 NaN            NaN            NaN            NaN
  1388.47        2500.00        98.1022                 NaN  0.595316E-001            NaN            NaN            NaN            NaN  0.532985       0.730695       0.574557                 NaN            NaN            NaN            NaN
  1385.96        2500.00        98.1557                 NaN  0.565536E-001            NaN            NaN            NaN            NaN  0.515012       0.715061       0.557723                 NaN            NaN            NaN            NaN
  1383.46        2500.00        98.2060                 NaN  0.537860E-001            NaN            NaN            NaN            NaN  0.699997       0.498114       0.542069                 NaN            NaN            NaN            NaN
  1380.95        2500.00        98.2547                 NaN  0.511983E-001            NaN            NaN            NaN            NaN  0.482446       0.685001       0.526676                 NaN            NaN            NaN            NaN
  1378.45        2500.00        98.3013                 NaN  0.487892E-001            NaN            NaN            NaN            NaN  0.467692       0.670243       0.512007                 NaN            NaN            NaN            NaN
  1375.94        2500.00        98.3453                 NaN  0.462857E-001            NaN            NaN            NaN            NaN  0.452617       0.657574       0.498181                 NaN            NaN            NaN            NaN
  1373.43        2500.00        98.3873                 NaN  0.441233E-001            NaN            NaN            NaN            NaN  0.643732       0.439985       0.484899                 NaN            NaN            NaN            NaN
  1370.93        2500.00        98.4289                 NaN  0.416623E-001            NaN            NaN            NaN            NaN  0.425418       0.632307       0.471680                 NaN            NaN            NaN            NaN
  1368.42        2500.00        98.4673                 NaN  0.395878E-001            NaN            NaN            NaN            NaN  0.412932       0.620590       0.459589                 NaN            NaN            NaN            NaN
  1365.91        2500.00        98.5045                 NaN  0.376300E-001            NaN            NaN            NaN            NaN  0.609184       0.400902       0.447772                 NaN            NaN            NaN            NaN
  1363.41        2500.00        98.5403                 NaN  0.355366E-001            NaN            NaN            NaN            NaN  0.598905       0.388822       0.436461                 NaN            NaN            NaN            NaN
  1360.90        2500.00        98.5750                 NaN  0.336312E-001            NaN            NaN            NaN            NaN  0.377647       0.588345       0.425417                 NaN            NaN            NaN            NaN
  1358.40        2500.00        98.6076                 NaN  0.316415E-001            NaN            NaN            NaN            NaN  0.366289       0.579370       0.415066                 NaN            NaN            NaN            NaN
  1355.89        2500.00        98.6393                 NaN  0.298733E-001            NaN            NaN            NaN            NaN  0.569755       0.356153       0.404880                 NaN            NaN            NaN            NaN
  1353.38        2500.00        98.6703                 NaN  0.282207E-001            NaN            NaN            NaN            NaN  0.345770       0.560648       0.395013                 NaN            NaN            NaN            NaN
  1350.88        2500.00        98.6995                 NaN  0.263109E-001            NaN            NaN            NaN            NaN  0.553083       0.335412       0.385702                 NaN            NaN            NaN            NaN
  1348.37        2500.00        98.7275                 NaN  0.245880E-001            NaN            NaN            NaN            NaN  0.325848       0.545272       0.376752                 NaN            NaN            NaN            NaN
  1345.86        2500.00        98.7542                 NaN  0.228801E-001            NaN            NaN            NaN            NaN  0.316749       0.537920       0.368231                 NaN            NaN            NaN            NaN
  1343.36        2500.00        98.7816                 NaN  0.214382E-001            NaN            NaN            NaN            NaN  0.529781       0.307815       0.359373                 NaN            NaN            NaN            NaN
  1340.85        2500.00        98.8065                 NaN  0.200295E-001            NaN            NaN            NaN            NaN  0.299757       0.522340       0.351375                 NaN            NaN            NaN            NaN
  1338.35        2500.00        98.8309                 NaN  0.183924E-001            NaN            NaN            NaN            NaN  0.291043       0.516130       0.343530                 NaN            NaN            NaN            NaN
  1335.84        2500.00        98.8543                 NaN  0.168731E-001            NaN            NaN            NaN            NaN  0.509988       0.282781       0.336013                 NaN            NaN            NaN            NaN
  1333.33        2500.00        98.8776                 NaN  0.156201E-001            NaN            NaN            NaN            NaN  0.275019       0.503225       0.328526                 NaN            NaN            NaN            NaN
  1330.83        2500.00        98.8993                 NaN  0.141333E-001            NaN            NaN            NaN            NaN  0.267288       0.497730       0.321564                 NaN            NaN            NaN            NaN
  1328.32        2500.00        98.9206                 NaN  0.127767E-001            NaN            NaN            NaN            NaN  0.491816       0.260229       0.314616                 NaN            NaN            NaN            NaN
  1325.81        2500.00        98.9412                 NaN  0.114390E-001            NaN  0.122303E-005            NaN            NaN  0.252766       0.486598       0.308008                 NaN            NaN            NaN            NaN
  1323.31        2500.00        98.9727                 NaN  0.511834E-002            NaN  0.420468E-001            NaN            NaN  0.257424       0.421875       0.300879                 NaN            NaN            NaN            NaN
  1320.80        2500.00        98.9852                 NaN  0.165610E-001            NaN  0.553869E-001            NaN            NaN  0.269429       0.370196       0.303276                 NaN            NaN            NaN            NaN
  1318.30        2500.00        61.5625                 NaN  0.436548                 NaN   2.39314                 NaN            NaN   4.95843        2.37884        4.70559        23.5649                 NaN            NaN            NaN
  1315.79        2500.00        66.4389                 NaN  0.398951                 NaN   2.24227                 NaN            NaN   4.39379        1.70839        4.08301        20.7347                 NaN            NaN            NaN
  1313.28        2500.00        74.0246                 NaN  0.303345                 NaN   1.91230                 NaN            NaN   1.01111        3.47979        3.15675        16.1121                 NaN            NaN            NaN
  1310.78        2500.00        78.9963                 NaN  0.241123                 NaN   1.67852                 NaN            NaN   2.87650       0.581775        2.55058        13.0752                 NaN            NaN            NaN
  1308.27        2500.00        82.4709                 NaN  0.197969                 NaN   1.50222                 NaN            NaN   2.45199       0.302162        2.12729        10.9475                 NaN            NaN            NaN
  1305.76        2500.00        85.0585                 NaN  0.161918                 NaN   1.41325                 NaN            NaN   2.17363                 NaN   1.81050        9.38217                 NaN            NaN            NaN
  1303.26        2500.00        86.9931                 NaN  0.142957                 NaN   1.23512                 NaN            NaN   1.89055                 NaN   1.57740        8.16082                 NaN            NaN            NaN
  1300.75        2500.00        87.1252                 NaN  0.148088                 NaN   1.21719                 NaN            NaN   1.85819                 NaN   1.56507        8.08624                 NaN            NaN            NaN
  1298.25        2500.00        88.0130                 NaN  0.145082                 NaN   1.16123                 NaN            NaN   1.71781                 NaN   1.46722        7.49561                 NaN            NaN            NaN
  1295.74        2500.00        93.0490                 NaN  0.691060E-001            NaN  0.702274                 NaN            NaN  0.998140                 NaN  0.845885        4.33560                 NaN            NaN            NaN
  1293.23        2500.00        88.3778                 NaN  0.151943                 NaN   1.15223                 NaN            NaN   1.65190                 NaN   1.46648        7.19968                 NaN            NaN            NaN
  1290.73        2500.00        92.2850                 NaN  0.941023E-001            NaN  0.725495                 NaN            NaN   1.11398                 NaN  0.915018        4.86637                 NaN            NaN            NaN
  1288.22        2500.00        97.2620                 NaN  0.162792E-002            NaN  0.276942                 NaN            NaN  0.461388                 NaN  0.267684        1.73039                 NaN            NaN            NaN
  1285.71        2500.00        93.7884                 NaN  0.794808E-001            NaN  0.532278                 NaN            NaN  0.985627                 NaN  0.748211        3.86602                 NaN            NaN            NaN
  1283.21        2500.00        94.1911                 NaN  0.770036E-001            NaN  0.369840                 NaN            NaN  0.412232       0.768579       0.716282        3.46493                 NaN            NaN            NaN
  1280.70        2500.00        90.9644                 NaN  0.108534                 NaN  0.850963                 NaN            NaN   1.37372                 NaN   1.07979        5.62258                 NaN            NaN            NaN
  1278.20        2500.00        98.4922                 NaN  0.163628E-001            NaN  0.807649E-001            NaN            NaN  0.533474E-001  0.357884       0.204955       0.794474                 NaN            NaN            NaN
  1275.69        2500.00        95.2617                 NaN  0.606456E-001            NaN  0.414519                 NaN            NaN  0.798288                 NaN  0.573313        2.89151                 NaN            NaN            NaN
  1273.18        2500.00        88.3207                 NaN  0.131871                 NaN   1.04366                 NaN            NaN   1.94996                 NaN   1.38481        7.16901                 NaN            NaN            NaN
  1270.68        2500.00        99.9805                 NaN  0.129851E-002            NaN  0.182318E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1268.17        2500.00        98.1486                 NaN  0.106305E-001            NaN  0.203722                 NaN            NaN  0.333456                 NaN  0.247083        1.05656                 NaN            NaN            NaN
  1265.66        2500.00        96.6569                 NaN  0.526323E-001            NaN  0.115904                 NaN            NaN  0.391695       0.475323       0.419670        1.88792                 NaN            NaN            NaN
  1263.16        2500.00        96.2880                 NaN  0.314612E-001            NaN  0.340875                 NaN            NaN  0.623935       0.845158E-001  0.452638        2.17854                 NaN            NaN            NaN
  1260.65        2500.00        96.3933                 NaN  0.231720                 NaN  0.489909E-001            NaN            NaN  0.721909                 NaN  0.474339        2.12972                 NaN            NaN            NaN
  1258.15        2500.00        14.1377        83.7945                 NaN            NaN            NaN            NaN  0.396512       0.610778E-001            NaN            NaN   1.36886       0.195570       0.457101E-001            NaN
  1255.64        2500.00        49.2706                 NaN            NaN            NaN            NaN            NaN  0.938871E-001   6.04741        6.94027        4.73321        23.1655        8.16738                 NaN   1.58171     
  1253.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.30332        15.4451        3.77346        6.35253        45.9748        14.9553        6.14286        2.05264     
  1250.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.19803        3.89439        15.3865        6.42026        45.9767        14.9893        6.06380        2.07097     
  1248.12        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.09262        4.01363        15.3298        6.48816        45.9790        15.0236        5.98390        2.08932     
  1245.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.98707        4.13127        15.2747        6.55623        45.9818        15.0581        5.90315        2.10767     
  1243.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.88138        4.24734        15.2214        6.62446        45.9849        15.0929        5.82154        2.12602     
  1240.60        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.76571        4.39224        15.1456        6.69481        45.9875        15.1286        5.73917        2.14634     
  1238.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.64579        4.54716        15.0625        6.76616        45.9902        15.1648        5.65596        2.16749     
  1235.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.52617        4.69859        14.9828        6.83755        45.9933        15.2012        5.57184        2.18856     
  1233.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.41123        4.84071        14.9093        6.90744        45.9982        15.2377        5.48672        2.20882     
  1230.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.29629        4.98017        14.8385        6.97748        46.0034        15.2744        5.40066        2.22906     
  1228.07        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.18227        5.11646        14.7703        7.04705        46.0098        15.3115        5.31357        2.24915     
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.06970        14.7045        5.24933        7.11580        46.0175        15.3488        5.22539        2.26905     
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.95189        5.39445        14.6298        7.18573        46.0252        15.3867        5.13628        2.28996     
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.82569        14.5401        5.55997        7.25750        46.0326        15.4253        5.04629        2.31253     
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.70762        15.3769        4.12263        6.77384        46.4309        15.3813        5.02980        2.17699     
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.86565        4.14817        15.2000        7.19498        46.1196        15.4304        4.91751        2.12360     
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.86565        4.14817        15.2000        7.19498        46.1806        15.4599        4.82715        2.12360     
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.86565        4.14817        15.2000        7.19498        46.2423        15.4896        4.73567        2.12360     
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.86565        4.14817        15.2000        7.19498        46.3048        15.5198        4.64305        2.12360     
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.56998        15.1506        4.37032        7.33761        46.2609        15.5708        4.56040        2.17934     
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.56998        15.1506        4.37032        7.33761        46.3242        15.6013        4.46657        2.17934     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.56998        15.1506        4.37032        7.33761        46.3892        15.6327        4.37025        2.17934     
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.56998        15.1506        4.37032        7.33761        46.4549        15.6644        4.27284        2.17934     
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.61800        6.83993        14.0109        7.98289        46.1233        15.8228        4.08462        2.51759     
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.50357        6.93493        13.9895        8.05607        46.1344        15.8638        3.98194        2.53585     
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.91891        5.05918        14.9010        7.90543        46.1780        15.8027        3.97167        2.26308     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.91891        5.05918        14.9010        7.90543        46.2461        15.8356        3.87084        2.26308     
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.91891        5.05918        14.9010        7.90543        46.3148        15.8687        3.76886        2.26308     
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.91891        5.05918        14.9010        7.90543        46.3852        15.9027        3.66450        2.26308     
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.91891        5.05918        14.9010        7.90543        46.4560        15.9369        3.55953        2.26308     
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.91891        5.05918        14.9010        7.90543        46.5278        15.9715        3.45323        2.26308     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.91891        5.05918        14.9010        7.90543        46.6004        16.0065        3.34558        2.26308     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.91891        5.05918        14.9010        7.90543        46.6739        16.0420        3.23655        2.26308     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.91891        5.05918        14.9010        7.90543        46.7484        16.0779        3.12613        2.26308     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.91891        5.05918        14.9010        7.90543        46.8238        16.1143        3.01431        2.26308     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.91891        5.05918        14.9010        7.90543        46.9002        16.1512        2.90106        2.26308     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.91891        5.05918        14.9010        7.90543        46.9776        16.1885        2.78637        2.26308     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.91891        5.05918        14.9010        7.90543        47.0559        16.2263        2.67021        2.26308     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.929485        8.06512        13.9033        9.10322        46.3413        16.4714        2.41163        2.77453     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.812729        13.8949        8.15217        9.18026        46.3604        16.5180        2.28955        2.79201     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.686797        13.8721        8.25919        9.25932        46.3794        16.5655        2.16627        2.81144     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.575843        8.35751        13.8455        9.32735        46.4107        16.6138        2.03966        2.82961     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.446940        8.47272        13.8162        9.40632        46.4322        16.6624        1.91335        2.84986     
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.282362        8.66535        13.7305        9.49270        46.4511        16.7136        1.78638        2.87801     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.118655        8.85492        13.6474        9.57914        46.4707        16.7652        1.65793        2.90597     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.98536        13.5929        9.64701        46.5064        16.8153        1.52673        2.92630     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.95601        13.6169        9.66507        46.5837        16.8610        1.39068        2.92663     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.6613        8.91115        9.68855        46.6550        16.9063        1.25264        2.92497     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.7378        8.84728        9.72590        46.7087        16.9500        1.11205        2.91816     
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.71375        13.9389        9.82055        46.6860        16.9848       0.966197        2.88987     
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.63589        14.0350        9.86454        46.7333        17.0284       0.822032        2.88076     
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.0732        8.60493        9.89506        46.7991        17.0746       0.676516        2.87667     
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.1117        8.57394        9.92579        46.8657        17.1212       0.529249        2.87246     
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.54278        14.1508        9.95678        46.9331        17.1683       0.380174        2.86810     
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.1213        8.53735        9.94484        47.0609        17.2235       0.232186        2.87989     
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.1632        8.50560        9.97761        47.1282        17.2714       0.792822E-001   2.87475     
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.2067        8.47109        10.0110        47.1458        17.2957                 NaN   2.86965     
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.19930        14.5809        10.1372        46.9804        17.2749                 NaN   2.82733     
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.17893        14.6091        10.1746        46.9414        17.2739                 NaN   2.82209     
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.17613        14.6116        10.1997        46.9177        17.2742                 NaN   2.82068     
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.17619        14.6080        10.2235        46.8968        17.2754                 NaN   2.82017     
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.17481        14.6093        10.2480        46.8734        17.2757                 NaN   2.81880     
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.6144        8.17114        10.2731        46.8488        17.2756                 NaN   2.81696     
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.18402        14.5959        10.2898        46.8352        17.2770                 NaN   2.81809     
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.6712        8.12818        10.3335        46.7850        17.2734                 NaN   2.80871     
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.03804        14.7714        10.3737        46.7430        17.2722                 NaN   2.80170     
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.98927        14.8360        10.4162        46.6960        17.2695                 NaN   2.79306     
