|6.6.6
Archiving\03_Data\frac/QFM_m4.5/TIS/TIS_3.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       pxmn           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             iron           ilm            San(TH)        q             
  1536.34        2500.00        99.1067                 NaN            NaN            NaN  0.865241E-001  0.806752                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.1149                 NaN            NaN            NaN  0.839034E-001  0.801174                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.1266                 NaN            NaN            NaN  0.829299E-001  0.790469                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        98.9274                 NaN            NaN            NaN            NaN  0.961243E-001  0.976428                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        98.8960                 NaN            NaN            NaN            NaN  0.501911E-001   1.05381                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        98.8946                 NaN            NaN            NaN            NaN  0.189201E-001   1.08650                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        98.9057                 NaN            NaN            NaN            NaN  0.217743       0.876512                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        98.8894                 NaN            NaN            NaN            NaN            NaN   1.11062                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        98.8822                 NaN            NaN            NaN            NaN            NaN   1.11782                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        98.8747                 NaN            NaN            NaN            NaN            NaN   1.12530                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        98.8646                 NaN            NaN  0.161489E-002            NaN            NaN   1.13374                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        98.8446                 NaN            NaN  0.218473E-002            NaN            NaN   1.15317                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        98.8178                 NaN            NaN  0.744930E-002            NaN            NaN   1.17473                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        98.7960                 NaN            NaN  0.731129E-002            NaN            NaN   1.19673                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        98.7639                 NaN            NaN  0.712113E-002            NaN            NaN   1.22894                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        98.7101                 NaN            NaN  0.686013E-002            NaN            NaN   1.28309                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        98.4838                 NaN            NaN  0.548492E-002            NaN            NaN  0.929555       0.581160                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        98.2557                 NaN            NaN  0.360709E-002            NaN            NaN  0.292206        1.44846                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.2824                 NaN            NaN  0.341413E-002            NaN            NaN  0.297046        1.41711                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.3141                 NaN            NaN  0.320353E-002            NaN            NaN   1.38361       0.299045                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.3333                 NaN            NaN  0.300714E-002            NaN            NaN   1.36634       0.297403                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.3603                 NaN            NaN  0.281633E-002            NaN            NaN  0.299174        1.33772                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.3827                 NaN            NaN  0.263236E-002            NaN            NaN  0.289475        1.32517                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.4062                 NaN            NaN  0.245485E-002            NaN            NaN   1.29243       0.298895                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.4278                 NaN            NaN  0.227439E-002            NaN            NaN  0.300731        1.26919                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.4479                 NaN            NaN  0.212800E-002            NaN            NaN   1.24923       0.300751                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.4682                 NaN            NaN  0.196242E-002            NaN            NaN   1.22927       0.300613                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.4853                 NaN            NaN  0.183222E-002            NaN            NaN   1.21109       0.301816                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.5059                 NaN            NaN  0.163756E-002            NaN            NaN   1.19337       0.299085                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.5245                 NaN            NaN  0.151314E-002            NaN            NaN  0.298801        1.17519                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.5451                 NaN            NaN  0.130242E-002  0.315636E-001            NaN  0.231477        1.19055                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.5785                 NaN            NaN  0.101921E-002  0.847251E-001            NaN   1.22323       0.112483                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.5933                 NaN            NaN  0.893541E-003  0.846093E-001            NaN   1.20910       0.112050                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.6083                 NaN            NaN  0.773682E-003  0.816233E-001            NaN  0.118139        1.19120                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.6229                 NaN            NaN  0.657401E-003  0.788352E-001            NaN  0.122025        1.17555                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.6364                 NaN            NaN  0.546384E-003  0.759678E-001            NaN  0.127520        1.15952                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.6477                 NaN            NaN  0.435388E-003  0.737152E-001            NaN  0.130396        1.14771                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.6632                 NaN            NaN  0.338140E-003  0.700302E-001            NaN  0.136159        1.13023                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.6260                 NaN            NaN  0.577847E-003  0.120636                 NaN   1.01560       0.237193                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.7294                 NaN            NaN  0.424802E-004  0.193636E-001            NaN  0.498295E-001   1.20133                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.6996                 NaN            NaN            NaN  0.553637E-001            NaN   1.12147       0.123518                 NaN            NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.7054                 NaN            NaN  0.221614E-003  0.599371E-001            NaN   1.08536       0.149083                 NaN            NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        98.7142                 NaN            NaN  0.164321E-003  0.574886E-001            NaN  0.149714        1.07840                 NaN            NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        98.7239                 NaN            NaN            NaN  0.547806E-001            NaN   1.06922       0.152101                 NaN            NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        98.7314                 NaN            NaN            NaN  0.522611E-001            NaN   1.06278       0.153572                 NaN            NaN            NaN            NaN            NaN            NaN
  1423.56        2500.00        98.7388                 NaN            NaN            NaN  0.497791E-001            NaN   1.05551       0.155883                 NaN            NaN            NaN            NaN            NaN            NaN
  1421.05        2500.00        97.0674                 NaN            NaN            NaN  0.437567                 NaN   1.40002       0.151410                 NaN  0.943629                 NaN            NaN            NaN            NaN
  1418.55        2500.00        96.5944                 NaN            NaN            NaN  0.562936                 NaN   1.51976       0.961851E-001            NaN   1.22676                 NaN            NaN            NaN            NaN
  1416.04        2500.00        96.6763                 NaN            NaN            NaN  0.560547                 NaN   1.52823       0.362561E-001            NaN   1.19862                 NaN            NaN            NaN            NaN
  1413.53        2500.00        96.7594                 NaN            NaN            NaN  0.547809                 NaN  0.206109E-001   1.50444                 NaN   1.16778                 NaN            NaN            NaN            NaN
  1411.03        2500.00        96.8336                 NaN            NaN            NaN  0.538466                 NaN   1.48736                 NaN            NaN   1.14053                 NaN            NaN            NaN            NaN
  1408.52        2500.00        96.9196                 NaN            NaN            NaN  0.530368                 NaN   1.43805                 NaN            NaN   1.11198                 NaN            NaN            NaN            NaN
  1406.02        2500.00        96.9905                 NaN            NaN            NaN  0.522453                 NaN   1.40404                 NaN            NaN   1.08302                 NaN            NaN            NaN            NaN
  1403.51        2500.00        97.0432                 NaN            NaN            NaN  0.516900                 NaN   1.37355                 NaN            NaN   1.06638                 NaN            NaN            NaN            NaN
  1401.00        2500.00        97.1262                 NaN            NaN            NaN  0.498635                 NaN   1.34407                 NaN            NaN   1.03110                 NaN            NaN            NaN            NaN
  1398.50        2500.00        97.1742                 NaN            NaN            NaN  0.493392                 NaN   1.31811                 NaN            NaN   1.01434                 NaN            NaN            NaN            NaN
  1395.99        2500.00        97.2247                 NaN            NaN            NaN  0.461826                 NaN   1.32190                 NaN            NaN  0.991538                 NaN            NaN            NaN            NaN
  1393.48        2500.00        97.2939                 NaN            NaN            NaN  0.461321                 NaN   1.27937                 NaN            NaN  0.965399                 NaN            NaN            NaN            NaN
  1390.98        2500.00        97.2227                 NaN            NaN            NaN  0.341928                 NaN   1.42202                 NaN            NaN  0.979505       0.338598E-001            NaN            NaN            NaN
  1388.47        2500.00        97.1796                 NaN            NaN            NaN  0.227418                 NaN   1.55018                 NaN            NaN  0.983244       0.595140E-001            NaN            NaN            NaN
  1385.96        2500.00        97.2279                 NaN            NaN            NaN  0.179854                 NaN   1.57617                 NaN            NaN  0.956079       0.599924E-001            NaN            NaN            NaN
  1383.46        2500.00        97.2647                 NaN            NaN            NaN  0.119251                 NaN   1.62173                 NaN            NaN  0.931879       0.624247E-001            NaN            NaN            NaN
  1380.95        2500.00        97.3421                 NaN            NaN            NaN  0.111856                 NaN   1.58607                 NaN            NaN  0.901586       0.583534E-001            NaN            NaN            NaN
  1378.45        2500.00        97.4177                 NaN            NaN            NaN  0.116016                 NaN   1.53761                 NaN            NaN  0.875315       0.533804E-001            NaN            NaN            NaN
  1375.94        2500.00        97.4506                 NaN            NaN            NaN  0.498066E-001            NaN  0.673260E-001   1.52350                 NaN  0.852458       0.563587E-001            NaN            NaN            NaN
  1373.43        2500.00        97.5675                 NaN            NaN            NaN  0.140111                 NaN   1.42642                 NaN            NaN  0.824169       0.417810E-001            NaN            NaN            NaN
  1370.93        2500.00        97.6511                 NaN            NaN            NaN  0.179820                 NaN   1.33627                 NaN            NaN  0.799656       0.331427E-001            NaN            NaN            NaN
  1368.42        2500.00        97.7316                 NaN            NaN            NaN  0.225542                 NaN   1.24205                 NaN            NaN  0.776914       0.239125E-001            NaN            NaN            NaN
  1365.91        2500.00        97.8007                 NaN            NaN            NaN  0.261556                 NaN   1.16593                 NaN            NaN  0.756087       0.156897E-001            NaN            NaN            NaN
  1363.41        2500.00        97.8610                 NaN            NaN            NaN  0.281383                 NaN   1.11173                 NaN            NaN  0.735934       0.996019E-002            NaN            NaN            NaN
  1360.90        2500.00        97.9173                 NaN            NaN            NaN  0.309585                 NaN   1.05295                 NaN            NaN  0.717530       0.268174E-002            NaN            NaN            NaN
  1358.40        2500.00        97.9551                 NaN            NaN            NaN  0.311746                 NaN   1.02848                 NaN            NaN  0.703330       0.134036E-002            NaN            NaN            NaN
  1355.89        2500.00        97.9932                 NaN            NaN            NaN  0.313250                 NaN   1.00474                 NaN            NaN  0.688827                 NaN            NaN            NaN            NaN
  1353.38        2500.00        98.0283                 NaN            NaN            NaN  0.310654                 NaN  0.985308                 NaN            NaN  0.675719                 NaN            NaN            NaN            NaN
  1350.88        2500.00        98.0600                 NaN            NaN            NaN  0.302091                 NaN  0.975438                 NaN            NaN  0.662497                 NaN            NaN            NaN            NaN
  1348.37        2500.00        97.9888                 NaN            NaN            NaN  0.291019                 NaN   1.00722                 NaN            NaN  0.679063                 NaN  0.338756E-001            NaN            NaN
  1345.86        2500.00        97.8720                 NaN            NaN            NaN  0.282260                 NaN   1.04982                 NaN            NaN  0.710040                 NaN  0.859089E-001            NaN            NaN
  1343.36        2500.00        97.9202                 NaN            NaN            NaN  0.276138                 NaN   1.02756                 NaN            NaN  0.693198                 NaN  0.828829E-001            NaN            NaN
  1340.85        2500.00        97.9691                 NaN            NaN            NaN  0.273973                 NaN  0.999778                 NaN            NaN  0.677002                 NaN  0.801356E-001            NaN            NaN
  1338.35        2500.00        98.0156                 NaN            NaN            NaN  0.265662                 NaN  0.980881                 NaN            NaN  0.660638                 NaN  0.771879E-001            NaN            NaN
  1335.84        2500.00        98.0623                 NaN            NaN            NaN  0.263750                 NaN  0.954427                 NaN            NaN  0.644874                 NaN  0.746172E-001            NaN            NaN
  1333.33        2500.00        98.1071                 NaN            NaN            NaN  0.256940                 NaN  0.934653                 NaN            NaN  0.629455                 NaN  0.718856E-001            NaN            NaN
  1330.83        2500.00        98.1502                 NaN            NaN            NaN  0.248512                 NaN  0.917917                 NaN            NaN  0.614156                 NaN  0.691907E-001            NaN            NaN
  1328.32        2500.00        98.1923                 NaN            NaN            NaN  0.243684                 NaN  0.897726                 NaN            NaN  0.599575                 NaN  0.667138E-001            NaN            NaN
  1325.81        2500.00        98.2339                 NaN            NaN            NaN  0.236901                 NaN  0.879894                 NaN            NaN  0.585109                 NaN  0.642276E-001            NaN            NaN
  1323.31        2500.00        98.2725                 NaN            NaN            NaN  0.229500                 NaN  0.864989                 NaN            NaN  0.571234                 NaN  0.618090E-001            NaN            NaN
  1320.80        2500.00        98.3107                 NaN            NaN            NaN  0.221621                 NaN  0.850626                 NaN            NaN  0.557593                 NaN  0.594171E-001            NaN            NaN
  1318.30        2500.00        98.3469                 NaN            NaN            NaN  0.214740                 NaN  0.836385                 NaN            NaN  0.544804                 NaN  0.571317E-001            NaN            NaN
  1315.79        2500.00        98.3847                 NaN            NaN            NaN  0.207057                 NaN  0.822296                 NaN            NaN  0.531085                 NaN  0.548677E-001            NaN            NaN
  1313.28        2500.00        98.4213                 NaN            NaN            NaN  0.201072                 NaN  0.806211                 NaN            NaN  0.518679                 NaN  0.527818E-001            NaN            NaN
  1310.78        2500.00        98.4558                 NaN            NaN            NaN  0.189776                 NaN  0.797726                 NaN            NaN  0.506290                 NaN  0.504192E-001            NaN            NaN
  1308.27        2500.00        98.4898                 NaN            NaN            NaN  0.184557                 NaN  0.783451                 NaN            NaN  0.493767                 NaN  0.484665E-001            NaN            NaN
  1305.76        2500.00        98.5225                 NaN            NaN            NaN  0.177538                 NaN  0.771118                 NaN            NaN  0.482370                 NaN  0.464955E-001            NaN            NaN
  1303.26        2500.00        98.5542                 NaN            NaN            NaN  0.170916                 NaN  0.759121                 NaN            NaN  0.471197                 NaN  0.445327E-001            NaN            NaN
  1300.75        2500.00        98.5858                 NaN            NaN            NaN  0.162376                 NaN  0.749344                 NaN            NaN  0.459916                 NaN  0.425679E-001            NaN            NaN
  1298.25        2500.00        68.5473                 NaN            NaN            NaN   1.21992                 NaN   6.85907                 NaN            NaN   4.49121                 NaN  0.584654        18.2979                 NaN
  1295.74        2500.00        72.5797                 NaN            NaN            NaN  0.981695                 NaN   6.20815                 NaN            NaN   3.92730                 NaN  0.491652        15.8115                 NaN
  1293.23        2500.00        78.1680                 NaN            NaN            NaN  0.653243                 NaN   5.24159                 NaN            NaN   3.15155                 NaN  0.377558        12.4080                 NaN
  1290.73        2500.00        81.8936                 NaN            NaN            NaN  0.433142                 NaN   4.57663                 NaN            NaN   2.63370                 NaN  0.302678        10.1603                 NaN
  1288.22        2500.00        84.5014                 NaN            NaN            NaN  0.245982                 NaN   4.15534                 NaN            NaN   2.26661                 NaN  0.248633        8.58203                 NaN
  1285.71        2500.00        82.2560                 NaN            NaN            NaN  0.461300                 NaN   4.45816                 NaN            NaN   2.62855                 NaN  0.298778        9.89722                 NaN
  1283.21        2500.00        90.2308                 NaN            NaN            NaN            NaN            NaN   2.97316                 NaN            NaN   1.45024                 NaN  0.137586        5.20824                 NaN
  1280.70        2500.00        91.6750                 NaN            NaN            NaN            NaN            NaN   2.55551                 NaN            NaN   1.23471                 NaN  0.119815        4.41498                 NaN
  1278.20        2500.00        90.6378                 NaN            NaN            NaN            NaN            NaN   2.80975                 NaN            NaN   1.39532                 NaN  0.133688        5.02344                 NaN
  1275.69        2500.00        91.8590                 NaN            NaN            NaN            NaN            NaN   2.43915                 NaN            NaN   1.24692                 NaN  0.105309        4.34963                 NaN
  1273.18        2500.00        94.2163                 NaN            NaN            NaN            NaN            NaN  0.734267                 NaN            NaN  0.901368                 NaN  0.124142        4.02391                 NaN
  1270.68        2500.00        90.8519                 NaN            NaN            NaN            NaN            NaN   3.48861                 NaN            NaN   1.38158                 NaN  0.104692        4.17318                 NaN
  1268.17        2500.00        94.8849                 NaN            NaN            NaN            NaN            NaN   1.49254                 NaN            NaN  0.659158                 NaN  0.799764E-001   2.88343                 NaN
  1265.66        2500.00        91.1422                 NaN            NaN            NaN            NaN            NaN   1.59484       0.473341                 NaN   1.29561                 NaN  0.165921        5.32812                 NaN
  1263.16        2500.00        97.5182                 NaN            NaN            NaN            NaN            NaN   1.52015                 NaN            NaN  0.515198                 NaN            NaN  0.446500                 NaN
  1260.65        2500.00        95.6365                 NaN            NaN            NaN            NaN            NaN   1.34921                 NaN            NaN  0.629378                 NaN            NaN   2.38495                 NaN
  1258.15        2500.00        93.9897                 NaN            NaN            NaN            NaN            NaN   1.63293                 NaN            NaN  0.875023                 NaN  0.103147        3.39922                 NaN
  1255.64        2500.00        95.5787                 NaN            NaN            NaN            NaN            NaN  0.370349       0.157141                 NaN  0.691676                 NaN  0.139081        3.06301                 NaN
  1253.13        2500.00        83.2635                 NaN            NaN            NaN            NaN            NaN  0.840612        2.08262                 NaN   1.65017                 NaN  0.107325        7.24377        4.81203     
  1250.63        2500.00        83.8673                 NaN            NaN            NaN            NaN            NaN  0.952925        1.91543                 NaN   1.60345                 NaN  0.101101        6.86342        4.69639     
  1248.12        2500.00        79.2473                 NaN            NaN            NaN            NaN            NaN   1.20194        2.52192                 NaN   2.16813                 NaN  0.123163        8.10779        6.62972     
  1245.61        2500.00        86.0130                 NaN            NaN            NaN            NaN            NaN  0.801244        1.59804                 NaN   1.36029                 NaN  0.857497E-001   6.08246        4.05920     
  1243.11        2500.00        83.0990                 NaN            NaN            NaN            NaN            NaN  0.950210        1.82184                 NaN   1.60882                 NaN  0.102655        7.43204        4.98548     
  1240.60        2500.00        79.1544                 NaN            NaN            NaN            NaN            NaN   1.15398        2.16489       0.609749E-004   1.97698                 NaN  0.124172        9.06349        6.36202     
  1238.10        2500.00        83.8426                 NaN            NaN            NaN            NaN            NaN   2.02188        1.66093                 NaN   1.83748                 NaN  0.124046E-001   6.31491        4.30983     
  1235.59        2500.00        80.4104                 NaN            NaN            NaN            NaN            NaN  0.982088        1.79289                 NaN   1.80049                 NaN  0.128585        8.52378        6.36180     
  1233.08        2500.00        72.6438                 NaN            NaN            NaN            NaN            NaN   2.96381       0.755858                 NaN   2.36010                 NaN  0.188584        12.1434        8.94446     
  1230.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.02023        10.5599                 NaN   8.34975                 NaN  0.601934        46.1487        33.3195     
  1228.07        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.53873        5.96956                 NaN   8.27538                 NaN  0.617298        46.2944        33.3046     
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.59922        5.91090                 NaN   8.28109                 NaN  0.616594        46.2857        33.3065     
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.65901        5.85297                 NaN   8.28683                 NaN  0.615887        46.2769        33.3084     
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.71852        5.79538                 NaN   8.29258                 NaN  0.615163        46.2680        33.3104     
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.77704        5.73883       0.858965E-006   8.29834                 NaN  0.614427        46.2591        33.3123     
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.83523        5.68270       0.107025E-005   8.30412                 NaN  0.613680        46.2500        33.3142     
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.75944        5.75145       0.191590E-005   8.30696                 NaN  0.614999        46.2533        33.3138     
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.94892        5.57325       0.162749E-005   8.31574                 NaN  0.612148        46.2318        33.3181     
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.00571        5.51864       0.200613E-005   8.32157                 NaN  0.611364        46.2226        33.3201     
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.06120        5.46539       0.646219E-005   8.32742                 NaN  0.610566        46.2133        33.3221     
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.11640        5.41250       0.198697E-004   8.33327                 NaN  0.609758        46.2039        33.3241     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.23170        8.18548       0.496522E-004   8.25479                 NaN  0.629649        46.3985        33.2998     
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.22386        5.30972       0.165720E-003   8.34499                 NaN  0.608103        46.1850        33.3282     
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.705601        10.9133                 NaN   8.43566                 NaN  0.588987        46.0075        33.3489     
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.822781        10.7985                 NaN   8.44075                 NaN  0.588184        45.9989        33.3509     
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.937023        10.6866                 NaN   8.44573                 NaN  0.587370        45.9904        33.3529     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.11652        8.31523       0.385409E-004   8.28982                 NaN  0.624723        46.3434        33.3103     
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.48146        5.06533                 NaN   8.37450                 NaN  0.603744        46.1364        33.3385     
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.53060        5.01899                 NaN   8.38044                 NaN  0.602831        46.1265        33.3407     
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.05203        8.38908       0.331629E-004   8.31062                 NaN  0.621647        46.3099        33.3167     
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.62697        4.92831                 NaN   8.39231                 NaN  0.600975        46.1065        33.3449     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.67367        4.88460                 NaN   8.39826                 NaN  0.600025        46.0963        33.3471     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.99067        8.46024       0.285927E-004   8.33128                 NaN  0.618465        46.2761        33.3233     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.76569        4.79869                 NaN   8.41017                 NaN  0.598090        46.0759        33.3515     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.81023        4.75730                 NaN   8.41613                 NaN  0.597104        46.0656        33.3537     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.74223        4.82072       0.176155E-005   8.41826                 NaN  0.597976        46.0669        33.3539     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.78667        4.77960       0.176113E-005   8.42417                 NaN  0.596958        46.0564        33.3562     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.89801        8.57039                 NaN   8.36523                 NaN  0.612982        46.2190        33.3343     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.87167        4.70141       0.175901E-005   8.43604                 NaN  0.594883        46.0353        33.3607     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.91315        4.66343       0.175851E-005   8.44197                 NaN  0.593828        46.0246        33.3630     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.84800        8.63120                 NaN   8.38532                 NaN  0.609581        46.1847        33.3412     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.83212        8.65080                 NaN   8.39197                 NaN  0.608431        46.1732        33.3435     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.81701        8.66966                 NaN   8.39858                 NaN  0.607270        46.1617        33.3458     
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.80250        8.68796                 NaN   8.40517                 NaN  0.606105        46.1502        33.3481     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.78836        8.70592                 NaN   8.41174                 NaN  0.604929        46.1386        33.3504     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.77473        8.72342                 NaN   8.41827                 NaN  0.603746        46.1271        33.3527     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.76162        8.74043                 NaN   8.42479                 NaN  0.602553        46.1155        33.3551     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.74909        8.75688                 NaN   8.43127                 NaN  0.601357        46.1039        33.3574     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.73744        8.77256                 NaN   8.43772                 NaN  0.600150        46.0923        33.3598     
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.72610        8.78782                 NaN   8.44412                 NaN  0.598948        46.0809        33.3622     
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.71551        8.80243                 NaN   8.45053                 NaN  0.597727        46.0693        33.3645     
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.70511        8.81690                 NaN   8.45691                 NaN  0.596501        46.0576        33.3669     
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.69577        8.83033                 NaN   8.46323                 NaN  0.595269        46.0461        33.3693     
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.68695        8.84324                 NaN   8.46953                 NaN  0.594041        46.0345        33.3717     
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.67874        8.85559                 NaN   8.47578                 NaN  0.592800        46.0230        33.3741     
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.45107        4.18909                 NaN   8.53665                 NaN  0.575415        45.8462        33.4016     
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.47663        4.16796                 NaN   8.54254                 NaN  0.574177        45.8346        33.4041     
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.35579       0.290766E-003   4.29930        8.54922                 NaN  0.571600        45.8178        33.4060     
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.37659       0.273701E-003   4.28271        8.55459                 NaN  0.570364        45.8071        33.4083     
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.39544        4.26172       0.705773E-002   8.56060                 NaN  0.569016        45.7954        33.4108     
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.41996       0.237689E-003   4.24850        8.56650                 NaN  0.567678        45.7839        33.4132     
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.63841        8.92548                 NaN   8.51877                 NaN  0.584003        45.9422        33.3911     
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.60907        4.06310                 NaN   8.57760                 NaN  0.566567        45.7642        33.4195     
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.62758        4.04933       0.158591E-005   8.58342                 NaN  0.565273        45.7523        33.4221     
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.64537        4.03634       0.123091E-005   8.58922                 NaN  0.563969        45.7404        33.4247     
