|6.6.6
Archiving\03_Data\frac/QFM_m5/YM20/YM20_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       pxmn           mang           iron           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1563.91        2500.00        98.9334                 NaN            NaN            NaN            NaN  0.656034E-001            NaN   1.00102                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        98.9457                 NaN            NaN            NaN            NaN  0.646411E-001            NaN  0.989680                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        98.9596                 NaN            NaN            NaN            NaN  0.604509E-001            NaN  0.979967                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        98.9732                 NaN            NaN            NaN            NaN  0.601427E-001            NaN  0.966694                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        98.9834                 NaN            NaN            NaN            NaN  0.549638E-001            NaN  0.961656                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        98.9963                 NaN            NaN            NaN            NaN  0.528478E-001            NaN  0.950829                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        99.0083                 NaN            NaN            NaN            NaN  0.505361E-001            NaN  0.941210                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        99.0167                 NaN            NaN            NaN            NaN  0.462404E-001            NaN  0.937048                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.0301                 NaN            NaN            NaN            NaN  0.448798E-001            NaN  0.924982                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        99.0432                 NaN            NaN            NaN            NaN  0.428424E-001            NaN  0.913995                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.0524                 NaN            NaN            NaN            NaN  0.412545E-001            NaN  0.906330                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        99.0483                 NaN            NaN            NaN            NaN  0.439159E-001            NaN  0.907774                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.0984                 NaN            NaN            NaN            NaN  0.364422E-001            NaN  0.865152                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.0818                 NaN            NaN            NaN            NaN  0.356576E-001            NaN  0.882514                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.0981                 NaN            NaN            NaN            NaN  0.304923E-001            NaN  0.871427                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.1064                 NaN            NaN            NaN            NaN  0.316757E-001            NaN  0.861939                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        98.9450                 NaN            NaN            NaN            NaN  0.348613E-003            NaN  0.140008       0.914649                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        98.9285                 NaN            NaN            NaN            NaN  0.334008E-005            NaN  0.205184E-001   1.05100                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        98.9336                 NaN            NaN            NaN            NaN            NaN            NaN  0.104561E-001   1.05591                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        98.9406                 NaN            NaN            NaN            NaN            NaN            NaN  0.236560E-003   1.05915                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        98.9444                 NaN            NaN            NaN            NaN            NaN            NaN  0.155131E-002   1.05400                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        98.9487                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.05130                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        98.9567                 NaN            NaN            NaN            NaN            NaN            NaN  0.194246E-001   1.02392                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        98.9561                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.04386                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        98.9576                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.04236                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        98.9535                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.04650                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        98.9609                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.03911                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        98.9538                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.04623                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        98.9443                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.05571                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.8338                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.988186       0.178006                 NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.3848                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.665563       0.949663                 NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.4098                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.936495       0.653667                 NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.4355                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.922606       0.641906                 NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.4597                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.630697       0.909582                 NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.4800                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.899058       0.620948                 NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.5078                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.883813       0.608340                 NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.5280                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.599285       0.872749                 NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.5502                 NaN            NaN            NaN            NaN            NaN            NaN  0.119098E-001  0.577161       0.860703                 NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.5713                 NaN            NaN            NaN            NaN            NaN            NaN  0.971220E-002  0.568931       0.850088                 NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.5887                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.569482       0.841859                 NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.6135                 NaN            NaN            NaN            NaN            NaN            NaN  0.624424E-001  0.831681       0.492379                 NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.6291                 NaN            NaN            NaN            NaN            NaN            NaN  0.450233E-001  0.503010       0.822836                 NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.6524                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.540053       0.807497                 NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.6647                 NaN            NaN            NaN            NaN            NaN            NaN  0.166236E-001  0.515165       0.803463                 NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.6859                 NaN            NaN            NaN            NaN            NaN            NaN  0.457125E-001  0.793090       0.475282                 NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        96.7276                 NaN            NaN            NaN            NaN            NaN            NaN  0.131460E-001  0.926318        1.42001       0.912964                 NaN            NaN            NaN            NaN
  1448.62        2500.00        96.5440                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.913080        1.52313        1.01980                 NaN            NaN            NaN            NaN
  1446.12        2500.00        96.6669                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.878360        1.47069       0.984042                 NaN            NaN            NaN            NaN
  1443.61        2500.00        96.7834                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.42067       0.846112       0.949772                 NaN            NaN            NaN            NaN
  1441.10        2500.00        96.8817                 NaN            NaN            NaN            NaN  0.631590E-001            NaN            NaN  0.832387        1.29261       0.930104                 NaN            NaN            NaN            NaN
  1438.60        2500.00        96.9583                 NaN            NaN            NaN            NaN  0.262519                 NaN            NaN  0.986546       0.855812       0.936777                 NaN            NaN            NaN            NaN
  1436.09        2500.00        97.0573                 NaN            NaN            NaN            NaN  0.258089                 NaN            NaN  0.830105       0.947667       0.906794                 NaN            NaN            NaN            NaN
  1433.58        2500.00        97.1552                 NaN            NaN            NaN            NaN  0.253566                 NaN            NaN  0.803220       0.910928       0.877123                 NaN            NaN            NaN            NaN
  1431.08        2500.00        97.2436                 NaN            NaN            NaN            NaN  0.249285                 NaN            NaN  0.778451       0.878184       0.850484                 NaN            NaN            NaN            NaN
  1428.57        2500.00        97.3280                 NaN            NaN            NaN            NaN  0.245354                 NaN            NaN  0.846675       0.755103       0.824899                 NaN            NaN            NaN            NaN
  1426.07        2500.00        97.4089                 NaN            NaN            NaN            NaN  0.241414                 NaN            NaN  0.732976       0.816443       0.800297                 NaN            NaN            NaN            NaN
  1423.56        2500.00        97.4854                 NaN            NaN            NaN            NaN  0.237813                 NaN            NaN  0.787045       0.712872       0.776882                 NaN            NaN            NaN            NaN
  1421.05        2500.00        97.5585                 NaN            NaN            NaN            NaN  0.234258                 NaN            NaN  0.691418       0.761082       0.754720                 NaN            NaN            NaN            NaN
  1418.55        2500.00        97.6251                 NaN            NaN            NaN            NaN  0.231037                 NaN            NaN  0.672686       0.736542       0.734604                 NaN            NaN            NaN            NaN
  1416.04        2500.00        97.6959                 NaN            NaN            NaN            NaN  0.226388                 NaN            NaN  0.653551       0.711769       0.712403                 NaN            NaN            NaN            NaN
  1413.53        2500.00        97.7573                 NaN            NaN            NaN            NaN  0.223776                 NaN            NaN  0.636357       0.688705       0.693819                 NaN            NaN            NaN            NaN
  1411.03        2500.00        97.8179                 NaN            NaN            NaN            NaN  0.220428                 NaN            NaN  0.619148       0.667309       0.675199                 NaN            NaN            NaN            NaN
  1408.52        2500.00        97.8765                 NaN            NaN            NaN            NaN  0.217447                 NaN            NaN  0.645598       0.603094       0.657355                 NaN            NaN            NaN            NaN
  1406.02        2500.00        97.9307                 NaN            NaN            NaN            NaN  0.212021                 NaN            NaN  0.587682       0.629523       0.640098                 NaN            NaN            NaN            NaN
  1403.51        2500.00        97.9849                 NaN            NaN            NaN            NaN  0.213317                 NaN            NaN  0.574547       0.603480       0.623735                 NaN            NaN            NaN            NaN
  1401.00        2500.00        98.0349                 NaN            NaN            NaN            NaN  0.207685                 NaN            NaN  0.559773       0.589739       0.607873                 NaN            NaN            NaN            NaN
  1398.50        2500.00        98.0843                 NaN            NaN            NaN            NaN  0.205187                 NaN            NaN  0.545599       0.572155       0.592722                 NaN            NaN            NaN            NaN
  1395.99        2500.00        98.1325                 NaN            NaN            NaN            NaN  0.202361                 NaN            NaN  0.554661       0.532924       0.577509                 NaN            NaN            NaN            NaN
  1393.48        2500.00        98.1760                 NaN            NaN            NaN            NaN  0.199401                 NaN            NaN  0.520352       0.540218       0.564000                 NaN            NaN            NaN            NaN
  1390.98        2500.00        98.2206                 NaN            NaN            NaN            NaN  0.196629                 NaN            NaN  0.507127       0.525502       0.550126                 NaN            NaN            NaN            NaN
  1388.47        2500.00        98.2624                 NaN            NaN            NaN            NaN  0.193361                 NaN            NaN  0.511565       0.495677       0.536976                 NaN            NaN            NaN            NaN
  1385.96        2500.00        98.3026                 NaN            NaN            NaN            NaN  0.177147                 NaN            NaN  0.480294       0.517550       0.522410                 NaN            NaN            NaN            NaN
  1383.46        2500.00        98.3428                 NaN            NaN            NaN            NaN  0.200753                 NaN            NaN  0.466157       0.476685       0.513654                 NaN            NaN            NaN            NaN
  1380.95        2500.00        98.3673                 NaN            NaN  0.646411E-002            NaN  0.168936                 NaN            NaN  0.467880       0.486102       0.503323                 NaN            NaN            NaN            NaN
  1378.45        2500.00        98.3280                 NaN            NaN  0.413301E-001            NaN  0.693407E-001            NaN            NaN  0.471034       0.577480       0.512772                 NaN            NaN            NaN            NaN
  1375.94        2500.00        98.3750                 NaN            NaN  0.383825E-001            NaN  0.731687E-001            NaN            NaN  0.457080       0.557973       0.498358                 NaN            NaN            NaN            NaN
  1373.43        2500.00        98.4140                 NaN            NaN  0.367449E-001            NaN  0.670570E-001            NaN            NaN  0.553446       0.443648       0.485148                 NaN            NaN            NaN            NaN
  1370.93        2500.00        98.4597                 NaN            NaN  0.322949E-001            NaN  0.871390E-001            NaN            NaN  0.513466       0.434760       0.472631                 NaN            NaN            NaN            NaN
  1368.42        2500.00        98.4912                 NaN            NaN  0.308009E-001            NaN  0.849246E-001            NaN            NaN  0.424979       0.505400       0.462647                 NaN            NaN            NaN            NaN
  1365.91        2500.00        98.5406                 NaN            NaN  0.282449E-001            NaN  0.810523E-001            NaN            NaN  0.497077       0.407328       0.445662                 NaN            NaN            NaN            NaN
  1363.41        2500.00        98.5685                 NaN            NaN  0.260912E-001            NaN  0.860322E-001            NaN            NaN  0.400466       0.480833       0.438059                 NaN            NaN            NaN            NaN
  1360.90        2500.00        98.6089                 NaN            NaN  0.231797E-001            NaN  0.934083E-001            NaN            NaN  0.390821       0.458671       0.424980                 NaN            NaN            NaN            NaN
  1358.40        2500.00        98.6409                 NaN            NaN  0.212278E-001            NaN  0.957392E-001            NaN            NaN  0.446821       0.379950       0.415359                 NaN            NaN            NaN            NaN
  1355.89        2500.00        98.6703                 NaN            NaN  0.192743E-001            NaN  0.970945E-001            NaN            NaN  0.435190       0.372514       0.405586                 NaN            NaN            NaN            NaN
  1353.38        2500.00        98.7061                 NaN            NaN  0.169582E-001            NaN  0.970860E-001            NaN            NaN  0.425827       0.360071       0.393977                 NaN            NaN            NaN            NaN
  1350.88        2500.00        98.7339                 NaN            NaN  0.148261E-001            NaN  0.101717                 NaN            NaN  0.410797       0.353285       0.385454                 NaN            NaN            NaN            NaN
  1348.37        2500.00        98.7625                 NaN            NaN  0.127647E-001            NaN  0.104448                 NaN            NaN  0.399116       0.344723       0.376422                 NaN            NaN            NaN            NaN
  1345.86        2500.00        98.7909                 NaN            NaN  0.107559E-001            NaN  0.107966                 NaN            NaN  0.385830       0.337131       0.367392                 NaN            NaN            NaN            NaN
  1343.36        2500.00        98.8176                 NaN            NaN  0.879933E-002            NaN  0.110428                 NaN            NaN  0.329839       0.374489       0.358814                 NaN            NaN            NaN            NaN
  1340.85        2500.00        98.8434                 NaN            NaN  0.683983E-002            NaN  0.112876                 NaN            NaN  0.364164       0.322166       0.350526                 NaN            NaN            NaN            NaN
  1338.35        2500.00        98.8685                 NaN            NaN  0.486671E-002            NaN  0.116055                 NaN            NaN  0.315165       0.352871       0.342528                 NaN            NaN            NaN            NaN
  1335.84        2500.00        98.8926                 NaN            NaN  0.295859E-002            NaN  0.118693                 NaN            NaN  0.342624       0.308338       0.334778                 NaN            NaN            NaN            NaN
  1333.33        2500.00        98.9168                 NaN            NaN  0.863301E-003            NaN  0.124442                 NaN            NaN  0.328404       0.301840       0.327655                 NaN            NaN            NaN            NaN
  1330.83        2500.00        98.9299                 NaN            NaN  0.508714E-002            NaN  0.104437                 NaN            NaN  0.296487       0.342334       0.321793                 NaN            NaN            NaN            NaN
  1328.32        2500.00        98.9546                 NaN            NaN            NaN            NaN  0.120359                 NaN            NaN  0.319357       0.290888       0.314805                 NaN            NaN            NaN            NaN
  1325.81        2500.00        98.9790                 NaN            NaN            NaN            NaN  0.115655                 NaN            NaN  0.283502       0.315376       0.306472                 NaN            NaN            NaN            NaN
  1323.31        2500.00        98.9939                 NaN            NaN            NaN            NaN  0.112912                 NaN            NaN  0.278664       0.312861       0.301613                 NaN            NaN            NaN            NaN
  1320.80        2500.00        85.0878                 NaN            NaN  0.144851                 NaN  0.936071                 NaN            NaN   1.98611        1.21365        1.95683        8.67465                 NaN            NaN            NaN
  1318.30        2500.00        53.6428                 NaN            NaN  0.557926                 NaN   2.77699                 NaN            NaN   2.94532        5.90228        5.65114        28.5235                 NaN            NaN            NaN
  1315.79        2500.00        66.6020                 NaN            NaN  0.395990                 NaN   2.24188                 NaN            NaN   4.36360        1.69507        4.06533        20.6362                 NaN            NaN            NaN
  1313.28        2500.00        74.1520                 NaN            NaN  0.301939                 NaN   1.90862                 NaN            NaN   3.45863        1.00211        3.14278        16.0339                 NaN            NaN            NaN
  1310.78        2500.00        79.0908                 NaN            NaN  0.240836                 NaN   1.67389                 NaN            NaN  0.577056        2.86003        2.54039        13.0170                 NaN            NaN            NaN
  1308.27        2500.00        82.5614                 NaN            NaN  0.197197                 NaN   1.49826                 NaN            NaN   2.43943       0.295784        2.11722        10.8907                 NaN            NaN            NaN
  1305.76        2500.00        85.1077                 NaN            NaN  0.165381                 NaN   1.35867                 NaN            NaN   2.12683       0.107966        1.80727        9.32613                 NaN            NaN            NaN
  1303.26        2500.00        87.0687                 NaN            NaN  0.142363                 NaN   1.23058                 NaN            NaN   1.87717                 NaN   1.56892        8.11226                 NaN            NaN            NaN
  1300.75        2500.00        88.6154                 NaN            NaN  0.127402                 NaN   1.08631                 NaN            NaN   1.65489                 NaN   1.38266        7.13332                 NaN            NaN            NaN
  1298.25        2500.00        89.8645                 NaN            NaN  0.114231                 NaN  0.970424                 NaN            NaN   1.47828                 NaN   1.23202        6.34050                 NaN            NaN            NaN
  1295.74        2500.00        90.8971                 NaN            NaN  0.103400                 NaN  0.875010                 NaN            NaN   1.33218                 NaN   1.10722        5.68506                 NaN            NaN            NaN
  1293.23        2500.00        91.7599                 NaN            NaN  0.939412E-001            NaN  0.793046                 NaN            NaN   1.21543                 NaN   1.00295        5.13470                 NaN            NaN            NaN
  1290.73        2500.00        92.4969                 NaN            NaN  0.860153E-001            NaN  0.724788                 NaN            NaN   1.11086                 NaN  0.914098        4.66736                 NaN            NaN            NaN
  1288.22        2500.00        91.5273                 NaN            NaN  0.879539E-001            NaN  0.781464                 NaN            NaN   1.39333                 NaN   1.02040        5.18951                 NaN            NaN            NaN
  1285.71        2500.00        93.6254                 NaN            NaN  0.916799E-001            NaN  0.654135                 NaN            NaN  0.880841                 NaN  0.817621        3.93030                 NaN            NaN            NaN
  1283.21        2500.00        93.3912                 NaN            NaN  0.775194E-001            NaN  0.725430                 NaN            NaN   1.01600                 NaN  0.876385        3.91348                 NaN            NaN            NaN
  1280.70        2500.00        96.8947                 NaN            NaN  0.189648E-001            NaN  0.214193                 NaN            NaN  0.433560                 NaN  0.269313        2.16927                 NaN            NaN            NaN
  1278.20        2500.00        94.9625                 NaN            NaN  0.571337E-001            NaN  0.476687                 NaN            NaN  0.810987                 NaN  0.611536        3.08118                 NaN            NaN            NaN
  1275.69        2500.00        95.1543                 NaN            NaN  0.548789E-001            NaN  0.451095                 NaN            NaN  0.799303                 NaN  0.589570        2.95090                 NaN            NaN            NaN
  1273.18        2500.00        95.4394                 NaN            NaN  0.513069E-001            NaN  0.422860                 NaN            NaN  0.762911                 NaN  0.553700        2.76981                 NaN            NaN            NaN
  1270.68        2500.00        95.3615                 NaN            NaN  0.568460E-001            NaN  0.374622                 NaN            NaN  0.122174       0.743343       0.569314        2.77216                 NaN            NaN            NaN
  1268.17        2500.00        96.1837                 NaN            NaN  0.428917E-001            NaN  0.312241                 NaN            NaN  0.642750       0.845918E-001  0.461837        2.27198                 NaN            NaN            NaN
  1265.66        2500.00        95.5044                 NaN            NaN  0.593562E-001            NaN  0.305634E-001            NaN            NaN  0.196826        1.23867       0.586477        2.38367                 NaN            NaN            NaN
  1263.16        2500.00        96.7370                 NaN            NaN  0.402559E-001            NaN  0.259754                 NaN            NaN  0.673301                 NaN  0.404537        1.88515                 NaN            NaN            NaN
  1260.65        2500.00        95.5026                 NaN            NaN            NaN            NaN  0.308822                 NaN            NaN  0.754321                 NaN  0.509369        2.72678       0.198146                 NaN            NaN
  1258.15        2500.00        87.3436                 NaN            NaN            NaN            NaN  0.493040                 NaN            NaN   2.39318                 NaN   1.18513        6.29186       0.502377        1.79082                 NaN
  1255.64        2500.00        73.9977                 NaN            NaN            NaN            NaN  0.668390E-001            NaN            NaN   3.26585        3.14778        2.36171        12.0757       0.760256        4.32422                 NaN
  1253.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.15268        6.76276        14.5162        7.49087        44.8864        2.36800        15.4869        5.33627     
  1250.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.15268        6.76276        14.5162        7.49087        44.9369        2.36800        15.5112        5.26144     
  1248.12        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.69685        7.36188        14.2139        7.66563        44.8609        2.44854        15.5600        5.19239     
  1245.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.69685        7.36188        14.2139        7.66563        44.9124        2.44854        15.5848        5.11602     
  1243.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.69685        7.36187        14.2139        7.66563        44.9645        2.44854        15.6100        5.03875     
  1240.60        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.69685        7.36187        14.2139        7.66563        45.0172        2.44854        15.6354        4.96055     
  1238.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.69685        7.36188        14.2139        7.66563        45.0706        2.44854        15.6612        4.88143     
  1235.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.69685        7.36188        14.2139        7.66563        45.1246        2.44854        15.6872        4.80136     
  1233.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.65270        7.39399        14.1943        7.69138        45.1623        2.46152        15.7189        4.72498     
  1230.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.65270        7.39399        14.1943        7.69138        45.2176        2.46152        15.7455        4.64300     
  1228.07        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.50189        14.6344        7.05046        7.84335        45.1554        2.48567        15.7874        4.54147     
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.50189        14.6344        7.05046        7.84335        45.2119        2.48567        15.8147        4.45770     
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.50189        14.6344        7.05046        7.84335        45.2691        2.48567        15.8423        4.37292     
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.50189        14.6344        7.05046        7.84335        45.3270        2.48567        15.8702        4.28709     
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.44435        13.6586        8.72049        8.40300        45.0000        2.65867        15.9872        4.12773     
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.60131        7.35121        14.2064        8.17043        45.1577        2.46507        15.9466        4.10124     
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.60131        7.35121        14.2064        8.17043        45.2174        2.46507        15.9754        4.01276     
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.53315        7.41901        14.1782        8.19805        45.2575        2.47833        16.0092        3.92664     
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.53315        7.41901        14.1782        8.19805        45.3186        2.47833        16.0387        3.83599     
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.18171        7.97395        13.8093        8.45917        45.1904        2.53643        16.0999        3.74918     
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.18171        7.97395        13.8093        8.45917        45.2522        2.53643        16.1297        3.65752     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.08821        7.83197        13.9797        8.55096        45.2450        2.55800        16.1713        3.57484     
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.08821        7.83197        13.9797        8.55096        45.3091        2.55800        16.2022        3.47983     
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.08821        7.83197        13.9797        8.55096        45.3739        2.55800        16.2335        3.38376     
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.08821        7.83197        13.9797        8.55096        45.4394        2.55800        16.2651        3.28660     
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.08821        7.83197        13.9797        8.55096        45.5057        2.55800        16.2971        3.18834     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.08821        7.83197        13.9797        8.55096        45.5727        2.55800        16.3294        3.08898     
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.08821        7.83197        13.9797        8.55096        45.6405        2.55800        16.3621        2.98848     
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.08821        7.83197        13.9797        8.55096        45.7099        2.55800        16.3956        2.88564     
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.08821        7.83197        13.9797        8.55096        45.7796        2.55800        16.4293        2.78220     
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.08821        7.83197        13.9797        8.55096        45.8503        2.55800        16.4634        2.67745     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.08821        7.83197        13.9797        8.55096        45.9219        2.55800        16.4979        2.57136     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.08821        7.83197        13.9797        8.55096        45.9943        2.55800        16.5329        2.46392     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.08821        7.83197        13.9797        8.55096        46.0677        2.55800        16.5683        2.35511     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.08821        7.83197        13.9797        8.55096        46.1421        2.55800        16.6041        2.24492     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.08821        7.83197        13.9797        8.55096        46.2173        2.55800        16.6405        2.13332     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.08821        7.83197        13.9797        8.55096        46.2936        2.55800        16.6772        2.02030     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.06260        14.5456        7.26315        8.67971        46.2718        2.56308        16.7269        1.88717     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.32710        15.1606        6.56457        8.84951        46.1446        2.46307        16.7437        1.74686     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.582393        14.2366        8.52790        9.67182        45.6093        2.78540        16.8954        1.69113     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.1218        9.20380        9.75880        45.7350        2.85271        16.9958        1.33211     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.16170        14.1679        9.79154        45.7881        2.84907        17.0370        1.20465     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.14584        14.1898        9.82244        45.8441        2.84220        17.0791        1.07655     
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.10673        14.2335        9.85498        45.8994        2.83753        17.1215       0.946357     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.55699        13.6702        9.87365        45.9580        2.86627        17.1623       0.912578     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.51981        13.7121        9.89674        46.0216        2.86341        17.2039       0.782453     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.47291        13.7675        9.91998        46.0873        2.85942        17.2466       0.646337     
