|6.6.6
Archiving\03_Data\frac/QFM_m5/YM20/YM20_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       pxmn           mang           iron           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1563.91        2500.00        99.0745                 NaN            NaN            NaN            NaN  0.558167E-001            NaN  0.869682                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        99.0856                 NaN            NaN            NaN            NaN  0.549670E-001            NaN  0.859461                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        99.0980                 NaN            NaN            NaN            NaN  0.513654E-001            NaN  0.850634                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        99.1103                 NaN            NaN            NaN            NaN  0.510706E-001            NaN  0.838612                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        99.1194                 NaN            NaN            NaN            NaN  0.466474E-001            NaN  0.833992                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        99.1311                 NaN            NaN            NaN            NaN  0.448262E-001            NaN  0.824114                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        99.1417                 NaN            NaN            NaN            NaN  0.428380E-001            NaN  0.815442                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        99.1493                 NaN            NaN            NaN            NaN  0.391688E-001            NaN  0.811497                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.1615                 NaN            NaN            NaN            NaN  0.379894E-001            NaN  0.800500                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        99.1730                 NaN            NaN            NaN            NaN  0.362449E-001            NaN  0.790745                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.1814                 NaN            NaN            NaN            NaN  0.348764E-001            NaN  0.783720                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        99.1782                 NaN            NaN            NaN            NaN  0.371053E-001            NaN  0.784670                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.2219                 NaN            NaN            NaN            NaN  0.307678E-001            NaN  0.747369                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.2076                 NaN            NaN            NaN            NaN  0.301035E-001            NaN  0.762287                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.2221                 NaN            NaN            NaN            NaN  0.257146E-001            NaN  0.752217                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.2297                 NaN            NaN            NaN            NaN  0.266895E-001            NaN  0.743592                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.0865                 NaN            NaN            NaN            NaN  0.293653E-003            NaN  0.120760       0.792422                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.0723                 NaN            NaN            NaN            NaN  0.281235E-005            NaN  0.176848E-001  0.910002                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.0774                 NaN            NaN            NaN            NaN            NaN            NaN  0.900740E-002  0.913585                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.0839                 NaN            NaN            NaN            NaN            NaN            NaN  0.203635E-003  0.915847                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.0879                 NaN            NaN            NaN            NaN            NaN            NaN  0.133446E-002  0.910726                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.0921                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.907885                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        99.0997                 NaN            NaN            NaN            NaN            NaN            NaN  0.166891E-001  0.883619                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        99.0998                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.900159                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.1017                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.898304                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        99.0988                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.901200                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.1057                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.894279                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        99.1004                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.899622                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.0929                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.907063                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.9981                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.848600       0.153270                 NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.6110                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.571409       0.817591                 NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.6338                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.805608       0.560636                 NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.6571                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.792945       0.549978                 NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.6789                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.539917       0.781158                 NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.6975                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.771515       0.531028                 NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.7226                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.757688       0.519707                 NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.7408                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.511482       0.747690                 NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.7612                 NaN            NaN            NaN            NaN            NaN            NaN  0.101128E-001  0.492037       0.736678                 NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.7802                 NaN            NaN            NaN            NaN            NaN            NaN  0.823845E-002  0.484566       0.727022                 NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.7961                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.484578       0.719344                 NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.8186                 NaN            NaN            NaN            NaN            NaN            NaN  0.528606E-001  0.710057       0.418523                 NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.8327                 NaN            NaN            NaN            NaN            NaN            NaN  0.380848E-001  0.427199       0.702031                 NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.8536                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.458116       0.688240                 NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.8652                 NaN            NaN            NaN            NaN            NaN            NaN  0.140313E-001  0.436539       0.684201                 NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.8844                 NaN            NaN            NaN            NaN            NaN            NaN  0.385415E-001  0.674765       0.402315                 NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        97.0733                 NaN            NaN            NaN            NaN            NaN            NaN  0.110826E-001  0.788279        1.20195       0.925385                 NaN            NaN            NaN            NaN
  1448.62        2500.00        96.9038                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.776037        1.28730        1.03285                 NaN            NaN            NaN            NaN
  1446.12        2500.00        97.0183                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.745384        1.24077       0.995578                 NaN            NaN            NaN            NaN
  1443.61        2500.00        97.1267                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.19648       0.716937       0.959891                 NaN            NaN            NaN            NaN
  1441.10        2500.00        97.2191                 NaN            NaN            NaN            NaN  0.512287E-001            NaN            NaN  0.704165        1.08656       0.938979                 NaN            NaN            NaN            NaN
  1438.60        2500.00        97.2929                 NaN            NaN            NaN            NaN  0.212309                 NaN            NaN  0.827571       0.722719       0.944522                 NaN            NaN            NaN            NaN
  1436.09        2500.00        97.3857                 NaN            NaN            NaN            NaN  0.208114                 NaN            NaN  0.699723       0.793331       0.913094                 NaN            NaN            NaN            NaN
  1433.58        2500.00        97.4770                 NaN            NaN            NaN            NaN  0.203875                 NaN            NaN  0.675918       0.761119       0.882055                 NaN            NaN            NaN            NaN
  1431.08        2500.00        97.5598                 NaN            NaN            NaN            NaN  0.199869                 NaN            NaN  0.653906       0.732274       0.854142                 NaN            NaN            NaN            NaN
  1428.57        2500.00        97.6388                 NaN            NaN            NaN            NaN  0.196141                 NaN            NaN  0.704544       0.633142       0.827354                 NaN            NaN            NaN            NaN
  1426.07        2500.00        97.7144                 NaN            NaN            NaN            NaN  0.192453                 NaN            NaN  0.613512       0.678033       0.801618                 NaN            NaN            NaN            NaN
  1423.56        2500.00        97.7859                 NaN            NaN            NaN            NaN  0.189009                 NaN            NaN  0.652336       0.595600       0.777134                 NaN            NaN            NaN            NaN
  1421.05        2500.00        97.8542                 NaN            NaN            NaN            NaN  0.185667                 NaN            NaN  0.576667       0.629524       0.753963                 NaN            NaN            NaN            NaN
  1418.55        2500.00        97.9165                 NaN            NaN            NaN            NaN  0.182568                 NaN            NaN  0.560045       0.607974       0.732894                 NaN            NaN            NaN            NaN
  1416.04        2500.00        97.9823                 NaN            NaN            NaN            NaN  0.178391                 NaN            NaN  0.543165       0.586394       0.709798                 NaN            NaN            NaN            NaN
  1413.53        2500.00        98.0396                 NaN            NaN            NaN            NaN  0.175833                 NaN            NaN  0.527932       0.566261       0.690363                 NaN            NaN            NaN            NaN
  1411.03        2500.00        98.0960                 NaN            NaN            NaN            NaN  0.172735                 NaN            NaN  0.512757       0.547576       0.670944                 NaN            NaN            NaN            NaN
  1408.52        2500.00        98.1504                 NaN            NaN            NaN            NaN  0.169917                 NaN            NaN  0.528750       0.498584       0.652344                 NaN            NaN            NaN            NaN
  1406.02        2500.00        98.2009                 NaN            NaN            NaN            NaN  0.165163                 NaN            NaN  0.484995       0.514551       0.634377                 NaN            NaN            NaN            NaN
  1403.51        2500.00        98.2513                 NaN            NaN            NaN            NaN  0.165747                 NaN            NaN  0.473302       0.492265       0.617338                 NaN            NaN            NaN            NaN
  1401.00        2500.00        98.2979                 NaN            NaN            NaN            NaN  0.160910                 NaN            NaN  0.460301       0.480096       0.600841                 NaN            NaN            NaN            NaN
  1398.50        2500.00        98.3436                 NaN            NaN            NaN            NaN  0.158534                 NaN            NaN  0.447884       0.464915       0.585089                 NaN            NaN            NaN            NaN
  1395.99        2500.00        98.3882                 NaN            NaN            NaN            NaN  0.155922                 NaN            NaN  0.449832       0.436714       0.569318                 NaN            NaN            NaN            NaN
  1393.48        2500.00        98.4287                 NaN            NaN            NaN            NaN  0.153206                 NaN            NaN  0.425637       0.437224       0.555268                 NaN            NaN            NaN            NaN
  1390.98        2500.00        98.4698                 NaN            NaN            NaN            NaN  0.150642                 NaN            NaN  0.414136       0.424541       0.540895                 NaN            NaN            NaN            NaN
  1388.47        2500.00        98.5084                 NaN            NaN            NaN            NaN  0.147756                 NaN            NaN  0.412501       0.404084       0.527271                 NaN            NaN            NaN            NaN
  1385.96        2500.00        98.5453                 NaN            NaN            NaN            NaN  0.134993                 NaN            NaN  0.390875       0.416535       0.512302                 NaN            NaN            NaN            NaN
  1383.46        2500.00        98.5823                 NaN            NaN            NaN            NaN  0.152736                 NaN            NaN  0.374577       0.387360       0.503053                 NaN            NaN            NaN            NaN
  1380.95        2500.00        98.6082                 NaN            NaN  0.227854E-002            NaN  0.128020                 NaN            NaN  0.379468       0.389748       0.492302                 NaN            NaN            NaN            NaN
  1378.45        2500.00        98.5884                 NaN            NaN  0.145494E-001            NaN  0.524351E-001            NaN            NaN  0.381448       0.462267       0.500923                 NaN            NaN            NaN            NaN
  1375.94        2500.00        98.6299                 NaN            NaN  0.134910E-001            NaN  0.551916E-001            NaN            NaN  0.369493       0.445824       0.486125                 NaN            NaN            NaN            NaN
  1373.43        2500.00        98.6647                 NaN            NaN  0.128959E-001            NaN  0.504565E-001            NaN            NaN  0.441398       0.358023       0.472557                 NaN            NaN            NaN            NaN
  1370.93        2500.00        98.7046                 NaN            NaN  0.113170E-001            NaN  0.654039E-001            NaN            NaN  0.408760       0.350248       0.459701                 NaN            NaN            NaN            NaN
  1368.42        2500.00        98.7328                 NaN            NaN  0.107775E-001            NaN  0.635833E-001            NaN            NaN  0.341817       0.401617       0.449358                 NaN            NaN            NaN            NaN
  1365.91        2500.00        98.7760                 NaN            NaN  0.986861E-002            NaN  0.605393E-001            NaN            NaN  0.394291       0.327038       0.432252                 NaN            NaN            NaN            NaN
  1363.41        2500.00        98.8008                 NaN            NaN  0.910308E-002            NaN  0.640240E-001            NaN            NaN  0.321024       0.380789       0.424299                 NaN            NaN            NaN            NaN
  1360.90        2500.00        98.8362                 NaN            NaN  0.807569E-002            NaN  0.694267E-001            NaN            NaN  0.312733       0.362543       0.411068                 NaN            NaN            NaN            NaN
  1358.40        2500.00        98.8643                 NaN            NaN  0.738526E-002            NaN  0.709896E-001            NaN            NaN  0.352579       0.303552       0.401226                 NaN            NaN            NaN            NaN
  1355.89        2500.00        98.8903                 NaN            NaN  0.669632E-002            NaN  0.718047E-001            NaN            NaN  0.342797       0.297148       0.391269                 NaN            NaN            NaN            NaN
  1353.38        2500.00        98.9214                 NaN            NaN  0.588355E-002            NaN  0.716351E-001            NaN            NaN  0.334823       0.286712       0.379572                 NaN            NaN            NaN            NaN
  1350.88        2500.00        98.9458                 NaN            NaN  0.513688E-002            NaN  0.748686E-001            NaN            NaN  0.322460       0.280859       0.370884                 NaN            NaN            NaN            NaN
  1348.37        2500.00        98.9708                 NaN            NaN  0.441675E-002            NaN  0.766947E-001            NaN            NaN  0.312760       0.273608       0.361734                 NaN            NaN            NaN            NaN
  1345.86        2500.00        98.9956                 NaN            NaN  0.371676E-002            NaN  0.790845E-001            NaN            NaN  0.301849       0.267175       0.352613                 NaN            NaN            NaN            NaN
  1343.36        2500.00        99.0189                 NaN            NaN  0.303668E-002            NaN  0.806963E-001            NaN            NaN  0.260972       0.292483       0.343954                 NaN            NaN            NaN            NaN
  1340.85        2500.00        99.0413                 NaN            NaN  0.235740E-002            NaN  0.822830E-001            NaN            NaN  0.283940       0.254500       0.335599                 NaN            NaN            NaN            NaN
  1338.35        2500.00        99.0631                 NaN            NaN  0.167522E-002            NaN  0.843943E-001            NaN            NaN  0.248583       0.274682       0.327546                 NaN            NaN            NaN            NaN
  1335.84        2500.00        99.0840                 NaN            NaN  0.101712E-002            NaN  0.861030E-001            NaN            NaN  0.266262       0.242816       0.319754                 NaN            NaN            NaN            NaN
  1333.33        2500.00        99.1049                 NaN            NaN  0.296421E-003            NaN  0.900569E-001            NaN            NaN  0.254800       0.237336       0.312582                 NaN            NaN            NaN            NaN
  1330.83        2500.00        99.1183                 NaN            NaN  0.174459E-002            NaN  0.753990E-001            NaN            NaN  0.232769       0.265179       0.306638                 NaN            NaN            NaN            NaN
  1328.32        2500.00        99.1386                 NaN            NaN            NaN            NaN  0.867068E-001            NaN            NaN  0.247009       0.228041       0.299628                 NaN            NaN            NaN            NaN
  1325.81        2500.00        99.1601                 NaN            NaN            NaN            NaN  0.831107E-001            NaN            NaN  0.221900       0.243505       0.291364                 NaN            NaN            NaN            NaN
  1323.31        2500.00        99.1737                 NaN            NaN            NaN            NaN  0.809530E-001            NaN            NaN  0.217758       0.241180       0.286423                 NaN            NaN            NaN            NaN
  1320.80        2500.00        85.9718                 NaN            NaN  0.498695E-001            NaN  0.675409                 NaN            NaN   1.56389       0.942638        1.87247        8.92389                 NaN            NaN            NaN
  1318.30        2500.00        55.2636                 NaN            NaN  0.195729                 NaN   2.04366                 NaN            NaN   2.33489        4.74272        5.51050        29.9089                 NaN            NaN            NaN
  1315.79        2500.00        68.0358                 NaN            NaN  0.137662                 NaN   1.63624                 NaN            NaN   3.47905        1.33369        3.92855        21.4490                 NaN            NaN            NaN
  1313.28        2500.00        75.3786                 NaN            NaN  0.104391                 NaN   1.38658                 NaN            NaN   2.74561       0.785331        3.02058        16.5789                 NaN            NaN            NaN
  1310.78        2500.00        80.1439                 NaN            NaN  0.829514E-001            NaN   1.21256                 NaN            NaN  0.451186        2.26433        2.43258        13.4125                 NaN            NaN            NaN
  1308.27        2500.00        83.4752                 NaN            NaN  0.677308E-001            NaN   1.08299                 NaN            NaN   1.92790       0.230955        2.02183        11.1934                 NaN            NaN            NaN
  1305.76        2500.00        85.9105                 NaN            NaN  0.566787E-001            NaN  0.980569                 NaN            NaN   1.67879       0.842367E-001   1.72218        9.56700                 NaN            NaN            NaN
  1303.26        2500.00        87.7821                 NaN            NaN  0.487024E-001            NaN  0.887173                 NaN            NaN   1.48045                 NaN   1.49247        8.30910                 NaN            NaN            NaN
  1300.75        2500.00        89.2588                 NaN            NaN  0.435185E-001            NaN  0.782635                 NaN            NaN   1.30436                 NaN   1.31339        7.29729                 NaN            NaN            NaN
  1298.25        2500.00        90.4497                 NaN            NaN  0.389673E-001            NaN  0.698619                 NaN            NaN   1.16460                 NaN   1.16882        6.47932                 NaN            NaN            NaN
  1295.74        2500.00        91.4328                 NaN            NaN  0.352298E-001            NaN  0.629581                 NaN            NaN   1.04915                 NaN   1.04922        5.80399                 NaN            NaN            NaN
  1293.23        2500.00        92.2538                 NaN            NaN  0.319715E-001            NaN  0.570304                 NaN            NaN  0.956868                 NaN  0.949411        5.23760                 NaN            NaN            NaN
  1290.73        2500.00        92.9538                 NaN            NaN  0.292433E-001            NaN  0.521060                 NaN            NaN  0.874345                 NaN  0.864456        4.75707                 NaN            NaN            NaN
  1288.22        2500.00        92.0537                 NaN            NaN  0.299028E-001            NaN  0.562179                 NaN            NaN   1.09769                 NaN  0.965063        5.29142                 NaN            NaN            NaN
  1285.71        2500.00        94.0363                 NaN            NaN  0.311025E-001            NaN  0.469934                 NaN            NaN  0.693187                 NaN  0.771668        3.99780                 NaN            NaN            NaN
  1283.21        2500.00        93.8481                 NaN            NaN  0.262828E-001            NaN  0.519930                 NaN            NaN  0.797831                 NaN  0.826691        3.98113                 NaN            NaN            NaN
  1280.70        2500.00        97.0465                 NaN            NaN  0.641002E-002            NaN  0.153566                 NaN            NaN  0.340314                 NaN  0.253270        2.19996                 NaN            NaN            NaN
  1278.20        2500.00        95.2952                 NaN            NaN  0.193365E-001            NaN  0.341985                 NaN            NaN  0.637598                 NaN  0.575906        3.12993                 NaN            NaN            NaN
  1275.69        2500.00        95.4789                 NaN            NaN  0.185600E-001            NaN  0.323547                 NaN            NaN  0.628166                 NaN  0.554858        2.99597                 NaN            NaN            NaN
  1273.18        2500.00        95.7486                 NaN            NaN  0.173382E-001            NaN  0.303202                 NaN            NaN  0.599571                 NaN  0.520724        2.81061                 NaN            NaN            NaN
  1270.68        2500.00        95.6852                 NaN            NaN  0.191996E-001            NaN  0.268761                 NaN            NaN  0.955727E-001  0.584371       0.535152        2.81175                 NaN            NaN            NaN
  1268.17        2500.00        96.4548                 NaN            NaN  0.144698E-001            NaN  0.223752                 NaN            NaN  0.504778       0.661310E-001  0.433648        2.30243                 NaN            NaN            NaN
  1265.66        2500.00        95.8670                 NaN            NaN  0.200244E-001            NaN  0.219024E-001            NaN            NaN  0.154641       0.969531       0.550724        2.41615                 NaN            NaN            NaN
  1263.16        2500.00        96.9852                 NaN            NaN  0.135554E-001            NaN  0.185878                 NaN            NaN  0.528444                 NaN  0.379193        1.90772                 NaN            NaN            NaN
  1260.65        2500.00        95.8405                 NaN            NaN            NaN            NaN  0.221135                 NaN            NaN  0.592413                 NaN  0.477476        2.75998       0.108459                 NaN            NaN
  1258.15        2500.00        88.1081                 NaN            NaN            NaN            NaN  0.354520                 NaN            NaN   1.89047                 NaN   1.11510        6.39951       0.276010        1.85630                 NaN
  1255.64        2500.00        75.2750                 NaN            NaN            NaN            NaN  0.485626E-001            NaN            NaN   2.60493        2.50570        2.23728        12.3957       0.420522        4.51231                 NaN
  1253.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.53672        5.64126        12.0928        7.39766        48.1059        1.36541        16.8450        6.01515     
  1250.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.53678        5.64147        12.0934        7.39819        48.1637        1.36546        16.8707        5.93030     
  1248.12        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.16984        6.14086        11.8529        7.57058        48.0812        1.41182        16.9213        5.85141     
  1245.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.16989        6.14108        11.8534        7.57112        48.1402        1.41188        16.9476        5.76486     
  1243.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.16993        6.14130        11.8539        7.57167        48.1998        1.41193        16.9741        5.67731     
  1240.60        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.16998        6.14152        11.8544        7.57221        48.2601        1.41199        17.0010        5.58876     
  1238.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.17003        6.14174        11.8549        7.57275        48.3211        1.41204        17.0283        5.49917     
  1235.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.17008        6.14197        11.8554        7.57330        48.3827        1.41210        17.0558        5.40853     
  1233.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.13673        6.16881        11.8393        7.59907        48.4256        1.41960        17.0890        5.32192     
  1230.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.13678        6.16904        11.8398        7.59962        48.4887        1.41965        17.1172        5.22917     
  1228.07        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.01519        12.2065        5.89815        7.74975        48.4222        1.43353        17.1607        5.11403     
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.01524        12.2070        5.89837        7.75032        48.4866        1.43359        17.1896        5.01932     
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.01529        12.2075        5.89859        7.75088        48.5518        1.43365        17.2188        4.92348     
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.01534        12.2081        5.89881        7.75144        48.6177        1.43370        17.2484        4.82649     
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.16289        11.4373        7.29991        8.30192        48.2521        1.53295        17.3680        4.64492     
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.09511        6.14967        11.8828        8.07426        48.4343        1.42165        17.3266        4.61564     
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.09516        6.14991        11.8834        8.07485        48.5022        1.42171        17.3571        4.51574     
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.04215        6.20672        11.8600        8.10257        48.5481        1.42938        17.3927        4.41841     
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.04220        6.20696        11.8606        8.10317        48.6176        1.42944        17.4240        4.31610     
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.75854        6.67009        11.5716        8.36013        48.4737        1.46271        17.4860        4.21723     
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.75858        6.67034        11.5721        8.36074        48.5440        1.46277        17.5177        4.11384     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.68314        6.55778        11.7146        8.45148        48.5367        1.47516        17.5609        4.02027     
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.68318        6.55804        11.7152        8.45211        48.6094        1.47522        17.5937        3.91316     
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.68322        6.55829        11.7157        8.45274        48.6829        1.47529        17.6270        3.80486     
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.68327        6.55855        11.7163        8.45337        48.7573        1.47535        17.6606        3.69537     
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.68331        6.55881        11.7168        8.45400        48.8324        1.47541        17.6946        3.58465     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.68336        6.55907        11.7174        8.45464        48.9084        1.47547        17.7290        3.47272     
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.68340        6.55933        11.7179        8.45528        48.9852        1.47554        17.7638        3.35951     
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.68345        6.55959        11.7185        8.45592        49.0638        1.47560        17.7994        3.24370     
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.68350        6.55986        11.7191        8.45657        49.1428        1.47567        17.8353        3.12723     
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.68354        6.56013        11.7196        8.45721        49.2228        1.47573        17.8716        3.00930     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.68359        6.56040        11.7202        8.45786        49.3038        1.47580        17.9084        2.88989     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.68364        6.56067        11.7208        8.45852        49.3858        1.47586        17.9457        2.76898     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.68369        6.56094        11.7214        8.45917        49.4689        1.47593        17.9835        2.64655     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.68374        6.56122        11.7220        8.45983        49.5529        1.47600        18.0217        2.52257     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.68379        6.56150        11.7226        8.46049        49.6381        1.47607        18.0605        2.39703     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.68384        6.56178        11.7232        8.46116        49.7243        1.47613        18.0998        2.26991     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.66309        12.1971        6.10027        8.58845        49.7006        1.47900        18.1514        2.12003     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.87642        12.7316        5.51378        8.75717        49.5683        1.42136        18.1690        1.96230     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.469354        11.9496        7.21652        9.56633        48.9704        1.60655        18.3227        1.89854     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.9342        7.74230        9.65181        49.1029        1.64522        18.4284        1.49521     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.70870        11.9761        9.68476        49.1631        1.64316        18.4722        1.35204     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.69696        11.9970        9.71584        49.2262        1.63924        18.5166        1.20817     
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.66622        12.0363        9.74857        49.2888        1.63659        18.5616        1.06198     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.05269        11.5460        9.76723        49.3530        1.65314        18.6040        1.02396     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.02294        11.5835        9.79075        49.4251        1.65155        18.6483       0.877903     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.98445        11.6336        9.81442        49.4994        1.64931        18.6937       0.725141     
