|6.6.6
Archiving\03_Data\eqfracLP/QFM_m3.5/GRV/GRV_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1255.89        500.000                 NaN   96.0223       0.917693E-001            NaN   1.19494                 NaN            NaN  0.507909       0.113169        2.06992                 NaN
  1254.48        500.000                 NaN   96.1992       0.859551E-001            NaN   1.14174                 NaN            NaN  0.486057       0.107239        1.97980                 NaN
  1253.07        500.000                 NaN   96.3391       0.706052E-001            NaN   1.12885                 NaN            NaN  0.466541       0.100907        1.89403                 NaN
  1251.65        500.000                 NaN   96.4928       0.709140E-001            NaN   1.07389                 NaN            NaN  0.447419       0.960991E-001   1.81891                 NaN
  1250.24        500.000                 NaN   96.6163       0.606089E-001            NaN   1.05151                 NaN            NaN  0.430799       0.911417E-001   1.74968                 NaN
  1248.83        500.000                 NaN   96.7481       0.571711E-001            NaN   1.01302                 NaN            NaN  0.413790       0.865332E-001   1.68143                 NaN
  1247.41        500.000                 NaN   96.8647       0.505210E-001            NaN  0.984619                 NaN            NaN  0.398364       0.821346E-001   1.61964                 NaN
  1246.00        500.000                 NaN   96.9816       0.386635E-001            NaN  0.959875                 NaN            NaN  0.383275       0.776296E-001   1.55893                 NaN
  1244.58        500.000                 NaN   97.0998       0.366864E-001            NaN  0.921820                 NaN            NaN  0.367861       0.738091E-001   1.49999                 NaN
  1243.17        500.000                 NaN   97.1497       0.355281E-001            NaN  0.921133                 NaN            NaN  0.359426       0.707527E-001   1.46349                 NaN
  1241.76        500.000                 NaN   97.2595       0.307891E-001            NaN  0.886622                 NaN            NaN  0.345060       0.672574E-001   1.41075                 NaN
  1240.34        500.000                 NaN   97.3478       0.306251E-001            NaN  0.858742                 NaN            NaN  0.333052       0.641689E-001   1.36559                 NaN
  1238.93        500.000                 NaN   97.4342       0.164347E-001            NaN  0.847159                 NaN            NaN  0.321742       0.605152E-001   1.31993                 NaN
  1237.52        500.000                 NaN   97.5105       0.333356E-001            NaN  0.804804                 NaN            NaN  0.312771       0.576673E-001   1.28097                 NaN
  1236.10        500.000                 NaN   97.5813       0.133841E-005            NaN  0.820808                 NaN            NaN  0.300583       0.548158E-001   1.24250                 NaN
  1234.69        500.000                 NaN   97.6560                 NaN            NaN  0.796544                 NaN            NaN  0.290710       0.520919E-001   1.20469                 NaN
  1233.27        500.000                 NaN   97.7213       0.254387E-002            NaN  0.773916                 NaN            NaN  0.282978       0.492124E-001   1.17005                 NaN
  1231.86        500.000                 NaN   97.7905                 NaN            NaN  0.753904                 NaN            NaN  0.273241       0.469155E-001   1.13545                 NaN
  1230.45        500.000                 NaN   97.8559                 NaN            NaN  0.731826                 NaN            NaN  0.263526       0.451361E-001   1.10362                 NaN
  1229.03        500.000                 NaN   97.9200                 NaN            NaN  0.711094                 NaN            NaN  0.256738       0.420980E-001   1.07007                 NaN
  1227.62        500.000                 NaN   97.9833                 NaN            NaN  0.688528                 NaN            NaN  0.249763       0.395407E-001   1.03891                 NaN
  1226.21        500.000                 NaN   98.0336                 NaN            NaN  0.674147                 NaN            NaN  0.238534       0.393445E-001   1.01440                 NaN
  1224.79        500.000                 NaN   98.0923                 NaN            NaN  0.653313                 NaN            NaN  0.232383       0.367362E-001  0.985311                 NaN
  1223.38        500.000                 NaN   98.1433                 NaN            NaN  0.636535                 NaN            NaN  0.225306       0.350589E-001  0.959825                 NaN
  1221.96        500.000                 NaN   98.1962                 NaN            NaN  0.618325                 NaN            NaN  0.217907       0.335148E-001  0.934096                 NaN
  1220.55        500.000                 NaN   98.2516                 NaN            NaN  0.597472                 NaN            NaN  0.209631       0.323484E-001  0.908985                 NaN
  1219.14        500.000                 NaN   98.2963                 NaN            NaN  0.583374                 NaN            NaN  0.204275       0.304516E-001  0.885609                 NaN
  1217.72        500.000                 NaN   86.4473                 NaN            NaN   2.37486                 NaN            NaN   1.17773       0.110775        5.13900        4.75035     
  1216.31        500.000                 NaN   68.4847                 NaN            NaN   5.16473                 NaN            NaN   2.65417       0.222066        11.5123        11.9621     
  1214.90        500.000                 NaN   73.4098                 NaN            NaN   4.37990                 NaN            NaN   2.24908       0.179257        9.69420        10.0877     
  1213.48        500.000                 NaN   75.3144                 NaN            NaN   4.11830                 NaN            NaN   2.07730       0.164292        8.97474        9.35100     
  1212.07        500.000                 NaN   76.7634       0.757250                 NaN   2.55021                 NaN            NaN   1.92718       0.203280        8.73296        9.06571     
  1210.65        500.000                 NaN   85.3849                 NaN            NaN  0.580258        2.03696                 NaN   1.19946       0.921949E-001   5.19526        5.51093     
  1209.24        500.000                 NaN   83.9230       0.120344                 NaN   2.18898                 NaN            NaN   1.42922       0.111358        6.21854        6.00856     
  1207.83        500.000                 NaN   86.7824                 NaN            NaN   1.59819       0.603312                 NaN   1.04344       0.773070E-001   4.53611        5.35928     
  1206.41        500.000                 NaN   77.1329                 NaN            NaN   4.15283                 NaN            NaN   1.96802       0.105558        8.16515        8.47550     
  1205.00        500.000                 NaN   94.8934                 NaN            NaN  0.784512                 NaN            NaN  0.377793       0.517091E-001   1.93266        1.95989     
  1203.58        500.000                 NaN   88.7952                 NaN            NaN   1.78224                 NaN            NaN  0.899796       0.845595E-001   4.16517        4.27299     
  1202.17        500.000                 NaN   80.6034       0.186326                 NaN   2.74134                 NaN            NaN   1.66825       0.112809        7.26103        7.42682     
  1200.76        500.000                 NaN   90.5062                 NaN            NaN   1.27763                 NaN            NaN  0.726704       0.812780E-001   3.71426        3.69392     
  1199.34        500.000                 NaN   87.5339       0.264997                 NaN   1.75781                 NaN            NaN   1.02421       0.579370E-001   4.28983        5.07135     
  1197.93        500.000                 NaN   62.6209                 NaN            NaN   5.36822                 NaN            NaN   3.03324       0.225032        13.6721        15.0805     
  1196.52        500.000                 NaN   99.1235                 NaN            NaN  0.647415E-001            NaN            NaN            NaN            NaN  0.590373       0.221336     
  1195.10        500.000                 NaN   99.0406                 NaN            NaN  0.342624                 NaN            NaN  0.116591       0.235924E-001  0.476629                 NaN
  1193.69        500.000                 NaN   99.6010                 NaN            NaN  0.892649E-001            NaN            NaN            NaN  0.421261E-002  0.305489                 NaN
  1192.27        500.000                 NaN   99.4509                 NaN            NaN  0.513005E-001  0.188673                 NaN  0.704096E-001  0.870123E-002  0.229988                 NaN
  1190.86        500.000                 NaN   89.9510                 NaN            NaN   1.27420                 NaN            NaN  0.708627       0.489245E-001   4.65645        3.36079     
  1189.45        500.000                 NaN            NaN            NaN            NaN   11.5326                 NaN            NaN   7.29808       0.585876        40.9592        39.6242     
  1188.03        500.000                 NaN            NaN            NaN            NaN   11.5323                 NaN            NaN   7.29792       0.586118        40.9591        39.6246     
  1186.62        500.000                 NaN            NaN            NaN            NaN   11.5336                 NaN            NaN   7.29931       0.585577        40.9568        39.6248     
  1185.21        500.000                 NaN            NaN            NaN            NaN   11.5349                 NaN            NaN   7.30067       0.585041        40.9545        39.6250     
  1183.79        500.000                 NaN            NaN            NaN            NaN   11.5361                 NaN            NaN   7.30201       0.584510        40.9522        39.6251     
  1182.38        500.000                 NaN            NaN            NaN            NaN   11.5512                 NaN            NaN   7.31369       0.578338        40.9297        39.6271     
  1180.96        500.000                 NaN            NaN            NaN            NaN   11.5386                 NaN            NaN   7.30464       0.583465        40.9478        39.6255     
  1179.55        500.000                 NaN            NaN            NaN            NaN   11.5398                 NaN            NaN   7.30592       0.582951        40.9456        39.6257     
  1178.14        500.000                 NaN            NaN            NaN            NaN   11.5410                 NaN            NaN   7.30718       0.582442        40.9434        39.6259     
  1176.72        500.000                 NaN            NaN            NaN            NaN   11.5425                 NaN            NaN   7.31222       0.581378        40.9381        39.6257     
  1175.31        500.000                 NaN            NaN            NaN            NaN   11.5445                 NaN            NaN   7.31600       0.580351        40.9334        39.6258     
  1173.90        500.000                 NaN            NaN            NaN            NaN   11.5519                 NaN            NaN   7.32171       0.577364        40.9221        39.6269     
  1172.48        500.000                 NaN            NaN            NaN            NaN   11.5620                 NaN            NaN   7.32816       0.573427        40.9078        39.6285     
  1171.07        500.000                 NaN            NaN            NaN            NaN   11.5691                 NaN            NaN   7.33435       0.570482        40.8965        39.6296     
  1169.65        500.000                 NaN            NaN            NaN            NaN   11.5720                 NaN            NaN   7.33841       0.569083        40.8904        39.6300     
  1168.24        500.000                 NaN            NaN            NaN            NaN   11.5762                 NaN            NaN   7.34351       0.567129        40.8825        39.6307     
  1166.83        500.000                 NaN            NaN            NaN            NaN   11.5639                 NaN            NaN   7.32829       0.572706        40.9053        39.6298     
  1165.41        500.000                 NaN            NaN            NaN            NaN   11.5639                 NaN            NaN   7.32833       0.572692        40.9053        39.6298     
  1164.00        500.000                 NaN            NaN            NaN            NaN   11.5639                 NaN            NaN   7.32833       0.572692        40.9053        39.6298     
  1162.59        500.000                 NaN            NaN            NaN            NaN   11.5639                 NaN            NaN   7.32828       0.572709        40.9054        39.6298     
  1161.17        500.000                 NaN            NaN            NaN            NaN   11.5639                 NaN            NaN   7.32828       0.572709        40.9054        39.6298     
  1159.76        500.000                 NaN            NaN            NaN            NaN   11.5639                 NaN            NaN   7.32828       0.572709        40.9054        39.6298     
  1158.34        500.000                 NaN            NaN            NaN            NaN   11.5639                 NaN            NaN   7.32828       0.572709        40.9054        39.6298     
  1156.93        500.000                 NaN            NaN            NaN            NaN   11.5639                 NaN            NaN   7.32828       0.572709        40.9054        39.6298     
  1155.52        500.000                 NaN            NaN            NaN            NaN   11.5639                 NaN            NaN   7.32828       0.572709        40.9054        39.6298     
  1154.10        500.000                 NaN            NaN  0.271470E-005            NaN   11.5639                 NaN            NaN   7.32828       0.572709        40.9054        39.6298     
  1152.69        500.000                 NaN            NaN            NaN            NaN   8.16629        3.43796                 NaN   7.38240       0.553109        40.8253        39.6349     
  1151.27        500.000                 NaN            NaN            NaN            NaN   8.16629        3.43796                 NaN   7.38240       0.553109        40.8253        39.6349     
  1149.86        500.000                 NaN            NaN            NaN            NaN   11.6043                 NaN            NaN   7.38241       0.553108        40.8253        39.6349     
  1148.45        500.000                 NaN            NaN            NaN            NaN   11.6043                 NaN            NaN   7.38240       0.553108        40.8253        39.6349     
  1147.03        500.000                 NaN            NaN            NaN            NaN   8.16620        3.43806                 NaN   7.38241       0.553108        40.8253        39.6349     
  1145.62        500.000                 NaN            NaN            NaN            NaN   8.16619        3.43806                 NaN   7.38241       0.553108        40.8253        39.6349     
  1144.21        500.000                 NaN            NaN            NaN            NaN   8.16620        3.43806                 NaN   7.38241       0.553108        40.8253        39.6349     
  1142.79        500.000                 NaN            NaN            NaN            NaN   8.16620        3.43806                 NaN   7.38241       0.553108        40.8253        39.6349     
  1141.38        500.000                 NaN            NaN            NaN            NaN   8.16620        3.43805                 NaN   7.38241       0.553108        40.8253        39.6349     
  1139.96        500.000                 NaN            NaN            NaN            NaN   8.16620        3.43806                 NaN   7.38241       0.553108        40.8253        39.6349     
  1138.55        500.000                 NaN            NaN            NaN            NaN   8.16620        3.43806                 NaN   7.38241       0.553108        40.8253        39.6349     
  1137.14        500.000                 NaN            NaN            NaN            NaN   8.16620        3.43806                 NaN   7.38241       0.553108        40.8253        39.6349     
  1135.72        500.000                 NaN            NaN            NaN            NaN   8.16619        3.43806                 NaN   7.38241       0.553108        40.8253        39.6349     
  1134.31        500.000                 NaN            NaN            NaN            NaN   8.16619        3.43806                 NaN   7.38241       0.553108        40.8253        39.6349     
  1132.90        500.000                 NaN            NaN            NaN            NaN   8.16619        3.43806                 NaN   7.38241       0.553108        40.8253        39.6349     
  1131.48        500.000                 NaN            NaN            NaN            NaN   8.16619        3.43806                 NaN   7.38241       0.553108        40.8253        39.6349     
  1130.07        500.000                 NaN            NaN            NaN            NaN   8.16619        3.43806                 NaN   7.38241       0.553108        40.8253        39.6349     
  1128.65        500.000                 NaN            NaN            NaN            NaN   8.16619        3.43806                 NaN   7.38241       0.553108        40.8253        39.6349     
  1127.24        500.000                 NaN            NaN            NaN            NaN   8.16619        3.43806                 NaN   7.38241       0.553108        40.8253        39.6349     
  1125.83        500.000                 NaN            NaN            NaN            NaN   8.16619        3.43806                 NaN   7.38241       0.553108        40.8253        39.6349     
  1124.41        500.000                 NaN            NaN            NaN            NaN   8.16619        3.43806                 NaN   7.38241       0.553108        40.8253        39.6349     
  1123.00        500.000                 NaN            NaN            NaN            NaN   8.16619        3.43806                 NaN   7.38241       0.553108        40.8253        39.6349     
  1121.59        500.000                 NaN            NaN            NaN            NaN   8.16619        3.43806                 NaN   7.38241       0.553108        40.8253        39.6349     
  1120.17        500.000                 NaN            NaN            NaN            NaN   8.16619        3.43806                 NaN   7.38241       0.553108        40.8253        39.6349     
  1118.76        500.000                 NaN            NaN            NaN            NaN   8.16619        3.43806                 NaN   7.38241       0.553108        40.8253        39.6349     
  1117.34        500.000                 NaN            NaN            NaN            NaN   8.16619        3.43806                 NaN   7.38241       0.553108        40.8253        39.6349     
  1115.93        500.000                 NaN            NaN            NaN            NaN   8.16619        3.43806                 NaN   7.38241       0.553108        40.8253        39.6349     
  1114.52        500.000                 NaN            NaN            NaN            NaN   8.16619        3.43806                 NaN   7.38241       0.553108        40.8253        39.6349     
  1113.10        500.000                 NaN            NaN            NaN            NaN   8.16619        3.43806                 NaN   7.38241       0.553108        40.8253        39.6349     
  1111.69        500.000                 NaN            NaN            NaN            NaN   8.16619        3.43806                 NaN   7.38241       0.553108        40.8253        39.6349     
  1110.28        500.000                 NaN            NaN            NaN            NaN   8.16619        3.43806                 NaN   7.38241       0.553108        40.8253        39.6349     
  1108.86        500.000                 NaN            NaN            NaN            NaN   8.16619        3.43806                 NaN   7.38241       0.553108        40.8253        39.6349     
  1107.45        500.000                 NaN            NaN            NaN            NaN   8.16619        3.43806                 NaN   7.38241       0.553108        40.8253        39.6349     
  1106.03        500.000                 NaN            NaN            NaN            NaN   8.16619        3.43806                 NaN   7.38241       0.553108        40.8253        39.6349     
  1104.62        500.000                 NaN            NaN            NaN            NaN   8.16619        3.43806                 NaN   7.38241       0.553108        40.8253        39.6349     
  1103.21        500.000                 NaN            NaN            NaN            NaN   8.16619        3.43806                 NaN   7.38241       0.553108        40.8253        39.6349     
  1101.79        500.000                 NaN            NaN            NaN            NaN   8.16619        3.43806                 NaN   7.38241       0.553108        40.8253        39.6349     
  1100.38        500.000                 NaN            NaN            NaN            NaN   8.16619        3.43806                 NaN   7.38241       0.553108        40.8253        39.6349     
  1098.96        500.000                 NaN            NaN            NaN            NaN   8.16619        3.43806                 NaN   7.38241       0.553108        40.8253        39.6349     
  1097.55        500.000                 NaN            NaN            NaN            NaN   8.16619        3.43806                 NaN   7.38241       0.553108        40.8253        39.6349     
  1096.14        500.000                 NaN            NaN            NaN            NaN   8.16617        3.43807       0.905244E-005   7.38241       0.553108        40.8253        39.6349     
  1094.72        500.000                 NaN            NaN            NaN            NaN   8.16618        3.43806       0.414993E-005   7.38241       0.553108        40.8253        39.6349     
  1093.31        500.000                 NaN            NaN            NaN            NaN   8.16618        3.43806       0.416340E-005   7.38241       0.553108        40.8253        39.6349     
  1091.90        500.000                 NaN            NaN            NaN            NaN   8.16618        3.43806       0.417556E-005   7.38241       0.553108        40.8253        39.6349     
  1090.48        500.000                 NaN            NaN            NaN            NaN   8.16618        3.43806       0.418787E-005   7.38241       0.553108        40.8253        39.6349     
  1089.07        500.000                 NaN            NaN            NaN            NaN   3.15618        8.45258                 NaN   7.39269       0.549860        40.8115        39.6372     
  1087.65        500.000                 NaN            NaN            NaN            NaN   3.15618        8.45258                 NaN   7.39269       0.549860        40.8115        39.6372     
  1086.24        500.000                 NaN            NaN            NaN            NaN   3.15618        8.45258                 NaN   7.39269       0.549860        40.8115        39.6372     
  1084.83        500.000                 NaN            NaN            NaN            NaN   3.15618        8.45258                 NaN   7.39269       0.549860        40.8115        39.6372     
  1083.41        500.000                 NaN            NaN            NaN            NaN   3.15618        8.45258                 NaN   7.39269       0.549860        40.8115        39.6372     
  1082.00        500.000                 NaN            NaN            NaN            NaN   3.15618        8.45258                 NaN   7.39269       0.549860        40.8115        39.6372     
  1080.59        500.000                 NaN            NaN            NaN            NaN   3.15618        8.45258                 NaN   7.39269       0.549860        40.8115        39.6372     
  1079.17        500.000                 NaN            NaN            NaN            NaN   3.15618        8.45258                 NaN   7.39269       0.549860        40.8115        39.6372     
  1077.76        500.000                 NaN            NaN            NaN            NaN   3.15618        8.45258                 NaN   7.39269       0.549860        40.8115        39.6372     
  1076.34        500.000                 NaN            NaN            NaN            NaN   3.15618        8.45258                 NaN   7.39269       0.549860        40.8115        39.6372     
  1074.93        500.000                 NaN            NaN   2.11314                 NaN   8.44007                 NaN            NaN   7.13952       0.716882        41.3964        40.1940     
  1073.52        500.000                 NaN            NaN   2.11314                 NaN   8.44007                 NaN            NaN   7.13952       0.716882        41.3964        40.1940     
  1072.10        500.000                 NaN            NaN   2.11314                 NaN   8.44007                 NaN            NaN   7.13952       0.716882        41.3964        40.1940     
  1070.69        500.000                 NaN            NaN   2.11314                 NaN   8.44007                 NaN            NaN   7.13952       0.716882        41.3964        40.1940     
  1069.28        500.000                 NaN            NaN   2.11314                 NaN   8.44007                 NaN            NaN   7.13952       0.716882        41.3964        40.1940     
  1067.86        500.000                 NaN            NaN   2.11314                 NaN   8.44007                 NaN            NaN   7.13952       0.716882        41.3964        40.1940     
  1066.45        500.000                 NaN            NaN   2.53260                 NaN   7.84980                 NaN            NaN   7.11154       0.737235        41.4550        40.3139     
  1065.03        500.000                 NaN            NaN   2.53260                 NaN   7.84980                 NaN            NaN   7.11154       0.737235        41.4550        40.3139     
  1063.62        500.000                 NaN            NaN   1.93351                 NaN   8.83218                 NaN            NaN   7.23426       0.661855        41.1703        40.1679     
  1062.21        500.000                 NaN            NaN   2.53256                 NaN   7.84924       0.622303E-003            NaN   7.11155       0.737230        41.4549        40.3138     
  1060.79        500.000                 NaN            NaN   2.53260                 NaN   7.84979       0.639666E-005            NaN   7.11154       0.737235        41.4550        40.3139     
  1059.38        500.000                 NaN            NaN   2.53260                 NaN   7.84979       0.615260E-005            NaN   7.11154       0.737235        41.4550        40.3139     
  1057.97        500.000                 NaN            NaN   2.53260                 NaN   7.84979       0.919506E-005            NaN   7.11154       0.737235        41.4550        40.3139     
  1056.55        500.000                 NaN            NaN   2.53260                 NaN   7.84979       0.919578E-005            NaN   7.11154       0.737235        41.4550        40.3139     
  1055.14        500.000                 NaN            NaN   2.53260                 NaN   7.84979       0.919632E-005            NaN   7.11154       0.737235        41.4550        40.3139     
  1053.72        500.000                 NaN            NaN   2.53260                 NaN   7.84979       0.919706E-005            NaN   7.11154       0.737235        41.4550        40.3139     
  1052.31        500.000                 NaN            NaN   2.53260                 NaN   7.84979       0.656057E-005            NaN   7.11154       0.737235        41.4550        40.3139     
  1050.90        500.000                 NaN            NaN   2.58072                 NaN   7.78316       0.658553E-005            NaN   7.10939       0.739360        41.4593        40.3280     
  1049.48        500.000                 NaN            NaN   2.58072                 NaN   7.78316       0.660984E-005            NaN   7.10939       0.739360        41.4593        40.3280     
  1048.07        500.000                 NaN            NaN   2.58072                 NaN   7.78316       0.919952E-005            NaN   7.10939       0.739360        41.4593        40.3280     
  1046.65        500.000                 NaN            NaN   2.56174                 NaN   7.81748                 NaN            NaN   7.11519       0.736044        41.4455        40.3240     
  1045.24        500.000                 NaN            NaN   2.62521                 NaN   7.72229                 NaN            NaN   7.10785       0.741115        41.4622        40.3413     
  1043.83        500.000                 NaN            NaN   2.62653                 NaN   7.71994       0.145232E-005            NaN   7.10748       0.741330        41.4631        40.3416     
  1042.41        500.000                 NaN            NaN   2.36392                 NaN   8.19893                 NaN            NaN   7.18771       0.693796        41.2689        40.2868     
  1041.00        500.000                 NaN            NaN   2.38580                 NaN   8.16701                 NaN            NaN   7.18572       0.695346        41.2732        40.2929     
  1039.59        500.000                 NaN            NaN   2.66990                 NaN  0.157899E-005   7.66053                 NaN   7.10588       0.743081        41.4660        40.3546     
  1038.17        500.000                 NaN            NaN   2.66990                 NaN  0.157773E-005   7.66053                 NaN   7.10588       0.743081        41.4660        40.3546     
  1036.76        500.000                 NaN            NaN   2.71127                 NaN  0.905230E-005   7.60407                 NaN   7.10452       0.744716        41.4684        40.3670     
  1035.34        500.000                 NaN            NaN   2.71127                 NaN   7.60408                 NaN            NaN   7.10452       0.744714        41.4684        40.3670     
  1033.93        500.000                 NaN            NaN   2.71127                 NaN   7.60408                 NaN            NaN   7.10452       0.744716        41.4684        40.3670     
  1032.52        500.000                 NaN            NaN   2.75134                 NaN   7.54959                 NaN            NaN   7.10329       0.746256        41.4703        40.3792     
  1031.10        500.000                 NaN            NaN   2.75134                 NaN   7.54959                 NaN            NaN   7.10329       0.746256        41.4703        40.3792     
  1029.69        500.000                 NaN            NaN   2.75134                 NaN   7.54959                 NaN            NaN   7.10329       0.746256        41.4703        40.3792     
  1028.28        500.000                 NaN            NaN   2.75134                 NaN   7.54959                 NaN            NaN   7.10329       0.746256        41.4703        40.3792     
  1026.86        500.000                 NaN            NaN   2.78960                 NaN   7.49790                 NaN            NaN   7.10231       0.747647        41.4717        40.3909     
  1025.45        500.000                 NaN            NaN   2.78960                 NaN   7.49790                 NaN            NaN   7.10231       0.747647        41.4717        40.3909     
  1024.03        500.000                 NaN            NaN   2.78960                 NaN   7.49790                 NaN            NaN   7.10231       0.747647        41.4717        40.3909     
  1022.62        500.000                 NaN            NaN   2.78950                 NaN   7.49809                 NaN            NaN   7.10234       0.747626        41.4716        40.3909     
  1021.21        500.000                 NaN            NaN   2.78951                 NaN   7.49806                 NaN            NaN   7.10234       0.747628        41.4716        40.3909     
  1019.79        500.000                 NaN            NaN   2.78958                 NaN   7.49794                 NaN            NaN   7.10232       0.747642        41.4717        40.3909     
  1018.38        500.000                 NaN            NaN   2.78956                 NaN   7.49799                 NaN            NaN   7.10233       0.747635        41.4716        40.3909     
  1016.97        500.000                 NaN            NaN   2.68435                 NaN   7.72704                 NaN            NaN   7.15444       0.717921        41.3399        40.3764     
  1015.55        500.000                 NaN            NaN   2.68405                 NaN   7.74310                 NaN            NaN   7.16314       0.713397        41.3166        40.3797     
  1014.14        500.000                 NaN            NaN   2.69519                 NaN   7.72425                 NaN            NaN   7.16073       0.714831        41.3229        40.3821     
  1012.72        500.000                 NaN            NaN   2.70845                 NaN   7.70558                 NaN            NaN   7.15985       0.715588        41.3245        40.3860     
  1011.31        500.000                 NaN            NaN   2.72149                 NaN   7.68724                 NaN            NaN   7.15901       0.716326        41.3261        40.3899     
  1009.90        500.000                 NaN            NaN   2.73433                 NaN   7.66920                 NaN            NaN   7.15820       0.717047        41.3276        40.3937     
  1008.48        500.000                 NaN            NaN   2.74692                 NaN   7.65153                 NaN            NaN   7.15743       0.717746        41.3290        40.3974     
  1007.07        500.000                 NaN            NaN   2.75716                 NaN   7.63721                 NaN            NaN   7.15708       0.718330        41.3296        40.4006     
  1005.66        500.000                 NaN            NaN   2.78958                 NaN   7.49800                 NaN            NaN   7.10236       0.747620        41.4715        40.3909     
  1004.24        500.000                 NaN            NaN   2.78959                 NaN   7.49814                 NaN            NaN   7.10244       0.747577        41.4713        40.3909     
  1002.83        500.000                 NaN            NaN   2.78964                 NaN   7.49833                 NaN            NaN   7.10259       0.747502        41.4709        40.3910     
  1001.41        500.000                 NaN            NaN   2.78982                 NaN   7.49860                 NaN            NaN   7.10286       0.747362        41.4702        40.3911     
  1000.00        500.000                 NaN            NaN   2.79097                 NaN   7.50001                 NaN            NaN   7.10449       0.746536        41.4659        40.3921     
