|6.6.6
Archiving\03_Data\eqfracLP/QFM_m1.75/TIS/TIS_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Sp(TH)         O(HP)          an             ilm            San(TH)        q             
  1179.49        500.000                 NaN   1.73471        10.3969                 NaN            NaN            NaN   7.47750       0.591687        40.7988        39.0004     
  1178.42        500.000                 NaN   1.66537        10.4691                 NaN            NaN            NaN   7.48056       0.590519        40.7939        39.0006     
  1177.35        500.000                 NaN   1.59236        10.5450                 NaN            NaN            NaN   7.48368       0.589315        40.7889        39.0008     
  1176.28        500.000                 NaN   1.51523        10.6252                 NaN            NaN            NaN   7.48687       0.588070        40.7837        39.0010     
  1175.21        500.000                 NaN   1.43343        10.7102                 NaN            NaN            NaN   7.49012       0.586780        40.7783        39.0012     
  1174.14        500.000                 NaN   1.34633        10.8006                 NaN            NaN            NaN   7.49346       0.585440        40.7727        39.0014     
  1173.08        500.000                 NaN   1.25314        10.8973                 NaN            NaN            NaN   7.49688       0.584045        40.7669        39.0017     
  1172.01        500.000                 NaN   1.15287        11.0013                 NaN            NaN            NaN   7.50042       0.582586        40.7609        39.0019     
  1170.94        500.000                 NaN   1.04429        11.1138                 NaN            NaN            NaN   7.50407       0.581055        40.7545        39.0022     
  1169.87        500.000                 NaN  0.925757        11.2366                 NaN            NaN            NaN   7.50786       0.579439        40.7478        39.0026     
  1168.80        500.000                 NaN  0.795183        11.3716                 NaN            NaN            NaN   7.51182       0.577723        40.7408        39.0029     
  1167.73        500.000                 NaN  0.649615        11.5221                 NaN            NaN            NaN   7.51599       0.575885        40.7332        39.0033     
  1166.67        500.000                 NaN  0.484885        11.6921                 NaN            NaN            NaN   7.52042       0.573897        40.7250        39.0037     
  1165.60        500.000                 NaN   12.1912                 NaN            NaN            NaN            NaN   7.52871       0.569309        40.7062        39.0047     
  1164.53        500.000                 NaN   12.1915                 NaN            NaN            NaN            NaN   7.53242       0.568525        40.7027        39.0049     
  1163.46        500.000                 NaN   8.13173        4.03866                 NaN            NaN            NaN   7.47869       0.587211        40.7498        39.0139     
  1162.39        500.000                 NaN  0.117443E-003   1.98559        10.1967                 NaN            NaN   7.52433       0.573293        40.7126        39.0074     
  1161.32        500.000                 NaN   1.21563        10.9900                 NaN            NaN            NaN   7.50805       0.566835        40.7094        39.0100     
  1160.26        500.000                 NaN   2.90684        9.23967                 NaN            NaN            NaN   7.48105       0.598339        40.7643        39.0098     
  1159.19        500.000                 NaN   8.93630       0.417753E-005            NaN            NaN   2.17986        7.33771       0.733996        41.2168        39.5953     
  1158.12        500.000                 NaN   8.79271       0.252997E-004            NaN            NaN   2.27567        7.32901       0.741428        41.2395        39.6217     
  1157.05        500.000                 NaN   8.67850       0.263656E-004            NaN            NaN   2.35185        7.32228       0.747394        41.2572        39.6427     
  1155.98        500.000                 NaN   8.58085       0.249834E-004            NaN            NaN   2.41702        7.31675       0.752442        41.2721        39.6608     
  1154.91        500.000                 NaN   8.49488       0.219786E-004            NaN            NaN   2.47438        7.31187       0.756923        41.2852        39.6767     
  1153.85        500.000                 NaN   8.41582       0.388247E-002            NaN            NaN   2.52459        7.30772       0.760809        41.2965        39.6907     
  1152.78        500.000                 NaN   8.34866       0.350200E-005            NaN            NaN   2.57203        7.30383       0.764467        41.3071        39.7039     
  1151.71        500.000                 NaN   10.5599        1.64438                 NaN            NaN  0.184441E-005   7.52281       0.565344        40.6973        39.0103     
  1150.64        500.000                 NaN   8.06588                 NaN            NaN            NaN   2.76271        7.30291       0.777050        41.3355        39.7560     
  1149.57        500.000                 NaN   8.14219       0.706663E-005            NaN            NaN   2.71436        7.30158       0.776226        41.3199        39.7457     
  1148.50        500.000                 NaN   7.79822                 NaN            NaN            NaN   2.86964        7.21388       0.815701        41.5370        39.7656     
  1147.44        500.000                 NaN  0.299818E-001   8.02514                 NaN            NaN   2.76862        7.29264       0.777542        41.3481        39.7580     
  1146.37        500.000                 NaN  0.347331E-002   8.02848                 NaN            NaN   2.79088        7.29851       0.777731        41.3320        39.7689     
  1145.30        500.000                 NaN   7.89480                 NaN            NaN            NaN   2.88439        7.28473       0.783360        41.3602        39.7926     
  1144.23        500.000                 NaN   7.85413                 NaN            NaN            NaN   2.91160        7.28272       0.785436        41.3658        39.8003     
  1143.16        500.000                 NaN   8.28683                 NaN            NaN            NaN   2.63288        7.31525       0.758882        41.2814        39.7248     
  1142.09        500.000                 NaN   7.78447                 NaN            NaN            NaN   2.95890        7.28031       0.788758        41.3736        39.8140     
  1141.02        500.000                 NaN   7.74777                 NaN            NaN            NaN   2.98334        7.27830       0.790678        41.3791        39.8208     
  1139.96        500.000                 NaN   7.70870                 NaN            NaN            NaN   3.00908        7.27585       0.792765        41.3857        39.8280     
  1138.89        500.000                 NaN   7.73243                 NaN            NaN            NaN   2.99295        7.27827       0.791488        41.3824        39.8225     
  1137.82        500.000                 NaN   7.73007                 NaN            NaN            NaN   2.98892        7.28503       0.795187        41.3773        39.8235     
  1136.75        500.000                 NaN   7.73647                 NaN            NaN            NaN   2.99033        7.28259       0.795228        41.3691        39.8263     
  1135.68        500.000                 NaN   7.55121                 NaN            NaN            NaN   3.11449        7.27509       0.802283        41.3984        39.8585     
  1134.61        500.000                 NaN   7.56343                 NaN            NaN            NaN   3.10564        7.27661       0.802111        41.3946        39.8576     
  1133.55        500.000                 NaN   7.54158                 NaN            NaN            NaN   3.12112        7.26832       0.801137        41.4081        39.8597     
  1132.48        500.000                 NaN   7.64275                 NaN            NaN            NaN   3.04671        7.26683       0.798499        41.4092        39.8360     
  1131.41        500.000                 NaN   7.51546                 NaN            NaN            NaN   3.13937        7.27088       0.803759        41.4032        39.8673     
  1130.34        500.000                 NaN   7.54927                 NaN            NaN            NaN   3.11188        7.27294       0.804875        41.4014        39.8597     
  1129.27        500.000                 NaN   7.40147                 NaN            NaN            NaN   3.21450        7.26802       0.809445        41.4186        39.8880     
  1128.20        500.000                 NaN   7.51009                 NaN            NaN            NaN   3.13833        7.27141       0.806952        41.4057        39.8676     
  1127.14        500.000                 NaN   7.40456                 NaN            NaN            NaN   3.21276        7.26248       0.811895        41.4189        39.8894     
  1126.07        500.000                 NaN   7.43115                 NaN            NaN            NaN   3.18764        7.26063       0.810476        41.4311        39.8790     
  1125.00        500.000                 NaN   7.40847                 NaN            NaN            NaN   3.20296        7.25977       0.811572        41.4338        39.8834     
  1123.93        500.000                 NaN   7.38634                 NaN            NaN            NaN   3.21792        7.25895       0.812640        41.4363        39.8878     
  1122.86        500.000                 NaN   7.36472                 NaN            NaN            NaN   3.23253        7.25816       0.813680        41.4388        39.8921     
  1121.79        500.000                 NaN   7.34360                 NaN            NaN            NaN   3.24682        7.25740       0.814694        41.4412        39.8963     
  1120.73        500.000                 NaN   7.32296                 NaN            NaN            NaN   3.26079        7.25667       0.815683        41.4435        39.9004     
  1119.66        500.000                 NaN   7.22588                 NaN            NaN            NaN   3.33384        7.25597       0.816649        41.4457        39.9219     
  1118.59        500.000                 NaN   7.20633                 NaN            NaN            NaN   3.34707        7.25529       0.817591        41.4479        39.9258     
  1117.52        500.000                 NaN   7.18720                 NaN            NaN            NaN   3.36001        7.25464       0.818512        41.4500        39.9296     
  1116.45        500.000                 NaN   7.20075                 NaN            NaN            NaN   3.34776        7.25401       0.819411        41.4520        39.9260     
  1115.38        500.000                 NaN   7.14998                 NaN            NaN            NaN   3.38523        7.25341       0.820288        41.4540        39.9371     
  1114.32        500.000                 NaN   7.13195                 NaN            NaN            NaN   3.39746        7.25283       0.821150        41.4559        39.9407     
  1113.25        500.000                 NaN   7.11427                 NaN            NaN            NaN   3.40944        7.25227       0.821991        41.4577        39.9443     
  1112.18        500.000                 NaN   7.09694                 NaN            NaN            NaN   3.42121        7.25174       0.822815        41.4595        39.9478     
  1111.11        500.000                 NaN   7.07993                 NaN            NaN            NaN   3.43275        7.25122       0.823621        41.4612        39.9512     
  1110.04        500.000                 NaN   7.06323                 NaN            NaN            NaN   3.44410        7.25073       0.824410        41.4629        39.9546     
  1108.97        500.000                 NaN   7.04684                 NaN            NaN            NaN   3.45524        7.25025       0.825183        41.4645        39.9580     
  1107.91        500.000                 NaN   7.03073                 NaN            NaN            NaN   3.46619        7.24979       0.825941        41.4661        39.9613     
  1106.84        500.000                 NaN   7.01491                 NaN            NaN            NaN   3.47695        7.24935       0.826684        41.4676        39.9645     
  1105.77        500.000                 NaN   6.99936                 NaN            NaN            NaN   3.48754        7.24893       0.827412        41.4691        39.9677     
  1104.70        500.000                 NaN   6.98408                 NaN            NaN            NaN   3.49795        7.24852       0.828126        41.4705        39.9708     
  1103.63        500.000                 NaN   6.96905                 NaN            NaN            NaN   3.50819        7.24813       0.828826        41.4719        39.9739     
  1102.56        500.000                 NaN   6.95428                 NaN            NaN            NaN   3.51826        7.24776       0.829512        41.4732        39.9770     
  1101.50        500.000                 NaN   6.93974                 NaN            NaN            NaN   3.52818        7.24740       0.830187        41.4745        39.9800     
  1100.43        500.000                 NaN   6.92543                 NaN            NaN            NaN   3.53795        7.24706       0.830850        41.4758        39.9829     
  1099.36        500.000                 NaN   6.91135                 NaN            NaN            NaN   3.54757        7.24673       0.831500        41.4770        39.9859     
  1098.29        500.000                 NaN   6.89749                 NaN            NaN            NaN   3.55703        7.24641       0.832138        41.4782        39.9887     
  1097.22        500.000                 NaN   6.88384                 NaN            NaN            NaN   3.56637        7.24611       0.832765        41.4793        39.9916     
  1096.15        500.000                 NaN   6.87039                 NaN            NaN            NaN   3.57557        7.24583       0.833381        41.4804        39.9944     
  1095.09        500.000                 NaN   6.85715                 NaN            NaN            NaN   3.58463        7.24555       0.833986        41.4815        39.9972     
  1094.02        500.000                 NaN   6.84411                 NaN            NaN            NaN   3.59356        7.24529       0.834580        41.4825        39.9999     
  1092.95        500.000                 NaN   6.83126                 NaN            NaN            NaN   3.60237        7.24504       0.835165        41.4835        40.0026     
  1091.88        500.000                 NaN   6.81860                 NaN            NaN            NaN   3.61106        7.24480       0.835739        41.4845        40.0053     
  1090.81        500.000                 NaN   6.80611                 NaN            NaN            NaN   3.61962        7.24458       0.836304        41.4854        40.0080     
  1089.74        500.000                 NaN   6.79381                 NaN            NaN            NaN   3.62807        7.24437       0.836860        41.4863        40.0106     
  1088.67        500.000                 NaN   6.78167                 NaN            NaN            NaN   3.63641        7.24417       0.837406        41.4872        40.0132     
  1087.61        500.000                 NaN   6.76970                 NaN            NaN            NaN   3.64464        7.24398       0.837943        41.4880        40.0157     
  1086.54        500.000                 NaN   6.75790                 NaN            NaN            NaN   3.65276        7.24380       0.838472        41.4888        40.0182     
  1085.47        500.000                 NaN   6.74625                 NaN            NaN            NaN   3.66077        7.24363       0.838992        41.4896        40.0207     
  1084.40        500.000                 NaN   6.73541                 NaN            NaN            NaN   3.66830        7.24353       0.839457        41.4902        40.0231     
  1083.33        500.000                 NaN   6.72713                 NaN            NaN            NaN   3.67429        7.24365       0.839738        41.4901        40.0251     
  1082.26        500.000                 NaN   6.71893                 NaN            NaN            NaN   3.68023        7.24377       0.840016        41.4900        40.0271     
  1081.20        500.000                 NaN   6.71079                 NaN            NaN            NaN   3.68613        7.24390       0.840290        41.4899        40.0290     
  1080.13        500.000                 NaN   6.70272                 NaN            NaN            NaN   3.69198        7.24404       0.840561        41.4897        40.0310     
  1079.06        500.000                 NaN   6.69472                 NaN            NaN            NaN   3.69779        7.24418       0.840830        41.4896        40.0329     
  1077.99        500.000                 NaN   6.68679                 NaN            NaN            NaN   3.70355        7.24432       0.841095        41.4894        40.0348     
  1076.92        500.000                 NaN   6.67892                 NaN            NaN            NaN   3.70927        7.24447       0.841356        41.4893        40.0367     
  1075.85        500.000                 NaN   6.67112                 NaN            NaN            NaN   3.71495        7.24462       0.841615        41.4891        40.0386     
  1074.79        500.000                 NaN   6.66339                 NaN            NaN            NaN   3.72058        7.24478       0.841870        41.4889        40.0405     
  1073.72        500.000                 NaN   6.65572                 NaN            NaN            NaN   3.72617        7.24495       0.842122        41.4886        40.0424     
  1072.65        500.000                 NaN   6.64811                 NaN            NaN            NaN   3.73172        7.24511       0.842371        41.4884        40.0443     
  1071.58        500.000                 NaN   6.64057                 NaN            NaN            NaN   3.73723        7.24529       0.842617        41.4882        40.0461     
  1070.51        500.000                 NaN   6.63309                 NaN            NaN            NaN   3.74270        7.24547       0.842860        41.4879        40.0480     
  1069.44        500.000                 NaN   6.62568                 NaN            NaN            NaN   3.74812        7.24565       0.843100        41.4876        40.0498     
  1068.38        500.000                 NaN   6.61831                 NaN            NaN            NaN   3.75351        7.24583       0.843338        41.4874        40.0516     
  1067.31        500.000                 NaN   6.61101                 NaN            NaN            NaN   3.75886        7.24603       0.843572        41.4871        40.0535     
  1066.24        500.000                 NaN   6.60377                 NaN            NaN            NaN   3.76417        7.24622       0.843804        41.4868        40.0553     
  1065.17        500.000                 NaN   6.59711                 NaN            NaN            NaN   3.76914        7.24648       0.843995        41.4863        40.0570     
  1064.10        500.000                 NaN   6.63551                 NaN            NaN            NaN   3.74745        7.25161       0.840936        41.4726        40.0519     
  1063.03        500.000                 NaN   6.58241                 NaN            NaN            NaN   3.77987        7.24684       0.844480        41.4857        40.0607     
  1061.97        500.000                 NaN   6.57543                 NaN            NaN            NaN   3.78501        7.24705       0.844698        41.4854        40.0624     
  1060.90        500.000                 NaN   6.56850                 NaN            NaN            NaN   3.79013        7.24728       0.844914        41.4850        40.0642     
  1059.83        500.000                 NaN   6.56164                 NaN            NaN            NaN   3.79519        7.24751       0.845126        41.4846        40.0659     
  1058.76        500.000                 NaN   6.55479                 NaN            NaN            NaN   3.80024        7.24773       0.845338        41.4842        40.0677     
  1057.69        500.000                 NaN   6.54800                 NaN            NaN            NaN   3.80527        7.24797       0.845548        41.4838        40.0694     
  1056.62        500.000                 NaN   6.54119                 NaN            NaN            NaN   3.81029        7.24820       0.845760        41.4834        40.0712     
  1055.56        500.000                 NaN   6.53451                 NaN            NaN            NaN   3.81524        7.24844       0.845965        41.4829        40.0729     
  1054.49        500.000                 NaN   6.52794                 NaN            NaN            NaN   3.82012        7.24869       0.846162        41.4825        40.0746     
  1053.42        500.000                 NaN   6.52136                 NaN            NaN            NaN   3.82500        7.24894       0.846361        41.4820        40.0763     
  1052.35        500.000                 NaN   6.51483                 NaN            NaN            NaN   3.82985        7.24920       0.846557        41.4815        40.0780     
  1051.28        500.000                 NaN   6.50832                 NaN            NaN            NaN   3.83468        7.24945       0.846754        41.4811        40.0797     
  1050.21        500.000                 NaN   6.50191                 NaN            NaN            NaN   3.83945        7.24972       0.846944        41.4806        40.0814     
  1049.15        500.000                 NaN   6.49553                 NaN            NaN            NaN   3.84420        7.24999       0.847133        41.4800        40.0831     
  1048.08        500.000                 NaN   6.48935                 NaN            NaN            NaN   3.84884        7.25027       0.847309        41.4795        40.0847     
  1047.01        500.000                 NaN   6.48294                 NaN            NaN            NaN   3.85360        7.25054       0.847503        41.4790        40.0864     
  1045.94        500.000                 NaN   6.47672                 NaN            NaN            NaN   3.85825        7.25082       0.847684        41.4784        40.0881     
  1044.87        500.000                 NaN   6.47055                 NaN            NaN            NaN   3.86287        7.25111       0.847862        41.4779        40.0897     
  1043.80        500.000                 NaN   6.46442                 NaN            NaN            NaN   3.86746        7.25140       0.848039        41.4773        40.0914     
  1042.73        500.000                 NaN   6.45834                 NaN            NaN            NaN   3.87202        7.25170       0.848213        41.4767        40.0930     
  1041.67        500.000                 NaN   6.45231                 NaN            NaN            NaN   3.87655        7.25200       0.848384        41.4761        40.0946     
  1040.60        500.000                 NaN   6.44633                 NaN            NaN            NaN   3.88105        7.25230       0.848553        41.4755        40.0963     
  1039.53        500.000                 NaN   6.44039                 NaN            NaN            NaN   3.88552        7.25261       0.848720        41.4749        40.0979     
  1038.46        500.000                 NaN   6.43450                 NaN            NaN            NaN   3.88996        7.25292       0.848884        41.4742        40.0995     
  1037.39        500.000                 NaN   6.42865                 NaN            NaN            NaN   3.89437        7.25324       0.849046        41.4736        40.1011     
  1036.32        500.000                 NaN   6.42284                 NaN            NaN            NaN   3.89876        7.25357       0.849205        41.4729        40.1027     
  1035.26        500.000                 NaN   6.41709                 NaN            NaN            NaN   3.90311        7.25389       0.849363        41.4723        40.1043     
  1034.19        500.000                 NaN   6.41137                 NaN            NaN            NaN   3.90744        7.25423       0.849518        41.4716        40.1059     
  1033.12        500.000                 NaN   6.40571                 NaN            NaN            NaN   3.91173        7.25456       0.849670        41.4709        40.1074     
  1032.05        500.000                 NaN   6.40007                 NaN            NaN            NaN   3.91601        7.25490       0.849821        41.4702        40.1090     
  1030.98        500.000                 NaN   6.39449                 NaN            NaN            NaN   3.92025        7.25525       0.849970        41.4695        40.1106     
  1029.91        500.000                 NaN   6.38894                 NaN            NaN            NaN   3.92447        7.25560       0.850116        41.4687        40.1121     
  1028.85        500.000                 NaN   6.38344                 NaN            NaN            NaN   3.92866        7.25595       0.850259        41.4680        40.1137     
  1027.78        500.000                 NaN   6.37799                 NaN            NaN            NaN   3.93283        7.25631       0.850401        41.4672        40.1152     
  1026.71        500.000                 NaN   6.37257                 NaN            NaN            NaN   3.93697        7.25667       0.850540        41.4665        40.1168     
  1025.64        500.000                 NaN   6.36719                 NaN            NaN            NaN   3.94108        7.25704       0.850677        41.4657        40.1183     
  1024.57        500.000                 NaN   6.36186                 NaN            NaN            NaN   3.94517        7.25741       0.850813        41.4649        40.1198     
  1023.50        500.000                 NaN   6.35657                 NaN            NaN            NaN   3.94923        7.25779       0.850946        41.4641        40.1214     
  1022.44        500.000                 NaN   6.35131                 NaN            NaN            NaN   3.95326        7.25817       0.851076        41.4633        40.1229     
  1021.37        500.000                 NaN   6.34610                 NaN            NaN            NaN   3.95727        7.25855       0.851205        41.4625        40.1244     
  1020.30        500.000                 NaN   6.34092                 NaN            NaN            NaN   3.96126        7.25894       0.851332        41.4616        40.1259     
  1019.23        500.000                 NaN   6.33578                 NaN            NaN            NaN   3.96522        7.25934       0.851456        41.4608        40.1274     
  1018.16        500.000                 NaN   6.33069                 NaN            NaN            NaN   3.96916        7.25974       0.851578        41.4599        40.1289     
  1017.09        500.000                 NaN   6.32563                 NaN            NaN            NaN   3.97307        7.26014       0.851698        41.4590        40.1304     
  1016.03        500.000                 NaN   6.32061                 NaN            NaN            NaN   3.97696        7.26055       0.851817        41.4582        40.1319     
  1014.96        500.000                 NaN   6.31562                 NaN            NaN            NaN   3.98083        7.26096       0.851933        41.4573        40.1334     
  1013.89        500.000                 NaN   6.31068                 NaN            NaN            NaN   3.98467        7.26138       0.852047        41.4564        40.1349     
  1012.82        500.000                 NaN   6.30577                 NaN            NaN            NaN   3.98849        7.26180       0.852158        41.4554        40.1363     
  1011.75        500.000                 NaN   6.30089                 NaN            NaN            NaN   3.99229        7.26222       0.852269        41.4545        40.1378     
  1010.68        500.000                 NaN   6.29606                 NaN            NaN            NaN   3.99607        7.26265       0.852377        41.4536        40.1393     
  1009.62        500.000                 NaN   6.29126                 NaN            NaN            NaN   3.99982        7.26309       0.852482        41.4526        40.1407     
  1008.55        500.000                 NaN   6.28650                 NaN            NaN            NaN   4.00355        7.26353       0.852587        41.4516        40.1422     
  1007.48        500.000                 NaN   6.28177                 NaN            NaN            NaN   4.00725        7.26397       0.852689        41.4507        40.1437     
  1006.41        500.000                 NaN   6.27708                 NaN            NaN            NaN   4.01094        7.26442       0.852788        41.4497        40.1451     
  1005.34        500.000                 NaN   6.27243                 NaN            NaN            NaN   4.01460        7.26487       0.852886        41.4487        40.1465     
  1004.27        500.000                 NaN   6.26781                 NaN            NaN            NaN   4.01824        7.26533       0.852981        41.4477        40.1480     
  1003.21        500.000                 NaN   6.26322                 NaN            NaN            NaN   4.02186        7.26579       0.853076        41.4466        40.1494     
  1002.14        500.000                 NaN   6.25867                 NaN            NaN            NaN   4.02546        7.26626       0.853168        41.4456        40.1509     
  1001.07        500.000                 NaN   6.25415                 NaN            NaN            NaN   4.02904        7.26673       0.853258        41.4445        40.1523     
