|6.6.6
Archiving\03_Data\eqfracLP/QFM_m2.5/TIS/TIS_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Sp(TH)         O(HP)          O(HP)          an             ilm            San(TH)        q             
  1200.85        500.000        98.2989                 NaN            NaN            NaN            NaN  0.207508                 NaN  0.286837                 NaN  0.956685       0.250070     
  1199.79        500.000        99.9935       0.651969E-002            NaN            NaN            NaN  0.837578E-005            NaN            NaN            NaN            NaN            NaN
  1198.72        500.000        99.2137       0.171715                 NaN            NaN            NaN  0.487498E-001            NaN  0.709034E-001            NaN  0.494961                 NaN
  1197.65        500.000        99.7992       0.105067                 NaN            NaN            NaN            NaN            NaN  0.101795E-002            NaN  0.947090E-001            NaN
  1196.58        500.000        98.7136       0.242210                 NaN            NaN            NaN  0.716405E-002            NaN  0.120038                 NaN  0.635164       0.281776     
  1195.51        500.000        93.7053       0.602950                 NaN            NaN            NaN  0.947788E-001            NaN  0.502169                 NaN   2.51722        2.57754     
  1194.44        500.000        97.1729       0.402867                 NaN            NaN            NaN  0.166673E-004            NaN  0.223242       0.966681E-003   1.15679        1.04323     
  1193.38        500.000        91.8831       0.518166       0.372708                 NaN            NaN            NaN            NaN  0.654750       0.156511E-001   3.25076        3.30482     
  1192.31        500.000        91.0181       0.370936E-001  0.914964                 NaN            NaN            NaN            NaN  0.699058       0.309082E-001   3.67690        3.62301     
  1191.24        500.000        93.2220       0.125673       0.603765                 NaN            NaN            NaN            NaN  0.530705       0.224611E-001   2.78590        2.70948     
  1190.17        500.000        84.8021       0.169157        1.29877                 NaN            NaN  0.260810E-004            NaN   1.13539       0.505909E-001   6.42914        6.11480     
  1189.10        500.000        26.9823        5.84718       0.590755                 NaN            NaN            NaN            NaN   5.25502       0.242388        31.3291        29.7533     
  1188.03        500.000                 NaN   8.61678                 NaN            NaN            NaN            NaN            NaN   7.12873       0.327975        43.0242        40.9023     
  1186.96        500.000                 NaN   8.61794                 NaN            NaN            NaN            NaN            NaN   7.13049       0.327613        43.0208        40.9032     
  1185.90        500.000                 NaN   8.61910                 NaN            NaN            NaN            NaN            NaN   7.13224       0.327248        43.0173        40.9041     
  1184.83        500.000                 NaN   8.62026                 NaN            NaN            NaN            NaN            NaN   7.13399       0.326884        43.0139        40.9050     
  1183.76        500.000                 NaN   8.62282                 NaN            NaN            NaN            NaN            NaN   7.13719       0.326155        43.0078        40.9060     
  1182.69        500.000                 NaN   8.62253                 NaN            NaN            NaN            NaN            NaN   7.13747       0.326154        43.0071        40.9068     
  1181.62        500.000                 NaN   8.62371                 NaN            NaN            NaN            NaN            NaN   7.13923       0.325781        43.0036        40.9077     
  1180.55        500.000                 NaN   8.62489                 NaN            NaN            NaN            NaN            NaN   7.14097       0.325410        43.0001        40.9086     
  1179.49        500.000                 NaN   8.62616                 NaN            NaN            NaN            NaN            NaN   7.14274       0.325029        42.9966        40.9095     
  1178.42        500.000                 NaN   8.62730                 NaN            NaN            NaN            NaN            NaN   7.14448       0.324663        42.9932        40.9104     
  1177.35        500.000                 NaN   8.62850                 NaN            NaN            NaN            NaN            NaN   7.14624       0.324286        42.9897        40.9113     
  1176.28        500.000                 NaN   8.62971                 NaN            NaN            NaN            NaN            NaN   7.14799       0.323907        42.9862        40.9122     
  1175.21        500.000                 NaN   8.63094                 NaN            NaN            NaN            NaN            NaN   7.14975       0.323527        42.9827        40.9131     
  1174.14        500.000                 NaN   8.63217                 NaN            NaN            NaN            NaN            NaN   7.15151       0.323144        42.9791        40.9140     
  1173.08        500.000                 NaN   8.63341                 NaN            NaN            NaN            NaN            NaN   7.15327       0.322760        42.9756        40.9150     
  1172.01        500.000                 NaN   8.63466                 NaN            NaN            NaN            NaN            NaN   7.15504       0.322374        42.9721        40.9159     
  1170.94        500.000                 NaN   8.63592                 NaN            NaN            NaN            NaN            NaN   7.15680       0.321986        42.9685        40.9168     
  1169.87        500.000                 NaN   8.63718                 NaN            NaN            NaN            NaN            NaN   7.15857       0.321596        42.9649        40.9177     
  1168.80        500.000                 NaN   8.63845                 NaN            NaN            NaN            NaN            NaN   7.16034       0.321204        42.9614        40.9186     
  1167.73        500.000                 NaN   8.64178                 NaN            NaN            NaN            NaN            NaN   7.16435       0.320224        42.9540        40.9196     
  1166.67        500.000                 NaN   8.64100                 NaN            NaN            NaN            NaN            NaN   7.16395       0.320418        42.9542        40.9204     
  1165.60        500.000                 NaN   2.20937        6.43008                 NaN            NaN            NaN            NaN   7.16150       0.321070        42.9571        40.9209     
  1164.53        500.000                 NaN   1.98759        6.64265                 NaN            NaN            NaN            NaN   7.15774       0.323310        42.9692        40.9195     
  1163.46        500.000                 NaN   2.07118        6.56039                 NaN            NaN            NaN            NaN   7.15941       0.322921        42.9657        40.9204     
  1162.39        500.000                 NaN   2.15807        6.47484                 NaN            NaN            NaN            NaN   7.16110       0.322529        42.9621        40.9214     
  1161.32        500.000                 NaN   2.24841        6.38585                 NaN            NaN            NaN            NaN   7.16278       0.322135        42.9585        40.9223     
  1160.26        500.000                 NaN   2.34225        6.29337                 NaN            NaN            NaN            NaN   7.16446       0.321740        42.9549        40.9233     
  1159.19        500.000                 NaN  0.256045        8.38562                 NaN            NaN            NaN            NaN   7.15790       0.322943        42.9478        40.9297     
  1158.12        500.000                 NaN   8.64809                 NaN            NaN            NaN            NaN            NaN   7.17328       0.318464        42.9328        40.9273     
  1157.05        500.000                 NaN   1.87176        6.76969                 NaN            NaN            NaN            NaN   7.17094       0.320432        42.9409        40.9263     
  1155.98        500.000                 NaN   1.65549        2.33188        4.62847                 NaN            NaN            NaN   7.14279       0.325962        42.9899        40.9255     
  1154.91        500.000                 NaN   1.97616        6.66968                 NaN            NaN            NaN            NaN   7.17456       0.319599        42.9314        40.9286     
  1153.85        500.000                 NaN   2.02709        6.62025                 NaN            NaN            NaN            NaN   7.17632       0.319406        42.9270        40.9300     
  1152.78        500.000                 NaN   3.12138        5.52399                 NaN            NaN            NaN            NaN   7.17628       0.318936        42.9294        40.9300     
  1151.71        500.000                 NaN   3.25155        5.39525                 NaN            NaN            NaN            NaN   7.17797       0.318530        42.9257        40.9310     
  1150.64        500.000                 NaN   3.38670        5.26153                 NaN            NaN            NaN            NaN   7.17967       0.318123        42.9220        40.9320     
  1149.57        500.000                 NaN   3.74875        4.90936                 NaN            NaN            NaN            NaN   7.18610       0.315608        42.9055        40.9347     
  1148.50        500.000                 NaN   3.87413        4.78517                 NaN            NaN            NaN            NaN   7.18778       0.315228        42.9020        40.9357     
  1147.44        500.000                 NaN   4.01452        4.64604                 NaN            NaN            NaN            NaN   7.18939       0.314868        42.8986        40.9366     
  1146.37        500.000                 NaN   4.15870        4.50311                 NaN            NaN            NaN            NaN   7.19100       0.314509        42.8952        40.9375     
  1145.30        500.000                 NaN   4.30642        4.35663                 NaN            NaN            NaN            NaN   7.19261       0.314149        42.8917        40.9385     
  1144.23        500.000                 NaN   4.45687        4.20742                 NaN            NaN            NaN            NaN   7.19423       0.313790        42.8883        40.9394     
  1143.16        500.000                 NaN   4.44665        4.21180       0.275935E-005            NaN            NaN            NaN   7.19166       0.315235        42.8958        40.9389     
  1142.09        500.000                 NaN   4.60775        4.05222       0.319169E-005            NaN            NaN            NaN   7.19342       0.314812        42.8919        40.9399     
  1141.02        500.000                 NaN   2.52043        6.11285       0.167159E-005            NaN            NaN            NaN   7.17429       0.320148        42.9360        40.9362     
  1139.96        500.000                 NaN   2.48154        6.15357                 NaN            NaN            NaN            NaN   7.17642       0.319620        42.9316        40.9372     
  1138.89        500.000                 NaN   2.44105        6.19592                 NaN            NaN            NaN            NaN   7.17858       0.319083        42.9272        40.9382     
  1137.82        500.000                 NaN   6.23985        2.39906                 NaN            NaN            NaN            NaN   7.18079       0.318529        42.9226        40.9392     
  1136.75        500.000                 NaN   6.28573        2.35518                 NaN            NaN            NaN            NaN   7.18303       0.317963        42.9179        40.9402     
  1135.68        500.000                 NaN   6.33362        2.30934                 NaN            NaN            NaN            NaN   7.18531       0.317382        42.9132        40.9412     
  1134.61        500.000                 NaN   2.26115        6.38394                 NaN            NaN            NaN            NaN   7.18764       0.316784        42.9083        40.9422     
  1133.55        500.000                 NaN   6.43652        2.21078                 NaN            NaN            NaN            NaN   7.19002       0.316169        42.9033        40.9432     
  1132.48        500.000                 NaN   1.69206        6.99241       0.955587E-003            NaN            NaN            NaN   7.17615       0.309827        42.8725        40.9561     
  1131.41        500.000                 NaN   1.98404        6.66825                 NaN            NaN            NaN            NaN   7.19649       0.314751        42.8895        40.9470     
  1130.34        500.000                 NaN   6.61275        2.04171                 NaN            NaN            NaN            NaN   7.19753       0.314201        42.8874        40.9464     
  1129.27        500.000                 NaN   1.95591        6.70690                 NaN            NaN            NaN            NaN   7.20563       0.311287        42.8715        40.9488     
  1128.20        500.000                 NaN   1.84631        6.81241                 NaN            NaN            NaN            NaN   7.20392       0.312667        42.8747        40.9500     
  1127.14        500.000                 NaN   1.61084        7.05032                 NaN            NaN            NaN            NaN   7.19510       0.312972        42.8792        40.9515     
  1126.07        500.000                 NaN   1.55032        7.11699                 NaN            NaN            NaN            NaN   7.21332       0.310304        42.8569        40.9521     
  1125.00        500.000                 NaN   1.49566        7.17358                 NaN            NaN            NaN            NaN   7.21482       0.309744        42.8529        40.9533     
  1123.93        500.000                 NaN   1.36256        7.31120                 NaN            NaN            NaN            NaN   7.21885       0.308596        42.8441        40.9547     
  1122.86        500.000                 NaN   1.27705        7.39994                 NaN            NaN  0.275576E-004            NaN   7.22190       0.307737        42.8375        40.9559     
  1121.79        500.000                 NaN   1.18191        7.49859                 NaN            NaN  0.290155E-004            NaN   7.22512       0.306823        42.8304        40.9571     
  1120.73        500.000                 NaN   1.03568        7.64963                 NaN            NaN  0.255064E-004            NaN   7.22945       0.305629        42.8210        40.9586     
  1119.66        500.000                 NaN  0.880916        7.80796                 NaN            NaN            NaN            NaN   7.23184       0.304748        42.8146        40.9599     
  1118.59        500.000                 NaN   6.09612       0.150987E-005            NaN            NaN   1.46105                 NaN   6.92158       0.423332        43.5334        41.5645     
  1117.52        500.000                 NaN  0.548057        8.15072                 NaN            NaN            NaN            NaN   7.24408       0.302015        42.7927        40.9624     
  1116.45        500.000                 NaN   6.03430       0.139913E-005  0.166413E-004            NaN   1.49859                 NaN   6.91819       0.425276        43.5409        41.5827     
  1115.38        500.000                 NaN   6.03417       0.129526E-005  0.129703E-004            NaN   1.49856                 NaN   6.91816       0.425268        43.5404        41.5835     
  1114.32        500.000                 NaN   6.03403       0.216820E-005            NaN            NaN   1.49853                 NaN   6.91813       0.425261        43.5399        41.5842     
  1113.25        500.000                 NaN   5.97592                 NaN            NaN            NaN   1.53400                 NaN   6.91501       0.427091        43.5471        41.6008     
  1112.18        500.000                 NaN   5.97579                 NaN            NaN            NaN   1.53397                 NaN   6.91498       0.427083        43.5466        41.6016     
  1111.11        500.000                 NaN   5.92092                 NaN            NaN            NaN   1.56754                 NaN   6.91209       0.428801        43.5532        41.6174     
  1110.04        500.000                 NaN   5.92078                 NaN            NaN            NaN   1.56751                 NaN   6.91206       0.428794        43.5527        41.6182     
  1108.97        500.000                 NaN   5.92064                 NaN            NaN            NaN   1.56747                 NaN   6.91203       0.428786        43.5522        41.6189     
  1107.91        500.000                 NaN   5.86912                 NaN            NaN            NaN   1.59909                 NaN   6.90939       0.430384        43.5581        41.6339     
  1106.84        500.000                 NaN   5.86898                 NaN            NaN            NaN   1.59906                 NaN   6.90936       0.430376        43.5576        41.6347     
  1105.77        500.000                 NaN   5.82011                 NaN            NaN            NaN   1.62912                 NaN   6.90692       0.431882        43.5629        41.6491     
  1104.70        500.000                 NaN   5.81998                 NaN            NaN            NaN   1.62908                 NaN   6.90689       0.431874        43.5624        41.6498     
  1103.63        500.000                 NaN   5.81984                 NaN            NaN            NaN   1.62905                 NaN   6.90686       0.431866        43.5619        41.6505     
  1102.56        500.000                 NaN   5.77323                 NaN            NaN            NaN   1.65778                 NaN   6.90457       0.433297        43.5667        41.6644     
  1101.50        500.000                 NaN   5.77310                 NaN            NaN            NaN   1.65774                 NaN   6.90454       0.433289        43.5662        41.6651     
  1100.43        500.000                 NaN   5.77297                 NaN            NaN            NaN   1.65771                 NaN   6.90451       0.433281        43.5657        41.6658     
  1099.36        500.000                 NaN   5.72829                 NaN            NaN            NaN   1.68529                 NaN   6.90236       0.434648        43.5702        41.6792     
  1098.29        500.000                 NaN   5.72816                 NaN            NaN            NaN   1.68525                 NaN   6.90233       0.434640        43.5697        41.6799     
  1097.22        500.000                 NaN   5.68659                 NaN            NaN            NaN   1.71106                 NaN   6.90046       0.435883        43.5734        41.6926     
  1096.15        500.000                 NaN   5.68646                 NaN            NaN            NaN   1.71103                 NaN   6.90043       0.435876        43.5729        41.6933     
  1095.09        500.000                 NaN   5.68633                 NaN            NaN            NaN   1.71099                 NaN   6.90041       0.435868        43.5724        41.6940     
  1094.02        500.000                 NaN   5.68620                 NaN            NaN            NaN   1.71096                 NaN   6.90038       0.435860        43.5719        41.6947     
  1092.95        500.000                 NaN   5.64612                 NaN            NaN            NaN   1.73586                 NaN   6.89861       0.437057        43.5753        41.7070     
  1091.88        500.000                 NaN   5.64599                 NaN            NaN            NaN   1.73582                 NaN   6.89858       0.437049        43.5748        41.7078     
  1090.81        500.000                 NaN   5.60795                 NaN            NaN            NaN   1.75960                 NaN   6.89699       0.438170        43.5777        41.7196     
  1089.74        500.000                 NaN   5.60782                 NaN            NaN            NaN   1.75956                 NaN   6.89696       0.438162        43.5772        41.7203     
  1088.67        500.000                 NaN   5.60768                 NaN            NaN            NaN   1.75953                 NaN   6.89693       0.438155        43.5767        41.7210     
  1087.61        500.000                 NaN   5.57127                 NaN            NaN            NaN   1.78233                 NaN   6.89547       0.439219        43.5792        41.7325     
  1086.54        500.000                 NaN   5.57114                 NaN            NaN            NaN   1.78229                 NaN   6.89544       0.439211        43.5787        41.7332     
  1085.47        500.000                 NaN   5.57101                 NaN            NaN            NaN   1.78226                 NaN   6.89541       0.439203        43.5782        41.7339     
  1084.40        500.000                 NaN   5.53624                 NaN            NaN            NaN   1.80412                 NaN   6.89410       0.440206        43.5804        41.7450     
  1083.33        500.000                 NaN   5.53678                 NaN            NaN            NaN   1.80377                 NaN   6.89420       0.440151        43.5795        41.7456     
  1082.26        500.000                 NaN   5.53598                 NaN            NaN            NaN   1.80404                 NaN   6.89404       0.440190        43.5794        41.7464     
  1081.20        500.000                 NaN   5.53586                 NaN            NaN            NaN   1.80400                 NaN   6.89402       0.440183        43.5788        41.7471     
  1080.13        500.000                 NaN   5.53573                 NaN            NaN            NaN   1.80397                 NaN   6.89399       0.440175        43.5783        41.7478     
  1079.06        500.000                 NaN   5.47116                 NaN            NaN            NaN   1.84496                 NaN   6.89183       0.442004        43.5820        41.7681     
  1077.99        500.000                 NaN   5.47100                 NaN            NaN            NaN   1.84494                 NaN   6.89179       0.441998        43.5815        41.7688     
  1076.92        500.000                 NaN   5.47087                 NaN            NaN            NaN   1.84490                 NaN   6.89177       0.441991        43.5809        41.7695     
  1075.85        500.000                 NaN   5.47075                 NaN            NaN            NaN   1.84486                 NaN   6.89174       0.441983        43.5804        41.7702     
  1074.79        500.000                 NaN   5.47065                 NaN            NaN            NaN   1.84481                 NaN   6.89171       0.441973        43.5799        41.7710     
  1073.72        500.000                 NaN   5.47050                 NaN            NaN            NaN   1.84478                 NaN   6.89168       0.441967        43.5794        41.7717     
  1072.65        500.000                 NaN   5.41320                 NaN            NaN            NaN   1.88172                 NaN   6.89028       0.443491        43.5810        41.7903     
  1071.58        500.000                 NaN   5.41447                 NaN            NaN            NaN   1.88108                 NaN   6.89054       0.443388        43.5797        41.7908     
  1070.51        500.000                 NaN   5.41446                 NaN            NaN            NaN   1.88099                 NaN   6.89054       0.443370        43.5791        41.7916     
  1069.44        500.000                 NaN   5.41449                 NaN            NaN            NaN   1.88090                 NaN   6.89056       0.443348        43.5784        41.7923     
  1068.38        500.000                 NaN   5.63848                 NaN            NaN            NaN   1.78283                 NaN   6.93823       0.426556        43.4512        41.7627     
  1067.31        500.000                 NaN   5.62628                 NaN            NaN            NaN   1.79017                 NaN   6.93732       0.427005        43.4524        41.7669     
  1066.24        500.000                 NaN   5.61205                 NaN            NaN            NaN   1.79912                 NaN   6.93583       0.427606        43.4534        41.7720     
  1065.17        500.000                 NaN   5.35755                 NaN            NaN            NaN   1.91706                 NaN   6.88895       0.444892        43.5788        41.8128     
  1064.10        500.000                 NaN   5.35831                 NaN            NaN            NaN   1.91663                 NaN   6.88911       0.444818        43.5778        41.8134     
  1063.03        500.000                 NaN   5.35958                 NaN            NaN            NaN   1.91600                 NaN   6.88938       0.444704        43.5764        41.8139     
  1061.97        500.000                 NaN   5.36212                 NaN            NaN            NaN   1.91485                 NaN   6.88994       0.444490        43.5743        41.8143     
  1060.90        500.000                 NaN   5.55012                 NaN            NaN            NaN   1.83532                 NaN   6.93094       0.430048        43.4614        41.7921     
  1059.83        500.000                 NaN   5.54590                 NaN            NaN            NaN   1.83900                 NaN   6.93167       0.429933        43.4584        41.7951     
  1058.76        500.000                 NaN   5.54401                 NaN            NaN            NaN   1.84479                 NaN   6.93462       0.430081        43.4486        41.7979     
  1057.69        500.000                 NaN   5.52601                 NaN            NaN            NaN   1.85120                 NaN   6.93040       0.430613        43.4594        41.8024     
  1056.62        500.000                 NaN   5.30717                 NaN            NaN            NaN   1.94926                 NaN   6.88802       0.446086        43.5748        41.8346     
  1055.56        500.000                 NaN   5.50703                 NaN            NaN            NaN   1.86276                 NaN   6.92979       0.431224        43.4599        41.8093     
  1054.49        500.000                 NaN   5.49595                 NaN            NaN            NaN   1.86938                 NaN   6.92897       0.431636        43.4610        41.8131     
  1053.42        500.000                 NaN   5.48696                 NaN            NaN            NaN   1.87494                 NaN   6.92838       0.431926        43.4613        41.8165     
  1052.35        500.000                 NaN   5.47752                 NaN            NaN            NaN   1.88066                 NaN   6.92786       0.432244        43.4617        41.8200     
  1051.28        500.000                 NaN   5.25776                 NaN            NaN            NaN   1.98099                 NaN   6.88718       0.447352        43.5726        41.8541     
  1050.21        500.000                 NaN   5.45917                 NaN            NaN            NaN   1.89189                 NaN   6.92690       0.432853        43.4623        41.8269     
  1049.15        500.000                 NaN   5.25755                 NaN            NaN            NaN   1.98090                 NaN   6.88712       0.447334        43.5716        41.8555     
  1048.08        500.000                 NaN   5.25744                 NaN            NaN            NaN   1.98085                 NaN   6.88710       0.447326        43.5710        41.8562     
  1047.01        500.000                 NaN   5.25730                 NaN            NaN            NaN   1.98082                 NaN   6.88707       0.447319        43.5705        41.8570     
  1045.94        500.000                 NaN   5.25732                 NaN            NaN            NaN   1.98072                 NaN   6.88707       0.447300        43.5699        41.8576     
  1044.87        500.000                 NaN   5.42121                 NaN            NaN            NaN   1.91574                 NaN   6.92560       0.433945        43.4612        41.8423     
  1043.80        500.000                 NaN   5.21405                 NaN            NaN            NaN   2.00949                 NaN   6.88702       0.448305        43.5673        41.8738     
  1042.73        500.000                 NaN   5.21388                 NaN            NaN            NaN   2.00947                 NaN   6.88699       0.448301        43.5668        41.8746     
  1041.67        500.000                 NaN   5.21369                 NaN            NaN            NaN   2.00946                 NaN   6.88694       0.448298        43.5663        41.8753     
  1040.60        500.000                 NaN   5.23715                 NaN            NaN            NaN   1.99968                 NaN   6.89214       0.446523        43.5513        41.8732     
  1039.53        500.000                 NaN   5.21345                 NaN            NaN            NaN   2.00938                 NaN   6.88689       0.448283        43.5653        41.8767     
  1038.46        500.000                 NaN   5.23140                 NaN            NaN            NaN   2.00218                 NaN   6.89103       0.446818        43.5529        41.8756     
  1037.39        500.000                 NaN   5.17453                 NaN            NaN            NaN   2.03593                 NaN   6.88743       0.449079        43.5610        41.8921     
  1036.32        500.000                 NaN   5.17414                 NaN            NaN            NaN   2.03601                 NaN   6.88735       0.449090        43.5606        41.8928     
  1035.26        500.000                 NaN   5.17402                 NaN            NaN            NaN   2.03597                 NaN   6.88732       0.449083        43.5601        41.8935     
  1034.19        500.000                 NaN   5.17390                 NaN            NaN            NaN   2.03593                 NaN   6.88729       0.449075        43.5596        41.8942     
  1033.12        500.000                 NaN   5.17379                 NaN            NaN            NaN   2.03589                 NaN   6.88726       0.449067        43.5591        41.8949     
  1032.05        500.000                 NaN   5.17367                 NaN            NaN            NaN   2.03584                 NaN   6.88723       0.449059        43.5586        41.8956     
  1030.98        500.000                 NaN   5.17356                 NaN            NaN            NaN   2.03580                 NaN   6.88721       0.449051        43.5580        41.8963     
  1029.91        500.000                 NaN   5.13650                 NaN            NaN            NaN   2.06139                 NaN   6.88795       0.449810        43.5537        41.9106     
  1028.85        500.000                 NaN   5.13638                 NaN            NaN            NaN   2.06134                 NaN   6.88792       0.449802        43.5532        41.9113     
  1027.78        500.000                 NaN   5.13627                 NaN            NaN            NaN   2.06130                 NaN   6.88789       0.449794        43.5527        41.9120     
  1026.71        500.000                 NaN   5.13615                 NaN            NaN            NaN   2.06126                 NaN   6.88787       0.449786        43.5522        41.9127     
  1025.64        500.000                 NaN   5.13605                 NaN            NaN            NaN   2.06121                 NaN   6.88784       0.449778        43.5517        41.9134     
  1024.57        500.000                 NaN   5.13593                 NaN            NaN            NaN   2.06117                 NaN   6.88781       0.449770        43.5512        41.9142     
  1023.50        500.000                 NaN   5.13581                 NaN            NaN            NaN   2.06112                 NaN   6.88778       0.449762        43.5507        41.9149     
  1022.44        500.000                 NaN   5.10176                 NaN            NaN            NaN   2.08512                 NaN   6.88892       0.450387        43.5453        41.9286     
  1021.37        500.000                 NaN   5.26149                 NaN            NaN            NaN   2.01590                 NaN   6.92023       0.438762        43.4554        41.9082     
  1020.30        500.000                 NaN   5.25554                 NaN            NaN            NaN   2.01975                 NaN   6.92016       0.438917        43.4547        41.9109     
  1019.23        500.000                 NaN   5.24971                 NaN            NaN            NaN   2.02354                 NaN   6.92011       0.439064        43.4539        41.9136     
  1018.16        500.000                 NaN   5.10219                 NaN            NaN            NaN   2.08459                 NaN   6.88901       0.450286        43.5426        41.9313     
  1017.09        500.000                 NaN   5.10209                 NaN            NaN            NaN   2.08455                 NaN   6.88899       0.450276        43.5421        41.9320     
  1016.03        500.000                 NaN   5.10197                 NaN            NaN            NaN   2.08452                 NaN   6.88897       0.450266        43.5416        41.9327     
  1014.96        500.000                 NaN   5.06978                 NaN            NaN            NaN   2.10744                 NaN   6.89031       0.450834        43.5356        41.9460     
  1013.89        500.000                 NaN   5.22106                 NaN            NaN            NaN   2.04206                 NaN   6.92004       0.439745        43.4503        41.9268     
  1012.82        500.000                 NaN   5.21570                 NaN            NaN            NaN   2.04573                 NaN   6.91991       0.439916        43.4492        41.9296     
  1011.75        500.000                 NaN   5.06931                 NaN            NaN            NaN   2.10736                 NaN   6.89020       0.450821        43.5342        41.9481     
  1010.68        500.000                 NaN   5.06920                 NaN            NaN            NaN   2.10731                 NaN   6.89017       0.450813        43.5337        41.9488     
  1009.62        500.000                 NaN   5.06909                 NaN            NaN            NaN   2.10727                 NaN   6.89015       0.450805        43.5332        41.9495     
  1008.55        500.000                 NaN   5.06897                 NaN            NaN            NaN   2.10723                 NaN   6.89012       0.450797        43.5326        41.9502     
  1007.48        500.000                 NaN   5.04003                 NaN            NaN            NaN   2.12857                 NaN   6.89199       0.451188        43.5252        41.9630     
  1006.41        500.000                 NaN   5.03992                 NaN            NaN            NaN   2.12853                 NaN   6.89196       0.451180        43.5247        41.9637     
  1005.34        500.000                 NaN   5.03982                 NaN            NaN            NaN   2.12848                 NaN   6.89194       0.451172        43.5242        41.9644     
  1004.27        500.000                 NaN   5.03971                 NaN            NaN            NaN   2.12843                 NaN   6.89191       0.451164        43.5236        41.9651     
  1003.21        500.000                 NaN   5.03960                 NaN            NaN            NaN   2.12839                 NaN   6.89188       0.451156        43.5231        41.9658     
  1002.14        500.000                 NaN   5.03948                 NaN            NaN            NaN   2.12835                 NaN   6.89185       0.451149        43.5226        41.9665     
  1001.07        500.000                 NaN   5.03938                 NaN            NaN            NaN   2.12830                 NaN   6.89183       0.451140        43.5221        41.9672     
