|6.6.6
Archiving\03_Data\eqfracLP/QFM_m2.5/TIS/TIS_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Sp(TH)         O(HP)          O(HP)          an             ilm            San(TH)        q             
  1198.72        500.000        99.0686       0.252669                 NaN            NaN            NaN  0.859305E-001            NaN  0.795229E-001            NaN  0.513297                 NaN
  1197.65        500.000        99.7457       0.154618                 NaN            NaN            NaN            NaN            NaN  0.114313E-002            NaN  0.984924E-001            NaN
  1196.58        500.000        98.5394       0.358013                 NaN            NaN            NaN  0.126361E-001            NaN  0.134713                 NaN  0.660155       0.295063     
  1195.51        500.000        93.0941       0.887478                 NaN            NaN            NaN  0.166455                 NaN  0.561131                 NaN   2.60343        2.68739     
  1194.44        500.000        96.8604       0.594866                 NaN            NaN            NaN  0.294289E-004            NaN  0.250399       0.186034E-002   1.20062        1.09178     
  1193.38        500.000        91.1201       0.771194       0.548255                 NaN            NaN            NaN            NaN  0.731024       0.299820E-001   3.35672        3.44268     
  1192.31        500.000        90.1912       0.551559E-001   1.34805                 NaN            NaN            NaN            NaN  0.780292       0.591947E-001   3.79300        3.77308     
  1191.24        500.000        92.5758       0.187353       0.891696                 NaN            NaN            NaN            NaN  0.593969       0.431333E-001   2.87885        2.82924     
  1190.17        500.000        83.5623       0.250338        1.90343                 NaN            NaN  0.455775E-004            NaN   1.26159       0.964543E-001   6.58684        6.33895     
  1189.10        500.000        25.2621        8.13975       0.831078                 NaN            NaN            NaN            NaN   5.55117       0.439344        30.4542        29.3223     
  1188.03        500.000                 NaN   11.7348                 NaN            NaN            NaN            NaN            NaN   7.36597       0.581498        40.8893        39.4284     
  1186.96        500.000                 NaN   11.7362                 NaN            NaN            NaN            NaN            NaN   7.36782       0.580866        40.8865        39.4286     
  1185.90        500.000                 NaN   11.7376                 NaN            NaN            NaN            NaN            NaN   7.36966       0.580231        40.8837        39.4288     
  1184.83        500.000                 NaN   11.7390                 NaN            NaN            NaN            NaN            NaN   7.37150       0.579595        40.8810        39.4289     
  1183.76        500.000                 NaN   11.7420                 NaN            NaN            NaN            NaN            NaN   7.37485       0.578313        40.8757        39.4292     
  1182.69        500.000                 NaN   11.7418                 NaN            NaN            NaN            NaN            NaN   7.37516       0.578323        40.8754        39.4293     
  1181.62        500.000                 NaN   11.7432                 NaN            NaN            NaN            NaN            NaN   7.37702       0.577672        40.8726        39.4295     
  1180.55        500.000                 NaN   11.7446                 NaN            NaN            NaN            NaN            NaN   7.37885       0.577026        40.8698        39.4296     
  1179.49        500.000                 NaN   11.7462                 NaN            NaN            NaN            NaN            NaN   7.38071       0.576360        40.8669        39.4298     
  1178.42        500.000                 NaN   11.7475                 NaN            NaN            NaN            NaN            NaN   7.38254       0.575721        40.8642        39.4300     
  1177.35        500.000                 NaN   11.7490                 NaN            NaN            NaN            NaN            NaN   7.38439       0.575064        40.8614        39.4302     
  1176.28        500.000                 NaN   11.7504                 NaN            NaN            NaN            NaN            NaN   7.38624       0.574403        40.8585        39.4304     
  1175.21        500.000                 NaN   11.7519                 NaN            NaN            NaN            NaN            NaN   7.38809       0.573739        40.8557        39.4306     
  1174.14        500.000                 NaN   11.7534                 NaN            NaN            NaN            NaN            NaN   7.38994       0.573071        40.8528        39.4308     
  1173.08        500.000                 NaN   11.7549                 NaN            NaN            NaN            NaN            NaN   7.39180       0.572401        40.8500        39.4309     
  1172.01        500.000                 NaN   11.7564                 NaN            NaN            NaN            NaN            NaN   7.39365       0.571727        40.8471        39.4311     
  1170.94        500.000                 NaN   11.7579                 NaN            NaN            NaN            NaN            NaN   7.39551       0.571049        40.8442        39.4313     
  1169.87        500.000                 NaN   11.7594                 NaN            NaN            NaN            NaN            NaN   7.39737       0.570368        40.8413        39.4315     
  1168.80        500.000                 NaN   11.7609                 NaN            NaN            NaN            NaN            NaN   7.39923       0.569683        40.8384        39.4317     
  1167.73        500.000                 NaN   11.7647                 NaN            NaN            NaN            NaN            NaN   7.40341       0.567954        40.8319        39.4320     
  1166.67        500.000                 NaN   11.7640                 NaN            NaN            NaN            NaN            NaN   7.40304       0.568310        40.8326        39.4321     
  1165.60        500.000                 NaN   3.03089        8.73070                 NaN            NaN            NaN            NaN   7.40059       0.569481        40.8362        39.4321     
  1164.53        500.000                 NaN   2.72637        9.02438                 NaN            NaN            NaN            NaN   7.39679       0.573469        40.8485        39.4304     
  1163.46        500.000                 NaN   2.84073        8.91160                 NaN            NaN            NaN            NaN   7.39856       0.572789        40.8457        39.4307     
  1162.39        500.000                 NaN   2.95958        8.79433                 NaN            NaN            NaN            NaN   7.40033       0.572105        40.8428        39.4309     
  1161.32        500.000                 NaN   3.08313        8.67237                 NaN            NaN            NaN            NaN   7.40211       0.571417        40.8398        39.4311     
  1160.26        500.000                 NaN   3.21145        8.54565                 NaN            NaN            NaN            NaN   7.40388       0.570728        40.8369        39.4314     
  1159.19        500.000                 NaN  0.350998        11.4174                 NaN            NaN            NaN            NaN   7.39666       0.572836        40.8277        39.4344     
  1158.12        500.000                 NaN   11.7718                 NaN            NaN            NaN            NaN            NaN   7.41301       0.564932        40.8166        39.4336     
  1157.05        500.000                 NaN   2.56545        9.19938                 NaN            NaN            NaN            NaN   7.41058       0.568431        40.8245        39.4317     
  1155.98        500.000                 NaN   2.25452        3.13922        6.34318                 NaN            NaN            NaN   7.38165       0.578262        40.8723        39.4309     
  1154.91        500.000                 NaN   2.70789        9.06223                 NaN            NaN            NaN            NaN   7.41434       0.566972        40.8162        39.4323     
  1153.85        500.000                 NaN   2.77734        8.99461                 NaN            NaN            NaN            NaN   7.41617       0.566637        40.8124        39.4328     
  1152.78        500.000                 NaN   4.27622        7.49230                 NaN            NaN            NaN            NaN   7.41634       0.565827        40.8162        39.4331     
  1151.71        500.000                 NaN   4.45400        7.31618                 NaN            NaN            NaN            NaN   7.41812       0.565117        40.8132        39.4334     
  1150.64        500.000                 NaN   4.63856        7.13329                 NaN            NaN            NaN            NaN   7.41991       0.564405        40.8102        39.4336     
  1149.57        500.000                 NaN   5.13376        6.64957                 NaN            NaN            NaN            NaN   7.42656       0.559950        40.7948        39.4354     
  1148.50        500.000                 NaN   5.30479        6.48001                 NaN            NaN            NaN            NaN   7.42832       0.559287        40.7920        39.4356     
  1147.44        500.000                 NaN   5.49631        6.28994                 NaN            NaN            NaN            NaN   7.43002       0.558659        40.7892        39.4358     
  1146.37        500.000                 NaN   5.69296        6.09473                 NaN            NaN            NaN            NaN   7.43172       0.558033        40.7865        39.4361     
  1145.30        500.000                 NaN   5.89438        5.89474                 NaN            NaN            NaN            NaN   7.43342       0.557404        40.7837        39.4363     
  1144.23        500.000                 NaN   6.09949        5.69107                 NaN            NaN            NaN            NaN   7.43513       0.556778        40.7810        39.4365     
  1143.16        500.000                 NaN   6.08469        5.69900       0.370798E-005            NaN            NaN            NaN   7.43255       0.559355        40.7888        39.4356     
  1142.09        500.000                 NaN   6.30424        5.48119       0.428796E-005            NaN            NaN            NaN   7.43440       0.558614        40.7857        39.4359     
  1141.02        500.000                 NaN   3.39421        8.36238       0.225877E-005            NaN            NaN            NaN   7.41475       0.568099        40.8284        39.4321     
  1139.96        500.000                 NaN   3.34191        8.41684                 NaN            NaN            NaN            NaN   7.41698       0.567173        40.8247        39.4324     
  1138.89        500.000                 NaN   3.28747        8.47348                 NaN            NaN            NaN            NaN   7.41924       0.566230        40.8210        39.4326     
  1137.82        500.000                 NaN   8.53223        3.23100                 NaN            NaN            NaN            NaN   7.42155       0.565257        40.8171        39.4329     
  1136.75        500.000                 NaN   8.59360        3.17196                 NaN            NaN            NaN            NaN   7.42390       0.564263        40.8132        39.4331     
  1135.68        500.000                 NaN   8.65767        3.11030                 NaN            NaN            NaN            NaN   7.42629       0.563242        40.8091        39.4334     
  1134.61        500.000                 NaN   3.04547        8.72499                 NaN            NaN            NaN            NaN   7.42873       0.562191        40.8049        39.4337     
  1133.55        500.000                 NaN   8.79535        2.97769                 NaN            NaN            NaN            NaN   7.43122       0.561110        40.8007        39.4340     
  1132.48        500.000                 NaN   2.27911        9.53411       0.129193E-002            NaN            NaN            NaN   7.41697       0.549870        40.7726        39.4460     
  1131.41        500.000                 NaN   2.67238        9.10816                 NaN            NaN            NaN            NaN   7.43782       0.558602        40.7876        39.4355     
  1130.34        500.000                 NaN   9.03119        2.75017                 NaN            NaN            NaN            NaN   7.43907       0.557646        40.7870        39.4349     
  1129.27        500.000                 NaN   2.63465        9.15701                 NaN            NaN            NaN            NaN   7.44743       0.552481        40.7721        39.4363     
  1128.20        500.000                 NaN   2.48494        9.30332                 NaN            NaN            NaN            NaN   7.44559       0.554933        40.7749        39.4363     
  1127.14        500.000                 NaN   2.16804        9.62447                 NaN            NaN            NaN            NaN   7.43640       0.555477        40.7791        39.4365     
  1126.07        500.000                 NaN   2.08496        9.71252                 NaN            NaN            NaN            NaN   7.45540       0.550761        40.7593        39.4371     
  1125.00        500.000                 NaN   2.01150        9.78847                 NaN            NaN            NaN            NaN   7.45697       0.549777        40.7558        39.4374     
  1123.93        500.000                 NaN   1.83107        9.97390                 NaN            NaN            NaN            NaN   7.46117       0.547749        40.7480        39.4381     
  1122.86        500.000                 NaN   1.71619        10.0925                 NaN            NaN  0.448299E-004            NaN   7.46435       0.546234        40.7421        39.4386     
  1121.79        500.000                 NaN   1.58837        10.2244                 NaN            NaN  0.472047E-004            NaN   7.46770       0.544620        40.7359        39.4390     
  1120.73        500.000                 NaN   1.39081        10.4273                 NaN            NaN  0.414972E-004            NaN   7.47220       0.542510        40.7274        39.4398     
  1119.66        500.000                 NaN   1.18300        10.6395                 NaN            NaN            NaN            NaN   7.47468       0.540955        40.7217        39.4402     
  1118.59        500.000                 NaN   8.18981       0.206009E-005            NaN            NaN   2.37902                 NaN   7.16195       0.752298        41.4510        40.0659     
  1117.52        500.000                 NaN  0.735490        11.0977                 NaN            NaN            NaN            NaN   7.48741       0.536125        40.7019        39.4413     
  1116.45        500.000                 NaN   8.10147       0.188790E-005  0.226760E-004            NaN   2.44032                 NaN   7.15871       0.755801        41.4603        40.0834     
  1115.38        500.000                 NaN   8.10147       0.174545E-005  0.176644E-004            NaN   2.44032                 NaN   7.15871       0.755801        41.4603        40.0834     
  1114.32        500.000                 NaN   8.10148       0.292247E-005            NaN            NaN   2.44032                 NaN   7.15871       0.755802        41.4603        40.0834     
  1113.25        500.000                 NaN   8.01818                 NaN            NaN            NaN   2.49821                 NaN   7.15572       0.759091        41.4689        40.0999     
  1112.18        500.000                 NaN   8.01818                 NaN            NaN            NaN   2.49821                 NaN   7.15572       0.759091        41.4689        40.0999     
  1111.11        500.000                 NaN   7.93946                 NaN            NaN            NaN   2.55301                 NaN   7.15295       0.762178        41.4769        40.1155     
  1110.04        500.000                 NaN   7.93946                 NaN            NaN            NaN   2.55301                 NaN   7.15295       0.762178        41.4769        40.1155     
  1108.97        500.000                 NaN   7.93946                 NaN            NaN            NaN   2.55301                 NaN   7.15295       0.762178        41.4769        40.1155     
  1107.91        500.000                 NaN   7.86546                 NaN            NaN            NaN   2.60463                 NaN   7.15043       0.765053        41.4840        40.1304     
  1106.84        500.000                 NaN   7.86546                 NaN            NaN            NaN   2.60463                 NaN   7.15043       0.765053        41.4840        40.1304     
  1105.77        500.000                 NaN   7.79522                 NaN            NaN            NaN   2.65372                 NaN   7.14810       0.767761        41.4906        40.1446     
  1104.70        500.000                 NaN   7.79522                 NaN            NaN            NaN   2.65372                 NaN   7.14810       0.767761        41.4906        40.1446     
  1103.63        500.000                 NaN   7.79522                 NaN            NaN            NaN   2.65372                 NaN   7.14810       0.767761        41.4906        40.1446     
  1102.56        500.000                 NaN   7.72816                 NaN            NaN            NaN   2.70064                 NaN   7.14593       0.770336        41.4967        40.1582     
  1101.50        500.000                 NaN   7.72816                 NaN            NaN            NaN   2.70064                 NaN   7.14593       0.770336        41.4967        40.1582     
  1100.43        500.000                 NaN   7.72816                 NaN            NaN            NaN   2.70064                 NaN   7.14593       0.770336        41.4967        40.1582     
  1099.36        500.000                 NaN   7.66384                 NaN            NaN            NaN   2.74570                 NaN   7.14390       0.772798        41.5025        40.1713     
  1098.29        500.000                 NaN   7.66385                 NaN            NaN            NaN   2.74570                 NaN   7.14390       0.772798        41.5024        40.1713     
  1097.22        500.000                 NaN   7.60390                 NaN            NaN            NaN   2.78787                 NaN   7.14215       0.775039        41.5074        40.1837     
  1096.15        500.000                 NaN   7.60390                 NaN            NaN            NaN   2.78787                 NaN   7.14215       0.775039        41.5074        40.1837     
  1095.09        500.000                 NaN   7.60390                 NaN            NaN            NaN   2.78787                 NaN   7.14215       0.775039        41.5074        40.1837     
  1094.02        500.000                 NaN   7.60390                 NaN            NaN            NaN   2.78787                 NaN   7.14215       0.775039        41.5074        40.1837     
  1092.95        500.000                 NaN   7.54609                 NaN            NaN            NaN   2.82856                 NaN   7.14049       0.777197        41.5120        40.1957     
  1091.88        500.000                 NaN   7.54610                 NaN            NaN            NaN   2.82856                 NaN   7.14049       0.777197        41.5120        40.1957     
  1090.81        500.000                 NaN   7.49107                 NaN            NaN            NaN   2.86743                 NaN   7.13902       0.779220        41.5161        40.2072     
  1089.74        500.000                 NaN   7.49107                 NaN            NaN            NaN   2.86743                 NaN   7.13902       0.779220        41.5161        40.2072     
  1088.67        500.000                 NaN   7.49106                 NaN            NaN            NaN   2.86743                 NaN   7.13902       0.779220        41.5161        40.2072     
  1087.61        500.000                 NaN   7.43838                 NaN            NaN            NaN   2.90471                 NaN   7.13767       0.781141        41.5198        40.2183     
  1086.54        500.000                 NaN   7.43838                 NaN            NaN            NaN   2.90471                 NaN   7.13767       0.781141        41.5198        40.2183     
  1085.47        500.000                 NaN   7.43838                 NaN            NaN            NaN   2.90471                 NaN   7.13767       0.781141        41.5198        40.2183     
  1084.40        500.000                 NaN   7.38799                 NaN            NaN            NaN   2.94046                 NaN   7.13647       0.782954        41.5232        40.2290     
  1083.33        500.000                 NaN   7.38890                 NaN            NaN            NaN   2.93996                 NaN   7.13661       0.782870        41.5228        40.2288     
  1082.26        500.000                 NaN   7.38799                 NaN            NaN            NaN   2.94046                 NaN   7.13647       0.782954        41.5232        40.2290     
  1081.20        500.000                 NaN   7.38799                 NaN            NaN            NaN   2.94046                 NaN   7.13647       0.782954        41.5232        40.2290     
  1080.13        500.000                 NaN   7.38799                 NaN            NaN            NaN   2.94046                 NaN   7.13647       0.782954        41.5232        40.2290     
  1079.06        500.000                 NaN   7.29404                 NaN            NaN            NaN   3.00745                 NaN   7.13452       0.786248        41.5286        40.2492     
  1077.99        500.000                 NaN   7.29399                 NaN            NaN            NaN   3.00748                 NaN   7.13451       0.786253        41.5286        40.2492     
  1076.92        500.000                 NaN   7.29399                 NaN            NaN            NaN   3.00748                 NaN   7.13451       0.786253        41.5286        40.2492     
  1075.85        500.000                 NaN   7.29399                 NaN            NaN            NaN   3.00748                 NaN   7.13451       0.786253        41.5286        40.2492     
  1074.79        500.000                 NaN   7.29402                 NaN            NaN            NaN   3.00746                 NaN   7.13451       0.786250        41.5286        40.2492     
  1073.72        500.000                 NaN   7.29399                 NaN            NaN            NaN   3.00748                 NaN   7.13451       0.786253        41.5286        40.2492     
  1072.65        500.000                 NaN   7.21022                 NaN            NaN            NaN   3.06785                 NaN   7.13331       0.789002        41.5319        40.2677     
  1071.58        500.000                 NaN   7.21204                 NaN            NaN            NaN   3.06687                 NaN   7.13361       0.788833        41.5311        40.2675     
  1070.51        500.000                 NaN   7.21219                 NaN            NaN            NaN   3.06680                 NaN   7.13364       0.788815        41.5310        40.2675     
  1069.44        500.000                 NaN   7.21238                 NaN            NaN            NaN   3.06671                 NaN   7.13368       0.788790        41.5309        40.2675     
  1068.38        500.000                 NaN   7.51134                 NaN            NaN            NaN   2.90660                 NaN   7.18236       0.758854        41.4064        40.2344     
  1067.31        500.000                 NaN   7.49393                 NaN            NaN            NaN   2.91864                 NaN   7.18150       0.759671        41.4083        40.2380     
  1066.24        500.000                 NaN   7.47328                 NaN            NaN            NaN   2.93331                 NaN   7.18004       0.760759        41.4100        40.2426     
  1065.17        500.000                 NaN   7.12974                 NaN            NaN            NaN   3.12603                 NaN   7.13235       0.791617        41.5345        40.2857     
  1064.10        500.000                 NaN   7.13091                 NaN            NaN            NaN   3.12541                 NaN   7.13254       0.791500        41.5340        40.2856     
  1063.03        500.000                 NaN   7.13276                 NaN            NaN            NaN   3.12444                 NaN   7.13285       0.791311        41.5332        40.2854     
  1061.97        500.000                 NaN   7.13627                 NaN            NaN            NaN   3.12262                 NaN   7.13345       0.790944        41.5316        40.2851     
  1060.90        500.000                 NaN   7.38548                 NaN            NaN            NaN   2.99275                 NaN   7.17535       0.765196        41.4215        40.2598     
  1059.83        500.000                 NaN   7.37882                 NaN            NaN            NaN   2.99883                 NaN   7.17615       0.765006        41.4192        40.2620     
  1058.76        500.000                 NaN   7.36893                 NaN            NaN            NaN   3.00845                 NaN   7.17950       0.765312        41.4122        40.2656     
  1057.69        500.000                 NaN   7.35023                 NaN            NaN            NaN   3.01888                 NaN   7.17497       0.766252        41.4216        40.2681     
  1056.62        500.000                 NaN   7.05684                 NaN            NaN            NaN   3.17916                 NaN   7.13182       0.793877        41.5359        40.3024     
  1055.56        500.000                 NaN   7.32304                 NaN            NaN            NaN   3.03788                 NaN   7.17447       0.767374        41.4234        40.2738     
  1054.49        500.000                 NaN   7.30722                 NaN            NaN            NaN   3.04877                 NaN   7.17369       0.768126        41.4252        40.2770     
  1053.42        500.000                 NaN   7.29433                 NaN            NaN            NaN   3.05791                 NaN   7.17314       0.768659        41.4261        40.2798     
  1052.35        500.000                 NaN   7.28084                 NaN            NaN            NaN   3.06733                 NaN   7.17267       0.769243        41.4272        40.2827     
  1051.28        500.000                 NaN   6.98488                 NaN            NaN            NaN   3.23136                 NaN   7.13129       0.796222        41.5374        40.3189     
  1050.21        500.000                 NaN   7.25453                 NaN            NaN            NaN   3.08581                 NaN   7.17181       0.770361        41.4292        40.2883     
  1049.15        500.000                 NaN   6.98491                 NaN            NaN            NaN   3.23134                 NaN   7.13130       0.796219        41.5374        40.3189     
  1048.08        500.000                 NaN   6.98492                 NaN            NaN            NaN   3.23134                 NaN   7.13130       0.796218        41.5373        40.3189     
  1047.01        500.000                 NaN   6.98489                 NaN            NaN            NaN   3.23135                 NaN   7.13129       0.796221        41.5374        40.3189     
  1045.94        500.000                 NaN   6.98508                 NaN            NaN            NaN   3.23126                 NaN   7.13133       0.796201        41.5373        40.3189     
  1044.87        500.000                 NaN   7.19981                 NaN            NaN            NaN   3.12509                 NaN   7.17075       0.772388        41.4314        40.3005     
  1043.80        500.000                 NaN   6.92119                 NaN            NaN            NaN   3.27841                 NaN   7.13151       0.798038        41.5368        40.3341     
  1042.73        500.000                 NaN   6.92113                 NaN            NaN            NaN   3.27845                 NaN   7.13150       0.798044        41.5368        40.3341     
  1041.67        500.000                 NaN   6.92103                 NaN            NaN            NaN   3.27850                 NaN   7.13149       0.798054        41.5368        40.3341     
  1040.60        500.000                 NaN   6.95196                 NaN            NaN            NaN   3.26257                 NaN   7.13683       0.794900        41.5227        40.3310     
  1039.53        500.000                 NaN   6.92103                 NaN            NaN            NaN   3.27850                 NaN   7.13149       0.798054        41.5368        40.3341     
  1038.46        500.000                 NaN   6.94468                 NaN            NaN            NaN   3.26681                 NaN   7.13575       0.795455        41.5252        40.3321     
  1037.39        500.000                 NaN   6.86302                 NaN            NaN            NaN   3.32205                 NaN   7.13227       0.799518        41.5347        40.3485     
  1036.32        500.000                 NaN   6.86265                 NaN            NaN            NaN   3.32225                 NaN   7.13221       0.799553        41.5348        40.3485     
  1035.26        500.000                 NaN   6.86265                 NaN            NaN            NaN   3.32225                 NaN   7.13221       0.799553        41.5348        40.3485     
  1034.19        500.000                 NaN   6.86264                 NaN            NaN            NaN   3.32225                 NaN   7.13221       0.799553        41.5348        40.3485     
  1033.12        500.000                 NaN   6.86264                 NaN            NaN            NaN   3.32225                 NaN   7.13221       0.799553        41.5348        40.3485     
  1032.05        500.000                 NaN   6.86265                 NaN            NaN            NaN   3.32225                 NaN   7.13221       0.799553        41.5348        40.3485     
  1030.98        500.000                 NaN   6.86264                 NaN            NaN            NaN   3.32225                 NaN   7.13221       0.799553        41.5348        40.3485     
  1029.91        500.000                 NaN   6.80706                 NaN            NaN            NaN   3.36416                 NaN   7.13317       0.800936        41.5322        40.3625     
  1028.85        500.000                 NaN   6.80706                 NaN            NaN            NaN   3.36416                 NaN   7.13317       0.800936        41.5322        40.3625     
  1027.78        500.000                 NaN   6.80706                 NaN            NaN            NaN   3.36416                 NaN   7.13317       0.800936        41.5322        40.3625     
  1026.71        500.000                 NaN   6.80705                 NaN            NaN            NaN   3.36416                 NaN   7.13317       0.800936        41.5322        40.3625     
  1025.64        500.000                 NaN   6.80706                 NaN            NaN            NaN   3.36415                 NaN   7.13317       0.800936        41.5322        40.3625     
  1024.57        500.000                 NaN   6.80706                 NaN            NaN            NaN   3.36416                 NaN   7.13317       0.800936        41.5322        40.3625     
  1023.50        500.000                 NaN   6.80706                 NaN            NaN            NaN   3.36416                 NaN   7.13317       0.800936        41.5322        40.3625     
  1022.44        500.000                 NaN   6.75561                 NaN            NaN            NaN   3.40347                 NaN   7.13453       0.802080        41.5285        40.3758     
  1021.37        500.000                 NaN   6.96897                 NaN            NaN            NaN   3.29031                 NaN   7.16645       0.781333        41.4404        40.3526     
  1020.30        500.000                 NaN   6.96028                 NaN            NaN            NaN   3.29668                 NaN   7.16643       0.781625        41.4404        40.3546     
  1019.23        500.000                 NaN   6.95178                 NaN            NaN            NaN   3.30294                 NaN   7.16643       0.781904        41.4403        40.3567     
  1018.16        500.000                 NaN   6.75677                 NaN            NaN            NaN   3.40288                 NaN   7.13473       0.801956        41.5279        40.3757     
  1017.09        500.000                 NaN   6.75678                 NaN            NaN            NaN   3.40289                 NaN   7.13474       0.801952        41.5279        40.3757     
  1016.03        500.000                 NaN   6.75677                 NaN            NaN            NaN   3.40291                 NaN   7.13475       0.801949        41.5279        40.3758     
  1014.96        500.000                 NaN   6.70792                 NaN            NaN            NaN   3.44047                 NaN   7.13632       0.802991        41.5236        40.3887     
  1013.89        500.000                 NaN   6.90999                 NaN            NaN            NaN   3.33358                 NaN   7.16662       0.783198        41.4399        40.3667     
  1012.82        500.000                 NaN   6.90205                 NaN            NaN            NaN   3.33964                 NaN   7.16654       0.783518        41.4395        40.3688     
  1011.75        500.000                 NaN   6.70775                 NaN            NaN            NaN   3.44056                 NaN   7.13629       0.803010        41.5237        40.3887     
  1010.68        500.000                 NaN   6.70774                 NaN            NaN            NaN   3.44056                 NaN   7.13629       0.803010        41.5237        40.3887     
  1009.62        500.000                 NaN   6.70774                 NaN            NaN            NaN   3.44056                 NaN   7.13629       0.803010        41.5237        40.3887     
  1008.55        500.000                 NaN   6.70774                 NaN            NaN            NaN   3.44056                 NaN   7.13629       0.803010        41.5237        40.3887     
  1007.48        500.000                 NaN   6.66328                 NaN            NaN            NaN   3.47556                 NaN   7.13839       0.803736        41.5179        40.4011     
  1006.41        500.000                 NaN   6.66328                 NaN            NaN            NaN   3.47556                 NaN   7.13839       0.803736        41.5179        40.4011     
  1005.34        500.000                 NaN   6.66329                 NaN            NaN            NaN   3.47555                 NaN   7.13839       0.803734        41.5179        40.4011     
  1004.27        500.000                 NaN   6.66329                 NaN            NaN            NaN   3.47555                 NaN   7.13839       0.803734        41.5179        40.4011     
  1003.21        500.000                 NaN   6.66329                 NaN            NaN            NaN   3.47555                 NaN   7.13839       0.803734        41.5179        40.4011     
  1002.14        500.000                 NaN   6.66328                 NaN            NaN            NaN   3.47556                 NaN   7.13839       0.803736        41.5179        40.4011     
  1001.07        500.000                 NaN   6.66329                 NaN            NaN            NaN   3.47555                 NaN   7.13839       0.803734        41.5179        40.4011     
